,twbs/bootstrap,mui/material-ui,ant-design/ant-design
2015-08-07,0,5.0,16
2015-08-08,8,0.4999999999999998,3
2015-08-09,1,0.8750000000000002,5
2015-08-10,44,3.8925,15
2015-08-11,13,-0.02981250000000024,8
2015-08-12,0,3.5270737500000005,19
2015-08-13,32,12.7363301875,3
2015-08-14,9,7.454398906249999,14
2015-08-15,5,-2.165286106328124,4
2015-08-16,0,-3.9717423596953116,3
2015-08-17,14,4.855192896253126,31
2015-08-18,37,7.433214479706249,51
2015-08-19,72,1.8743169440546872,43
2015-08-20,44,-1.4839417290437495,41
2015-08-21,43,11.783726673601564,28
2015-08-22,7,-6.367306861445313,16
2015-08-23,45,-2.7646175265890616,11
2015-08-24,25,11.33584669331875,36
2015-08-25,27,-4.074231316109376,30
2015-08-26,25,-1.5830750308015622,12
2015-08-27,15,-0.8451393216703127,25
2015-08-28,2,-1.4136856491765628,10
2015-08-29,10,1.130073258817187,1
2015-08-30,2,5.764214839007812,0
2015-08-31,3,-2.6496081712500006,27
2015-09-01,6,1.867644295796875,39
2015-09-02,36,1.3684757749578123,2
2015-09-03,9,-0.6039954037484374,0
2015-09-04,0,-1.0775636049984372,0
2015-09-05,14,0.3815485017671878,0
2015-09-06,17,0.2663974002187499,0
2015-09-07,3,1.2575303186749998,21
2015-09-08,9,1.9839814486203124,20
2015-09-09,4,-1.337445334046875,14
2015-09-10,10,8.388779586254687,14
2015-09-11,3,-3.068453068964063,30
2015-09-12,2,-0.18074954948281197,4
2015-09-13,1,-1.0060564655156248,8
2015-09-14,1,0.39632023500156255,13
2015-09-15,2,4.270809081985937,18
2015-09-16,6,2.0705127607374996,27
2015-09-17,1,-1.0255859534484375,18
2015-09-18,0,-1.223833813390625,7
2015-09-19,3,0.2852592571546875,2
2015-09-20,3,1.292091170734375,1
2015-09-21,1,0.9870115005171876,2
2015-09-22,5,9.896993214484375,7
2015-09-23,4,11.138760545439062,20
2015-09-24,7,17.96557354302344,8
2015-09-25,9,-2.6627567321968755,4
2015-09-26,2,-3.0928304119828107,0
2015-09-27,6,-4.092713239265624,0
2015-09-28,6,7.519455368235938,0
2015-09-29,5,14.210413291253126,0
2015-09-30,0,2.8765602328624986,0
2015-10-01,10,-4.984669654545312,0
2015-10-02,2,2.9255390953828133,17
2015-10-03,0,-4.518800756196876,0
2015-10-04,3,-2.235994917926562,0
2015-10-05,0,9.503592885301563,1
2015-10-06,2,9.584377143593748,3
2015-10-07,7,14.744374762875,0
2015-10-08,4,-7.058109320845313,1
2015-10-09,3,-0.3936593953421852,14
2015-10-10,3,0.3129984061750002,2
2015-10-11,5,-2.3496693801296873,3
2015-10-12,5,-2.1969123362499996,4
2015-10-13,11,1.5079656705781246,3
2015-10-14,2,18.944612945970313,13
2015-10-15,3,-0.42866033483750154,9
2015-10-16,5,-1.9991779064203117,3
2015-10-17,4,-2.1947711510281245,0
2015-10-18,0,-0.10087104374374967,0
2015-10-19,4,23.071184292803125,32
2015-10-20,3,12.342617403017186,8
2015-10-21,2,15.217977813453127,18
2015-10-22,1,-5.879250045526561,23
2015-10-23,10,8.785455621001564,20
2015-10-24,14,-8.712151791676561,2
2015-10-25,4,-4.341750816464061,3
2015-10-26,7,2.055851946985938,20
2015-10-27,14,2.274869443143749,27
2015-10-28,7,-0.0871374016484392,22
2015-10-29,9,0.7040929604703114,22
2015-10-30,8,1.0840254885859366,22
2015-10-31,3,5.416895802353125,23
2015-11-01,0,2.269289575775,4
2015-11-02,5,-2.3920025437499994,15
2015-11-03,9,10.028218323671876,32
2015-11-04,2,1.1656890882421873,35
2015-11-05,1,3.0878031085406255,24
2015-11-06,1,-0.04240051499374964,11
2015-11-07,0,-0.2128541349937496,0
2015-11-08,0,2.34751010794375,4
2015-11-09,0,11.98528576979375,5
2015-11-10,0,9.9632585938375,12
2015-11-11,7,-2.3926821944203125,16
2015-11-12,6,15.153441124362502,13
2015-11-13,44,-3.566347929256249,48
2015-11-14,1,-2.317770643442187,19
2015-11-15,45,-1.8372996094781247,6
2015-11-16,11,1.0586620202234376,23
2015-11-17,0,1.8904939898515618,6
2015-11-18,0,1.6737289645078115,24
2015-11-19,9,9.775246266946874,43
2015-11-20,0,-5.492670857726563,47
2015-11-21,0,3.5633211052656257,3
2015-11-22,0,3.8305010360390623,0
2015-11-23,4,0.3345491692703124,17
2015-11-24,3,8.019772375221876,14
2015-11-25,1,0.09137018199062474,21
2015-11-26,5,10.253795791257813,23
2015-11-27,1,3.8378086908828113,15
2015-11-28,1,5.218537447973437,8
2015-11-29,1,-0.03181991684374985,4
2015-11-30,35,5.214567670743751,12
2015-12-01,7,1.4142664165578127,2
2015-12-02,2,7.104314018896875,13
2015-12-03,5,8.775090663110937,12
2015-12-04,8,9.507700174117186,13
2015-12-05,19,-0.6644901391656255,6
2015-12-06,9,6.57547796575,9
2015-12-07,24,10.692202878845313,10
2015-12-08,78,10.978094836696876,12
2015-12-09,12,-3.3137156221875,8
2015-12-10,4,7.003387237432813,13
2015-12-11,6,-0.1439605140281266,8
2015-12-12,5,-4.5526792860078125,5
2015-12-13,6,7.828025657167188,3
2015-12-14,1,6.821770448684374,5
2015-12-15,1,3.979139713692187,14
2015-12-16,2,13.282244235246875,24
2015-12-17,6,8.695655485484373,16
2015-12-18,1,-2.5488333423484377,10
2015-12-19,0,1.3573828331156257,2
2015-12-20,3,0.9932680131062508,1
2015-12-21,9,-2.394051473903125,4
2015-12-22,3,7.029352462003125,9
2015-12-23,8,-0.7102710064484388,15
2015-12-24,26,0.6764516541265619,22
2015-12-25,25,6.115573767312499,29
2015-12-26,9,6.976289066949999,1
2015-12-27,4,-5.899876380504688,22
2015-12-28,0,6.262820618028126,33
2015-12-29,4,9.568125383323437,18
2015-12-30,2,15.649262694629687,19
2015-12-31,4,0.4814608768609361,17
2016-01-01,5,-2.120706237492186,34
2016-01-02,1,2.857071231179688,9
2016-01-03,0,2.644459003984375,2
2016-01-04,20,2.747481002456251,7
2016-01-05,4,6.865513741609375,6
2016-01-06,58,12.619705348685937,15
2016-01-07,22,-0.8404946041031263,21
2016-01-08,3,1.5933024724718754,8
2016-01-09,13,9.356665193843751,4
2016-01-10,3,0.5314336097109376,7
2016-01-11,16,17.9963056700125,25
2016-01-12,0,1.6029332875124993,15
2016-01-13,7,3.7181774917000006,29
2016-01-14,10,5.1423325826593755,32
2016-01-15,6,-0.9616317130484369,19
2016-01-16,4,4.9194769537625005,4
2016-01-17,16,1.295690052653125,7
2016-01-18,14,10.084634647382813,7
2016-01-19,7,-1.958566893237501,27
2016-01-20,4,6.3475097337249995,23
2016-01-21,11,1.4068450937687498,14
2016-01-22,0,2.3444493195031253,15
2016-01-23,6,7.647002699364062,10
2016-01-24,8,-0.6701512670515628,3
2016-01-25,5,8.961624165314063,15
2016-01-26,5,3.081629233387499,29
2016-01-27,3,10.68679640268125,17
2016-01-28,0,6.779735579415625,19
2016-01-29,1,-1.3649205954187504,4
2016-01-30,0,1.8739807262625012,10
2016-01-31,1,-4.7622053413156245,0
2016-02-01,0,9.565763119879687,30
2016-02-02,0,-2.0970631641156263,17
2016-02-03,2,13.825736705834375,14
2016-02-04,15,6.27551203890625,1
2016-02-05,5,14.332150657307812,1
2016-02-06,61,4.822159481648438,1
2016-02-07,43,9.971487886995313,0
2016-02-08,28,34.854648468621875,0
2016-02-09,29,-1.4020238511859375,0
2016-02-10,0,12.880962758410938,0
2016-02-11,6,13.4109133877875,3
2016-02-12,0,11.253454317090624,0
2016-02-13,0,-5.873324797853124,0
2016-02-14,5,2.0047178936437504,2
2016-02-15,2,1.791962701710938,1
2016-02-16,33,-2.3766676846265646,4
2016-02-17,49,3.636517202007812,12
2016-02-18,6,-1.3714146133640632,10
2016-02-19,15,8.217814920259375,13
2016-02-20,0,-0.4235113731906264,4
2016-02-21,0,8.371836516307813,8
2016-02-22,0,7.93141747721875,26
2016-02-23,9,3.117008123035937,15
2016-02-24,1,12.972425837596875,16
2016-02-25,3,-6.527220244551563,15
2016-02-26,2,14.653933283845314,7
2016-02-27,10,4.845001244634375,1
2016-02-28,11,14.475407677381249,0
2016-02-29,1,-4.132699021098439,5
2016-03-01,1,3.6571234520062506,6
2016-03-02,1,14.612436854585937,25
2016-03-03,4,3.4992380478765615,15
2016-03-04,4,-3.1535792149531243,12
2016-03-05,2,3.612024504989064,7
2016-03-06,3,0.2335766168749993,5
2016-03-07,15,7.332756825381249,17
2016-03-08,0,4.968676992035937,10
2016-03-09,0,-1.9741663745515625,23
2016-03-10,4,7.984367678095312,81
2016-03-11,6,-1.736815643340626,23
2016-03-12,0,8.331219889146876,2
2016-03-13,1,0.5684247241968752,8
2016-03-14,7,-2.2059998084375003,30
2016-03-15,2,1.3589514419171875,23
2016-03-16,7,7.333243695535937,19
2016-03-17,1,8.723765836128123,9
2016-03-18,0,1.3472187846328119,14
2016-03-19,2,-1.4798518021046867,2
2016-03-20,0,-3.940246637867187,5
2016-03-21,0,2.7538047268640624,13
2016-03-22,5,5.031026600823437,19
2016-03-23,0,-1.9780079097765628,20
2016-03-24,7,11.449409316914062,11
2016-03-25,0,3.2967142797203106,33
2016-03-26,0,-3.151911864384375,1
2016-03-27,2,0.015334514575000568,3
