,php/php-src,ruby/ruby,python/cpython
2016-10-20,29,6,21
2016-10-21,9,9,38
2016-10-22,5,7,12
2016-10-23,9,3,19
2016-10-24,9,7,10
2016-10-25,16,4,47
2016-10-26,14,5,9
2016-10-27,20,8,21
2016-10-28,11,13,21
2016-10-29,23,5,23
2016-10-30,21,3,28
2016-10-31,12,7,18
2016-11-01,18,10,7
2016-11-02,4,2,14
2016-11-03,9,4,16
2016-11-04,18,8,10
2016-11-05,14,53,7
2016-11-06,14,29,20
2016-11-07,15,17,21
2016-11-08,12,14,27
2016-11-09,17,1,41
2016-11-10,16,15,12
2016-11-11,0,21,17
2016-11-12,35,30,12
2016-11-13,22,10,13
2016-11-14,4,11,18
2016-11-15,2,8,22
2016-11-16,58,10,27
2016-11-17,56,5,15
2016-11-18,35,10,5
2016-11-19,4,12,6
2016-11-20,50,8,52
2016-11-21,38,13,63
2016-11-22,40,10,30
2016-11-23,4,10,5
2016-11-24,33,6,11
2016-11-25,17,1,10
2016-11-26,20,5,6
2016-11-27,28,5,0
2016-11-28,10,8,10
2016-11-29,1,23,9
2016-11-30,12,12,1
2016-12-01,27,11,6
2016-12-02,26,4,10
2016-12-03,15,9,8
2016-12-04,17,9,9
2016-12-05,6,6,11
2016-12-06,41,17,25
2016-12-07,24,15,19
2016-12-08,14,8,30
2016-12-09,12,7,17
2016-12-10,4,12,21
2016-12-11,13,2,14
2016-12-12,27,15,7
2016-12-13,11,4,11
2016-12-14,13,9,12
2016-12-15,8,6,29
2016-12-16,24,9,34
2016-12-17,16,12,13
2016-12-18,19,3,11
2016-12-19,8,4,21
2016-12-20,18,14,7
2016-12-21,22,16,9
2016-12-22,19,11,12
2016-12-23,1,6,9
2016-12-24,0,9,16
2016-12-25,0,10,6
2016-12-26,11,14,2
2016-12-27,9,8,30
2016-12-28,10,2,20
2016-12-29,19,6,4
2016-12-30,16,1,15
2016-12-31,19,6,14
2017-01-01,40,6,3
2017-01-02,28,4,47
2017-01-03,52,9,21
2017-01-04,38,4,7
2017-01-05,33,4,4
2017-01-06,80,4,17
2017-01-07,52,8,5
2017-01-08,24,8,15
2017-01-09,54,3,25
2017-01-10,43,8,8
2017-01-11,10,9,16
2017-01-12,20,4,18
2017-01-13,28,8,20
2017-01-14,10,8,11
2017-01-15,7,5,2
2017-01-16,26,7,16
2017-01-17,20,3,25
2017-01-18,28,7,24
2017-01-19,9,10,8
2017-01-20,11,10,14
2017-01-21,15,3,6
2017-01-22,13,6,7
2017-01-23,11,16,27
2017-01-24,6,4,15
2017-01-25,10,7,7
2017-01-26,12,9,2
2017-01-27,6,12,5
2017-01-28,8,7,1
2017-01-29,5,6,17
2017-01-30,22,16,2
2017-01-31,16,15,6
2017-02-01,33,7,17
2017-02-02,20,14,20
2017-02-03,35,14,1
2017-02-04,1,13,35
2017-02-05,6,11,7
2017-02-06,4,5,14
2017-02-07,13,13,9
2017-02-08,7,5,6
2017-02-09,1,9,10
2017-02-10,8,11,21
2017-02-11,17,7,5
2017-02-12,21,9,7
2017-02-13,6,11,6
2017-02-14,2,5,8
2017-02-15,20,6,10
2017-02-16,13,6,5
2017-02-17,8,6,0
2017-02-18,3,6,3
2017-02-19,3,1,3
2017-02-20,0,13,7
2017-02-21,9,11,7
2017-02-22,9,10,6
2017-02-23,9,8,6
2017-02-24,15,12,7
2017-02-25,6,7,9
2017-02-26,3,3,10
2017-02-27,6,18,6
2017-02-28,7,7,6
2017-03-01,13,11,13
2017-03-02,26,6,14
2017-03-03,4,7,17
2017-03-04,1,10,8
2017-03-05,0,5,6
2017-03-06,1,8,10
2017-03-07,17,15,5
2017-03-08,3,7,13
2017-03-09,17,11,6
2017-03-10,7,5,5
2017-03-11,0,11,7
2017-03-12,7,6,19
2017-03-13,6,14,3
2017-03-14,20,12,7
2017-03-15,4,6,3
2017-03-16,19,12,1
2017-03-17,16,11,5
2017-03-18,0,9,1
2017-03-19,3,5,11
2017-03-20,10,5,4
2017-03-21,5,6,5
2017-03-22,9,8,2
2017-03-23,20,8,5
2017-03-24,7,7,7
2017-03-25,0,8,5
2017-03-26,0,4,2
2017-03-27,18,5,11
2017-03-28,19,8,6
2017-03-29,14,11,5
2017-03-30,10,6,18
2017-03-31,0,4,7
2017-04-01,6,9,5
2017-04-02,8,4,6
2017-04-03,9,5,3
2017-04-04,4,5,3
