,php/php-src,ruby/ruby,python/cpython
2016-04-05,19,6,8
2016-04-06,31,9,9
2016-04-07,18,9,0
2016-04-08,26,5,10
2016-04-09,13,6,14
2016-04-10,6,8,12
2016-04-11,13,12,19
2016-04-12,22,5,12
2016-04-13,3,14,10
2016-04-14,16,16,12
2016-04-15,10,22,24
2016-04-16,23,6,21
2016-04-17,0,2,9
2016-04-18,23,13,12
2016-04-19,7,6,23
2016-04-20,19,6,8
2016-04-21,14,10,1
2016-04-22,1,17,2
2016-04-23,8,19,15
2016-04-24,7,15,24
2016-04-25,6,9,13
2016-04-26,7,13,13
2016-04-27,27,13,3
2016-04-28,27,7,6
2016-04-29,50,8,11
2016-04-30,7,40,2
2016-05-01,17,19,14
2016-05-02,17,13,8
2016-05-03,14,7,2
2016-05-04,15,11,12
2016-05-05,17,11,4
2016-05-06,21,10,4
2016-05-07,7,6,15
2016-05-08,6,15,15
2016-05-09,8,10,2
2016-05-10,16,4,6
2016-05-11,14,12,9
2016-05-12,24,10,6
2016-05-13,12,6,19
2016-05-14,14,5,3
2016-05-15,4,7,16
2016-05-16,22,9,38
2016-05-17,15,19,22
2016-05-18,6,27,16
2016-05-19,2,11,7
2016-05-20,0,14,18
2016-05-21,3,16,6
2016-05-22,0,13,12
2016-05-23,3,16,2
2016-05-24,11,16,6
2016-05-25,23,14,4
2016-05-26,3,11,11
2016-05-27,3,6,12
2016-05-28,9,13,20
2016-05-29,2,9,10
2016-05-30,18,18,8
2016-05-31,18,9,0
2016-06-01,15,19,12
2016-06-02,28,12,32
2016-06-03,7,5,36
2016-06-04,8,7,54
2016-06-05,12,13,21
2016-06-06,23,9,11
2016-06-07,30,19,10
2016-06-08,14,15,31
2016-06-09,19,12,15
2016-06-10,1,9,17
2016-06-11,3,10,34
2016-06-12,9,7,57
2016-06-13,18,7,21
2016-06-14,21,13,52
2016-06-15,21,6,15
2016-06-16,20,3,4
2016-06-17,17,4,8
2016-06-18,1,11,20
2016-06-19,25,12,4
2016-06-20,33,13,11
2016-06-21,58,10,2
2016-06-22,27,3,14
2016-06-23,14,3,4
2016-06-24,7,10,19
2016-06-25,7,3,17
2016-06-26,25,6,6
2016-06-27,22,6,20
2016-06-28,25,15,6
2016-06-29,9,8,1
2016-06-30,9,10,8
2016-07-01,6,11,7
2016-07-02,0,4,0
2016-07-03,17,2,8
2016-07-04,12,4,0
2016-07-05,57,8,2
2016-07-06,34,20,14
2016-07-07,9,8,9
2016-07-08,33,4,7
2016-07-09,3,6,1
2016-07-10,7,8,22
2016-07-11,43,8,11
2016-07-12,54,7,5
2016-07-13,30,23,0
2016-07-14,43,16,13
2016-07-15,4,11,15
2016-07-16,10,1,11
2016-07-17,36,4,12
2016-07-18,13,2,12
2016-07-19,68,2,9
2016-07-20,38,11,0
2016-07-21,26,5,0
2016-07-22,38,11,8
2016-07-23,44,4,12
2016-07-24,20,5,2
2016-07-25,38,3,15
2016-07-26,13,17,7
2016-07-27,45,1,4
2016-07-28,51,7,12
2016-07-29,23,3,10
2016-07-30,27,4,9
2016-07-31,5,3,8
2016-08-01,5,8,0
2016-08-02,36,7,4
2016-08-03,65,10,11
2016-08-04,24,2,12
2016-08-05,18,8,9
2016-08-06,15,3,9
2016-08-07,28,7,3
2016-08-08,15,6,12
2016-08-09,28,12,16
2016-08-10,15,7,17
2016-08-11,34,8,2
2016-08-12,15,8,13
2016-08-13,16,8,6
2016-08-14,24,5,18
2016-08-15,11,5,16
2016-08-16,47,9,33
2016-08-17,87,7,26
2016-08-18,46,4,6
2016-08-19,25,7,42
2016-08-20,15,6,18
2016-08-21,28,3,19
2016-08-22,7,7,22
2016-08-23,16,4,24
2016-08-24,4,11,24
2016-08-25,26,2,6
2016-08-26,12,10,8
2016-08-27,5,1,9
2016-08-28,12,2,0
2016-08-29,71,7,10
2016-08-30,39,12,16
2016-08-31,38,6,19
2016-09-01,27,8,7
2016-09-02,38,1,16
2016-09-03,19,4,13
2016-09-04,10,6,8
2016-09-05,63,4,52
2016-09-06,23,5,73
2016-09-07,3,19,82
2016-09-08,20,12,105
2016-09-09,33,11,112
2016-09-10,15,2,83
2016-09-11,31,7,72
2016-09-12,21,8,54
2016-09-13,79,13,48
2016-09-14,31,5,29
2016-09-15,16,3,44
2016-09-16,19,8,18
2016-09-17,5,4,32
2016-09-18,3,5,24
2016-09-19,19,4,28
2016-09-20,7,6,14
2016-09-21,14,6,23
2016-09-22,28,5,18
2016-09-23,45,16,19
2016-09-24,24,10,13
2016-09-25,12,7,6
2016-09-26,34,11,27
2016-09-27,7,15,21
2016-09-28,37,8,30
2016-09-29,15,10,16
2016-09-30,32,7,33
2016-10-01,10,11,13
2016-10-02,6,1,39
2016-10-03,10,10,10
2016-10-04,7,8,26
2016-10-05,27,9,20
2016-10-06,11,15,21
2016-10-07,17,3,18
2016-10-08,16,4,31
2016-10-09,4,5,29
2016-10-10,26,6,17
2016-10-11,26,10,15
2016-10-12,72,11,9
2016-10-13,70,6,14
2016-10-14,32,9,12
2016-10-15,17,7,11
2016-10-16,12,1,9
2016-10-17,58,3,9
2016-10-18,39,7,16
2016-10-19,11,5,26
