,rust-lang/rust,JetBrains/kotlin,apple/swift
2014-10-17,21,14.0,14
2014-10-18,17,9.599999999999998,7
2014-10-19,16,-1.7300000000000013,3
2014-10-20,15,22.105999999999998,24
2014-10-21,23,18.097224999999998,15
2014-10-22,20,71.412078,8
2014-10-23,21,-8.462052425000007,22
2014-10-24,19,6.151168615,29
2014-10-25,26,-4.343084790968749,8
2014-10-26,21,-2.937200916174992,12
2014-10-27,53,7.833136595854693,20
2014-10-28,41,5.31640599189063,20
2014-10-29,24,3.333418337095315,17
2014-10-30,45,41.70512478682344,9
2014-10-31,37,30.13386208803906,19
2014-11-01,18,-4.191117795707816,14
2014-11-02,30,-2.5509165028953134,14
2014-11-03,76,-2.438083562499996,18
2014-11-04,24,-1.8183917751562442,14
2014-11-05,34,31.54374624301563,15
2014-11-06,69,10.56054821661875,20
2014-11-07,40,60.10178727209688,25
2014-11-08,18,-0.7648581851437548,16
2014-11-09,31,-5.121951513575,15
2014-11-10,18,16.9478437319125,13
2014-11-11,18,27.765103484964065,40
2014-11-12,32,59.13970583625,35
2014-11-13,20,28.036537426734373,18
2014-11-14,20,19.713770511079687,29
2014-11-15,14,-8.273139391039061,16
2014-11-16,42,-5.124111816424993,6
2014-11-17,62,42.63048710471251,29
2014-11-18,42,6.786455647187504,27
2014-11-19,73,7.367204451531253,33
2014-11-20,38,19.065037552834376,38
2014-11-21,55,42.434286499320315,47
2014-11-22,18,-7.877782973818751,17
2014-11-23,46,-4.187266298542186,4
2014-11-24,25,58.232004047500006,11
2014-11-25,36,31.754837691281253,2
2014-11-26,33,10.500986049878126,2
2014-11-27,45,20.42150268529375,0
2014-11-28,11,36.17326548465782,4
2014-11-29,7,-8.526973235612498,0
2014-11-30,16,-4.947785184224995,1
2014-12-01,12,64.70719827875,12
2014-12-02,18,3.598867068546877,22
2014-12-03,33,62.48576265843282,39
2014-12-04,41,-9.806248384984379,28
2014-12-05,60,5.124498411645318,46
2014-12-06,17,-5.114257978142184,15
2014-12-07,51,-3.414897759045304,2
2014-12-08,27,38.62830424250001,19
2014-12-09,42,-3.046446448812498,18
2014-12-10,20,22.203578654603128,15
2014-12-11,17,20.171225485204687,20
2014-12-12,24,68.68621770325468,28
2014-12-13,122,-10.102424545707818,16
2014-12-14,79,-4.260105140395312,11
2014-12-15,47,51.361074416250005,19
2014-12-16,37,43.75526200260938,15
2014-12-17,63,-6.886683808020312,31
2014-12-18,41,48.24653347273594,24
2014-12-19,103,2.5519342361750024,26
2014-12-20,45,-2.6075597390546816,17
2014-12-21,57,31.26442202859063,3
2014-12-22,62,-2.59027150676562,19
2014-12-23,26,45.596731189104695,42
2014-12-24,22,29.814430069960938,15
2014-12-25,35,2.805233981584376,0
2014-12-26,30,23.37448913454844,3
2014-12-27,27,-5.662157028128123,3
2014-12-28,35,-3.9005930974937444,2
2014-12-29,63,45.20824591129376,0
2014-12-30,126,-5.000469980856248,0
2014-12-31,42,15.073598094075003,0
2015-01-01,49,-4.661384292640625,4
2015-01-02,70,12.336912956712505,1
2015-01-03,61,12.762608848401564,0
2015-01-04,60,-3.5847326365578107,2
2015-01-05,127,8.979061452464064,15
2015-01-06,136,2.402517845250002,25
2015-01-07,78,-1.2004130265062471,12
2015-01-08,109,5.7076061601312515,35
2015-01-09,43,2.348636658067189,43
2015-01-10,33,11.654879414765626,18
2015-01-11,48,9.795395816210938,10
2015-01-12,86,32.618023388175,10
2015-01-13,32,11.220150813078122,27
2015-01-14,34,23.906463773276563,22
2015-01-15,91,3.843165750554686,28
2015-01-16,50,0.17655350885468968,28
2015-01-17,44,-2.8969136710640595,7
2015-01-18,46,-2.02469627184687,2
2015-01-19,43,15.425892092095317,34
2015-01-20,72,14.090586574021877,35
2015-01-21,96,32.59439854549219,34
2015-01-22,51,20.595714278737496,40
2015-01-23,28,-5.421419973146877,33
2015-01-24,43,-2.9351101748859367,16
2015-01-25,22,-2.016184372643746,9
2015-01-26,31,2.470224951250005,12
2015-01-27,66,2.3558778924843784,24
2015-01-28,44,14.37297279562344,41
2015-01-29,40,35.330324135826565,27
2015-01-30,65,17.732215170299998,27
2015-01-31,28,-4.831487165934378,18
2015-02-01,36,-2.56571505,7
2015-02-02,51,11.204434165000004,17
2015-02-03,43,5.319085762937504,18
2015-02-04,21,10.494790472793753,51
2015-02-05,49,10.058524836606251,37
2015-02-06,71,30.86525495108125,33
2015-02-07,35,-5.269545345725001,16
2015-02-08,18,-2.6623262708265614,0
2015-02-09,21,35.30335559875,15
2015-02-10,66,23.003713448296878,42
2015-02-11,75,34.485974699157815,58
2015-02-12,39,20.902194634259374,48
2015-02-13,46,15.226728675329689,31
2015-02-14,25,-6.209377475498436,11
2015-02-15,71,-3.8383244487218695,7
2015-02-16,71,66.37077688875,21
2015-02-17,86,-3.9969755765781247,23
2015-02-18,123,29.649476991732815,25
2015-02-19,36,25.090411838368748,18
2015-02-20,17,28.808859316625004,32
2015-02-21,53,-6.69853900735,30
2015-02-22,72,-3.5287248682906203,4
2015-02-23,64,-3.227561353749994,10
2015-02-24,105,5.4905614831718825,27
2015-02-25,32,7.133808341192193,16
2015-02-26,31,178.39750480177344,30
2015-02-27,34,-9.806797682757825,57
2015-02-28,41,-10.232778258462506,14
2015-03-01,43,-6.267079700559377,17
2015-03-02,32,3.690656734448452,31
2015-03-03,76,24.847474702464073,31
2015-03-04,31,28.009024770875005,44
2015-03-05,55,26.764546903306254,20
2015-03-06,59,84.1514098563125,27
2015-03-07,15,-14.04302193916094,19
2015-03-08,38,-6.468195375359374,20
2015-03-09,35,-4.342942432499997,33
2015-03-10,33,21.70530837962501,56
2015-03-11,24,91.84789300475938,36
2015-03-12,33,37.018019811426555,70
2015-03-13,29,22.290996316246872,39
2015-03-14,18,-9.096908283659378,27
2015-03-15,42,-5.234875683306241,30
2015-03-16,30,43.96049993750001,23
2015-03-17,53,30.064079881250006,39
2015-03-18,37,71.46947101335938,38
2015-03-19,57,-5.255070163414066,49
2015-03-20,41,19.825631218232814,35
2015-03-21,10,2.2317000219218786,15
2015-03-22,23,-5.691436095487491,19
2015-03-23,96,25.246738939448445,36
2015-03-24,65,24.165316665214068,44
2015-03-25,24,17.277573383681254,49
2015-03-26,44,8.720425142384375,46
2015-03-27,79,13.775089173000003,39
2015-03-28,26,-4.7923012972249985,29
2015-03-29,34,-2.9744518636624955,19
2015-03-30,37,31.96119440839063,24
2015-03-31,75,36.03948098504688,35
2015-04-01,95,38.06948673848906,49
2015-04-02,34,21.78791123029687,61
2015-04-03,37,36.548097615153125,35
2015-04-04,42,-1.735412735335938,30
2015-04-05,18,-4.732685873182808,31
2015-04-06,21,17.069043065000006,19
2015-04-07,43,82.89039274871875,51
2015-04-08,68,5.800786973887497,36
2015-04-09,38,32.821153772823436,41
2015-04-10,57,6.886716272914063,28
2015-04-11,45,-6.8785409850156185,11
2015-04-12,21,-4.4027226614406185,6
2015-04-13,36,26.94715099798282,17
2015-04-14,86,9.586118329135942,25
2015-04-15,49,19.134415506370317,36
2015-04-16,31,83.49323759630624,42
2015-04-17,75,6.251645680712496,51
2015-04-18,35,-3.779885962223438,10
2015-04-19,22,-5.013393265574999,12
2015-04-20,35,8.55099442500001,38
2015-04-21,99,22.110341115781257,24
2015-04-22,30,41.65409040618751,74
2015-04-23,45,38.14365550833594,44
2015-04-24,63,19.990563098246874,37
2015-04-25,50,-8.004228294979688,9
2015-04-26,25,-4.353569747709371,53
2015-04-27,51,38.95660565985626,63
2015-04-28,31,14.437546553812503,44
2015-04-29,97,37.066195582412504,53
2015-04-30,70,-1.002089267668751,50
2015-05-01,44,0.7420693408421908,41
2015-05-02,36,28.084855705893755,31
2015-05-03,23,-5.692810498542183,10
2015-05-04,43,-3.1909952549999963,34
2015-05-05,52,1.6504044445937538,47
