,node-red/node-red,ioBroker/ioBroker,home-assistant/core
2015-02-02,1,0,3.1123312354374995
2015-02-03,7,0,1.11933686860625
2015-02-04,14,0,5.311452294484375
2015-02-05,19,0,1.9596079714328125
2015-02-06,10,0,5.1061529849281255
2015-02-07,3,0,5.848775280437501
2015-02-08,6,0,7.616349236325
2015-02-09,1,0,2.310405606834375
2015-02-10,6,0,-0.3666510847781246
2015-02-11,0,0,-0.9366182511749992
2015-02-12,0,1,-0.6442404969156236
2015-02-13,4,0,-0.49399506926249853
2015-02-14,3,0,8.636150078048438
2015-02-15,3,0,-1.185979372575
2015-02-16,0,0,5.392556417607813
2015-02-17,0,0,2.018543378864062
2015-02-18,0,1,-0.7991262231593746
2015-02-19,0,0,1.5405503974640626
2015-02-20,3,0,2.4720668875000005
2015-02-21,1,0,2.3514687337500004
2015-02-22,4,0,3.294562857859375
2015-02-23,4,0,2.1565371121765624
2015-02-24,6,0,3.2495880331562503
2015-02-25,5,0,0.13524017073750016
2015-02-26,20,0,0.41662976239218796
2015-02-27,0,1,1.5226417477187506
2015-02-28,0,0,15.46406796713125
2015-03-01,0,2,25.05860818084531
2015-03-02,2,0,1.3368218015796849
2015-03-03,1,0,-1.3482788966906263
2015-03-04,6,0,5.454940981579688
2015-03-05,2,0,0.21616305559062754
2015-03-06,5,0,5.667288491948439
2015-03-07,2,0,17.348844793932813
2015-03-08,3,0,22.032015175428125
2015-03-09,3,0,-0.1699988357468758
2015-03-10,0,0,2.3787906327015627
2015-03-11,2,0,1.9465527755546885
2015-03-12,8,0,-1.7514792736453095
2015-03-13,4,0,-1.21373145503281
2015-03-14,2,0,4.094614062568752
2015-03-15,7,0,15.766185878701565
2015-03-16,8,0,-1.4984378710734378
2015-03-17,4,0,7.636138903289063
2015-03-18,1,1,-1.6586242602218755
2015-03-19,7,0,3.054386235257814
2015-03-20,8,0,-0.050552722643749215
2015-03-21,2,0,3.2386980562500014
2015-03-22,6,0,19.046352836171877
2015-03-23,1,0,-0.6253573926953133
2015-03-24,2,0,-1.5513215723765625
2015-03-25,3,1,-0.9059284696765622
2015-03-26,7,2,2.3321565296765647
2015-03-27,0,0,0.23432500168750126
2015-03-28,3,0,6.381987741840626
2015-03-29,2,0,11.874629945401562
2015-03-30,4,0,1.0473634370437495
2015-03-31,4,0,-0.3406264267500001
2015-04-01,2,0,2.177462007428125
2015-04-02,1,0,1.1416271487500012
2015-04-03,2,0,1.233062027203126
2015-04-04,3,0,10.271960343126564
2015-04-05,2,0,2.4158146176046875
2015-04-06,0,0,5.728701611795312
2015-04-07,2,0,8.544471744235937
2015-04-08,4,0,-1.7828909843734375
2015-04-09,12,0,-0.9950494590828118
2015-04-10,1,0,-0.7054072136390613
2015-04-11,5,0,3.4699447101468768
2015-04-12,3,0,1.180274479256251
2015-04-13,9,0,2.2800633712921883
2015-04-14,6,0,0.28448943624687506
2015-04-15,1,0,4.470874902092188
2015-04-16,2,0,-0.820280525359375
2015-04-17,0,0,1.5996309500000003
2015-04-18,0,9,1.5177884400000001
2015-04-19,1,3,-0.5093759320624995
2015-04-20,3,0,0.6732411125750004
2015-04-21,1,0,3.67926859713125
2015-04-22,2,0,3.3912081481265623
2015-04-23,0,0,13.276702057385938
2015-04-24,2,0,3.1948318198203114
2015-04-25,0,0,11.61590923146875
2015-04-26,1,0,5.879786656396874
2015-04-27,1,0,4.038218548678126
2015-04-28,1,0,2.2339618519843754
2015-04-29,0,0,4.477488685401564
2015-04-30,1,0,1.3811917777937515
2015-05-01,2,0,9.668964563887501
2015-05-02,3,0,2.9997098481687505
2015-05-03,2,0,-1.6030459768828118
2015-05-04,2,0,-0.0021298145921864187
2015-05-05,4,0,-0.7660853083812486
2015-05-06,1,0,-0.5203113322781235
2015-05-07,5,0,-0.378152264487499
2015-05-08,1,0,7.7123987244875005
2015-05-09,1,0,-1.0020332320296876
2015-05-10,1,0,9.486609044526563
2015-05-11,1,0,8.718912041070311
2015-05-12,0,0,4.375131686984375
2015-05-13,4,0,3.527667147464062
2015-05-14,1,0,0.6330789000000003
2015-05-15,0,0,4.947457930000001
2015-05-16,0,0,5.674190870875001
2015-05-17,0,0,-0.5367609077874993
2015-05-18,0,1,12.006499082343751
2015-05-19,3,0,6.987247604484375
2015-05-20,0,0,17.021971090296876
2015-05-21,2,0,2.991626102206249
2015-05-22,0,0,1.7839435962890628
2015-05-23,1,0,-1.7720057194156242
2015-05-24,0,0,-1.1882094150749976
2015-05-25,0,0,1.1247703054828149
2015-05-26,2,0,0.1379410745109393
2015-05-27,1,0,3.260480796142189
2015-05-28,0,0,15.121402152379687
2015-05-29,1,0,-0.1111878612765631
2015-05-30,0,0,19.824437632721875
2015-05-31,3,0,24.19531381485625
2015-06-01,0,0,8.867583595
2015-06-02,3,0,40.504428627718745
2015-06-03,2,0,7.498020996912498
2015-06-04,0,0,4.102665480401563
2015-06-05,0,0,-1.9730428233937483
2015-06-06,0,0,-2.8645279753562445
2015-06-07,0,0,-2.033280239649995
2015-06-08,2,0,-0.6266639559265579
2015-06-09,0,0,4.690076352326566
2015-06-10,1,0,-0.4811942156546858
2015-06-11,0,0,15.971826814950001
2015-06-12,0,0,-2.162548645143751
2015-06-13,0,0,2.971681951145313
2015-06-14,0,0,-1.0318227175718753
2015-06-15,5,0,4.362554978750001
2015-06-16,8,0,3.0227227469843756
2015-06-17,11,0,15.991693360620314
2015-06-18,0,0,-0.3355212644812511
2015-06-19,1,0,4.5939792761984375
2015-06-20,0,0,7.4751109718890625
2015-06-21,0,0,-1.7468128145624993
2015-06-22,3,0,11.966978308606251
2015-06-23,0,1,0.9713209374218752
2015-06-24,1,0,4.537152624007813
2015-06-25,2,0,16.452033051090623
2015-06-26,0,1,-2.7710499091421874
2015-06-27,0,0,5.573443900584376
2015-06-28,0,1,-0.6929393448562495
2015-06-29,14,0,1.8570807384265646
2015-06-30,0,2,-1.0712427329531238
2015-07-01,0,1,1.250494075485939
2015-07-02,43,0,-0.7012727182015615
2015-07-03,4,0,0.5171389130031261
2015-07-04,1,0,-0.44734748189687434
2015-07-05,4,0,-0.2038829248593746
2015-07-06,0,0,4.837625130482813
2015-07-07,0,0,5.415909683417187
2015-07-08,6,0,8.111499299892188
2015-07-09,1,0,1.655201361468749
2015-07-10,3,0,8.992796098678125
2015-07-11,1,0,20.394372936984375
2015-07-12,0,0,-1.0923719150359386
2015-07-13,5,0,3.18352119375
2015-07-14,5,0,-1.7048371050781244
2015-07-15,4,0,-1.136475944523435
2015-07-16,0,0,1.1601973538937522
2015-07-17,0,0,2.1596581506296895
2015-07-18,1,0,1.1381512197359385
2015-07-19,1,0,-0.7744888667031243
2015-07-20,0,0,7.5237951369281255
2015-07-21,0,0,0.9841397298499996
2015-07-22,3,0,-0.7179935376796874
2015-07-23,0,0,6.58809307
2015-07-24,0,0,5.99895826021875
2015-07-25,0,0,-1.2529490366187501
2015-07-26,0,0,6.303637216360937
2015-07-27,0,0,1.823991199928125
2015-07-28,0,0,-0.9711886466249993
2015-07-29,0,0,1.3742212161812506
2015-07-30,1,0,3.3832748336781258
2015-07-31,0,0,1.1905611851406257
2015-08-01,0,0,3.296745503639063
2015-08-02,0,0,-0.8212588790015624
2015-08-03,0,0,9.547857220140626
2015-08-04,0,0,9.666387068201562
2015-08-05,0,0,9.235084499892187
2015-08-06,0,0,28.96569756396875
2015-08-07,0,0,-1.2450313996343771
2015-08-08,0,0,6.505938178825
2015-08-09,0,0,6.490237167865626
2015-08-10,0,0,4.502363739856253
2015-08-11,1,0,16.71439732359375
2015-08-12,1,0,-0.4251057647812493
2015-08-13,0,0,-2.266542692317186
2015-08-14,0,0,-1.5069325326296854
2015-08-15,1,0,-0.09827549641093425
2015-08-16,0,0,1.2285055215015646
2015-08-17,1,0,9.217211148785939
2015-08-18,0,1,9.488665869817188
2015-08-19,0,0,7.098466496201562
2015-08-20,0,0,1.0742751127703118
2015-08-21,0,0,-1.2957170701078122
2015-08-22,0,0,5.182627278750001
2015-08-23,0,2,3.787877419484376
2015-08-24,0,0,8.739707171432814
2015-08-25,0,0,10.202680143521874
2015-08-26,0,0,8.75495572771875
2015-08-27,0,0,7.663203716214062
2015-08-28,0,0,4.6925245631296875
2015-08-29,0,0,4.969813702392188
2015-08-30,0,0,36.034813015656255
2015-08-31,1,0,18.93447495720625
2015-09-01,0,0,21.96911111466406
2015-09-02,0,0,-0.5729138152968769
2015-09-03,0,0,-3.7061009736031223
2015-09-04,0,0,11.539303030698441
2015-09-05,0,0,2.7840314347812543
2015-09-06,0,0,-0.6316836663609342
2015-09-07,0,0,12.00640534015469
2015-09-08,1,0,6.135589230009377
2015-09-09,0,0,12.548005106465627
2015-09-10,0,0,12.099095741451563
2015-09-11,0,1,5.970713414820312
2015-09-12,0,0,23.35906041528125
2015-09-13,0,0,32.731062368903125
2015-09-14,0,0,22.978511648753123
2015-09-15,0,0,39.81825870895938
2015-09-16,1,0,11.790689866106248
2015-09-17,0,0,16.41597407569219
2015-09-18,0,0,12.581904675476565
2015-09-19,0,0,15.089611079820317
2015-09-20,1,0,18.11834856502032
2015-09-21,0,0,11.816359986237504
2015-09-22,2,0,16.396438351217192
2015-09-23,1,0,14.357559915239065
2015-09-24,1,0,17.57970152178438
2015-09-25,1,0,5.539042258671877
2015-09-26,1,0,-3.373503976873435
2015-09-27,0,0,1.1180037934890668
2015-09-28,0,0,5.548661276870318
2015-09-29,2,0,2.5124235873562535
2015-09-30,0,0,4.941770805509377
2015-10-01,0,2,1.9721550826468768
2015-10-02,42,0,18.389492078671875
2015-10-03,4,0,6.026086702251562
2015-10-04,2,0,1.6091521740890622
2015-10-05,6,1,-0.7716989870984374
2015-10-06,0,0,6.728038516981252
2015-10-07,0,0,39.28736619088438
2015-10-08,0,0,25.867211761210935
2015-10-09,3,0,22.304473242685937
2015-10-10,1,0,2.077630263293747
2015-10-11,0,0,6.768774834640627
2015-10-12,0,0,10.210423028864065
2015-10-13,0,0,41.12727494434063
2015-10-14,3,0,2.992121709589064
2015-10-15,4,0,9.047845912321876
2015-10-16,2,0,-3.65594950245781
2015-10-17,1,0,0.06774409944844306
2015-10-18,0,0,2.7061080411187546
2015-10-19,0,0,1.9660129265406288
2015-10-20,4,0,21.18602278363594
2015-10-21,0,0,23.45603259129375
2015-10-22,2,0,-4.642768004273439
2015-10-23,3,0,33.697741608671876
2015-10-24,0,0,4.864552100231249
2015-10-25,1,0,28.30620692716719
2015-10-26,2,0,9.46870855481406
2015-10-27,0,1,10.340353134007815
2015-10-28,0,0,16.572975591746875
2015-10-29,0,0,-2.9502180097484345
2015-10-30,0,0,3.8440642915296914
2015-10-31,0,1,5.183230618937504
2015-11-01,0,0,1.2018659610500042
2015-11-02,3,0,7.906713076890627
2015-11-03,4,0,3.560033317365627
2015-11-04,2,0,3.029083620476564
2015-11-05,1,0,2.2921771586328132
2015-11-06,3,0,2.5544434969640637
2015-11-07,0,0,5.767183983818751
2015-11-08,2,2,3.494653618123438
2015-11-09,2,0,22.61239314015
2015-11-10,1,0,9.7667322197
2015-11-11,0,0,8.018880565296875
