,php/php-src,ruby/ruby,python/cpython
2020-04-05,3.0,11,2.0
2020-04-06,6.4,11,3.4
2020-04-07,14.36,8,9.59
2020-04-08,12.096,21,4.161
2020-04-09,18.083199999999998,9,-0.8733249999999995
2020-04-10,3.0401919999999993,25,3.3854095000000006
2020-04-11,0.6143615999999978,9,1.8017697750000004
2020-04-12,-0.24395776000000158,9,3.9122392525
2020-04-13,-0.4298869760000015,9,7.29607848396875
2020-04-14,51.1328616448,9,14.851913645221874
2020-04-15,7.252861235200003,12,6.598887685146874
2020-04-16,4.225068441599998,14,-3.1572270259359385
2020-04-17,-1.0172109824,12,9.698725338840626
2020-04-18,0.015044300799999633,18,0.5585643034578123
2020-04-19,-0.8229570560000017,6,-0.019016966974999328
2020-04-20,19.1165776896,10,0.9676824052265633
2020-04-21,3.7836365824,18,0.3448750604484374
2020-04-22,11.948765900800002,10,8.878180950376562
2020-04-23,6.787309158400002,11,8.785444677609373
2020-04-24,12.665181184,13,0.664462711429687
2020-04-25,-5.199488409600001,7,0.27495481735156346
2020-04-26,0.8111229951999981,12,-1.7874075001171876
2020-04-27,26.251553689599998,4,11.57112368854375
2020-04-28,14.573388902400001,11,6.486697888759374
2020-04-29,14.1718719488,11,21.111221440525
2020-04-30,-0.1203349504000002,6,-0.7012293903671889
2020-05-01,2.331978444799998,24,13.588823261489065
2020-05-02,1.2531851264,13,-2.903267412617188
2020-05-03,-3.8753186816000005,15,-1.485425615206248
2020-05-04,20.843730739199998,8,9.06090455155625
2020-05-05,-0.10137907199999852,8,13.006292550067187
2020-05-06,15.888804352000001,13,1.5958128310546869
2020-05-07,17.9217358848,54,1.4819215722859376
2020-05-08,-2.5595625472000005,73,-0.4485453774406256
2020-05-09,-3.4366934016000013,13,-3.9432649294046875
2020-05-10,-3.684508057600001,16,4.075119344753125
2020-05-11,23.5248279552,16,2.238047174793749
2020-05-12,27.9587337216,31,8.36553567036875
2020-05-13,15.4334244864,15,7.603175089429687
2020-05-14,8.765759795199997,15,4.809448445923437
2020-05-15,9.8024329216,8,11.1365697323
2020-05-16,3.160150527999999,3,8.305713152812501
2020-05-17,2.765899673599997,9,1.9059001963390632
2020-05-18,8.645622579199998,13,22.356433810659375
2020-05-19,8.002751488,4,3.9617510430281246
2020-05-20,42.7756010496,8,-4.96848039308281
2020-05-21,-12.082694655999997,8,3.6375670332546886
2020-05-22,11.956317081599998,19,2.409008273553124
2020-05-23,-8.1647328256,22,-1.1135150018250002
2020-05-24,-3.564309401600001,10,3.32791924054375
2020-05-25,9.6901578752,11,9.084836215620312
2020-05-26,25.014678016,16,7.381774372720311
2020-05-27,11.136766464,15,8.804082787999999
2020-05-28,13.613973504,8,8.125199038198438
2020-05-29,0.12381337600000109,16,-3.2328220263187504
2020-05-30,-3.178702028800001,5,-2.2761973682171863
2020-05-31,2.666501222399999,7,0.27901091582812576
2020-06-01,0.8307809279999985,6,7.6770302759625
2020-06-02,7.315920793599999,8,3.8502455106703115
2020-06-03,8.351675084800002,19,-0.056421766226563363
2020-06-04,13.750110208000002,94,7.180692287742187
2020-06-05,13.505704448000001,18,6.836759447526561
2020-06-06,-4.2388768768,7,-1.7936797330515626
2020-06-07,8.794285670399997,6,0.36365843479062576
2020-06-08,13.782159564799999,8,13.947215353240626
2020-06-09,18.2478236672,42,-4.688951079851563
2020-06-10,12.415673856,13,11.61044213105
2020-06-11,-6.679794790400001,23,6.703353319578124
2020-06-12,14.9143431168,10,2.435103798165625
2020-06-13,-3.3342104575999993,6,-0.6580409579968745
2020-06-14,-4.740744704000001,10,-2.1845705996046867
2020-06-15,3.0597680127999993,19,11.278826835007813
2020-06-16,14.5972871168,13,0.22722791080468596
2020-06-17,12.281950822400002,17,7.6869424565125
2020-06-18,32.513550848,84,-1.6192971654484376
2020-06-19,3.9835186176000015,17,3.2580351910562504
2020-06-20,-7.122415820800001,13,3.0420375670843747
2020-06-21,-1.7659586560000022,14,1.095166558328125
2020-06-22,4.310795878399999,16,6.720368476556251
2020-06-23,27.853370368,11,15.409845630067187
2020-06-24,27.9641609216,15,-0.04879908710156222
2020-06-25,4.079662796800001,9,11.37924852066719
2020-06-26,2.8986933248,10,-6.808482045854687
2020-06-27,-7.5158214656,22,2.3178905847109395
2020-06-28,-0.20399052800000206,4,2.0278980800124993
2020-06-29,15.2968001536,112,4.15423701979375
2020-06-30,21.6181936128,6,6.66943562493125
2020-07-01,-3.131743027199999,14,-0.3745775863890639
2020-07-02,18.0662623232,3,-1.9006140312796873
2020-07-03,-1.259233996799999,9,5.577583544123438
2020-07-04,-3.4878613504000002,9,-2.693354075471875
2020-07-05,-3.634094284800001,21,2.1983494774250003
2020-07-06,14.593219072,5,9.799484276260937
2020-07-07,40.7361711104,0,-1.599770053520313
2020-07-08,4.962422886400002,7,2.2933351997171876
2020-07-09,17.068217036799997,6,4.2215861568625
2020-07-10,22.081334169599998,15,2.7149784315562506
2020-07-11,0.2904561663999985,3,-2.1819728005890626
2020-07-12,-4.417206476800004,15,0.27770226612343807
2020-07-13,13.143870259199996,8,-0.4722399190437505
2020-07-14,6.194354176,2,0.9572718458828122
2020-07-15,6.574931251200002,42,4.883051468410938
2020-07-16,9.8151704576,3,2.8218538189749998
2020-07-17,17.694595891200002,2,0.7292373952281248
2020-07-18,-9.057029734399999,5,2.246010541778125
2020-07-19,-3.6714298368000016,46,0.12243087758906235
2020-07-20,29.856502067199997,15,7.7054291382375
2020-07-21,34.1996667904,23,-2.2438130319796876
2020-07-22,14.050990694400001,6,0.5046234319875005
2020-07-23,13.367926886399998,16,1.667156900442187
2020-07-24,-1.2006660096000026,4,-2.5073633507234376
2020-07-25,-7.175588556800001,0,3.714336197290625
2020-07-26,-2.208058880000002,2,0.6586743169906244
2020-07-27,28.859120127999997,7,5.973507571039063
2020-07-28,12.370909593600002,10,1.561344457645312
2020-07-29,34.529138380800006,10,-1.0368953371093745
2020-07-30,-0.822442291199998,12,-1.0207148217624997
2020-07-31,5.752530739199997,53,-0.43862216926093756
2020-08-01,-1.2677119999999995,12,-0.1815371091812501
2020-08-02,2.871796223999998,3,0.9840714449218748
2020-08-03,36.2959681536,9,5.752287281039062
2020-08-04,11.924574412800002,3,4.251505182426562
2020-08-05,23.0513916928,5,0.7268709503093747
2020-08-06,-0.6510163967999993,4,0.3965461140546882
2020-08-07,13.9543819264,5,6.837640320518751
2020-08-08,-8.7511754752,0,2.1628416212515624
2020-08-09,-3.669368320000003,0,-0.5225324649984371
2020-08-10,26.7265876992,9,4.354127699485938
2020-08-11,14.695439462400003,9,4.413248539925
2020-08-12,-4.6865998848,5,0.8261501575109378
2020-08-13,19.0378343424,9,7.519700656557813
2020-08-14,12.348974182400001,4,-1.0835626919781252
2020-08-15,-8.5763499008,6,-0.5490686705890622
2020-08-16,-2.6291930112000026,10,0.14957662156093754
2020-08-17,4.568055705599999,13,3.5085328040562502
2020-08-18,15.916656947200002,34,-3.201022509557813
2020-08-19,0.4005354496000022,19,-0.6208419830046874
2020-08-20,0.32542423039999946,6,1.6436473990593747
2020-08-21,5.382627328000001,19,1.2766316169140617
2020-08-22,0.9329786880000013,4,-1.7924603213734378
2020-08-23,-1.1650601984000009,5,-0.8321832994781249
2020-08-24,25.848482816,6,0.4691682175046874
2020-08-25,20.9483436032,7,0.3310603472078122
2020-08-26,24.0580359168,3,3.335538909353125
2020-08-27,13.002526207999999,31,5.492908874484375
2020-08-28,7.810419507199999,11,-1.737747884779688
2020-08-29,-2.0771353600000015,15,1.568736860004688
2020-08-30,-3.6058305536000024,3,3.324098647801563
2020-08-31,50.189835263999996,18,-1.31675663625
2020-09-01,6.630442803200001,18,6.620338309484375
2020-09-02,17.7602812928,14,9.779036987501563
2020-09-03,27.0025520128,9,2.677454690954688
2020-09-04,1.7429157888000013,10,2.315965718459376
2020-09-05,-7.560096665600003,7,-0.3487569931453125
2020-09-06,-4.762182451200003,5,-0.3501552947796869
2020-09-07,13.050633011199999,8,5.230498752723438
2020-09-08,27.785867468800003,7,4.989997314570313
2020-09-09,18.679069696000003,7,4.339519643892188
2020-09-10,3.526089113600001,7,0.009942648684374333
2020-09-11,7.009282150400001,20,-2.9203832224015622
2020-09-12,-3.2837938175999994,3,1.6747994942781252
2020-09-13,-1.546004582400002,9,0.3668457690578122
2020-09-14,20.676047564799998,45,3.6890554942718747
2020-09-15,26.0301432832,15,6.910329049926562
2020-09-16,4.889172172800002,8,3.4625522169968743
2020-09-17,32.169099775999996,12,-1.4295769012359374
2020-09-18,12.982988288000001,17,2.021149223326563
2020-09-19,-8.612392448000001,3,1.8995880345703124
2020-09-20,3.0963009535999966,9,-0.09564977654531237
2020-09-21,32.4881792,8,1.4707344292718751
2020-09-22,21.0234845184,8,8.385696572207813
2020-09-23,7.125939712000001,12,11.290317825446873
2020-09-24,5.196086374399998,27,-5.898212750203125
2020-09-25,8.7594530816,59,-1.2517988874093735
2020-09-26,-8.0850960384,8,-0.5024312797765624
2020-09-27,2.743955353599998,4,1.8636813287578122
2020-09-28,17.892102348799998,40,2.5078477010390623
2020-09-29,67.045651968,11,1.1656738319890625
2020-09-30,5.656257638400007,23,-1.6583402798531255
2020-10-01,1.2638752767999968,17,4.293445487439062
2020-10-02,11.618211839999997,11,3.2196188990093746
2020-10-03,-9.5461735424,4,6.024873905735937
2020-10-04,-6.279312179200003,4,2.9028028325031254
2020-10-05,12.672554393599999,5,4.048721237721875
2020-10-06,6.218863820800001,19,-0.3226236942593754
2020-10-07,13.349134540800005,1,-0.28635038197656204
2020-10-08,22.12023552,8,4.331741062803125
2020-10-09,29.28443392,6,3.3855431311734376
2020-10-10,6.448591360000002,9,2.077745718759375
2020-10-11,-1.999971020800002,4,6.2657927534625
2020-10-12,40.923482009599994,9,1.1050323735453125
2020-10-13,46.898305536,5,0.9360514407453131
2020-10-14,-1.4087216128000009,12,1.4339712183250004
2020-10-15,8.707635404799996,7,2.640422743021875
2020-10-16,5.685604351999999,8,0.4150491516921875
2020-10-17,-8.91956736,3,-1.0594071774890623
2020-10-18,-5.934163353600001,0,3.7539841442765622
2020-10-19,24.166493286399998,8,15.892008147946875
2020-10-20,22.666794700800004,18,10.769743385828125
2020-10-21,1.4748581888000043,18,9.653438393025
2020-10-22,41.6036125696,6,1.9249167575078125
2020-10-23,0.5375474688000015,3,-0.48797718675781177
2020-10-24,-8.027330764800002,4,5.063783181040625
2020-10-25,-2.1165376512000034,10,4.4104433835375
2020-10-26,57.1241091072,15,4.250077146690625
2020-10-27,5.166257561600002,6,4.138995199556249
2020-10-28,12.134254694399997,10,-6.900515418204688
2020-10-29,11.6197005312,6,1.520011361278125
2020-10-30,11.110410444800001,11,8.268854023637498
2020-10-31,-7.635683839999999,5,2.381115688329687
2020-11-01,-3.3567641600000027,11,3.9812299741984374
2020-11-02,26.1573850112,5,8.756506571267188
2020-11-03,16.301804134400005,7,2.2158573087671867
2020-11-04,9.5620626432,12,6.176091257517188
2020-11-05,-0.19131760640000017,10,1.4992012356890632
2020-11-06,4.1699359743999995,5,-1.5183750188281246
2020-11-07,-3.260607283199999,7,-0.1511696198515624
2020-11-08,-4.249497804800001,9,-0.6319944816687508
2020-11-09,22.2824316928,13,3.0375696482468744
2020-11-10,4.924478156800002,10,8.454077432435938
2020-11-11,29.9352800256,7,-0.43482342115000083
2020-11-12,-0.4256226303999977,12,4.086078539717188
2020-11-13,-4.922356736000003,10,5.57189701208125
2020-11-14,-2.290869145600002,1,-2.115617355425
2020-11-15,-2.2470779904000007,5,-2.2978530162437494
2020-11-16,13.582982348799998,11,11.825020954271874
2020-11-17,14.003189760000001,9,13.39721086220781
2020-11-18,-0.544308223999999,22,6.799755650665624
2020-11-19,11.5496133632,2,5.9158253923781245
2020-11-20,4.177379225600001,13,4.048158624710938
2020-11-21,-2.822727168000001,11,2.5107418427312505
2020-11-22,-0.05228564480000131,19,4.211524118625
2020-11-23,10.370882867199999,14,-1.836443926464062
2020-11-24,27.6325707776,36,1.9067079132984377
2020-11-25,33.1921427456,11,5.860115414943749
2020-11-26,-1.5342314496,4,-3.1124977854078137
2020-11-27,30.875447705599996,17,-0.8855563932109378
2020-11-28,-11.5416945664,15,11.874410638553124
