,vercel/next.js,gohugoio/hugo,gatsbyjs/gatsby
2017-03-15,10,3,2.9580538880000002
2017-03-16,1,0,1.6912208895999998
2017-03-17,0,1,0.7445898239999997
2017-03-18,2,3,0.9131342847999999
2017-03-19,1,5,-1.0111848448
2017-03-20,0,2,3.4200143871999997
2017-03-21,1,2,15.7983005696
2017-03-22,1,2,-4.024816127999999
2017-03-23,1,0,1.197861990399999
2017-03-24,3,3,1.2818484223999997
2017-03-25,2,4,-0.6133809152
2017-03-26,4,1,-1.1535413248000004
2017-03-27,4,51,6.235264819199999
2017-03-28,5,0,2.0292869120000003
2017-03-29,5,2,2.174037094400001
2017-03-30,5,0,-0.8055815167999998
2017-03-31,2,5,-1.0615720960000004
2017-04-01,3,2,-0.6826499072000001
2017-04-02,1,12,-0.4793413632000001
2017-04-03,5,1,4.6515844096
2017-04-04,3,11,-0.27567206399999944
2017-04-05,6,2,-0.8329719807999999
2017-04-06,12,7,0.5556450304000001
2017-04-07,7,8,0.5197348864000002
2017-04-08,0,6,-0.4537493504000001
2017-04-09,0,1,-0.2556800000000002
2017-04-10,2,5,6.8133376
2017-04-11,7,0,5.451998720000001
2017-04-12,2,6,0.9173007360000001
2017-04-13,3,4,-0.5458248704000006
2017-04-14,1,2,3.9574855679999996
2017-04-15,0,0,-0.6648090624
2017-04-16,0,3,-1.0830229504000006
2017-04-17,3,0,6.30830336
2017-04-18,7,2,0.07797657600000063
2017-04-19,2,3,7.6195116032
2017-04-20,0,0,-0.5710553087999997
2017-04-21,0,0,1.3919418367999994
2017-04-22,12,6,2.4607133695999996
2017-04-23,2,1,-0.709208064
2017-04-24,1,9,8.8671620096
2017-04-25,1,4,-0.7422986239999996
2017-04-26,2,5,1.2317330431999995
2017-04-27,9,6,14.3746880512
2017-04-28,1,1,1.8289690624000006
2017-04-29,0,1,8.8972024832
2017-04-30,5,4,1.8839543807999997
2017-05-01,1,20,4.6634020864
2017-05-02,2,7,12.4823376896
2017-05-03,5,3,4.784474112
2017-05-04,6,1,3.3664658431999985
2017-05-05,0,0,-0.20433336319999995
2017-05-06,5,3,5.7265826816
2017-05-07,4,1,-3.7610353664
2017-05-08,4,1,1.8656069631999994
2017-05-09,11,4,1.7642786816
2017-05-10,5,2,-0.1871997951999993
2017-05-11,8,1,8.297660313600002
2017-05-12,1,0,2.0222387200000007
2017-05-13,2,7,-2.4421901312000003
2017-05-14,3,1,-1.3104260096000002
2017-05-15,19,1,5.111281766399999
2017-05-16,11,0,15.210524672
2017-05-17,3,3,6.6467503104
2017-05-18,4,10,-2.198064025600001
2017-05-19,2,4,4.4489505792
2017-05-20,2,4,1.990951936
2017-05-21,3,0,-2.6446315520000008
2017-05-22,3,10,6.467054079999999
2017-05-23,1,7,7.274930688
2017-05-24,0,1,-3.5332107263999992
2017-05-25,5,2,1.1412211712
2017-05-26,0,8,6.2646306816
2017-05-27,8,1,-0.5905742847999997
2017-05-28,0,1,-0.7620144128000002
2017-05-29,1,0,0.7531514879999996
2017-05-30,2,6,6.794223104
2017-05-31,6,5,3.615593676800001
2017-06-01,5,2,1.640423936
2017-06-02,5,4,16.023829504
2017-06-03,1,6,7.265336012800001
2017-06-04,0,0,-4.624202547200001
2017-06-05,8,1,3.6517737471999983
2017-06-06,10,3,3.2178246655999994
2017-06-07,5,2,5.1338360832
2017-06-08,5,7,0.7040616448000003
2017-06-09,6,1,-2.6117935104000005
2017-06-10,0,0,2.4292071424
2017-06-11,1,1,-0.9336896511999988
2017-06-12,3,10,-0.23245332480000003
2017-06-13,3,28,12.074539008
2017-06-14,1,5,1.759328665600001
2017-06-15,2,0,12.518631321600001
2017-06-16,8,9,11.677843148800001
2017-06-17,0,1,-3.2403490816000007
2017-06-18,0,1,-0.9948743680000018
2017-06-19,2,4,2.693553766399999
2017-06-20,3,4,7.474311577599999
2017-06-21,3,9,10.437648793600001
2017-06-22,3,2,4.2269262848
2017-06-23,8,2,6.791080448
2017-06-24,0,2,-0.5476346879999987
2017-06-25,1,1,-3.202042470400001
2017-06-26,5,6,2.149460275199999
2017-06-27,2,6,7.8564283392
2017-06-28,12,7,5.637646848000001
2017-06-29,7,0,5.402677248000001
2017-06-30,4,0,8.293630566400001
2017-07-01,9,2,11.6716601344
2017-07-02,7,1,9.5738110976
2017-07-03,5,4,-1.7100962816000012
2017-07-04,0,3,9.188298751999998
2017-07-05,2,4,-3.0139862016
2017-07-06,5,7,23.803755008
2017-07-07,3,8,-0.4731350015999993
2017-07-08,10,5,8.942919782399999
2017-07-09,16,0,6.2293804032
2017-07-10,1,8,1.4371214335999998
2017-07-11,1,0,2.537831935999999
2017-07-12,2,0,4.9924993024
2017-07-13,3,0,7.752395980799999
2017-07-14,2,2,-2.815529164799999
2017-07-15,4,1,-3.1254581248
2017-07-16,3,0,1.1480123392000001
2017-07-17,5,2,-1.937736089599999
2017-07-18,4,6,3.8336755712
2017-07-19,0,1,23.2194424832
2017-07-20,6,0,2.038446899200001
2017-07-21,1,8,-4.235338137600001
2017-07-22,1,1,-2.2476940288000007
2017-07-23,2,1,-1.4273988608000008
2017-07-24,9,0,-0.05250713600000023
2017-07-25,2,0,12.9629503488
2017-07-26,4,2,8.46146304
2017-07-27,2,2,12.874546688
2017-07-28,6,5,-1.492435455999999
2017-07-29,1,1,-3.331690803200001
2017-07-30,2,0,-1.9171328000000014
2017-07-31,1,7,-1.3725619200000005
2017-08-01,1,2,16.934980608
2017-08-02,0,1,14.5335484416
2017-08-03,1,2,-0.9566928895999993
2017-08-04,0,0,0.1540698111999994
2017-08-05,0,0,7.0136701952
2017-08-06,1,3,-3.7079254016000003
2017-08-07,3,8,1.9870975999999985
2017-08-08,1,1,7.765091839999999
2017-08-09,8,3,3.5591255040000007
2017-08-10,3,8,10.688476364800001
2017-08-11,0,5,7.444748902400001
2017-08-12,1,0,-4.583308800000001
2017-08-13,3,0,-2.398029721600001
2017-08-14,1,2,18.378159615999998
2017-08-15,1,0,4.869476352000001
2017-08-16,6,2,0.49532323839999925
2017-08-17,1,3,1.532472831999999
2017-08-18,2,3,3.9561659392
2017-08-19,2,1,3.7660565504000005
2017-08-20,0,0,-0.18156820480000047
2017-08-21,1,0,-1.3345024000000008
2017-08-22,0,2,5.30195456
2017-08-23,1,0,13.382006272000002
2017-08-24,3,0,10.488180736
2017-08-25,0,1,4.8780180479999995
2017-08-26,0,0,-4.571570176000001
2017-08-27,2,0,-2.495560396800001
2017-08-28,2,1,23.3170470912
2017-08-29,0,0,9.7838163968
2017-08-30,6,0,3.854197145599999
2017-08-31,3,0,14.7443223552
2017-09-01,3,0,3.0074075136000005
2017-09-02,0,0,3.4130826239999994
2017-09-03,0,1,0.060010495999998525
2017-09-04,1,0,4.122611199999999
2017-09-05,2,4,0.8864716800000005
2017-09-06,0,0,-3.5575403519999993
2017-09-07,0,1,0.9319668736
2017-09-08,7,2,-0.0020541439999988143
2017-09-09,1,1,12.339963392000001
2017-09-10,1,3,3.266073088000001
2017-09-11,0,6,1.8614795263999997
2017-09-12,2,0,3.362109952
2017-09-13,0,6,0.3095482368
2017-09-14,1,0,7.933311487999999
2017-09-15,0,0,6.762228224
2017-09-16,0,0,6.280560844799999
2017-09-17,1,0,-3.9810137088
2017-09-18,0,0,15.8249007104
2017-09-19,1,0,1.0065692672000006
2017-09-20,0,0,17.364898816
2017-09-21,0,2,-0.2908944384000005
2017-09-22,0,3,5.672359628799999
2017-09-23,1,8,-1.5870858240000008
2017-09-24,0,2,-3.1831050240000005
2017-09-25,0,13,11.990196736
2017-09-26,1,11,15.777240064
2017-09-27,9,2,-6.264968499199999
2017-09-28,4,4,11.9685856256
2017-09-29,0,6,4.990863769600001
2017-09-30,2,0,-0.49897738239999967
2017-10-01,0,0,0.715420159999999
2017-10-02,1,0,7.2130418687999995
2017-10-03,2,3,0.22899763200000045
2017-10-04,2,4,0.049482854400000775
2017-10-05,4,5,8.655880192
2017-10-06,2,0,-1.5369420799999993
2017-10-07,3,4,18.705900544000002
2017-10-08,3,0,-0.5451832319999994
2017-10-09,8,0,4.419381350399998
2017-10-10,2,1,5.3211561984
2017-10-11,4,0,-1.8944133120000002
2017-10-12,0,0,22.471651942399998
2017-10-13,2,1,8.352988876800001
2017-10-14,4,2,-1.2262313984000013
2017-10-15,5,5,3.7278313471999995
2017-10-16,6,6,8.7358601216
2017-10-17,3,1,10.006953472
2017-10-18,0,3,12.2511423488
2017-10-19,6,17,3.308920422399999
2017-10-20,3,0,12.4582356992
2017-10-21,3,9,-5.8755814399999995
2017-10-22,3,0,-1.767806976000001
2017-10-23,7,3,2.1564241919999994
2017-10-24,0,0,13.0234257408
2017-10-25,0,0,14.923865804800002
2017-10-26,1,0,11.404259328000002
2017-10-27,1,0,4.1194928128
2017-10-28,17,1,-3.706736640000001
2017-10-29,0,1,-3.599409459200001
2017-10-30,4,1,7.743740825599999
2017-10-31,3,0,16.2984712192
2017-11-01,1,0,20.853101056
2017-11-02,1,0,9.452266393600002
2017-11-03,0,0,3.208582655999999
2017-11-04,6,2,3.7200734207999995
2017-11-05,6,2,-5.532146278400001
2017-11-06,3,2,5.7749460991999975
2017-11-07,0,3,9.85676288
2017-11-08,1,0,-2.374083583999999
2017-11-09,1,1,23.425387008
2017-11-10,0,0,3.399466803200003
2017-11-11,1,2,-4.7562043392
2017-11-12,0,0,-3.2992031744000014
2017-11-13,6,0,17.845154815999997
2017-11-14,0,0,1.4651781120000003
2017-11-15,5,1,0.7694941183999999
2017-11-16,4,4,1.5549917183999993
2017-11-17,1,6,3.959501004800001
2017-11-18,0,2,-1.2977840127999989
2017-11-19,0,3,-0.10687856640000071
2017-11-20,1,8,5.314314649599999
2017-11-21,0,0,2.472734720000001
2017-11-22,0,0,-2.4388305919999995
2017-11-23,8,0,-1.2411312128
2017-11-24,0,1,0.18009804800000007
2017-11-25,1,1,-0.7845237759999996
2017-11-26,0,0,-0.5005959167999998
2017-11-27,0,7,18.6776548352
2017-11-28,2,1,23.9561137152
2017-11-29,0,0,0.6952399872000008
2017-11-30,0,1,0.16522444799999825
2017-12-01,0,1,-3.6393267200000015
2017-12-02,7,2,-2.2243717120000013
2017-12-03,5,0,12.3755754496
2017-12-04,6,0,-2.06590208
2017-12-05,5,1,-1.5584250880000003
2017-12-06,2,2,8.090668646400001
2017-12-07,4,2,-3.1952771071999986
2017-12-08,7,0,-1.4443973632000002
2017-12-09,2,0,3.0869780479999998
2017-12-10,1,0,5.56063232
2017-12-11,1,0,-2.2310702079999993
2017-12-12,0,0,3.8234389504
2017-12-13,3,0,21.3210063872
2017-12-14,3,0,14.506309529600001
2017-12-15,0,1,2.5348392959999995
2017-12-16,0,3,5.117291519999998
2017-12-17,0,1,2.243482111999999
2017-12-18,3,0,1.8559366143999991
2017-12-19,2,0,5.305098547199998
2017-12-20,0,0,2.948346879999999
2017-12-21,0,0,9.185782272
2017-12-22,1,0,3.0964702208000014
2017-12-23,0,0,-0.12276121599999978
2017-12-24,1,0,-3.0261851136000004
2017-12-25,0,0,0.1696209919999998
2017-12-26,1,0,-1.6617218047999998
2017-12-27,3,1,0.9129450496000002
2017-12-28,2,5,-0.1945598975999996
2017-12-29,1,4,1.081345331200001
2017-12-30,0,2,0.02801786880000079
2017-12-31,0,5,0.3266367488000004
2018-01-01,1,3,2.4555971584
2018-01-02,0,6,10.109630976
2018-01-03,2,8,0.3481070592000006
2018-01-04,0,0,-1.7696957440000007
