,saltstack/salt,cfengine/core,ansible/ansible
2012-05-05,16.0,1,4
2012-05-06,0.1999999999999993,0,17
2012-05-07,3.820000000000001,8,7
2012-05-08,5.423,3,25
2012-05-09,8.6249,6,5
2012-05-10,33.0621635,4,36
2012-05-11,-1.4027325499999996,6,16
2012-05-12,7.242275057500002,3,2
2012-05-13,29.9131253755,0,6
2012-05-14,4.8498523756968765,13,10
2012-05-15,-3.1450230097734355,1,8
2012-05-16,-2.4514982897703117,0,2
2012-05-17,6.6536228242015625,1,2
2012-05-18,-1.50488054713594,5,0
2012-05-19,9.463708412217187,21,4
2012-05-20,0.8023187679578108,0,6
2012-05-21,6.359664294417186,5,0
2012-05-22,6.683995040593748,5,3
2012-05-23,25.54012539695625,13,2
2012-05-24,-1.2619065359359372,20,1
2012-05-25,-8.116228409846872,8,5
2012-05-26,13.107631788632814,9,3
2012-05-27,12.611094946621874,0,2
2012-05-28,2.749099037385937,0,0
2012-05-29,2.458795151703125,5,6
2012-05-30,22.42295494325625,10,9
2012-05-31,-0.8778256022734396,7,3
2012-06-01,-3.233604802868749,11,10
2012-06-02,-3.288238481807811,16,0
2012-06-03,14.618002957487501,1,0
2012-06-04,9.567914947232811,9,0
2012-06-05,9.824196101659375,1,3
2012-06-06,17.175293164803126,5,1
2012-06-07,-4.617220774778126,3,4
2012-06-08,2.9592000055796888,2,5
2012-06-09,3.5918975156140647,0,2
2012-06-10,0.9054723778078131,0,2
2012-06-11,7.934697060506251,0,3
2012-06-12,1.4872322417968746,6,1
2012-06-13,5.734956385764063,5,3
2012-06-14,-4.726807647843751,4,12
2012-06-15,6.239996593590624,7,8
2012-06-16,12.014284882217186,4,5
2012-06-17,-5.426164961231251,0,4
2012-06-18,20.225590109065624,2,3
2012-06-19,42.73042632942031,0,6
2012-06-20,-14.432153262398437,5,14
2012-06-21,-9.163144759031248,3,9
2012-06-22,26.971476691426563,7,3
2012-06-23,17.139913610879685,0,1
2012-06-24,-9.714740081092186,1,0
2012-06-25,11.763066855262503,1,6
2012-06-26,12.288328407410937,6,4
2012-06-27,-0.3058815743984393,15,2
2012-06-28,-6.434209688182811,3,0
2012-06-29,-2.459407967412499,3,3
2012-06-30,79.75359902225156,3,2
2012-07-01,1.063528888582809,0,2
2012-07-02,-7.183202809560932,2,8
2012-07-03,-0.5595683139749976,1,8
2012-07-04,-2.588554389014062,10,10
2012-07-05,3.729051969459375,2,2
2012-07-06,35.672986353410934,3,4
2012-07-07,-16.73661041374375,0,13
2012-07-08,10.878450246990624,0,2
2012-07-09,14.142917850992184,5,5
2012-07-10,2.7174522138125,21,11
2012-07-11,3.006015383770313,2,9
2012-07-12,-1.9032486941671856,9,16
2012-07-13,35.31108291920157,10,3
2012-07-14,-7.382894923979691,0,12
2012-07-15,32.34374607099219,0,21
2012-07-16,-2.4559675792781235,2,3
2012-07-17,-6.1884608555625,10,10
2012-07-18,-3.076940694803124,26,14
2012-07-19,5.8964660760562495,9,5
2012-07-20,6.7677763343656245,0,36
2012-07-21,10.039322548215623,0,10
2012-07-22,1.5719727420828118,0,10
2012-07-23,15.527250629249998,5,11
2012-07-24,-3.689801078510939,9,35
2012-07-25,-0.5877577340843736,0,23
2012-07-26,27.79936356052656,1,32
2012-07-27,27.2538637089,10,9
2012-07-28,-6.375379674760936,0,24
2012-07-29,-6.738536302039062,0,7
2012-07-30,8.137106327389063,0,27
2012-07-31,28.445182611331248,2,22
2012-08-01,21.5447538570375,15,40
2012-08-02,3.2816775067781236,0,36
2012-08-03,2.6662879135890645,3,12
2012-08-04,1.5706279651937507,1,0
2012-08-05,-1.5692652124828115,10,0
2012-08-06,5.910681802378127,4,2
2012-08-07,7.253735788085937,19,29
2012-08-08,1.53939277368125,7,25
2012-08-09,2.9194707625593743,12,29
2012-08-10,4.672958663309373,13,46
2012-08-11,-0.1043499741531253,4,34
2012-08-12,-6.487632114675,0,3
2012-08-13,22.505254865101563,12,12
2012-08-14,3.8696156124374994,9,23
2012-08-15,17.381823731492187,9,17
2012-08-16,10.993660876354689,11,0
2012-08-17,2.7065619812687487,33,19
2012-08-18,14.681942033253126,18,23
2012-08-19,-4.812709031151563,7,9
2012-08-20,18.458547501637504,16,19
2012-08-21,-5.997002143406251,5,9
2012-08-22,1.5353420162281246,8,14
2012-08-23,-6.793998904915625,5,8
2012-08-24,14.326636601587499,8,17
2012-08-25,9.305667750410937,0,3
2012-08-26,-8.445077345132812,1,0
2012-08-27,13.200723506304687,0,15
2012-08-28,16.728344050215625,12,34
2012-08-29,1.5721474753546865,1,21
2012-08-30,24.113728278464063,0,33
2012-08-31,-3.436099825343751,2,10
2012-09-01,1.2427201782203134,2,0
2012-09-02,0.33450269804531274,0,5
2012-09-03,16.595143605043752,4,0
2012-09-04,-5.298003121264063,3,17
2012-09-05,10.71965737141875,2,16
2012-09-06,13.425952579976562,8,12
2012-09-07,7.45648222595781,2,21
2012-09-08,-7.181215294854688,2,9
2012-09-09,-3.5181640937328114,3,1
2012-09-10,20.203830258548436,4,9
2012-09-11,-1.5357443389703143,7,9
2012-09-12,8.473212266818752,5,11
2012-09-13,-0.7175035649281263,5,3
2012-09-14,1.2282991749499992,6,6
2012-09-15,4.943783444598437,0,0
2012-09-16,-2.4865673522359373,0,0
2012-09-17,8.586752590521876,0,10
2012-09-18,28.485660577410936,6,6
2012-09-19,8.24541143828906,9,19
2012-09-20,16.749743972654688,5,0
2012-09-21,-4.485589523349999,2,4
