,flutter/flutter,NativeScript/NativeScript,facebook/react-native
2015-12-18,6,7,12.689902663045313
2015-12-19,0,0,-0.09001677507187189
2015-12-20,4,0,3.37067883838438
2015-12-21,7,4,5.834856103825004
2015-12-22,3,6,4.938952583260941
2015-12-23,0,2,25.149567964396876
2015-12-24,2,0,5.372066546034375
2015-12-25,1,0,-0.44170668473593633
2015-12-26,3,0,4.679036553857814
2015-12-27,0,0,-0.22261889697499715
2015-12-28,4,1,3.42749417996094
2015-12-29,2,0,14.385152295107815
2015-12-30,3,0,19.330632453051564
2015-12-31,4,0,2.2978311652749994
2016-01-01,0,0,1.3621878225875
2016-01-02,10,0,2.075142886843751
2016-01-03,0,0,3.356384796282815
2016-01-04,8,2,22.38346722496719
2016-01-05,8,0,18.54994681485
2016-01-06,15,0,32.91226233657031
2016-01-07,30,1,24.994125745581247
2016-01-08,16,3,11.692308781115624
2016-01-09,5,0,1.7102717852218747
2016-01-10,7,0,-0.9558064434562463
2016-01-11,30,11,3.9978927897781302
2016-01-12,23,16,14.091266194945318
2016-01-13,11,10,8.234196504043753
2016-01-14,15,4,10.541072103881252
2016-01-15,15,8,12.483316382685938
2016-01-16,9,0,2.4141842758546885
2016-01-17,0,0,1.4154925369937512
2016-01-18,13,6,16.002417006951564
2016-01-19,17,13,6.8540537650328135
2016-01-20,26,12,19.155311180982814
2016-01-21,23,3,30.034145303201562
2016-01-22,21,5,11.39739417235
2016-01-23,5,0,1.2563863287468742
2016-01-24,8,2,-2.4228250286687483
2016-01-25,12,8,11.66843347522188
2016-01-26,17,16,6.8784417180750035
2016-01-27,20,5,12.005108031696878
2016-01-28,18,3,10.638205703296876
2016-01-29,14,4,22.556945940428125
2016-01-30,4,0,-1.6177059974874997
2016-01-31,9,0,3.264342757545314
2016-02-01,12,10,19.64608044926875
2016-02-02,17,8,21.230918115245313
2016-02-03,26,12,19.294036315590624
2016-02-04,26,14,5.950637456906249
2016-02-05,16,11,6.968363189742188
2016-02-06,16,0,14.371255762340628
2016-02-07,0,1,0.8894796925187523
2016-02-08,11,5,17.10669243429844
2016-02-09,38,13,16.003301542190627
2016-02-10,26,15,16.573277321318752
2016-02-11,28,17,3.3301623779765626
2016-02-12,57,9,21.525395462215627
2016-02-13,19,1,-1.6572204160671866
2016-02-14,21,1,0.007426756573440496
2016-02-15,15,15,7.664613164275003
2016-02-16,20,5,16.402366789507816
2016-02-17,33,7,12.401986717718751
2016-02-18,8,17,11.362950743453126
2016-02-19,24,9,15.413773898870312
2016-02-20,9,0,0.03607922807187558
2016-02-21,12,0,-1.7228957161953105
2016-02-22,19,4,13.195777803345315
2016-02-23,22,7,7.16440913348594
2016-02-24,21,24,20.266915949843753
2016-02-25,42,15,8.008215612317187
2016-02-26,38,1,26.612611135440627
2016-02-27,23,3,-2.009193782835938
2016-02-28,5,0,-1.0347803339953106
2016-02-29,9,9,11.850175458090627
2016-03-01,23,8,12.045637202229692
2016-03-02,24,6,15.632744918054689
2016-03-03,46,2,19.10428029528125
2016-03-04,28,1,11.415701210485938
2016-03-05,8,0,3.84048726535
2016-03-06,16,0,6.703035167375002
2016-03-07,18,9,10.00546913136094
2016-03-08,27,7,19.75347698145938
2016-03-09,21,15,12.632216853012501
2016-03-10,31,4,19.785413050914062
2016-03-11,44,7,9.087275362457813
2016-03-12,30,1,-0.21589156157656042
2016-03-13,9,0,2.0710809803000028
2016-03-14,34,1,9.541296960806253
2016-03-15,19,5,25.0976371791875
2016-03-16,8,9,7.375478081423438
2016-03-17,22,7,11.223868685407814
2016-03-18,42,7,11.253086447014063
2016-03-19,6,1,1.2653353094187518
2016-03-20,0,0,7.329011181184377
2016-03-21,35,12,23.261063819778126
2016-03-22,13,8,8.630429586132813
2016-03-23,24,8,11.20068271263125
2016-03-24,37,14,16.172967991556252
2016-03-25,23,13,4.779581068084376
2016-03-26,10,0,2.628255910476564
2016-03-27,11,0,-0.7214288906171848
2016-03-28,18,9,-0.978720907835934
2016-03-29,30,7,8.456289597484378
2016-03-30,25,7,12.856570321112503
2016-03-31,23,3,3.290432684298438
2016-04-01,28,2,25.890939610398437
2016-04-02,5,0,-4.067219820359377
2016-04-03,2,0,0.9295460440828136
2016-04-04,8,2,7.324030187503126
2016-04-05,11,0,8.955016331912503
2016-04-06,13,3,15.608771498557815
2016-04-07,21,1,10.72390075190625
2016-04-08,19,11,6.748171088867188
2016-04-09,3,0,5.126869832846875
2016-04-10,0,0,-0.5851163222562485
2016-04-11,10,7,15.302293157203128
2016-04-12,15,4,12.079482241501562
2016-04-13,13,18,10.786736676504688
2016-04-14,10,15,11.718692115323439
2016-04-15,15,16,8.557635209634375
2016-04-16,3,0,3.813737089340626
2016-04-17,0,0,3.3949971155156264
2016-04-18,10,11,8.735077529931253
2016-04-19,10,10,16.4106661049125
2016-04-20,15,8,6.456914376654688
2016-04-21,17,8,12.010418985992189
2016-04-22,10,7,25.698144926762502
2016-04-23,3,0,3.172697757023437
2016-04-24,2,0,5.575548013459375
2016-04-25,12,5,11.95408425790469
2016-04-26,7,6,7.5279913378625025
2016-04-27,11,8,6.7532617748078145
2016-04-28,14,5,15.95923836541094
2016-04-29,17,1,22.226985238156253
