,containerd/containerd,canonical/lxd,moby/moby
2016-01-05,4,0,48.0
2016-01-06,1,6,30.199999999999996
2016-01-07,0,15,28.339999999999996
2016-01-08,0,19,41.657
2016-01-09,0,4,13.680699999999998
2016-01-10,0,5,8.174208500000002
2016-01-11,1,1,14.243612150000002
2016-01-12,2,5,40.165062642500004
2016-01-13,0,13,38.549254181500004
2016-01-14,0,13,55.248495850228124
2016-01-15,0,7,18.977654573710936
2016-01-16,2,0,1.1763584840281265
2016-01-17,0,3,-4.103301501818745
2016-01-18,0,2,16.06532429897501
2016-01-19,0,13,33.317100086648445
2016-01-20,1,0,40.35753926431251
2016-01-21,5,2,39.642057677862496
2016-01-22,10,8,25.84086411354531
2016-01-23,1,0,13.678650935429689
2016-01-24,1,2,22.387847526964066
2016-01-25,6,9,26.285555074307815
2016-01-26,2,25,64.77036736531407
2016-01-27,5,6,49.53258335663594
2016-01-28,0,1,6.751181910098438
2016-01-29,1,3,23.369380888009378
2016-01-30,0,2,13.57064956842657
2016-01-31,0,1,-0.11534695315311616
2016-02-01,0,1,33.9937759162047
2016-02-02,2,5,42.77712968014063
2016-02-03,7,5,45.9298124961375
2016-02-04,1,9,27.56644277040781
2016-02-05,0,3,22.790152618709378
2016-02-06,0,0,-1.1936399939843714
2016-02-07,0,0,-1.488017653045306
2016-02-08,0,1,15.106393900048445
2016-02-09,0,13,28.483809700337506
2016-02-10,0,16,28.901843707265627
2016-02-11,10,19,46.23658592554219
2016-02-12,6,5,31.202278224128122
2016-02-13,0,1,-2.3787292109171876
2016-02-14,0,1,-3.0482368690609345
2016-02-15,0,4,4.7361072646343825
2016-02-16,3,2,23.96365435450782
2016-02-17,2,20,34.300654316750006
2016-02-18,0,15,33.539972885215626
2016-02-19,3,9,21.7016640221125
2016-02-20,0,1,6.32841846816875
2016-02-21,1,6,1.2406606536671907
2016-02-22,1,3,9.767290976951568
2016-02-23,4,11,25.656922880251567
2016-02-24,0,30,25.070829700239067
2016-02-25,10,11,31.31312568711875
2016-02-26,10,17,14.302573752421875
2016-02-27,0,8,9.482142320557813
2016-02-28,0,0,4.555113992953128
2016-02-29,8,10,46.6334715008875
2016-03-01,5,7,47.99340687502969
2016-03-02,0,16,32.886137115278125
2016-03-03,0,4,31.0022989879375
2016-03-04,0,1,20.07543115929219
2016-03-05,0,0,-0.8883327977093707
2016-03-06,0,0,0.7704071359593812
2016-03-07,3,19,11.011901270518758
2016-03-08,1,15,21.817152233343755
2016-03-09,2,10,20.750859040542192
2016-03-10,0,19,20.623953377065625
2016-03-11,7,12,36.680524269814065
2016-03-12,2,1,8.087458498057812
2016-03-13,0,0,2.0857000960468763
2016-03-14,3,0,26.594417761103127
2016-03-15,4,28,34.89357113774844
2016-03-16,3,5,32.20574952175313
2016-03-17,10,8,34.49772219385781
2016-03-18,4,4,25.78929389135781
2016-03-19,2,2,5.157216531857815
2016-03-20,0,3,5.301197625204692
2016-03-21,10,8,32.54486725905001
2016-03-22,11,6,32.49966167997813
2016-03-23,8,17,30.432259100245314
2016-03-24,3,3,30.078630649151563
2016-03-25,10,7,41.90648489514062
2016-03-26,1,4,-0.4147340120921861
2016-03-27,0,1,7.081795449023443
2016-03-28,8,8,38.08166460080938
2016-03-29,6,3,35.581210787475
2016-03-30,4,2,25.544559191759376
2016-03-31,7,15,36.002522399703125
2016-04-01,3,7,0.13809740973906415
2016-04-02,1,6,-5.751531350198433
2016-04-03,0,5,-3.523289406989056
2016-04-04,5,8,9.790905157421884
2016-04-05,4,7,8.207238469309381
2016-04-06,7,8,54.23354478448125
2016-04-07,6,9,18.917443826621874
2016-04-08,0,12,33.21463785053906
2016-04-09,0,3,14.17664504697656
2016-04-10,0,3,6.562917302875002
2016-04-11,1,3,10.757211633198441
2016-04-12,0,0,16.897039748260944
2016-04-13,2,5,20.387441440845315
2016-04-14,3,4,30.849060315912503
2016-04-15,2,0,37.48409222649375
2016-04-16,0,0,3.3568879809046877
2016-04-17,3,0,-4.072560739031248
2016-04-18,6,4,20.017725760006254
2016-04-19,1,2,21.793316016282816
2016-04-20,2,0,16.069481158081253
2016-04-21,5,1,19.229965782053128
2016-04-22,9,4,12.982808271237502
2016-04-23,0,0,3.5025304904671906
2016-04-24,0,13,-0.1880710628046831
2016-04-25,0,2,29.040823096037503
2016-04-26,16,6,13.732462458803127
2016-04-27,1,6,11.020790707715626
2016-04-28,3,8,15.44060670143594
2016-04-29,3,4,19.259612077568754
2016-04-30,0,0,2.7914159230546893
2016-05-01,0,6,2.2019295496765654
2016-05-02,4,1,17.965942557614067
2016-05-03,0,2,13.822611144606253
2016-05-04,2,5,19.64059738155313
2016-05-05,0,2,14.088157568567187
2016-05-06,3,1,21.2790942891125
2016-05-07,0,2,12.58528504190625
2016-05-08,0,0,0.08141509501250166
2016-05-09,8,6,15.575125955368753
2016-05-10,0,3,7.751654228956253
2016-05-11,0,6,15.146607014964065
2016-05-12,1,0,28.691274588228126
2016-05-13,2,0,6.121106014340626
2016-05-14,0,2,11.545480818410939
2016-05-15,0,0,0.6373649810343771
2016-05-16,0,0,10.882173960525003
2016-05-17,1,5,6.53220244752344
2016-05-18,5,1,12.783974404379691
2016-05-19,1,3,11.383199196021877
2016-05-20,0,1,13.306092167301564
2016-05-21,0,0,9.101449407626564
2016-05-22,0,0,7.522116605068751
2016-05-23,1,1,17.793539421846877
2016-05-24,0,0,37.94400644260156
2016-05-25,2,6,48.41070635684062
2016-05-26,2,5,15.947453560140621
2016-05-27,1,4,24.579197915440623
2016-05-28,0,0,-0.6764210480546868
2016-05-29,0,0,2.6685575164359427
2016-05-30,0,0,4.569807577610943
2016-05-31,1,10,25.99321336877657
2016-06-01,0,17,21.189177843839065
2016-06-02,0,13,28.837846921381253
2016-06-03,1,11,41.96682641763282
2016-06-04,0,0,9.291464946351562
2016-06-05,0,13,24.413160845240625
2016-06-06,1,3,43.90511813687344
2016-06-07,1,4,41.57396038757187
2016-06-08,0,3,30.43701495045781
2016-06-09,5,4,26.67733299125
2016-06-10,0,8,30.105925934732817
