,chartjs/chart.js,highcharts/highcharts,d3/d3
2021-05-17,1,0.0,0
2021-05-18,4,22.0,0
2021-05-19,4,19.799999999999997,0
2021-05-20,2,14.809999999999995,0
2021-05-21,1,32.583,0
2021-05-22,1,-5.491575000000003,0
2021-05-23,0,-2.9421434999999985,0
2021-05-24,2,4.957942225000004,0
2021-05-25,1,13.732422907500005,0
2021-05-26,2,15.813316571156253,0
2021-05-27,1,22.111703375365625,0
2021-05-28,3,14.187985044928125,0
2021-05-29,3,-4.550555864209375,0
2021-05-30,3,-2.640948278793748,0
2021-05-31,0,16.326808676250003,0
2021-06-01,1,14.893821431390627,0
2021-06-02,3,3.3189042202484385,0
2021-06-03,2,16.122306072128126,0
2021-06-04,0,8.280940434660938,0
2021-06-05,1,-3.3166946132312485,0
2021-06-06,0,-1.9127334231828108,0
2021-06-07,0,3.715992492500003,0
2021-06-08,0,5.481781495718753,0
2021-06-09,0,6.2304559088218765,0
2021-06-10,0,14.155618084493751,0
2021-06-11,0,5.363473229951563,5
2021-06-12,3,-2.2476192043703125,0
2021-06-13,1,1.7392864570687507,0
2021-06-14,1,10.86486343125,0
2021-06-15,0,1.011038461171876,0
2021-06-16,0,16.537251776210937,0
2021-06-17,0,34.242878788123434,0
2021-06-18,5,12.799166351462498,0
2021-06-19,2,-3.483802682200001,0
2021-06-20,3,-2.6431913090374994,0
2021-06-21,0,5.186070668453129,0
2021-06-22,0,22.893041622454692,0
2021-06-23,0,16.058063835521875,0
2021-06-24,0,-0.1854259281390629,0
2021-06-25,4,10.124807027775,0
2021-06-26,1,-3.173460624360936,0
2021-06-27,0,-1.7680504961624968,0
2021-06-28,1,3.809409961214065,0
2021-06-29,0,1.5593596526406275,0
2021-06-30,0,6.692960481857814,0
2021-07-01,6,1.3056814787890634,0
2021-07-02,0,15.80071914596875,0
2021-07-03,1,0.6364452706531241,0
2021-07-04,4,-1.5391453954671872,1
2021-07-05,1,19.09462398125,0
2021-07-06,0,19.328468496171876,0
2021-07-07,1,8.365092940773437,0
2021-07-08,0,4.832871387017186,0
2021-07-09,3,15.295775366915626,0
2021-07-10,4,-2.5000489676234365,0
2021-07-11,1,-2.17524418215781,0
2021-07-12,1,8.54666424239219,0
2021-07-13,3,4.877269272187503,0
2021-07-14,2,6.922335607937502,0
2021-07-15,1,22.858622943021874,0
2021-07-16,2,4.298693720443749,0
2021-07-17,0,-1.73781915081875,0
2021-07-18,1,-0.763647533662499,0
2021-07-19,2,4.753916847464065,0
2021-07-20,5,2.4664841335937524,0
2021-07-21,3,3.5720432047812514,0
2021-07-22,0,2.5846754588578134,0
2021-07-23,2,7.704199169285939,0
2021-07-24,2,-1.7126240262734371,0
2021-07-25,1,1.1463955954468756,0
2021-07-26,2,4.243088856948438,0
2021-07-27,3,5.983576921870314,0
2021-07-28,2,4.676166351471875,0
2021-07-29,0,3.656905127278125,0
2021-07-30,1,1.7148432190078127,0
2021-07-31,0,5.932744497715626,0
2021-08-01,1,3.622120622176563,0
2021-08-02,0,6.73274780521875,0
2021-08-03,0,3.4116615311,0
2021-08-04,0,3.5631675562109377,0
2021-08-05,0,2.619713885404688,0
2021-08-06,0,2.7629663934562507,0
2021-08-07,0,-1.1689116379765616,0
2021-08-08,2,-0.7308355799671864,0
2021-08-09,0,0.46157308467031366,0
2021-08-10,0,5.513063689445314,0
2021-08-11,1,3.0673840833843755,0
2021-08-12,0,7.114641337242188,0
2021-08-13,1,110.70369520025781,0
2021-08-14,3,-11.88596041220626,0
2021-08-15,0,-5.494107922643753,0
2021-08-16,0,12.48816722875,2
2021-08-17,2,14.828087459484383,0
2021-08-18,3,9.359444384370317,0
2021-08-19,0,10.637438662721877,0
2021-08-20,0,-1.3547358942687469,0
2021-08-21,0,-3.163297378037496,0
2021-08-22,0,-2.3092569340249955,0
2021-08-23,0,21.9513506225,0
2021-08-24,0,5.848119838000001,0
2021-08-25,0,3.3477282271281252,0
2021-08-26,0,9.840073938348437,0
2021-08-27,0,8.503872780512502,0
2021-08-28,0,-2.522335477085937,0
2021-08-29,0,-1.433948595107811,0
2021-08-30,0,3.968236373750002,0
2021-08-31,0,9.680424959390628,0
2021-09-01,0,3.9939209970328133,0
2021-09-02,2,11.351593956582812,0
2021-09-03,0,8.725943969846874,0
2021-09-04,4,-2.3699089236031248,0
2021-09-05,4,-1.3249566903953116,0
2021-09-06,3,10.12093638125,0
2021-09-07,0,7.214350451171876,0
2021-09-08,1,10.042801704148438,0
2021-09-09,0,3.642702555260937,0
2021-09-10,0,6.07940065683125,0
2021-09-11,0,-1.989683276139062,0
2021-09-12,0,-1.1611702653953109,0
2021-09-13,1,15.214135228750001,0
2021-09-14,1,2.7749606405781257,0
2021-09-15,0,14.260467374964064,0
2021-09-16,0,1.3567322934890615,0
2021-09-17,0,31.159954321475002,0
2021-09-18,0,-4.4241201193406265,0
2021-09-19,0,-2.2879667702874986,2
2021-09-20,0,7.4756727975000015,2
2021-09-21,0,35.9345168105,0
2021-09-22,0,8.850776854346874,0
2021-09-23,0,5.959691531570312,0
2021-09-24,2,5.5622906311125,2
2021-09-25,1,-3.028575489659372,0
2021-09-26,0,-1.9873317461859337,0
2021-09-27,0,18.71124075875,0
2021-09-28,0,5.9609265503593765,0
2021-09-29,0,25.328831810082814,0
2021-09-30,0,16.542492146415626,0
2021-10-01,2,8.657139668090625,2
2021-10-02,1,-3.7214008425000005,0
2021-10-03,2,-2.2459306728234347,2
2021-10-04,5,16.403986462500004,0
2021-10-05,1,12.933189873437502,0
2021-10-06,1,17.539364624640626,0
2021-10-07,0,3.919423778989062,0
2021-10-08,0,16.846754504415628,0
2021-10-09,0,-0.8799654724578123,0
2021-10-10,0,-2.465881807967185,0
2021-10-11,2,2.3809695175000023,0
2021-10-12,0,4.346184963218754,0
2021-10-13,3,5.193141424853128,0
2021-10-14,2,3.180343716096876,0
2021-10-15,4,0.41706763012031334,0
2021-10-16,3,-1.1047801693499992,0
2021-10-17,0,1.2768319602343763,0
2021-10-18,0,31.37832683239219,0
2021-10-19,0,12.3911217329375,0
2021-10-20,0,12.636295275512499,0
2021-10-21,0,13.527511187424999,0
2021-10-22,0,6.3017455746703135,0
2021-10-23,2,-1.1547909137109365,0
2021-10-24,1,2.8168625024281275,0
2021-10-25,1,-1.068857606031247,0
2021-10-26,2,7.426315188428129,0
2021-10-27,0,0.886897858100002,0
2021-10-28,0,14.523266389925002,0
2021-10-29,1,-0.5270501993406249,0
2021-10-30,1,-0.5340403282671866,0
2021-10-31,0,-1.0247938951406244,0
2021-11-01,0,10.324858671100001,0
2021-11-02,0,26.38141512055469,0
2021-11-03,0,4.313717041573436,0
2021-11-04,0,8.302265473129687,0
2021-11-05,0,6.301073529142187,0
2021-11-06,0,-0.5434462128562485,0
2021-11-07,1,0.2937828444125019,0
2021-11-08,0,20.598312638714066,0
2021-11-09,0,14.768582211828125,0
2021-11-10,1,2.3727924001671874,0
2021-11-11,3,16.33723835361875,0
2021-11-12,0,1.5315819452906254,0
2021-11-13,0,9.520492887464064,0
2021-11-14,0,-1.7870544663546863,0
2021-11-15,2,2.211300126396878,0
2021-11-16,1,34.29751005108438,0
2021-11-17,5,5.189321444928125,0
2021-11-18,0,-0.43324301499062523,0
2021-11-19,0,3.6796295562375003,0
2021-11-20,0,-2.1820231307609346,0
2021-11-21,0,3.637116234882815,0
2021-11-22,0,8.477283221553128,0
2021-11-23,0,11.025009455401564,0
2021-11-24,0,7.48232182129375,0
2021-11-25,2,0.5163925148000006,0
2021-11-26,0,6.41303560809375,0
2021-11-27,1,-0.7981964982015617,0
2021-11-28,3,-0.1991244714656233,0
2021-11-29,3,13.073960309921876,0
2021-11-30,2,0.8993341809140634,0
2021-12-01,2,16.5331039054375,0
2021-12-02,0,2.2857753481265615,0
2021-12-03,0,12.08450320309375,0
2021-12-04,0,-2.551620770482813,2
2021-12-05,7,-1.4648962545531232,0
2021-12-06,3,25.99482104944844,0
2021-12-07,0,9.517588701495313,0
2021-12-08,2,3.8475800304499996,0
2021-12-09,1,8.508337151860937,0
2021-12-10,0,1.3022798417750012,2
2021-12-11,0,3.025784605101564,0
2021-12-12,0,-1.8206135230031233,0
2021-12-13,0,20.850259288750003,0
2021-12-14,2,3.9028691598281253,0
2021-12-15,0,4.568625401076563,0
2021-12-16,2,6.926574267173438,0
2021-12-17,0,17.856696741576563,0
2021-12-18,0,-3.289835111207813,0
2021-12-19,0,-1.7849560002218738,0
2021-12-20,0,3.753030582320314,0
2021-12-21,1,10.561406402406252,0
2021-12-22,2,6.804798066850001,0
2021-12-23,3,3.928646324889063,0
2021-12-24,0,-1.817093209892187,0
2021-12-25,0,-1.121989683135936,0
2021-12-26,0,-0.7841506132187482,0
2021-12-27,0,-0.48243838124999844,0
2021-12-28,0,-0.3961245325781238,0
2021-12-29,0,4.664370639882813,0
2021-12-30,0,8.246536774928126,0
2021-12-31,0,-1.2579995509171882,0
2022-01-01,1,-0.5978931152156253,0
2022-01-02,0,-0.35981249999999976,0
2022-01-03,1,2.733453750000001,0
2022-01-04,1,20.4891391875,0
2022-01-05,0,4.591073406249999,0
2022-01-06,0,15.121815168671874,0
2022-01-07,0,7.196403420179686,2
2022-01-08,0,-2.5223524228234373,0
2022-01-09,0,-1.457075287499999,0
2022-01-10,0,0.9412368987500024,0
2022-01-11,1,1.9655836022031274,0
2022-01-12,0,3.9212912828140642,0
2022-01-13,0,18.744432944385938,0
2022-01-14,0,32.31578474848281,0
2022-01-15,0,-4.875184623267191,0
2022-01-16,1,0.5930246996406243,0
2022-01-17,0,1.146992820000001,0
2022-01-18,0,14.401249722718754,0
2022-01-19,0,0.2512023746312515,0
2022-01-20,0,3.076930014814064,0
2022-01-21,0,1.1770223582578139,0
2022-01-22,0,-1.5318042937656227,0
2022-01-23,0,-0.9640824650078106,0
2022-01-24,0,2.4902590222031264,0
2022-01-25,0,3.2865420758453134,0
2022-01-26,0,13.139269032892187,0
2022-01-27,1,-0.9235410983718757,0
2022-01-28,0,10.987693288564062,0
2022-01-29,1,17.154300548273437,0
2022-01-30,0,-2.8869245951078133,0
2022-01-31,1,8.47077386125,0
2022-02-01,1,7.937085350953126,0
2022-02-02,0,1.732067930329689,0
2022-02-03,0,15.222192111387502,0
2022-02-04,0,8.11802015898125,0
2022-02-05,3,0.3192086625265631,0
2022-02-06,3,0.06247819727187598,0
2022-02-07,0,10.53363521431719,0
2022-02-08,0,10.863959607343752,0
2022-02-09,1,11.415927596984375,0
2022-02-10,0,4.127687998828125,0
2022-02-11,0,5.661543072340626,0
2022-02-12,4,-2.283650550032811,0
2022-02-13,3,-1.3595166094421853,0
2022-02-14,1,6.053164298860939,0
2022-02-15,0,5.5617790624906265,0
2022-02-16,0,4.383445865365626,0
2022-02-17,0,4.459406561064062,0
2022-02-18,0,-0.48744919661249964,0
2022-02-19,0,-0.9337932218765617,0
2022-02-20,0,4.387882842212501,0
2022-02-21,2,0.08103453875000077,0
2022-02-22,1,1.3340308601406257,0
2022-02-23,0,-0.674921161360937,0
2022-02-24,0,3.5822614641546884,0
2022-02-25,0,-0.6771429395593747,0
2022-02-26,0,-0.3632132407312496,0
2022-02-27,0,-0.22326284628593723,0
2022-02-28,0,2.8320907136718754,0
2022-03-01,0,1.5617830318046877,0
2022-03-02,0,1.5848164714328123,0
2022-03-03,0,-0.43667249007187514,0
2022-03-04,0,14.7527392479375,0
2022-03-05,0,-1.680270660143751,0
2022-03-06,0,-0.7880445375000001,0
2022-03-07,0,8.48066138625,0
2022-03-08,0,-1.2871538565468743,0
2022-03-09,0,1.2867281738609382,0
2022-03-10,0,1.3101354813968753,0
2022-03-11,0,5.340834351178126,0
2022-03-12,0,-1.0355754452343748,0
2022-03-13,0,-0.6127659005390619,0
2022-03-14,0,2.6555982337500006,0
2022-03-15,0,6.431352657859375,0
2022-03-16,0,40.94419840967656,0
2022-03-17,0,-0.7207960935312538,0
2022-03-18,2,3.3460159913968734,0
2022-03-19,0,-2.2441953331656257,0
2022-03-20,1,-1.4545214027156215,0
2022-03-21,0,-0.05596867624999713,0
2022-03-22,0,5.052392662203127,0
2022-03-23,0,22.647541458782815,0
2022-03-24,2,-2.2825079744078134,0
2022-03-25,0,4.1707502639281255,0
2022-03-26,0,-0.5600970382375003,0
2022-03-27,0,-1.054655627715623,0
2022-03-28,0,6.286469728750001,2
2022-03-29,0,2.739389459484376,1
2022-03-30,0,26.822417546870312,0
2022-03-31,3,0.4342848511593731,0
2022-04-01,0,2.790497536121875,0
2022-04-02,0,-1.750369676879688,2
2022-04-03,3,-1.1341125157312475,2
2022-04-04,0,5.1848782237140645,0
2022-04-05,1,1.7523311738906264,0
