,square/okhttp,jetty/jetty.project,apache/httpcomponents-client
2021-06-30,0,-1.0163914335968747,0
2021-07-01,0,2.5136855956593753,0
2021-07-02,0,-0.6049640723500002,0
2021-07-03,0,-0.3132329101437495,0
2021-07-04,2,-0.1983172499999997,0
2021-07-05,0,-0.1541215874999995,0
2021-07-06,0,1.8739938762500004,0
2021-07-07,0,4.693535771390625,0
2021-07-08,0,7.3179269434984375,0
2021-07-09,0,-1.110704939046876,0
2021-07-10,0,-0.5690215576078126,0
2021-07-11,0,-0.3635459999999997,0
2021-07-12,1,4.727792225000001,0
2021-07-13,0,-0.7169314549999998,0
2021-07-14,0,1.5950987927187503,0
2021-07-15,0,-0.49588884014999984,0
2021-07-16,0,3.688146733195313,0
2021-07-17,1,0.39522542971249996,0
2021-07-18,0,-0.38713506249999985,0
2021-07-19,0,-0.24670198124999987,0
2021-07-20,0,0.8146844099218755,0
2021-07-21,1,0.7506888448203128,0
2021-07-22,0,7.767098573968751,0
2021-07-23,0,4.052165497428124,0
2021-07-24,0,1.0414705516874996,0
