,ethereum/go-ethereum,NethermindEth/nethermind,hyperledger/besu
2020-11-04,5,0,2.106714037284375
2020-11-05,2,1,2.702542559484375
2020-11-06,0,0,-0.7794517249984374
2020-11-07,0,1,-1.0856355302953125
2020-11-08,0,6,-0.6005425154312498
2020-11-09,9,9,-0.37482974874999997
2020-11-10,3,4,3.717322648234375
2020-11-11,4,9,-0.42505236801406276
2020-11-12,2,3,4.1060930657375
2020-11-13,6,2,2.0337856194890622
2020-11-14,0,0,-2.015360369696875
2020-11-15,0,0,-0.8901269132328121
2020-11-16,1,1,4.4383438
2020-11-17,5,6,2.0916387924999995
2020-11-18,2,2,1.9572505466874999
2020-11-19,3,4,1.8243798115531251
2020-11-20,2,6,-1.2276085920609376
2020-11-21,0,3,-1.3986751832265625
2020-11-22,0,0,-0.7932689654312499
2020-11-23,4,0,3.47305918125
2020-11-24,4,0,0.39262037117187454
2020-11-25,5,1,0.6499032717734374
2020-11-26,0,2,-1.2649504774937501
2020-11-27,1,2,4.3735522062562495
2020-11-28,0,3,-0.8884163696968752
2020-11-29,1,0,0.9285276367671877
2020-11-30,4,1,-0.18433131999999985
2020-12-01,1,5,5.0817043604375
2020-12-02,3,1,4.663234616037499
2020-12-03,1,1,-0.07486982249687513
2020-12-04,3,3,-1.2368370577156247
2020-12-05,0,0,-1.4470978325781247
2020-12-06,0,1,-0.8879481929296875
2020-12-07,1,2,2.4079914544859373
2020-12-08,3,5,0.6509235267687496
