,rust-lang/rust,golang/go,nim-lang/Nim
2014-08-16,14,4.0,4
2014-08-17,24,-0.40000000000000036,5
2014-08-18,30,8.82,0
2014-08-19,34,21.986,14
2014-08-20,22,2.212349999999998,4
2014-08-21,36,17.144033,3
2014-08-22,18,6.9808894499999985,5
2014-08-23,25,1.3378369650000006,1
2014-08-24,23,9.9777708854375,0
2014-08-25,16,32.42566378610625,0
2014-08-26,15,5.926076856609374,0
2014-08-27,23,5.137974909067188,11
2014-08-28,21,29.711667472845313,21
2014-08-29,30,19.67753427752344,6
2014-08-30,23,10.509545986660939,18
2014-08-31,35,-3.744803319921875,22
2014-09-01,11,11.959110077418753,1
2014-09-02,21,13.274418792771879,2
2014-09-03,18,9.929580289320317,4
2014-09-04,24,19.255325016214066,4
2014-09-05,31,13.380167141410938,9
2014-09-06,19,3.465955138423439,6
2014-09-07,25,6.599652044601564,2
2014-09-08,24,24.89201839015938,4
2014-09-09,45,12.254605190979689,15
2014-09-10,25,-0.44708364430468706,11
2014-09-11,19,7.932632885920315,8
2014-09-12,26,13.853144732637503,2
2014-09-13,15,-3.6973044376078104,6
2014-09-14,35,0.8576660877281275,8
2014-09-15,36,10.226493842056252,0
2014-09-16,22,20.543311073953127,5
2014-09-17,61,9.213529135228125,7
2014-09-18,30,10.734173883576563,18
2014-09-19,21,18.735760060434373,5
2014-09-20,18,-4.163673236660937,0
2014-09-21,12,-1.3623034818609354,7
2014-09-22,43,5.309651668453128,2
2014-09-23,19,3.008513009954691,2
2014-09-24,34,19.152587843959378,1
2014-09-25,31,12.692399799970312,1
2014-09-26,21,17.664542967314063,3
2014-09-27,16,-2.9758785843468765,3
2014-09-28,9,-1.3034987895406238,3
2014-09-29,47,12.434414000734378,0
2014-09-30,37,19.42747171260469,0
2014-10-01,40,8.232192395920313,4
2014-10-02,67,5.677390511492188,10
2014-10-03,43,6.052009704745314,0
2014-10-04,22,1.313218577346877,6
2014-10-05,27,-1.04532458752031,8
2014-10-06,25,16.62129331194844,0
2014-10-07,29,10.165626047745313,1
2014-10-08,23,10.054129960653125,1
2014-10-09,48,7.998974609271874,1
2014-10-10,12,-0.7829341138218742,5
2014-10-11,25,1.1565447125359392,10
2014-10-12,23,-0.5435030961359353,6
2014-10-13,41,3.8572383318406276,1
2014-10-14,22,4.654938049432815,4
2014-10-15,28,17.4877113964,2
2014-10-16,27,7.236559414079687,1
2014-10-17,21,6.578460793860937,3
2014-10-18,17,-0.25402585517656284,2
2014-10-19,16,3.4983055971312513,19
2014-10-20,15,14.471451323126564,2
2014-10-21,23,4.397989167385938,12
2014-10-22,20,7.809319755476563,2
2014-10-23,21,0.6318678624875003,1
2014-10-24,19,7.25788763041094,5
2014-10-25,26,-0.980606297499999,4
2014-10-26,21,-0.27072923010468575,4
2014-10-27,53,16.04107250235,0
2014-10-28,41,18.587823980320312,0
2014-10-29,24,18.589003918315623,4
2014-10-30,45,12.027506450842186,3
2014-10-31,37,5.218422006843749,5
2014-11-01,18,-1.0904643334984363,7
2014-11-02,30,-1.1740326445890599,13
