,ionic-team/ionic-framework,flutter/flutter,NativeScript/NativeScript
2015-08-22,3,0.17339238399999957,0
2015-08-23,1,-6.636247756800002,1
2015-08-24,8,17.001185279999998,4
2015-08-25,3,41.827813888,7
2015-08-26,6,29.149506969600004,3
2015-08-27,2,8.788161024,6
2015-08-28,24,12.495094886399999,18
2015-08-29,4,-0.8877906943999996,0
2015-08-30,0,-2.818537164800002,0
2015-08-31,23,17.3468555264,5
2015-09-01,20,5.729146368,12
2015-09-02,8,12.599005593600001,8
2015-09-03,19,19.8188729344,12
2015-09-04,27,13.311012044800002,26
2015-09-05,3,-6.2125879296,3
2015-09-06,4,-5.262490112000002,0
2015-09-07,3,-3.1188184064000017,7
2015-09-08,17,5.8780292096,0
2015-09-09,18,7.861759590400002,8
2015-09-10,6,7.2259077120000015,11
2015-09-11,14,15.981807513600002,6
2015-09-12,3,-5.858987929599998,1
2015-09-13,3,-3.4831947776000014,1
2015-09-14,16,8.9373169664,7
2015-09-15,26,0.31562485760000003,6
2015-09-16,4,26.1599190016,7
2015-09-17,6,16.4094618624,7
2015-09-18,17,15.6202253312,21
2015-09-19,6,1.0040031232000004,1
2015-09-20,0,-5.649504870400001,0
2015-09-21,6,10.020677529599997,6
2015-09-22,29,22.402329088000002,0
2015-09-23,12,23.1072562176,5
2015-09-24,14,15.0353864704,5
2015-09-25,10,28.0826184704,10
2015-09-26,0,-2.548569497599999,0
2015-09-27,3,-6.1042794496000035,0
2015-09-28,27,-0.9908136960000027,5
2015-09-29,20,18.916096921599998,11
2015-09-30,16,26.6402653184,17
2015-10-01,15,30.411937484800003,22
2015-10-02,26,2.745433395199999,5
2015-10-03,6,4.493115801599998,0
2015-10-04,10,-7.962357657600002,0
2015-10-05,31,20.723789209599996,11
2015-10-06,48,27.1256921088,6
2015-10-07,35,0.8757913600000009,7
2015-10-08,27,14.9943138304,6
2015-10-09,40,12.897966592000003,18
2015-10-10,7,1.9398305792000006,1
2015-10-11,3,-3.7239661568000013,0
2015-10-12,10,19.620672512,10
2015-10-13,9,17.456849817600002,12
2015-10-14,3,9.064972697600002,17
2015-10-15,6,10.9671274496,20
2015-10-16,23,8.147989196800001,12
2015-10-17,0,-4.3390176256,0
2015-10-18,19,-1.460210483200001,0
2015-10-19,9,22.7453161472,10
2015-10-20,14,9.768267878400001,10
2015-10-21,7,12.063490048,17
2015-10-22,3,7.744062361600001,13
2015-10-23,3,19.4325146624,6
2015-10-24,0,-4.577672192,0
2015-10-25,0,-5.948462284800003,0
2015-10-26,9,34.3235119104,4
2015-10-27,18,11.692621414400003,2
2015-10-28,11,13.4414815232,10
2015-10-29,23,21.3537123328,20
2015-10-30,38,1.5884441599999999,20
2015-10-31,10,-4.566179430400002,0
2015-11-01,0,-4.847497420800002,0
2015-11-02,33,15.072076287999998,29
2015-11-03,24,32.310600704,14
2015-11-04,10,20.3526596608,6
2015-11-05,20,9.0367101952,8
2015-11-06,13,9.669487308799999,30
2015-11-07,2,4.326690201599998,0
2015-11-08,2,-4.103830323200002,0
2015-11-09,8,9.414652006399997,18
2015-11-10,5,23.2000444416,27
2015-11-11,7,13.858181734400002,9
2015-11-12,23,16.8773474304,12
2015-11-13,13,16.3081572352,5
2015-11-14,7,-6.9713398784,0
2015-11-15,0,-6.653433856000002,0
2015-11-16,22,14.765049446399999,9
2015-11-17,32,24.1475421184,10
2015-11-18,14,13.879637504000002,10
2015-11-19,12,13.97787136,2
2015-11-20,18,22.9271307264,2
2015-11-21,2,-2.9916315647999987,0
2015-11-22,6,2.027613491199997,0
2015-11-23,15,8.271958118399997,20
2015-11-24,21,13.757949952,7
2015-11-25,25,11.3954427904,15
2015-11-26,1,10.221929369600002,6
2015-11-27,0,-6.554370457599999,11
2015-11-28,4,-3.0993273856000005,0
2015-11-29,5,0.3030668288,0
2015-11-30,13,11.8558731264,7
2015-12-01,21,10.927069696,10
2015-12-02,18,14.073864192000002,10
2015-12-03,28,15.902452121600001,5
2015-12-04,38,30.828391424000003,10
2015-12-05,13,15.098098278399998,0
2015-12-06,5,-11.132429004800002,0
2015-12-07,32,24.021228851199997,3
2015-12-08,51,21.8611753984,10
2015-12-09,36,14.071255552,3
2015-12-10,49,16.4372263936,10
2015-12-11,38,-3.016024064,4
2015-12-12,7,-1.434217267200001,8
2015-12-13,0,-6.642388889599999,0
2015-12-14,28,22.9050683392,11
2015-12-15,24,21.742156800000004,9
2015-12-16,33,15.528387584000003,9
2015-12-17,28,0.49434091520000045,3
2015-12-18,18,-1.6496011264000003,7
2015-12-19,11,-5.622590259200001,0
2015-12-20,0,0.5878042623999988,0
2015-12-21,7,3.7212931071999993,4
2015-12-22,6,-0.6299146239999995,6
2015-12-23,6,-2.938331340799998,2
2015-12-24,1,0.23267225600000185,0
2015-12-25,0,-0.4653722623999985,0
2015-12-26,0,2.0552436736000006,0
2015-12-27,0,-1.1381325824,0
2015-12-28,4,3.407475712,1
2015-12-29,11,0.7699564544000006,0
2015-12-30,10,1.9823578112000002,0
2015-12-31,8,2.8797017088,0
2016-01-01,7,-1.377388544,0
2016-01-02,4,9.276549427199999,0
2016-01-03,2,-2.4812196863999993,0
2016-01-04,19,6.8430194688,2
2016-01-05,24,5.665165312,0
2016-01-06,21,12.2128518144,0
2016-01-07,19,25.5848312832,1
2016-01-08,22,7.847953100800002,3
2016-01-09,3,-2.0122326016000027,0
2016-01-10,14,2.264404479999998,0
2016-01-11,13,25.617422335999997,11
2016-01-12,13,14.339372544,16
2016-01-13,6,2.0058027007999986,10
2016-01-14,19,8.006887116799998,4
2016-01-15,15,7.837604864000001,8
2016-01-16,2,1.9012008960000006,0
2016-01-17,1,-5.679727206400001,0
2016-01-18,3,9.634379264,6
2016-01-19,18,11.948011827200002,13
2016-01-20,15,19.676936192,12
2016-01-21,11,14.580783308800001,3
2016-01-22,13,12.2764614656,5
2016-01-23,6,-3.7463644160000005,0
2016-01-24,0,2.326183935999998,2
2016-01-25,15,6.875702886399999,8
2016-01-26,5,11.421128704,16
2016-01-27,40,13.2350942208,5
2016-01-28,21,10.263141171200001,3
2016-01-29,12,6.2637863936,4
2016-01-30,3,-2.9146330111999994,0
2016-01-31,7,4.395533721599999,0
2016-02-01,32,7.364621312,10
2016-02-02,41,11.7892144128,8
2016-02-03,21,19.615619891199998,12
2016-02-04,31,17.3690386432,14
2016-02-05,42,6.443920896,11
2016-02-06,6,7.916925644799999,0
2016-02-07,5,-7.665319833600002,1
2016-02-08,6,6.684686950399998,5
2016-02-09,8,32.7266842624,13
2016-02-10,39,15.208357171200001,15
2016-02-11,16,17.470409011199997,17
2016-02-12,12,45.8304280576,9
2016-02-13,17,1.7290699776000018,1
2016-02-14,9,8.797602201599997,1
2016-02-15,7,3.7772660735999963,15
2016-02-16,5,10.445163007999998,5
2016-02-17,17,23.0020509696,7
2016-02-18,24,-4.597089587199999,17
2016-02-19,9,15.6797147136,9
2016-02-20,6,-0.9988938751999967,0
2016-02-21,11,4.630467379200001,0
2016-02-22,14,12.414975590400001,4
2016-02-23,29,14.306955161600001,7
2016-02-24,22,12.391929344000001,24
2016-02-25,10,33.145089536,15
2016-02-26,2,24.8024772608,1
2016-02-27,2,8.9650700288,3
2016-02-28,7,-6.943413657600001,0
2016-02-29,23,1.3326260223999968,9
2016-03-01,11,16.1222966272,8
2016-03-02,11,14.9299139584,6
2016-03-03,13,36.1089876992,2
2016-03-04,26,13.366701977600002,1
2016-03-05,5,-4.9965283328000005,0
2016-03-06,12,7.485026508799999,0
2016-03-07,18,9.676599500799998,9
2016-03-08,0,18.549102079999997,7
2016-03-09,11,10.6190843904,15
2016-03-10,5,21.0513763328,4
2016-03-11,15,32.2121462784,7
2016-03-12,7,14.906431385600001,1
2016-03-13,5,-4.505861427200003,0
2016-03-14,8,24.923927244799998,1
2016-03-15,11,6.425469337599999,5
2016-03-16,3,-2.6852544512000005,9
2016-03-17,1,14.117110067199999,7
2016-03-18,4,32.6102608896,7
2016-03-19,0,-7.761893990399997,1
2016-03-20,0,-8.1971864576,0
2016-03-21,1,30.093286399999997,12
2016-03-22,6,2.6525635584000025,8
2016-03-23,5,16.0437161984,8
2016-03-24,5,27.7443672064,14
2016-03-25,0,10.6302204928,13
2016-03-26,0,-1.0227299328000008,0
2016-03-27,0,2.9205850111999982,0
2016-03-28,2,11.107110297599998,9
2016-03-29,1,22.10845952,7
2016-03-30,1,14.3230976,7
2016-03-31,8,12.507482316799999,3
2016-04-01,14,17.6490916864,2
2016-04-02,1,-6.2939153408,0
2016-04-03,0,-4.934664499200003,0
2016-04-04,1,3.244296703999998,2
2016-04-05,14,6.0572087296,0
2016-04-06,9,7.631881932800002,3
2016-04-07,12,15.246025728000001,1
2016-04-08,3,11.693384704000001,11
2016-04-09,2,-4.493030195199999,0
2016-04-10,4,-4.4640602112000005,0
2016-04-11,24,7.359179263999999,7
2016-04-12,19,11.0895352832,4
2016-04-13,9,7.706944204800001,18
2016-04-14,20,4.5755805696,15
2016-04-15,14,10.056862412800001,16
2016-04-16,4,-2.7693630463999988,0
2016-04-17,12,-3.584208793600001,0
2016-04-18,18,7.858924748799999,11
2016-04-19,16,6.43328768,10
2016-04-20,18,10.951315456,8
2016-04-21,25,11.793612288000002,8
2016-04-22,16,3.9628341247999996,7
2016-04-23,0,-2.0626493440000004,0
2016-04-24,0,-1.409851392000001,0
2016-04-25,3,9.514796748799998,5
2016-04-26,7,2.90631168,6
2016-04-27,8,7.318078976,8
2016-04-28,3,9.687640576,5
2016-04-29,14,11.867543040000001,1
2016-04-30,0,-3.0371258367999996,0
2016-05-01,0,-0.6272076800000015,0
2016-05-02,1,5.180398284799999,10
2016-05-03,1,14.5465009152,8
2016-05-04,4,17.358544691200002,2
2016-05-05,8,5.5687780352,11
2016-05-06,0,2.662960537599999,5
2016-05-07,0,-4.2843165696000005,2
2016-05-08,0,-3.2458006528000007,1
2016-05-09,3,15.880168652799998,20
2016-05-10,10,8.790578892800001,7
2016-05-11,1,7.4829534208,3
2016-05-12,6,6.4311917568000005,1
2016-05-13,5,5.6365954048,16
2016-05-14,2,-4.0225656832,3
2016-05-15,0,-1.9446342656000013,0
2016-05-16,9,13.8536784896,8
2016-05-17,5,15.234440704,12
2016-05-18,11,8.4664347648,11
2016-05-19,21,7.7834153984,12
2016-05-20,13,5.935487180799999,15
2016-05-21,10,-2.665828556800001,0
2016-05-22,0,-3.742058086400001,0
2016-05-23,3,10.6242994176,0
2016-05-24,8,6.6076568576,0
2016-05-25,12,3.3256001536000017,11
2016-05-26,7,11.872069632,8
2016-05-27,12,5.542324736000001,8
2016-05-28,0,-1.9635716095999998,0
2016-05-29,0,0.7439342591999987,0
2016-05-30,0,-0.7920602112000008,17
2016-05-31,26,6.821159424,10
2016-06-01,18,8.6836630528,4
2016-06-02,20,11.8251831296,7
2016-06-03,3,12.661217484800002,9
2016-06-04,1,-4.2997417983999995,0
2016-06-05,0,-3.5299144704000014,1
2016-06-06,4,5.819296460799999,4
2016-06-07,6,14.8144850944,8
2016-06-08,26,5.548742451200001,14
2016-06-09,23,5.0015053823999995,5
2016-06-10,4,6.2618258432000005,5
2016-06-11,0,-4.8294298624,0
2016-06-12,2,-0.605902131200001,0
2016-06-13,5,8.927033139199999,14
2016-06-14,12,8.370540544,16
2016-06-15,8,4.593888460800001,7
2016-06-16,10,9.8681028608,8
2016-06-17,11,1.0160941056000006,12
2016-06-18,7,-2.7599119360000004,0
2016-06-19,1,-1.3565650944000005,0
2016-06-20,7,5.271661055999999,16
2016-06-21,12,11.342712627200001,7
2016-06-22,12,12.657024921600001,3
2016-06-23,3,11.4461955072,0
2016-06-24,14,1.8716227584,10
2016-06-25,0,0.27659530239999874,0
2016-06-26,0,-2.633836134400001,0
2016-06-27,12,1.5793406975999984,5
2016-06-28,8,6.4796409856,5
2016-06-29,17,-3.4640452607999994,4
2016-06-30,19,8.056373350400001,9
2016-07-01,6,3.713936179200002,6
2016-07-02,9,-2.0366870527999996,0
2016-07-03,0,-1.7401592832000004,0
2016-07-04,0,0.9196994559999996,4
2016-07-05,2,-1.1609206784,4
2016-07-06,1,4.2439931904,9
2016-07-07,5,3.4539710464000004,2
2016-07-08,9,8.25000704,2
2016-07-09,0,-2.933406207999999,1
2016-07-10,0,-1.3505307648000007,0
2016-07-11,1,2.1779972095999995,5
2016-07-12,6,3.8054005760000003,8
2016-07-13,6,2.2929236991999997,6
2016-07-14,4,2.29513984,5
2016-07-15,6,2.235647488,4
2016-07-16,2,-0.7628318719999996,0
2016-07-17,0,-1.1600599040000001,0
2016-07-18,3,6.33853184,10
2016-07-19,8,1.1059440640000002,10
2016-07-20,1,6.4454873088,8
2016-07-21,1,7.52914432,7
2016-07-22,0,7.7852360704,7
2016-07-23,0,-2.7879069696,0
2016-07-24,0,-2.1126747136000015,0
2016-07-25,4,4.659469209599999,4
2016-07-26,0,7.812115456000001,5
2016-07-27,0,11.7353536512,4
2016-07-28,2,4.339970252800001,5
2016-07-29,10,5.8681453567999995,7
2016-07-30,0,-4.229101055999999,0
2016-07-31,0,-2.265483366400001,0
2016-08-01,3,1.516242329599999,4
2016-08-02,0,5.272150528,3
2016-08-03,9,0.44818677760000014,3
2016-08-04,18,8.998862336,2
2016-08-05,5,20.637403136000003,3
2016-08-06,1,-5.3919092736,0
2016-08-07,0,-3.113531904000002,1
2016-08-08,2,5.128010239999998,1
2016-08-09,5,10.241767423999999,1
2016-08-10,7,1.7799170047999997,0
2016-08-11,1,10.5915302912,2
2016-08-12,2,0.23845703679999986,3
2016-08-13,1,-1.5229466623999999,0
2016-08-14,1,-2.4622217216,0
2016-08-15,0,7.5798532095999995,2
2016-08-16,3,8.135161856,4
2016-08-17,8,8.2232307712,5
2016-08-18,3,6.6493820928,2
2016-08-19,1,5.6078647296,0
2016-08-20,5,-3.335786905600001,0
2016-08-21,1,-2.487077376000001,0
2016-08-22,1,4.3619720191999996,7
2016-08-23,3,4.574275072000001,3
2016-08-24,9,5.1327135744,1
2016-08-25,1,5.8261666816,1
2016-08-26,1,3.5248069632000005,0
2016-08-27,0,-2.1903826943999998,0
2016-08-28,0,-1.9012060160000006,0
2016-08-29,0,6.820280729599999,9
2016-08-30,0,3.5187322880000003,5
2016-08-31,0,3.4528449536,7
2016-09-01,1,7.4127347712,7
2016-09-02,0,2.5950399488,2
2016-09-03,0,-1.9237528576000003,0
2016-09-04,0,-1.7799195648000006,0
2016-09-05,0,-1.1276719104000006,2
2016-09-06,0,-0.8441948159999999,0
2016-09-07,0,3.3212546048000005,2
2016-09-08,0,6.721481625600001,2
2016-09-09,0,12.739317657600001,2
2016-09-10,0,-4.059946495999999,0
2016-09-11,0,-1.807603814400001,0
2016-09-12,0,7.8965866496,3
2016-09-13,32,4.4099968,2
2016-09-14,8,4.265822719999999,6
2016-09-15,0,8.108603392,9
2016-09-16,20,11.182720102400001,10
2016-09-17,3,-3.996594483199999,12
2016-09-18,1,-2.712851456000001,0
2016-09-19,10,5.356305919999999,4
2016-09-20,9,14.376125952,5
2016-09-21,9,7.0672180224000005,6
2016-09-22,1,12.197838643199999,0
2016-09-23,5,0.06892011519999919,0
2016-09-24,1,-2.2558572544000004,0
2016-09-25,3,-1.8777415680000007,0
2016-09-26,15,12.996122009599999,6
2016-09-27,14,7.554674176000001,10
2016-09-28,12,4.2492972032,9
2016-09-29,5,1.6403694592000004,7
2016-09-30,13,4.4378227712000005,3
2016-10-01,6,-1.6508274687999998,0
2016-10-02,4,-1.363782246400001,0
2016-10-03,7,8.2862031872,4
2016-10-04,2,7.786719129600001,3
2016-10-05,1,5.045905920000001,7
2016-10-06,9,4.2112156672,2
2016-10-07,9,2.4156422143999996,7
2016-10-08,1,-2.1411600384000002,0
2016-10-09,6,-1.9970409472000006,0
2016-10-10,19,1.7000655871999995,1
2016-10-11,9,6.419712409600001,9
2016-10-12,28,1.374454784000001,1
2016-10-13,15,11.865825177600001,5
2016-10-14,4,7.045885030400001,5
2016-10-15,1,0.9395842048,0
2016-10-16,5,-0.041178214400001245,0
2016-10-17,2,9.6727760896,7
2016-10-18,11,6.132603904,5
2016-10-19,2,6.9408841728,9
2016-10-20,6,12.5765234688,10
2016-10-21,11,6.2205487104,3
2016-10-22,8,-5.4091877376,0
2016-10-23,1,1.0940128255999988,0
2016-10-24,7,8.258985471999999,13
2016-10-25,3,6.0386434048,13
2016-10-26,2,-0.20542484479999956,7
2016-10-27,4,8.921741824,5
2016-10-28,1,6.743381401600001,7
2016-10-29,7,-1.435242700799999,0
2016-10-30,0,-2.887815884800001,0
2016-10-31,8,5.278623231999999,13
2016-11-01,9,16.320843366400002,3
2016-11-02,7,13.6644115456,9
2016-11-03,8,9.657310208,4
2016-11-04,10,-3.3372102656000004,5
2016-11-05,0,-3.9678291968000012,0
2016-11-06,0,-1.454911590400001,0
2016-11-07,5,7.089173708799999,10
2016-11-08,1,4.800155136,7
2016-11-09,3,5.546271539200001,1
2016-11-10,6,12.252001894400001,13
2016-11-11,7,-1.1498372095999985,6
2016-11-12,0,-0.27372554240000113,0
2016-11-13,0,-2.432881971200001,0
2016-11-14,12,4.470417407999999,6
2016-11-15,5,10.6517922816,5
2016-11-16,16,10.0105288704,4
2016-11-17,6,0.21360506879999974,3
2016-11-18,18,4.5829791744,1
2016-11-19,4,-1.5698566144,0
2016-11-20,14,-2.2979813376000005,0
2016-11-21,16,5.525953228799999,13
2016-11-22,2,13.515143168,3
2016-11-23,7,4.367537561600001,6
2016-11-24,0,-2.0786655231999998,5
2016-11-25,1,-2.5459808256000005,4
2016-11-26,9,-1.5196538880000001,0
2016-11-27,4,1.9214921728,0
2016-11-28,19,6.6326894592,4
2016-11-29,8,6.553527296,6
2016-11-30,9,8.9053130752,5
2016-12-01,4,0.032347545600000416,4
2016-12-02,8,2.3215924223999993,3
2016-12-03,3,-1.4889131008000005,0
2016-12-04,1,-0.6392345600000007,0
2016-12-05,12,4.6767319039999995,7
2016-12-06,24,8.8518601728,1
2016-12-07,17,-0.40336005119999907,2
2016-12-08,19,1.7181364224000002,0
2016-12-09,11,5.8926185472,0
2016-12-10,2,-1.7459874815999998,0
2016-12-11,0,-0.6299299840000006,0
2016-12-12,7,4.771857817599999,4
2016-12-13,1,1.9547800576000003,21
2016-12-14,5,0.06853570560000044,1
2016-12-15,1,4.5214007296,7
2016-12-16,1,1.9700625408000003,4
2016-12-17,0,-1.8659506175999998,0
2016-12-18,0,-0.030986035200000206,0
2016-12-19,4,1.1451954175999997,16
2016-12-20,1,0.025023897600000233,19
2016-12-21,3,0.20106280960000023,14
2016-12-22,0,-0.6715283456,10
2016-12-23,0,-0.39970785279999976,0
2016-12-24,0,-0.2854677503999996,0
2016-12-25,0,-0.16679772159999992,0
2016-12-26,0,-0.094205952,0
2016-12-27,0,-0.07860029439999987,20
2016-12-28,1,-0.05625313279999988,12
2016-12-29,1,-0.026857062399999902,2
2016-12-30,0,-0.012469350399999964,8
2016-12-31,0,0.0,0
2017-01-01,0,0.0,0
2017-01-02,0,0.0,0
2017-01-03,6,2.0,19
2017-01-04,4,2.6,18
2017-01-05,0,15.24,7
2017-01-06,0,7.464,14
2017-01-07,0,-2.6912000000000003,0
2017-01-08,0,-1.9998720000000014,0
2017-01-09,5,4.736934399999999,8
2017-01-10,9,17.87868416,6
2017-01-11,9,9.799087616000001,10
2017-01-12,11,5.5228178431999995,11
2017-01-13,7,3.9641658367999995,12
2017-01-14,0,-2.5999171584000003,0
2017-01-15,1,-2.936843366400001,0
2017-01-16,1,-1.8672456704000011,9
2017-01-17,5,4.589411328,1
2017-01-18,5,2.6617880576000017,3
2017-01-19,7,11.633672192000002,0
2017-01-20,9,5.973496832000001,1
2017-01-21,0,0.13789429759999994,0
2017-01-22,0,1.2657844223999994,0
2017-01-23,7,11.654408499199999,4
2017-01-24,4,8.79079168,0
2017-01-25,2,11.241276928,5
2017-01-26,4,7.2634392576,1
2017-01-27,4,14.40869888,2
2017-01-28,0,-1.0701741055999996,0
2017-01-29,0,-3.829522432000001,0
2017-01-30,4,2.904647270399999,1
2017-01-31,5,12.6298184704,0
2017-02-01,1,7.661666918400001,2
2017-02-02,4,17.6242556928,2
2017-02-03,2,5.517206937600001,1
2017-02-04,0,7.673339084799999,0
2017-02-05,0,-5.2645888,0
2017-02-06,2,4.433607065599999,1
2017-02-07,0,17.9886744576,3
2017-02-08,3,17.1147027456,15
2017-02-09,0,19.6234571776,12
2017-02-10,2,4.130594508800002,3
2017-02-11,0,-4.866726195200002,0
2017-02-12,0,-1.976078643200001,0
2017-02-13,3,6.160530022399999,3
2017-02-14,0,21.4403419136,0
2017-02-15,0,13.0031638528,5
2017-02-16,0,2.6830098432000007,5
2017-02-17,4,10.4590111744,10
2017-02-18,0,-0.07959633920000009,0
2017-02-19,0,-3.1303382016000008,0
2017-02-20,0,0.5371568127999984,12
2017-02-21,5,10.8015193088,12
2017-02-22,3,12.035736064000002,14
2017-02-23,3,7.882219417600002,10
2017-02-24,5,6.1316509696,6
2017-02-25,0,-4.4496425984000005,0
2017-02-26,0,-1.1889655808000006,0
2017-02-27,11,2.5697170431999994,2
2017-02-28,4,10.3645427712,5
2017-03-01,1,15.7389051904,2
2017-03-02,39,7.725982310400001,4
2017-03-03,28,3.1199716352000006,0
2017-03-04,2,9.1505122304,0
2017-03-05,3,-4.4959853568,0
2017-03-06,18,7.875427225599998,8
2017-03-07,9,8.662595379199999,7
2017-03-08,16,11.897851392,9
2017-03-09,5,5.7702069248,11
2017-03-10,2,11.331705344,10
2017-03-11,1,-6.4551591936,1
2017-03-12,0,-3.394463641600001,0
2017-03-13,2,12.7059610624,10
2017-03-14,8,9.3842968576,10
2017-03-15,22,12.7087850496,15
2017-03-16,12,3.6028971008,11
2017-03-17,3,15.7116142592,6
2017-03-18,0,-5.111663308799999,0
2017-03-19,0,-1.0407149568000023,0
2017-03-20,9,11.896448,6
2017-03-21,7,1.8825318400000004,11
2017-03-22,6,7.7551068160000005,5
2017-03-23,17,9.136306278400001,3
2017-03-24,1,4.5587478528,5
2017-03-25,0,-2.8362152959999998,0
2017-03-26,0,-1.1017959424000008,0
2017-03-27,9,9.7181637632,1
2017-03-28,7,8.0336396288,11
2017-03-29,10,5.44456192,6
2017-03-30,1,10.6445279232,6
2017-03-31,1,1.6085430272000014,3
2017-04-01,4,-4.1827910656,0
2017-04-02,4,3.645100031999999,0
2017-04-03,0,1.2026596351999994,6
2017-04-04,1,18.4967601152,5
2017-04-05,7,15.215264051200002,1
2017-04-06,13,6.035988275199999,7
2017-04-07,8,2.965387775999999,3
2017-04-08,2,5.933928959999999,0
2017-04-09,0,-3.056416972800001,0
2017-04-10,1,2.7319060479999986,2
2017-04-11,0,0.5607991295999994,2
2017-04-12,1,4.051521126400001,12
2017-04-13,6,6.675999129600001,6
2017-04-14,4,6.169374105600001,1
2017-04-15,0,0.05774151680000017,0
2017-04-16,0,-1.8442592256,0
2017-04-17,8,8.1360342016,0
2017-04-18,12,13.8146665472,5
2017-04-19,7,4.9070980096,5
2017-04-20,3,7.500109414399999,7
2017-04-21,4,11.1403190272,6
2017-04-22,0,-3.8232663039999997,0
2017-04-23,2,-1.4295710720000012,0
2017-04-24,8,7.432618086399999,9
2017-04-25,3,1.2515792896000004,8
2017-04-26,6,7.844526592,2
2017-04-27,13,18.915890483200002,5
2017-04-28,8,0.2838968320000008,6
2017-04-29,2,-4.6459066368,0
2017-04-30,3,-1.6277064704000006,0
2017-05-01,15,7.085178675199999,11
2017-05-02,12,12.8193057792,1
2017-05-03,13,17.000559616,6
2017-05-04,15,4.101472256000001,5
2017-05-05,5,13.357496729600001,3
2017-05-06,0,0.08863815680000009,0
2017-05-07,0,-4.883847372800002,0
2017-05-08,1,12.103019007999999,0
2017-05-09,4,17.8824841216,5
2017-05-10,3,11.5400838144,5
2017-05-11,2,8.370867609600001,1
2017-05-12,5,9.7748001792,5
2017-05-13,0,-4.2768564224,4
2017-05-14,0,-3.5977916416000015,3
