,blevesearch/bleve,apache/solr,elastic/elasticsearch
2014-07-07,0,7,12.052833484799997
2014-07-08,0,5,13.1366449152
2014-07-09,0,12,18.884544307200002
2014-07-10,0,4,8.929664512
2014-07-11,6,4,6.759763968
2014-07-12,0,4,-6.4649806847999995
2014-07-13,0,0,1.6600250367999978
2014-07-14,1,9,15.9293713408
2014-07-15,0,9,16.387984076800002
2014-07-16,0,13,17.8146707456
2014-07-17,0,4,7.5507528704
2014-07-18,0,3,1.7332724735999996
2014-07-19,0,5,-6.471283507200001
2014-07-20,0,5,-1.7884922880000018
2014-07-21,7,10,17.9776715776
2014-07-22,1,4,16.5868542976
2014-07-23,0,6,26.000951296
2014-07-24,0,6,8.1318821888
2014-07-25,0,1,7.881266585599999
2014-07-26,0,2,-3.2577696768000024
2014-07-27,0,2,-4.589279744000002
2014-07-28,0,5,19.223277055999997
2014-07-29,0,10,5.6126415872000015
2014-07-30,4,5,9.3534585856
2014-07-31,5,4,4.049845452800001
2014-08-01,0,3,11.010441318400002
2014-08-02,4,1,-2.6586991615999995
2014-08-03,5,1,0.6717253631999984
2014-08-04,0,2,20.354200575999997
2014-08-05,1,4,20.8656091136
2014-08-06,7,6,5.702108364800001
2014-08-07,7,6,9.412067532799998
2014-08-08,3,7,14.3946761216
2014-08-09,0,3,-8.5852688384
2014-08-10,0,4,-4.639462604800002
2014-08-11,9,9,16.8896963584
2014-08-12,1,7,12.638656000000001
2014-08-13,0,5,11.734897254400002
2014-08-14,21,15,1.4178546688000004
2014-08-15,4,15,1.2919807999999993
2014-08-16,0,1,-2.7096286207999993
2014-08-17,0,2,-1.1984857088000007
2014-08-18,0,10,42.5897344
2014-08-19,6,5,5.281466880000002
2014-08-20,1,11,9.829827583999998
2014-08-21,0,22,22.0361017344
2014-08-22,0,19,-0.2968237055999996
2014-08-23,1,4,-1.2383691776000028
2014-08-24,1,16,-1.5225863168000018
2014-08-25,20,7,7.630074675199998
2014-08-26,6,9,8.578988339200002
2014-08-27,0,2,81.88217088
2014-08-28,6,7,3.245805977600007
2014-08-29,12,5,13.034736332799996
2014-08-30,7,13,-12.022065152000001
2014-08-31,1,2,-6.350176256000004
2014-09-01,10,14,16.748941209599998
2014-09-02,7,10,5.694697574399999
2014-09-03,10,9,6.338025267199999
2014-09-04,4,14,6.566355558400003
2014-09-05,1,18,7.723205836800004
2014-09-06,0,2,-1.549280153599998
2014-09-07,6,2,5.482675507199999
2014-09-08,0,4,26.3668478976
2014-09-09,1,2,8.046519705600002
2014-09-10,0,10,10.090229043199999
2014-09-11,3,11,21.1689150464
2014-09-12,3,10,8.9149963264
2014-09-13,2,10,-9.0261241856
2014-09-14,3,6,-5.012450816000003
2014-09-15,0,3,21.575710208
2014-09-16,3,8,10.394870784000002
2014-09-17,0,13,1.3865588736000003
2014-09-18,0,10,8.2100201472
2014-09-19,0,11,5.812700364800001
2014-09-20,0,6,-2.8301776895999993
2014-09-21,0,8,-2.7416856576000015
2014-09-22,0,15,3.492889599999999
2014-09-23,1,9,8.967063040000001
2014-09-24,1,12,14.655711744000001
2014-09-25,0,15,13.0057346048
2014-09-26,0,5,9.2988048384
2014-09-27,0,8,-4.6068484096
2014-09-28,0,4,11.130873139199998
2014-09-29,0,5,11.549914316799999
2014-09-30,0,8,5.591152537599999
2014-10-01,0,13,14.0870004736
2014-10-02,1,11,18.5974607872
2014-10-03,0,15,0.8477906944000004
2014-10-04,0,13,-6.684718489600002
2014-10-05,0,3,-2.855907430400001
2014-10-06,0,9,6.1620257791999995
2014-10-07,0,9,25.076736
2014-10-08,0,8,3.9223252992000006
2014-10-09,0,9,9.732630835199998
2014-10-10,0,2,9.32732928
2014-10-11,4,0,-2.7487330304000004
2014-10-12,0,2,-1.3172234240000016
2014-10-13,0,13,8.708804607999998
2014-10-14,0,2,12.3438447616
2014-10-15,1,4,26.8935747584
2014-10-16,0,8,9.129103974400001
2014-10-17,3,4,7.531813683199999
2014-10-18,0,4,-1.7403382784000003
2014-10-19,0,1,-3.4878982144000013
2014-10-20,1,8,15.227461222399999
2014-10-21,1,18,6.557250764800001
2014-10-22,2,15,23.8328717312
2014-10-23,2,6,16.492342067200003
2014-10-24,1,10,18.0082725888
2014-10-25,0,1,-5.6515229696
2014-10-26,0,0,-1.5358045184000026
2014-10-27,0,8,25.925546393599998
2014-10-28,0,10,28.4240474112
2014-10-29,2,7,16.3340836864
2014-10-30,0,6,16.7704859648
2014-10-31,3,7,8.562466816
2014-11-01,0,1,-6.894252646400002
2014-11-02,0,1,-1.9557747712000024
2014-11-03,0,5,4.521747967999998
2014-11-04,1,7,35.217839616
2014-11-05,0,13,35.072751001600004
2014-11-06,0,4,12.7588973568
2014-11-07,0,5,17.9922888704
2014-11-08,0,4,-5.162563993599999
2014-11-09,0,5,3.3414951935999966
2014-11-10,0,4,19.2023440384
2014-11-11,0,12,-0.3609809920000018
2014-11-12,0,6,14.121432063999999
2014-11-13,0,6,22.601805209600002
2014-11-14,0,5,3.4692938752000018
2014-11-15,0,2,-4.817192243200001
2014-11-16,0,0,-0.7869097984000017
2014-11-17,0,2,5.389291212799999
2014-11-18,1,5,10.9300467712
2014-11-19,6,10,28.7359009792
2014-11-20,2,6,28.680545792000004
2014-11-21,4,9,15.0979715072
2014-11-22,0,1,-9.9776457728
2014-11-23,0,3,1.3699112959999962
2014-11-24,2,4,44.0738960384
2014-11-25,9,7,20.135236608
2014-11-26,8,19,24.289736704
2014-11-27,2,29,17.024899993600002
2014-11-28,0,9,9.531358208
2014-11-29,2,8,-4.6896444416000005
2014-11-30,0,6,-5.735794995200003
2014-12-01,5,15,-0.1185235968000029
2014-12-02,0,13,38.3815047168
2014-12-03,0,5,4.284749312000006
2014-12-04,0,0,22.4842747904
2014-12-05,0,8,26.345878220800003
2014-12-06,0,3,-11.548640460799998
2014-12-07,0,0,-4.258503065600003
2014-12-08,0,7,16.763342540799997
2014-12-09,3,5,0.9542483968000006
2014-12-10,0,6,4.6090807296
2014-12-11,0,7,7.7609360384000015
2014-12-12,2,5,16.715733299200004
2014-12-13,0,2,-6.153084108799998
2014-12-14,0,2,-2.5142484992000007
2014-12-15,0,9,16.9603551232
2014-12-16,0,11,10.882701004800001
2014-12-17,0,7,11.3734597632
2014-12-18,2,11,-0.01559746560000086
2014-12-19,0,15,1.852165017599999
2014-12-20,0,7,-3.4861193215999995
2014-12-21,0,1,-1.8929119232000007
2014-12-22,0,5,5.949613875199999
2014-12-23,2,12,4.889882419200001
2014-12-24,0,17,3.557987328000001
2014-12-25,0,2,-3.215582412799999
2014-12-26,0,4,-1.7024141312
2014-12-27,2,5,-1.0344429567999998
2014-12-28,2,4,0.2784817152
2014-12-29,14,3,1.2955467775999998
2014-12-30,4,11,5.1140135936
2014-12-31,0,11,3.258656460800001
2015-01-01,0,5,-1.8100687871999996
2015-01-02,3,4,24.1319785472
2015-01-03,2,3,-4.513100799999999
2015-01-04,0,8,-2.5790003200000022
2015-01-05,2,16,3.421506047999999
2015-01-06,2,14,12.8670509056
2015-01-07,8,10,2.732101427200001
2015-01-08,0,13,8.4769893376
2015-01-09,0,9,2.6460564479999995
2015-01-10,0,11,0.2957004800000007
2015-01-11,0,4,-0.9825054720000002
2015-01-12,4,14,15.958513049599999
2015-01-13,7,14,6.0375270400000005
2015-01-14,5,17,0.30905292799999984
2015-01-15,6,17,8.45277952
2015-01-16,10,9,19.5559877632
2015-01-17,0,2,-7.1881586688
2015-01-18,0,10,-2.4913041408000023
2015-01-19,5,7,11.509069414399999
2015-01-20,0,9,16.4349125632
2015-01-21,0,14,4.306643660800001
2015-01-22,7,21,2.511886745599999
2015-01-23,0,6,20.374823424
2015-01-24,0,9,-5.746470092799999
2015-01-25,0,2,2.707949670399998
2015-01-26,1,4,14.009937407999999
2015-01-27,0,5,21.9056367616
2015-01-28,0,8,6.092062822400001
2015-01-29,6,10,14.5434730496
2015-01-30,1,3,2.5561578496
2015-01-31,0,2,-4.7167506432
2015-02-01,0,4,-1.3817226240000018
2015-02-02,0,3,7.587419955199999
2015-02-03,0,4,11.405963571200001
2015-02-04,1,10,8.097265356800001
2015-02-05,6,12,7.078065868800001
2015-02-06,4,18,6.33517056
2015-02-07,0,8,-3.4582263807999993
2015-02-08,0,3,-3.304411238400001
2015-02-09,0,14,9.8885394432
2015-02-10,0,7,1.016328396800001
2015-02-11,1,12,18.7964532736
2015-02-12,0,12,34.706797465600005
2015-02-13,1,6,14.791210598400001
2015-02-14,0,5,-8.3790395392
2015-02-15,0,3,-5.7384332288000035
2015-02-16,0,2,9.322404659199998
2015-02-17,3,9,19.676704256
2015-02-18,1,2,9.7973245952
2015-02-19,1,5,14.120907264
2015-02-20,0,6,6.178025779200002
2015-02-21,0,13,-4.7151453183999985
2015-02-22,0,3,-1.7177529344000009
2015-02-23,1,8,29.485445939199998
2015-02-24,0,5,10.972281344
2015-02-25,0,21,25.4562510848
2015-02-26,0,20,7.589059584000001
2015-02-27,0,11,16.4784268288
2015-02-28,0,6,0.5311040511999998
2015-03-01,0,5,0.19974604799999796
2015-03-02,2,12,16.717647052799997
2015-03-03,0,11,5.327899852800002
2015-03-04,0,6,9.2795655168
2015-03-05,0,6,4.234978304
2015-03-06,5,4,10.2287760384
2015-03-07,0,4,-5.1943504896
2015-03-08,0,4,-0.35244810240000035
2015-03-09,2,12,-0.5408943104000006
2015-03-10,3,11,1.0914321408000012
2015-03-11,9,4,-0.7544348671999987
2015-03-12,0,4,-0.019044249599999397
2015-03-13,0,3,4.331812659200001
2015-03-14,0,3,0.8232000512000015
2015-03-15,0,6,1.2849083392000002
2015-03-16,0,3,23.5387430912
2015-03-17,0,4,6.161722982400001
2015-03-18,1,5,11.0323140608
2015-03-19,4,2,16.2275129344
2015-03-20,1,4,10.6108311552
2015-03-21,0,3,9.607068467199998
2015-03-22,0,7,-6.419511398400002
2015-03-23,0,3,16.6793392128
2015-03-24,0,9,21.8103257088
2015-03-25,0,15,6.2365045760000015
2015-03-26,2,17,3.8843461631999983
2015-03-27,0,12,2.0288541695999998
2015-03-28,0,4,8.119856435199999
2015-03-29,0,2,-1.2891149312000003
2015-03-30,0,6,17.4619610112
2015-03-31,0,35,14.786821017600001
2015-04-01,0,31,9.704702873600002
2015-04-02,0,12,15.0797016064
2015-04-03,4,12,3.2266141696000012
2015-04-04,1,7,0.9767683071999986
2015-04-05,0,4,0.32168867839999926
2015-04-06,0,10,1.283221094399999
2015-04-07,14,11,24.826489344000002
2015-04-08,3,11,12.491369267200001
2015-04-09,3,14,24.618347315199998
2015-04-10,15,10,12.0512672768
2015-04-11,0,3,-7.093050163200001
2015-04-12,0,8,-3.959011020800002
2015-04-13,0,22,16.730867404799998
2015-04-14,0,12,9.7994899456
2015-04-15,0,16,2.6142007296000003
2015-04-16,0,9,18.7959947264
2015-04-17,0,6,22.440076185600002
2015-04-18,0,8,12.378500300800003
2015-04-19,0,4,-1.842928435200001
2015-04-20,0,12,13.207705804799996
2015-04-21,0,11,23.7568771072
2015-04-22,0,17,39.8651493376
2015-04-23,0,6,24.011555123199997
2015-04-24,6,10,26.028734976
2015-04-25,0,7,-6.944417792000003
2015-04-26,0,8,2.9277910015999957
2015-04-27,1,6,15.343511244799998
2015-04-28,0,17,36.9963271168
2015-04-29,0,8,55.929279488
2015-04-30,0,7,16.166369075200002
2015-05-01,0,5,3.8118404095999985
2015-05-02,0,0,-2.9855283200000002
2015-05-03,0,2,-5.172211916800002
2015-05-04,0,13,49.85713612799999
2015-05-05,0,0,39.7576761344
2015-05-06,2,8,12.663681023999999
2015-05-07,0,9,27.783519436800002
2015-05-08,2,1,10.4286098432
2015-05-09,1,1,-9.523203481600001
2015-05-10,0,2,-5.990230323200004
2015-05-11,0,2,31.591162163199996
2015-05-12,0,5,23.920203161600003
2015-05-13,0,5,32.324656332800004
2015-05-14,1,5,11.9406989312
2015-05-15,3,10,21.5790727168
2015-05-16,0,0,-14.176743936000001
2015-05-17,1,3,1.691600486399997
2015-05-18,2,9,39.4690333696
2015-05-19,0,5,25.604415590400002
2015-05-20,0,15,14.400462950400001
2015-05-21,5,11,48.8185638912
2015-05-22,0,14,52.6123461632
2015-05-23,0,4,-15.7249755136
2015-05-24,0,4,-11.286145126400006
2015-05-25,0,2,2.524065689599995
2015-05-26,1,8,33.775583232
2015-05-27,0,14,15.173088051200002
2015-05-28,3,15,12.165284864
2015-05-29,0,9,23.156175872
2015-05-30,0,1,0.4792690688000043
2015-05-31,0,2,-2.5697257471999997
2015-06-01,0,4,15.595373670399997
2015-06-02,0,12,2.6156904447999985
2015-06-03,0,7,12.1454497792
2015-06-04,0,12,24.1408150528
2015-06-05,0,4,39.582957056
2015-06-06,0,4,-4.050019942399999
2015-06-07,0,10,-8.312420454400002
2015-06-08,1,4,17.635877887999996
2015-06-09,0,15,21.8653431808
2015-06-10,0,15,4.6063315968000005
2015-06-11,0,11,16.7565309952
2015-06-12,0,9,19.341938176
2015-06-13,0,7,-5.891704115199998
2015-06-14,0,8,-4.509950054400001
2015-06-15,0,14,25.9798822912
2015-06-16,0,7,26.3782310912
2015-06-17,0,8,16.6610601984
2015-06-18,0,10,36.9082720256
2015-06-19,0,8,11.829827481599999
2015-06-20,0,2,-11.8318971904
2015-06-21,0,0,-6.030175744000005
2015-06-22,0,2,32.3309116416
2015-06-23,0,7,40.26671175680001
2015-06-24,0,4,19.2853984256
2015-06-25,0,15,2.4301720575999965
2015-06-26,0,10,0.11471319039999983
2015-06-27,0,4,-4.3741331456
2015-06-28,0,6,-6.549537075200002
2015-06-29,0,3,28.740676915199998
2015-06-30,0,6,46.1098540032
2015-07-01,0,10,17.486491340800004
2015-07-02,0,5,18.2921295872
2015-07-03,0,5,5.8700599296
2015-07-04,0,4,-11.478022451200003
2015-07-05,0,0,-4.652137164800004
2015-07-06,4,5,30.898034687999996
2015-07-07,0,8,59.008041984
2015-07-08,2,7,46.046420684800005
2015-07-09,0,6,26.2501764096
2015-07-10,0,3,7.062041190399999
2015-07-11,0,4,-12.699396403200005
2015-07-12,0,10,-8.415797248000004
2015-07-13,5,9,12.536070655999996
2015-07-14,0,7,40.3798684672
2015-07-15,0,2,19.880380825600003
2015-07-16,0,11,13.446796800000001
2015-07-17,0,8,25.113289625600004
2015-07-18,0,3,-12.1611385856
2015-07-19,0,0,-3.447522099200004
2015-07-20,0,7,17.5556767744
2015-07-21,1,6,38.7105902592
2015-07-22,0,4,13.972726272000003
2015-07-23,0,2,16.534368768
2015-07-24,0,7,21.8543512576
2015-07-25,0,2,-13.093320089599999
2015-07-26,0,3,-5.744520601600003
2015-07-27,0,5,24.5952857088
2015-07-28,2,8,11.037350400000001
2015-07-29,2,5,21.2830265344
2015-07-30,0,9,18.3486819328
2015-07-31,4,4,8.046821478400002
2015-08-01,0,6,-5.295114752
2015-08-02,0,4,-1.7153884160000024
2015-08-03,2,14,39.8623328256
2015-08-04,0,5,48.4765960192
2015-08-05,0,16,6.467465216000001
2015-08-06,1,16,36.0400669696
2015-08-07,0,10,6.173460377600001
2015-08-08,0,2,-12.047332352000003
2015-08-09,0,15,3.557048831999996
2015-08-10,0,9,36.827455488
2015-08-11,2,5,30.607756288
2015-08-12,2,6,36.2605568
2015-08-13,0,10,5.728777625600003
2015-08-14,3,6,41.30334976
2015-08-15,0,9,-4.652891648000001
2015-08-16,0,3,-3.060376473600005
2015-08-17,2,2,38.040002355199995
2015-08-18,1,3,60.7184919552
2015-08-19,0,4,15.729580032000001
2015-08-20,0,8,13.926109695999997
2015-08-21,0,4,33.1609433088
2015-08-22,0,1,-4.228562431999997
2015-08-23,0,2,-8.286220902400004
2015-08-24,0,4,37.191742464
2015-08-25,2,7,19.83436288
2015-08-26,0,11,5.834033356800003
2015-08-27,0,12,23.700798259200003
2015-08-28,0,4,37.201504256
2015-08-29,0,5,-12.3769235456
2015-08-30,0,2,-0.7223501824000031
2015-08-31,0,3,58.4021794816
2015-09-01,0,6,20.010133913600004
2015-09-02,6,12,39.5982574592
2015-09-03,0,6,30.320771481599998
2015-09-04,1,3,15.0520067072
2015-09-05,0,0,-16.5526873088
2015-09-06,0,0,-6.911833292800004
2015-09-07,0,1,7.993341337599997
2015-09-08,0,4,22.958810112000002
2015-09-09,1,15,59.7382449152
2015-09-10,5,11,46.181424230400005
2015-09-11,0,5,43.5695101952
2015-09-12,0,13,-11.9692391424
2015-09-13,0,9,-7.284591718400007
2015-09-14,0,3,35.047169331199996
2015-09-15,0,4,21.281278566399997
2015-09-16,2,4,24.9409181696
2015-09-17,1,1,38.813477683200006
2015-09-18,0,9,21.404677427200006
2015-09-19,0,0,-10.810356940799998
2015-09-20,0,2,-9.455193292800002
2015-09-21,3,1,19.796161228799996
2015-09-22,0,2,33.564833484800005
2015-09-23,3,7,70.2198649856
2015-09-24,0,3,8.603995340800004
2015-09-25,1,0,33.887071539199994
2015-09-26,0,0,8.7819405312
2015-09-27,0,0,-15.199178035200003
2015-09-28,4,3,-7.231127449600006
2015-09-29,7,4,29.192132812799997
2015-09-30,0,2,36.7557260288
2015-10-01,0,3,0.6060211200000047
2015-10-02,5,3,11.400601497599999
2015-10-03,2,0,-4.694973849599998
2015-10-04,1,2,2.0035212288000013
2015-10-05,3,2,41.196898304
2015-10-06,1,6,47.282121523200004
2015-10-07,0,8,30.8481282048
2015-10-08,0,5,61.325524275199996
2015-10-09,5,7,14.572150784000002
2015-10-10,0,4,-21.247856435200006
2015-10-11,0,2,-4.955523993600007
2015-10-12,2,8,1.3437980671999963
2015-10-13,5,2,34.9247104
2015-10-14,2,2,14.959775948800004
2015-10-15,0,3,11.028138905600002
2015-10-16,5,5,5.4567802880000045
2015-10-17,0,1,-9.542211174399997
2015-10-18,1,5,-1.8260312064000024
2015-10-19,5,4,21.464144896
2015-10-20,10,13,30.5856100352
2015-10-21,0,9,17.646008217600002
2015-10-22,0,5,1.7008948224000005
2015-10-23,2,6,6.893372928
2015-10-24,0,9,0.5963095040000006
2015-10-25,0,1,-6.593595699200002
2015-10-26,4,6,42.9686818816
2015-10-27,5,6,30.575932006400002
2015-10-28,3,8,36.2498953216
2015-10-29,1,3,13.3924050944
2015-10-30,1,2,18.046604799999997
2015-10-31,0,0,-5.730106777600003
2015-11-01,0,2,-10.028800614400003
2015-11-02,3,7,23.565845606399996
2015-11-03,1,8,30.221643776
2015-11-04,6,8,17.553625395200005
2015-11-05,1,14,23.1813419008
2015-11-06,0,5,27.2396030976
2015-11-07,0,3,9.9466351616
2015-11-08,0,5,11.387982028799996
2015-11-09,0,7,30.386041446399997
2015-11-10,0,11,17.01661952
2015-11-11,0,7,9.552390656
2015-11-12,5,9,9.3361156096
2015-11-13,1,7,22.5593644032
2015-11-14,0,1,-9.263312588799998
2015-11-15,0,0,-2.7860876288000007
2015-11-16,0,3,35.2229047296
2015-11-17,2,7,20.116964864000003
2015-11-18,1,4,32.7862330368
2015-11-19,4,3,28.9392160768
2015-11-20,0,7,27.834353663999998
2015-11-21,1,0,-10.986883379200002
2015-11-22,0,4,4.983776255999995
2015-11-23,11,10,42.859598336
2015-11-24,5,11,36.9454734336
2015-11-25,0,9,29.1112476672
2015-11-26,0,3,-5.134673715200002
2015-11-27,0,1,-0.8271171584000001
2015-11-28,0,0,-1.973723648
2015-11-29,0,0,12.399267327999999
2015-11-30,7,8,33.3829757952
2015-12-01,1,13,20.5910475776
2015-12-02,0,5,15.343978700800003
2015-12-03,0,7,30.302757990400004
2015-12-04,1,6,53.9082235904
2015-12-05,0,5,-14.189473792000001
2015-12-06,3,3,-4.739250483200006
2015-12-07,0,17,11.298296934399996
2015-12-08,3,3,24.2145888256
2015-12-09,0,6,41.4332592128
2015-12-10,0,5,20.676061696
2015-12-11,0,8,24.85467136
2015-12-12,0,0,-8.726891417600001
2015-12-13,0,1,-11.326134784000002
2015-12-14,0,3,18.263794380799997
2015-12-15,1,10,29.0429800448
2015-12-16,2,8,46.3319689216
2015-12-17,0,10,44.704272896000006
2015-12-18,0,15,40.54628352
2015-12-19,0,0,-2.7917290496000007
2015-12-20,1,0,-7.487826124800005
2015-12-21,2,10,63.4813246464
2015-12-22,0,7,26.27533312
2015-12-23,0,6,-0.7422689280000014
2015-12-24,0,4,-7.278547865600004
2015-12-25,4,0,-11.746186751999998
2015-12-26,0,0,-7.533384601599997
2015-12-27,0,2,-5.161075507199999
2015-12-28,0,1,22.4994830336
2015-12-29,0,14,9.120459366400004
2015-12-30,1,2,9.340480512000003
2015-12-31,0,4,1.9265193984000017
2016-01-01,2,0,-5.2409457664
2016-01-02,13,0,-0.8833601536000013
2016-01-03,1,1,0.6315391999999989
2016-01-04,0,11,23.71610368
2016-01-05,5,7,27.225051648
2016-01-06,3,12,57.8683923456
2016-01-07,14,9,42.6712174592
2016-01-08,3,13,14.395466035199995
2016-01-09,0,3,-15.157699993600005
2016-01-10,3,2,1.1082716159999944
2016-01-11,1,14,25.9711762432
2016-01-12,10,9,37.9141485568
2016-01-13,7,5,21.300480921600002
2016-01-14,6,8,23.869467750400002
2016-01-15,2,10,19.416244940800006
2016-01-16,0,2,-15.682130534400002
2016-01-17,1,4,-4.1071406080000035
2016-01-18,0,12,93.9529884672
2016-01-19,1,12,47.761105305600005
2016-01-20,0,7,18.433644544
2016-01-21,4,9,13.471545241599998
2016-01-22,2,16,28.451801702399997
2016-01-23,0,5,-19.8345954304
2016-01-24,0,12,-10.767824076800006
2016-01-25,1,5,12.771970969599996
2016-01-26,0,11,28.469451776000007
2016-01-27,1,10,56.40582543360001
2016-01-28,1,9,24.465210060800004
2016-01-29,2,11,25.60487424
2016-01-30,0,1,-12.111518310400001
2016-01-31,0,4,-7.648352051200005
2016-02-01,1,9,37.94230261759999
2016-02-02,1,10,48.0321458176
2016-02-03,2,13,39.179180953599996
2016-02-04,0,14,28.233090662400002
2016-02-05,5,5,9.876393369600002
2016-02-06,0,14,-15.0726953984
2016-02-07,0,17,-7.902034432000004
2016-02-08,1,12,20.167760179199995
2016-02-09,4,23,31.634640486400002
2016-02-10,0,9,40.560560025600005
2016-02-11,0,20,24.672775884800004
2016-02-12,0,4,23.553716224000002
2016-02-13,0,4,-6.976218214399999
2016-02-14,0,2,2.2833830911999957
2016-02-15,0,6,14.962626252799996
2016-02-16,0,6,-10.494909747200001
2016-02-17,1,1,-7.128688947200001
2016-02-18,1,9,-3.975975219199997
2016-02-19,0,13,-0.7124859903999958
2016-02-20,3,5,3.022867558400004
2016-02-21,2,7,11.056792371200002
2016-02-22,3,12,19.760212377600002
2016-02-23,4,25,-0.8855264255999984
2016-02-24,1,16,24.583241727999997
2016-02-25,0,8,12.853701529599999
2016-02-26,2,7,10.840355327999998
2016-02-27,0,11,7.870339993599998
2016-02-28,0,0,2.2933843967999987
2016-02-29,0,13,35.5567978496
2016-03-01,2,14,27.6434724864
2016-03-02,4,21,25.8317456384
2016-03-03,2,17,22.803755929599998
2016-03-04,1,12,20.3012184064
2016-03-05,2,10,-4.5868504064000035
2016-03-06,0,1,-0.7638378496000033
2016-03-07,4,10,27.222299033599995
2016-03-08,1,25,26.068833792
2016-03-09,4,13,30.998519603200002
2016-03-10,1,9,38.882169344000005
2016-03-11,3,11,20.903454208
2016-03-12,0,7,-17.4999708672
2016-03-13,3,9,1.7786305535999958
2016-03-14,4,8,31.8086189056
2016-03-15,0,10,32.741865984
2016-03-16,2,8,18.7307646976
2016-03-17,0,8,21.7096474624
2016-03-18,0,0,4.4862416896
2016-03-19,0,4,-8.1444281344
2016-03-20,2,11,-5.480124518400002
2016-03-21,0,9,22.9566329856
2016-03-22,2,11,38.7735109632
2016-03-23,0,15,43.45862184960001
2016-03-24,1,7,55.4832827392
2016-03-25,0,12,20.4237572096
2016-03-26,0,3,-17.140841267200003
2016-03-27,0,4,-11.210674278400006
2016-03-28,1,12,12.695980031999996
2016-03-29,0,3,53.6114398208
2016-03-30,0,6,72.5910344704
2016-03-31,2,6,22.687582822400003
2016-04-01,0,10,-2.0213236736000013
2016-04-02,0,4,-5.253439999999998
2016-04-03,9,3,-9.398107136000004
2016-04-04,0,11,16.593918566399996
2016-04-05,0,8,11.8650930176
2016-04-06,0,9,36.5092110336
2016-04-07,1,16,11.518363750400006
2016-04-08,6,12,3.040905011200003
2016-04-09,0,6,-9.572073574400001
2016-04-10,0,4,-6.112606412800002
2016-04-11,0,13,15.851646259199999
2016-04-12,0,8,25.8987941888
2016-04-13,0,17,50.305147904
2016-04-14,0,11,38.3758210048
2016-04-15,2,21,27.3544322048
2016-04-16,0,8,-19.038179635200002
