,elastic/kibana,getsentry/sentry,grafana/grafana
2021-05-22,2,0.0,1
2021-05-23,0,0.0,0
2021-05-24,15,7.0,19
2021-05-25,18,24.9,18
2021-05-26,40,8.165,29
2021-05-27,37,11.648500000000002,35
2021-05-28,30,-3.6726374999999987,39
2021-05-29,3,-6.203929249999998,4
2021-05-30,0,-3.4681752874999985,0
2021-05-31,11,12.57322154625,25
2021-06-01,31,9.645861928890625,27
2021-06-02,30,19.135032350948435,30
2021-06-03,31,2.1720130076984354,34
2021-06-04,33,6.7483664972296875,39
2021-06-05,1,-9.331832315249999,1
2021-06-06,0,-4.503624916896873,0
2021-06-07,24,10.02642534375,13
2021-06-08,38,26.871266081015627,11
2021-06-09,43,16.96391886700781,17
2021-06-10,41,10.477598403103125,17
2021-06-11,7,10.972044927995313,18
2021-06-12,3,-12.065921003509374,0
2021-06-13,0,-7.418129074224998,0
2021-06-14,34,17.392116978750003,18
2021-06-15,44,26.003518023296873,27
2021-06-16,50,10.215412949707812,14
2021-06-17,51,11.071051954098438,24
2021-06-18,21,1.1195111151250003,10
2021-06-19,0,-11.951113297460937,1
2021-06-20,0,-6.224671739351561,0
2021-06-21,46,29.948710601034378,11
2021-06-22,60,19.74762145115625,10
2021-06-23,62,18.08588756281562,15
2021-06-24,69,7.5448195702125,13
2021-06-25,10,-1.4683047599593735,6
2021-06-26,1,-11.791047212303123,1
2021-06-27,1,-6.312677186724998,2
2021-06-28,59,16.739633230000003,13
2021-06-29,81,21.437771021218747,12
2021-06-30,86,33.866579926818744,12
2021-07-01,48,9.307575074535936,17
2021-07-02,3,2.147931698443749,13
2021-07-03,1,-14.437022115539058,0
2021-07-04,0,-7.413193647759373,1
2021-07-05,17,8.05874351375,14
2021-07-06,46,30.366574561671875,13
2021-07-07,42,18.25479008737656,24
2021-07-08,51,10.818996322532811,15
2021-07-09,41,18.739436686856248,14
2021-07-10,4,-16.100574982296877,2
2021-07-11,0,-9.010213977156246,2
2021-07-12,33,36.44134416625,19
2021-07-13,43,17.324822454546872,20
2021-07-14,39,28.193155183379687,19
2021-07-15,36,15.669947574621872,17
2021-07-16,35,0.4437245743968745,18
2021-07-17,1,-16.914710704815626,2
2021-07-18,2,-8.913932621679686,0
