,seaweedfs/seaweedfs,ceph/ceph,minio/minio
2022-12-25,0,15.0,-0.7432239912859375
2022-12-26,1,5.0,0.5280045009531256
2022-12-27,0,5.0,0.5441677853296883
2022-12-28,1,2.0,-0.4097065574249993
2022-12-29,1,4.0,2.7355282419125007
2022-12-30,0,2.0,1.5032362631203127
2022-12-31,0,2.0,0.5077986772062502
2023-01-01,3,2.0,0.6340903487890626
2023-01-02,0,4.0,1.6949590861781252
2023-01-03,5,11.0,2.6161627407343753
2023-01-04,3,10.0,4.471150796948438
2023-01-05,3,12.0,1.2032167837140624
2023-01-06,2,13.0,2.368003905953125
2023-01-07,0,4.0,-0.6953098923890624
2023-01-08,0,5.0,0.5925535106625006
2023-01-09,4,23.0,-0.387049345551562
2023-01-10,10,14.0,1.7341523701828132
2023-01-11,1,29.0,0.5958545996312503
2023-01-12,0,32.0,6.654625947314063
2023-01-13,2,31.0,3.0874712725390623
2023-01-14,2,0.0,-0.8434896566187503
2023-01-15,0,4.0,-0.4686862538578125
2023-01-16,7,10.0,3.6893534119843756
2023-01-17,4,16.0,0.36078449246406297
2023-01-18,0,7.0,1.5331685902187504
2023-01-19,0,20.0,3.4843300581625
2023-01-20,1,13.0,3.2790981713546876
2023-01-21,0,4.0,3.1808052801859374
2023-01-22,0,10.0,-0.8376852101437501
2023-01-23,1,23.0,3.5335797025000004
2023-01-24,0,17.0,3.2631920266875003
2023-01-25,0,32.0,5.154883834340625
2023-01-26,0,16.0,3.9169746864328125
2023-01-27,0,8.0,2.8812562078656248
2023-01-28,1,8.0,-1.0593604472062499
2023-01-29,1,7.0,-0.6354587122062493
2023-01-30,3,15.0,1.555368754856251
2023-01-31,1,10.0,3.475146137937501
2023-02-01,5,15.0,1.2412920977937503
2023-02-02,1,15.0,2.3638781805125
2023-02-03,0,3.0,1.31206553470625
2023-02-04,0,0.0,0.4128489852578128
2023-02-05,0,2.0,0.5587885648562503
2023-02-06,3,5.0,6.6289435575
2023-02-07,6,21.0,4.04698931396875
2023-02-08,0,50.0,6.986859612865625
2023-02-09,2,15.0,4.626383600074999
2023-02-10,7,8.0,5.65589370088125
2023-02-11,0,1.0,-0.4827186423890626
2023-02-12,0,8.0,-0.9614775518374992
2023-02-13,0,25.0,6.341157898198439
2023-02-14,0,43.0,2.7940203751046884
2023-02-15,1,22.0,0.877165072170313
2023-02-16,0,26.0,4.127146218195313
2023-02-17,3,20.0,5.9359439153687505
2023-02-18,4,9.0,0.6940677474250001
2023-02-19,2,7.0,-0.9237863682671872
2023-02-20,2,31.0,2.436251223714063
2023-02-21,3,15.0,0.2801017488906259
2023-02-22,5,41.0,11.425795075185938
2023-02-23,0,33.0,-0.5630681049250006
2023-02-24,0,12.0,2.1008933311
2023-02-25,1,19.0,4.112827403710938
2023-02-26,0,6.0,-0.04498138128281193
2023-02-27,0,33.0,8.312195693678126
2023-02-28,3,84.0,0.6366529647031249
2023-03-01,0,30.0,0.03378601187656305
2023-03-02,3,25.0,1.2784554075265628
2023-03-03,0,19.0,2.286475055303126
2023-03-04,0,2.0,1.289389964667188
2023-03-05,0,4.0,0.352514068564063
2023-03-06,0,22.0,2.489328383054688
2023-03-07,1,53.0,2.3739159253234376
2023-03-08,4,33.0,2.3146807298953127
2023-03-09,1,19.0,2.3385645519125
2023-03-10,0,27.0,1.3142551576828128
2023-03-11,0,8.0,0.38831020088125023
2023-03-12,0,13.0,0.519249332610938
2023-03-13,2,32.0,2.5885291056625004
2023-03-14,1,22.0,0.42695383216718774
2023-03-15,4,32.0,4.5569353770953125
2023-03-16,2,12.0,2.219214139595312
2023-03-17,1,10.0,2.2791448483453127
2023-03-18,0,0.0,0.2848983576109374
2023-03-19,0,4.0,-0.5168750018374996
2023-03-20,7,3.0,6.662518483198438
2023-03-21,1,17.0,4.047154699667187
2023-03-22,1,18.0,2.9862678606265627
2023-03-23,0,16.0,3.030375706135937
2023-03-24,0,18.0,2.0157201970234375
2023-03-25,1,3.0,0.12487505709531288
2023-03-26,4,2.0,0.3608672918765632
2023-03-27,0,20.0,1.4705182112140633
2023-03-28,0,12.0,0.4249507776406257
2023-03-29,1,40.0,2.508830882170313
2023-03-30,0,44.0,4.397092412757813
2023-03-31,1,27.0,5.16074648654375
2023-04-01,0,1.0,-1.0499520579406254
2023-04-02,0,2.0,-0.5627868418734373
2023-04-03,2,17.0,0.6240206794484381
2023-04-04,1,19.0,6.617326037682814
2023-04-05,1,22.0,2.0328423306625
2023-04-06,0,21.0,7.184955652167187
2023-04-07,0,7.0,9.705237199814063
2023-04-08,0,4.0,-1.805658390773438
2023-04-09,0,9.0,0.03864012228437519
2023-04-10,2,21.0,0.2696219662500008
2023-04-11,1,24.0,1.3720682757343765
2023-04-12,6,25.0,5.335261517604689
2023-04-13,0,6.0,3.939808885701563
2023-04-14,1,14.0,1.9124470295171876
2023-04-15,0,4.0,3.060953974040625
2023-04-16,1,7.0,-0.9503515866453122
2023-04-17,1,16.0,3.487500965734376
2023-04-18,5,15.0,1.2243021169484378
2023-04-19,0,9.0,1.329092031432813
2023-04-20,1,31.0,0.3623708980843754
2023-04-21,2,3.0,3.486186180956251
2023-04-22,1,3.0,-0.7228659867265623
2023-04-23,1,3.0,-0.39817635967031206
2023-04-24,3,9.0,1.7288097798562503
2023-04-25,1,18.0,2.6144485804375006
2023-04-26,0,17.0,5.457451558825
2023-04-27,1,26.0,6.108323922646875
2023-04-28,0,8.0,4.8324341969125
2023-04-29,1,3.0,-0.22689310459843792
2023-04-30,0,3.0,0.19825531485625025
2023-05-01,1,26.0,0.38098857000000075
2023-05-02,0,24.0,4.458317960218751
2023-05-03,0,19.0,8.10493809088125
2023-05-04,1,26.0,3.5704863655484376
2023-05-05,0,15.0,-0.28137474632500026
2023-05-06,0,11.0,4.158613195404688
2023-05-07,3,5.0,-0.038263386981249425
2023-05-08,1,54.0,3.303265825698438
2023-05-09,0,35.0,4.119359990698438
2023-05-10,4,31.0,0.9501770036359378
2023-05-11,1,19.0,4.163014176429688
2023-05-12,0,8.0,3.968398253348438
2023-05-13,0,1.0,-0.06997256944531216
2023-05-14,0,1.0,-0.7093909138640622
2023-05-15,0,26.0,2.5152065768046885
2023-05-16,3,13.0,8.359139139151564
2023-05-17,0,20.0,3.694319319778125
2023-05-18,0,34.0,2.810973817539062
2023-05-19,2,36.0,2.9232427360999997
2023-05-20,0,5.0,-1.057742274007812
2023-05-21,2,7.0,0.3665881368046884
2023-05-22,2,46.0,3.4626281962140633
2023-05-23,0,23.0,2.2135247322031257
2023-05-24,1,18.0,0.2076050940015629
2023-05-25,0,32.0,6.409883427098438
2023-05-26,0,21.0,7.946090950257813
2023-05-27,0,2.0,0.5450148252937494
2023-05-28,0,4.0,0.02915009360624987
2023-05-29,2,8.0,0.2993166144843755
2023-05-30,2,22.0,3.4061050441515635
2023-05-31,1,18.0,5.174596117059376
2023-06-01,0,13.0,1.9077251431265627
2023-06-02,0,5.0,3.077676415104688
2023-06-03,2,9.0,1.0149770601078127
2023-06-04,1,1.0,1.2270759923953132
2023-06-05,5,28.0,1.3472042356625005
2023-06-06,4,25.0,2.380685724448438
2023-06-07,1,20.0,4.294487680401563
2023-06-08,0,11.0,1.0575070730125002
2023-06-09,1,10.0,0.26614463573750025
2023-06-10,0,3.0,0.46129777282968787
2023-06-11,1,7.0,2.5450937963250007
2023-06-12,2,9.0,5.406983488896875
2023-06-13,2,21.0,3.0485785176468747
2023-06-14,3,16.0,1.08042559963125
2023-06-15,0,48.0,7.262508222314063
2023-06-16,1,20.0,1.7382881525390625
2023-06-17,2,4.0,1.0267037481625003
2023-06-18,2,4.0,2.2009876706984377
2023-06-19,0,21.0,2.1706524809171883
2023-06-20,8,33.0,4.163773254298438
2023-06-21,0,13.0,4.973674890221876
2023-06-22,0,27.0,1.8143113563250002
2023-06-23,0,11.0,6.024212927053125
2023-06-24,1,5.0,-0.315231939334375
2023-06-25,7,45.0,1.1778409401109382
2023-06-26,9,17.0,1.2522182046312507
2023-06-27,0,17.0,3.3001701970953135
2023-06-28,0,29.0,1.140433912314063
2023-06-29,0,16.0,1.280738932976563
2023-06-30,0,8.0,2.3525255594875003
2023-07-01,0,4.0,-0.6914759699671871
2023-07-02,0,8.0,-0.41466369826718696
2023-07-03,1,24.0,2.738570578932813
2023-07-04,2,30.0,0.49914585889687535
2023-07-05,1,8.0,1.6130673753656253
2023-07-06,3,34.0,6.555094533825
2023-07-07,1,26.0,6.0502970801468745
2023-07-08,1,1.0,6.81348460588125
2023-07-09,0,4.0,-0.4366243451078131
2023-07-10,1,16.0,4.11718589875
2023-07-11,4,25.0,6.903422589703125
2023-07-12,1,11.0,1.5192963993765631
2023-07-13,1,26.0,6.850578060182813
2023-07-14,0,25.0,2.45084288006875
2023-07-15,0,1.0,1.6809345086390632
2023-07-16,1,8.0,-1.1111637306265618
2023-07-17,3,24.0,2.299826035446876
2023-07-18,0,16.0,3.2184399748859382
2023-07-19,1,17.0,4.081427544445313
2023-07-20,0,13.0,1.9488563706656252
2023-07-21,0,15.0,4.113408615767188
2023-07-22,1,5.0,0.9527545889000002
2023-07-23,0,6.0,0.2199341133093755
2023-07-24,2,47.0,3.413803053642188
2023-07-25,0,37.0,1.2074474634531254
2023-07-26,0,14.0,3.311166921579688
2023-07-27,0,15.0,6.162575873528125
2023-07-28,0,10.0,2.8117415420234373
2023-07-29,0,0.0,1.9568204723140625
2023-07-30,0,5.0,1.0807438650390626
2023-07-31,0,22.0,5.244830671912501
2023-08-01,1,47.0,3.907525202901563
2023-08-02,0,30.0,1.8573045913250004
2023-08-03,0,28.0,4.028949869115626
2023-08-04,0,17.0,3.8818570762468756
2023-08-05,0,2.0,1.832816666435938
2023-08-06,0,12.0,-0.9735310666906246
2023-08-07,0,24.0,0.39413182636093835
2023-08-08,0,38.0,1.461441648084376
2023-08-09,2,63.0,2.4151029184562507
2023-08-10,1,32.0,5.341172004523438
2023-08-11,0,23.0,3.0193448585640623
2023-08-12,0,0.0,-0.9360586665078126
2023-08-13,1,3.0,-0.5290822142265622
2023-08-14,0,18.0,0.6510604711421881
2023-08-15,0,30.0,6.649407756984376
2023-08-16,0,25.0,3.050744357682812
2023-08-17,8,25.0,1.09178712838125
2023-08-18,0,9.0,1.2728562792984375
2023-08-19,1,1.0,1.3465793827218755
2023-08-20,3,1.0,0.41077532735625044
2023-08-21,5,16.0,4.5439802162500005
2023-08-22,6,33.0,1.1845692632343752
2023-08-23,5,20.0,2.3268656463546877
2023-08-24,1,24.0,4.269027362685938
2023-08-25,0,15.0,4.087327296325
2023-08-26,1,5.0,0.9963075138968749
2023-08-27,3,5.0,0.22544091014687517
2023-08-28,7,28.0,0.40767872566250063
2023-08-29,2,22.0,3.496189902385938
2023-08-30,0,57.0,4.244369210039063
2023-08-31,1,10.0,2.0718228121312503
2023-09-01,2,12.0,5.169390121064063
2023-09-02,1,0.0,0.8985480172421876
2023-09-03,0,4.0,-0.8086660974609371
2023-09-04,0,7.0,2.5063209856625006
2023-09-05,4,20.0,0.34252273694843816
2023-09-06,3,31.0,5.485347876651563
2023-09-07,3,23.0,3.043576361028125
2023-09-08,1,19.0,-0.9240729042265623
2023-09-09,0,5.0,0.4751934217984377
2023-09-10,0,12.0,-0.4631075287468744
2023-09-11,3,74.0,2.7124086936781255
2023-09-12,1,31.0,3.4882622897031252
2023-09-13,1,17.0,5.290362401876562
2023-09-14,1,21.0,6.008199734370312
2023-09-15,1,13.0,4.752184120221875
2023-09-16,7,2.0,1.7383106436062497
2023-09-17,4,2.0,0.9930036494843753
2023-09-18,9,13.0,2.1583340087140632
2023-09-19,8,24.0,6.135655950953126
2023-09-20,0,30.0,1.727145925329688
2023-09-21,9,40.0,3.9621915130125007
2023-09-22,6,45.0,2.8478594786750002
2023-09-23,10,10.0,-0.07929470959531182
2023-09-24,2,5.0,-0.7380762342624994
2023-09-25,20,21.0,5.5195888901109385
2023-09-26,4,33.0,4.045621694631251
2023-09-27,1,14.0,-0.046395399967187334
2023-09-28,3,12.0,0.29226981195156265
2023-09-29,0,9.0,5.457950079814063
2023-09-30,3,10.0,5.035125789007813
2023-10-01,6,5.0,-0.12188204815937498
2023-10-02,6,28.0,1.2814496574640626
2023-10-03,8,21.0,0.3178678781562505
2023-10-04,0,37.0,0.43833411095625086
2023-10-05,4,47.0,-0.4609913469453119
2023-10-06,1,20.0,4.705556831948438
2023-10-07,0,5.0,0.2730710793703126
2023-10-08,1,9.0,2.493000035440625
2023-10-09,1,33.0,-0.5989275832312501
2023-10-10,1,32.0,10.681396312682812
2023-10-11,0,15.0,0.6757940356624994
2023-10-12,3,26.0,8.143118521948438
2023-10-13,6,16.0,2.571120403714062
2023-10-14,0,9.0,1.8122912011718755
2023-10-15,1,9.0,-1.0399529144453121
2023-10-16,1,8.0,2.3509180709171886
2023-10-17,0,8.0,1.2132480086421884
2023-10-18,1,20.0,4.292648551828126
2023-10-19,2,21.0,-0.9878655701765622
2023-10-20,1,31.0,1.4692391552875006
2023-10-21,0,1.0,1.420680736364063
2023-10-22,2,18.0,-0.5273323866906245
2023-10-23,0,5.0,1.687614578642188
2023-10-24,2,15.0,7.5849726059531255
2023-10-25,0,7.0,4.936639835110937
2023-10-26,1,7.0,3.8598032048499995
2023-10-27,0,13.0,-1.1298306801796878
2023-10-28,0,1.0,2.3651424814687507
2023-10-29,0,6.0,0.2423326438968757
2023-10-30,3,30.0,4.420705802428126
2023-10-31,0,19.0,1.1020579789687504
2023-11-01,5,21.0,3.2587960508031255
2023-11-02,0,41.0,1.11841807036875
2023-11-03,0,65.0,3.3058500322062505
2023-11-04,0,23.0,-0.8143461139296874
2023-11-05,1,5.0,0.5425078022031256
2023-11-06,1,68.0,2.5636506231265628
2023-11-07,1,37.0,-0.590959360114062
2023-11-08,1,15.0,3.640203301289063
2023-11-09,3,26.0,3.363931100365625
2023-11-10,1,10.0,1.244788928825
2023-11-11,0,16.0,3.389416780365625
2023-11-12,0,6.0,-0.77082514389375
2023-11-13,10,16.0,1.5730335982343755
2023-11-14,1,34.0,4.490456158417188
2023-11-15,0,23.0,0.17289710739218778
2023-11-16,1,9.0,3.4445609379375
2023-11-17,2,28.0,3.22447089529375
2023-11-18,1,6.0,1.1588471788250003
2023-11-19,0,14.0,1.3233587678656251
2023-11-20,13,16.0,1.3756403848562504
2023-11-21,8,24.0,6.418115880218751
2023-11-22,0,12.0,4.9188269836
2023-11-23,1,34.0,-0.19414391069531267
2023-11-24,21,16.0,3.2395705854015624
2023-11-25,0,3.0,-0.9132510797062495
2023-11-26,6,5.0,0.45346429632500096
2023-11-27,2,15.0,2.5183811888968757
2023-11-28,0,7.0,9.363670970146876
2023-11-29,0,42.0,-0.39146708618125037
2023-11-30,1,73.0,4.163893907904687
2023-12-01,0,17.0,2.98755953676875
2023-12-02,0,8.0,4.031690632901563
2023-12-03,0,7.0,-1.0885051438937499
2023-12-04,0,46.0,3.3671012232343758
2023-12-05,1,18.0,3.133063483417188
2023-12-06,2,38.0,5.054437053485938
2023-12-07,2,28.0,2.823742880375
2023-12-08,0,18.0,4.9669247348859376
2023-12-09,1,6.0,0.7661470040078124
2023-12-10,0,11.0,-0.9065270252218744
2023-12-11,1,52.0,-0.5793675976796867
2023-12-12,2,19.0,1.5929378879375011
2023-12-13,4,35.0,4.470895610293751
2023-12-14,2,12.0,7.1634143517625
2023-12-15,0,16.0,0.7364474302218746
2023-12-16,0,6.0,0.14298231926249994
2023-12-17,0,8.0,-0.6230757412468747
2023-12-18,0,18.0,1.608994519928126
2023-12-19,0,20.0,2.513243545000001
2023-12-20,1,15.0,1.3772027927187505
2023-12-21,3,9.0,1.4121703848500002
2023-12-22,8,9.0,6.429284828195312
2023-12-23,3,0.0,0.9613578574312498
2023-12-24,2,4.0,-0.7143652930875
2023-12-25,0,2.0,0.5668692174640627
2023-12-26,0,9.0,-0.4126127397812493
2023-12-27,1,11.0,2.706843688381251
2023-12-28,5,12.0,0.48061183636093774
2023-12-29,3,0.0,1.6044232701468752
2023-12-30,0,2.0,1.54741996131875
2023-12-31,1,2.0,-0.4715781062828123
2024-01-01,1,6.0,0.7560958486781252
2024-01-02,8,42.0,3.7365038994843753
2024-01-03,6,16.0,-0.5734004537859374
2024-01-04,0,23.0,1.693143839703125
2024-01-05,12,24.0,2.5820612118765625
2024-01-06,2,11.0,0.46151037893281266
2024-01-07,0,1.0,-0.40556334360312485
2024-01-08,4,25.0,2.7476355486781254
2024-01-09,3,47.0,1.523335901984375
2024-01-10,1,56.0,2.5229911204015627
2024-01-11,4,12.0,3.41311440985625
2024-01-12,9,8.0,2.2804327727187497
2024-01-13,0,2.0,3.28822840963125
2024-01-14,2,4.0,-0.8174719081234375
2024-01-15,2,3.0,0.5354957837140629
2024-01-16,15,31.0,4.569167130953126
2024-01-17,4,22.0,1.1937374276109378
2024-01-18,15,32.0,6.35266953338125
2024-01-19,1,7.0,3.897438551579687
2024-01-20,2,24.0,-0.09810438419062506
2024-01-21,3,4.0,-0.7230405721703123
2024-01-22,15,17.0,2.5251298311062507
2024-01-23,0,25.0,0.36400943073437575
2024-01-24,6,38.0,12.493191852385937
2024-01-25,4,140.0,0.34878642503906176
2024-01-26,3,14.0,2.97210611006875
2024-01-27,2,2.0,1.9527600209203122
2024-01-28,12,12.0,4.087222136804688
2024-01-29,5,36.0,6.945315296214063
2024-01-30,3,56.0,6.5637117022031255
2024-01-31,3,36.0,5.365738553126563
2024-02-01,1,20.0,2.3527148857609372
2024-02-02,2,11.0,5.598933718501563
2024-02-03,1,12.0,1.4721038916156255
2024-02-04,7,21.0,-0.22563643044062398
2024-02-05,2,25.0,5.102948957314064
2024-02-06,8,12.0,8.760971075695313
2024-02-07,1,38.0,2.2526540018375005
2024-02-08,0,34.0,4.6393093661031255
2024-02-09,0,16.0,2.580701118935938
2024-02-10,0,5.0,-1.234342202503124
2024-02-11,0,9.0,0.2276198219515635
2024-02-12,0,21.0,8.364610826876564
2024-02-13,0,27.0,5.646255756870313
2024-02-14,5,31.0,7.532609894628125
2024-02-15,1,15.0,2.2663654950781247
2024-02-16,0,23.0,0.6580406767625002
2024-02-17,0,8.0,0.9719833702218756
2024-02-18,0,6.0,-0.8659269688937488
2024-02-19,2,15.0,1.4237535832343764
2024-02-20,1,39.0,4.3465803440734385
2024-02-21,0,29.0,4.041382319817188
2024-02-22,1,25.0,3.9701609051078126
2024-02-23,0,11.0,0.9288006576140624
2024-02-24,3,1.0,1.2220345713250003
2024-02-25,1,3.0,1.3213453938968756
2024-02-26,2,17.0,4.364308589928125
2024-02-27,1,25.0,2.09067608021875
2024-02-28,0,35.0,6.158523686100001
2024-02-29,6,34.0,4.7773131659921875
2024-03-01,2,30.0,4.725606754742188
2024-03-02,0,9.0,0.6782864437890626
2024-03-03,0,7.0,3.0420804638968755
2024-03-04,0,46.0,1.9713189001468756
2024-03-05,1,39.0,6.052270053600001
2024-03-06,2,37.0,3.6856473495234376
2024-03-07,11,28.0,5.746907498782813
2024-03-08,0,22.0,1.5399574516546877
2024-03-09,3,2.0,1.8668738141906256
2024-03-10,1,6.0,2.9959796862531256
2024-03-11,0,40.0,0.9737926166156257
2024-03-12,3,19.0,2.153928964559376
2024-03-13,0,14.0,0.1458849325328131
2024-03-14,1,39.0,1.3532243059203133
2024-03-15,1,24.0,3.381968419960938
2024-03-16,13,4.0,-0.7861470455484372
2024-03-17,12,7.0,-0.4306130566546871
2024-03-18,3,24.0,4.703415010329688
2024-03-19,3,41.0,4.2859413625750005
2024-03-20,2,90.0,3.12761263463125
2024-03-21,6,47.0,5.122899686876562
2024-03-22,11,30.0,-0.09772276356718779
2024-03-23,0,5.0,-0.7229672071343746
2024-03-24,6,7.0,-0.47863922264374936
2024-03-25,5,31.0,0.661779456250001
2024-03-26,0,37.0,8.626678903671875
2024-03-27,5,28.0,2.8257005622421874
2024-03-28,10,28.0,14.006508295257813
2024-03-29,2,15.0,1.9407385155124985
2024-03-30,1,9.0,0.5489593217687498
2024-03-31,5,7.0,-1.0567616150359374
2024-04-01,5,26.0,0.2920436912500015
2024-04-02,5,119.0,4.356539120734377
2024-04-03,3,35.0,2.0128893578234384
2024-04-04,1,24.0,7.081350081364063
2024-04-05,0,10.0,2.6540185846218747
2024-04-06,1,3.0,1.8486273173984378
2024-04-07,2,5.0,-0.9164652986749999
2024-04-08,4,22.0,5.443648286178126
2024-04-09,0,31.0,0.9983931682343754
2024-04-10,0,190.0,3.2087278936359382
2024-04-11,2,20.0,8.078552928273437
2024-04-12,9,25.0,3.5534211157671876
2024-04-13,6,2.0,-1.2957706611
2024-04-14,2,2.0,-0.7376559241906245
2024-04-15,1,16.0,5.488987739892188
2024-04-16,1,26.0,2.0193914294062507
2024-04-17,1,24.0,6.117053611253126
2024-04-18,4,20.0,3.773275714115625
2024-04-19,5,29.0,8.800346291465626
2024-04-20,0,3.0,0.2933807620984372
2024-04-21,0,9.0,-0.10645408767968711
2024-04-22,1,59.0,0.20282203500000073
2024-04-23,1,18.0,4.327966195656251
2024-04-24,2,14.0,6.001443509487501
2024-04-25,14,83.0,6.714340645032813
2024-04-26,6,18.0,5.461826229670312
2024-04-27,1,2.0,-0.5519560478359375
2024-04-28,15,10.0,2.0043978898593755
2024-04-29,4,41.0,1.0741129731625008
2024-04-30,2,50.0,2.1973587656984384
2024-05-01,0,17.0,9.151827858635938
2024-05-02,9,30.0,2.4400396387109375
2024-05-03,0,26.0,2.7486683918734376
2024-05-04,1,3.0,-0.14396974514687488
2024-05-05,7,8.0,0.22305935548281342
2024-05-06,2,27.0,2.3984052784171883
2024-05-07,3,29.0,7.270148602610938
2024-05-08,0,16.0,-0.25771715661874994
2024-05-09,0,32.0,11.199818227235937
2024-05-10,2,26.0,4.269097175078125
2024-05-11,0,10.0,-0.47827462095624984
2024-05-12,1,17.0,0.04466004309062521
2024-05-13,3,41.0,2.2633888956984385
2024-05-14,10,19.0,6.170108625917189
2024-05-15,2,27.0,6.748356092017188
2024-05-16,1,25.0,0.47386518669687483
2024-05-17,3,24.0,3.959452951276563
2024-05-18,4,3.0,-0.19343956727499956
2024-05-19,6,14.0,1.2293415880187508
2024-05-20,14,29.0,0.29885865819843815
2024-05-21,8,18.0,0.42589823466718846
2024-05-22,4,21.0,7.489505406282813
2024-05-23,7,27.0,3.8457223231234376
2024-05-24,0,11.0,5.9036460599312495
2024-05-25,2,8.0,0.7081637585999996
2024-05-26,2,15.0,0.07417126930468787
2024-05-27,1,11.0,1.3264623126828132
2024-05-28,1,25.0,5.330022935662501
2024-05-29,4,22.0,1.954830951948438
2024-05-30,11,18.0,2.087556074589063
2024-05-31,0,22.0,2.1175459658843754
2024-06-01,0,2.0,2.178969641210938
2024-06-02,4,5.0,0.20546568496718798
2024-06-03,2,34.0,3.4416367644125003
2024-06-04,1,26.0,6.225578556432813
2024-06-05,2,30.0,2.834187540584375
2024-06-06,1,42.0,5.9501220694875006
2024-06-07,6,12.0,3.695064627095312
2024-06-08,0,7.0,0.7615509020953128
2024-06-09,2,17.0,0.06238950709531299
2024-06-10,4,20.0,6.287121756876563
2024-06-11,0,28.0,1.804894221651563
2024-06-12,3,21.0,1.9975087762468755
2024-06-13,1,45.0,6.0720728439359375
2024-06-14,7,14.0,0.7363796424968752
2024-06-15,5,3.0,-0.917287687829687
2024-06-16,1,13.0,-0.5641964224609369
2024-06-17,2,30.0,1.6065043206625012
2024-06-18,0,30.0,1.4977135801046884
2024-06-19,3,28.0,7.464854416951563
2024-06-20,2,26.0,4.895118604595313
2024-06-21,0,32.0,2.827312858782812
2024-06-22,2,9.0,1.9505129062171873
2024-06-23,2,11.0,-0.8916552300718747
2024-06-24,0,33.0,-0.5504204174999991
2024-06-25,5,31.0,6.588529381468751
2024-06-26,1,44.0,2.9698895238968754
2024-06-27,7,26.0,0.0240953133031252
2024-06-28,5,22.0,6.31203847911875
2024-06-29,1,4.0,1.874415043971875
2024-06-30,0,3.0,-0.9012675991906247
2024-07-01,4,29.0,2.463039854892188
2024-07-02,0,21.0,5.323441826250001
2024-07-03,5,49.0,1.9656802613906255
2024-07-04,2,26.0,1.0958567464359377
2024-07-05,0,16.0,-0.7282931344093747
2024-07-06,0,15.0,-0.4564833823953118
2024-07-07,0,1.0,-0.34267094429843664
2024-07-08,5,19.0,1.7728750286421882
2024-07-09,0,40.0,3.6330133459531253
2024-07-10,3,30.0,5.367788450548438
2024-07-11,8,39.0,0.061714553237499525
2024-07-12,6,18.0,5.430341816360937
2024-07-13,0,1.0,1.0523187949281247
2024-07-14,0,5.0,1.2867339750000004
2024-07-15,2,37.0,2.3468015575
2024-07-16,5,35.0,2.2704247639687507
2024-07-17,1,19.0,1.2351793528656254
2024-07-18,3,23.0,0.32487044051250047
2024-07-19,0,22.0,0.4774313692687505
2024-07-20,2,9.0,-0.42665789812968696
2024-07-21,0,10.0,0.7056215787531256
2024-07-22,4,81.0,0.7099025426468754
2024-07-23,0,38.0,4.713112992131251
2024-07-24,0,31.0,5.321132348345312
2024-07-25,1,16.0,1.057248607610937
2024-07-26,4,23.0,5.313261035662499
2024-07-27,3,2.0,-0.011558428051562597
2024-07-28,0,8.0,-0.664213311285937
2024-07-29,4,14.0,5.559502428234375
2024-07-30,1,41.0,4.062883778198438
2024-07-31,2,35.0,0.9635103798859377
2024-08-01,2,29.0,0.18731964172656257
