,defold/defold,cocos/cocos-engine,cocos2d/cocos2d-x
2019-12-05,2.0,6,1
2019-12-06,2.8,7,1
2019-12-07,3.6099999999999994,3,0
2019-12-08,-0.5920000000000005,0,1
2019-12-09,2.693175,8,0
2019-12-10,0.49177899999999997,7,1
2019-12-11,2.6076757250000004,6,1
2019-12-12,1.4433595700000001,11,0
2019-12-13,1.4694467352187501,3,0
2019-12-14,-0.5343901791187498,0,0
2019-12-15,-0.32806009717031204,0,0
2019-12-16,6.773286238606251,0,0
2019-12-17,4.1471568272031245,1,0
2019-12-18,-0.9416034843734378,10,0
2019-12-19,4.489884790917188,6,0
2019-12-20,5.146341923860938,9,0
2019-12-21,-1.077064081103125,0,0
2019-12-22,-0.6020155425718747,0,0
2019-12-23,-0.41777843624999933,4,0
2019-12-24,-0.32700542235937397,10,3
2019-12-25,-0.26914409532968675,9,0
2019-12-26,-0.176434818929687,9,0
2019-12-27,8.885596257421875,10,0
2019-12-28,-0.9994041407734381,8,0
2019-12-29,-0.4553931152156252,2,0
2019-12-30,-0.2565000000000002,6,0
2019-12-31,-0.1859624999999993,3,0
2020-01-01,-0.14505074999999953,0,0
2020-01-02,0.8815418875000004,0,0
2020-01-03,1.8001567337500002,0,0
2020-01-04,4.668885182859375,7,0
2020-01-05,2.305910327176562,2,0
2020-01-06,6.3973375,5,7
2020-01-07,4.965058249999999,2,0
2020-01-08,5.850791987499999,12,1
2020-01-09,0.6505110287499996,5,1
2020-01-10,2.0234464819843754,3,0
2020-01-11,-0.9487822473171869,0,0
2020-01-12,-0.6233924463999988,4,0
2020-01-13,0.5330305995234386,6,0
2020-01-14,1.5549079862828135,9,0
2020-01-15,2.486468005404688,7,0
2020-01-16,6.402455263675,2,0
2020-01-17,1.9761278174671872,1,0
2020-01-18,-0.8034443941187502,0,0
2020-01-19,-0.4670795701078123,6,0
2020-01-20,7.684094528750001,6,0
2020-01-21,11.953953506984375,0,0
2020-01-22,-1.8613009048171882,0,0
2020-01-23,8.02435544463125,0,0
2020-01-24,6.438744162532812,0,0
2020-01-25,-0.6900434067984369,0,0
2020-01-26,-1.056510407607812,0,0
2020-01-27,6.2811817675000015,0,0
2020-01-28,-0.2596153053749988,0,0
2020-01-29,1.125366498009376,0,0
2020-01-30,2.225058800782813,0,0
2020-01-31,0.24883610035937576,0,0
2020-02-01,1.411290376801563,1,0
2020-02-02,2.4431650291968756,0,0
2020-02-03,10.388062261214063,0,0
2020-02-04,12.534591337640624,0,0
2020-02-05,7.832024539232812,0,0
2020-02-06,0.8883004201828113,0,0
2020-02-07,1.4924418846312502,0,0
2020-02-08,-1.2829975506234361,2,0
2020-02-09,-0.8583582048171856,1,0
2020-02-10,-0.6604564778687482,5,0
2020-02-11,3.4722823767203144,4,0
2020-02-12,8.174882989885939,7,0
2020-02-13,-1.366034191909375,8,0
2020-02-14,7.3350254468437495,3,0
2020-02-15,-0.1930514966546879,0,0
2020-02-16,2.2643739423921883,1,0
2020-02-17,10.2293012,6,0
2020-02-18,8.4083671025,5,1
2020-02-19,4.131786981687499,2,0
2020-02-20,5.333389422715625,3,0
2020-02-21,3.291860994676563,15,0
2020-02-22,-0.4970354878749992,0,0
2020-02-23,-0.06446485955312364,0,0
2020-02-24,5.180407424667189,11,0
2020-02-25,-0.20998678827968642,9,0
2020-02-26,16.15348697694844,9,0
2020-02-27,3.7623564102968743,5,0
2020-02-28,5.280406449925,6,0
2020-02-29,-1.7027522415796879,0,0
2020-03-01,-0.9950075969453112,2,0
2020-03-02,8.304848894448439,6,0
2020-03-03,8.558005360620314,5,0
2020-03-04,0.15465641051875023,0,0
2020-03-05,0.7637435611984378,6,0
2020-03-06,6.961191255045313,13,0
2020-03-07,-1.4160470563249992,0,0
2020-03-08,-0.7967425802515615,0,0
2020-03-09,4.466978108750001,9,0
2020-03-10,-0.920909304640624,3,0
2020-03-11,0.4262817795203133,8,0
2020-03-12,3.5268913561093753,3,0
2020-03-13,5.327003598896876,5,1
2020-03-14,1.0175720408031248,0,0
2020-03-15,2.2623366172125,4,0
2020-03-16,20.28476476875,3,0
2020-03-17,-2.541445577578126,13,0
2020-03-18,1.7257384910703124,11,0
2020-03-19,-0.12563617301562502,17,0
2020-03-20,2.1431789429015646,8,0
2020-03-21,-0.9216304682374988,0,0
2020-03-22,-0.6047005924968737,0,0
2020-03-23,6.567016984631251,16,1
2020-03-24,8.956278581564064,10,0
2020-03-25,0.41383074549531207,7,0
2020-03-26,-0.9287846727968754,7,0
2020-03-27,-0.587683459373437,6,0
2020-03-28,-0.41354604158281133,0,0
2020-03-29,-0.31982314510781146,0,0
2020-03-30,10.758490501250002,7,0
2020-03-31,0.6957608213906246,5,0
2020-04-01,2.1283375095921873,5,0
2020-04-02,5.193374848609375,5,0
2020-04-03,-0.03608520507187474,4,0
2020-04-04,-0.6741092499999997,0,0
2020-04-05,1.5449968625000006,6,0
2020-04-06,7.450820066250001,0,0
2020-04-07,1.8257121268281251,11,1
2020-04-08,8.043106082323437,7,0
2020-04-09,10.570448165881249,3,0
2020-04-10,1.018266368048437,4,0
2020-04-11,-1.3737069532312498,0,0
2020-04-12,0.1528049049640633,3,0
2020-04-13,1.2741270164687517,8,0
2020-04-14,7.254528089553126,7,0
2020-04-15,5.679466574415626,14,0
2020-04-16,2.578415732751562,5,0
2020-04-17,6.775867732239062,1,0
2020-04-18,8.480313318021874,0,0
2020-04-19,3.1898142211421874,0,0
2020-04-20,8.489480944484376,6,0
2020-04-21,-1.9481861360671875,6,0
