,NativeScript/NativeScript,flutter/flutter,ionic-team/ionic-framework
2015-06-20,0,-3.918066027104687,3
2015-06-21,0,-2.0647790289609373,2
2015-06-22,0,8.614502266551563,8
2015-06-23,2,6.980942053671875,13
2015-06-24,2,4.835491678679687,9
2015-06-25,9,7.634787965015625,24
2015-06-26,14,4.591691171484375,10
2015-06-27,0,-6.22549782585625,8
2015-06-28,0,-2.9441900279312487,0
2015-06-29,9,-0.9194772249999996,10
2015-06-30,5,0.27174344609374956,11
2015-07-01,9,0.16537528324999928,7
2015-07-02,4,-0.6802187594671882,7
2015-07-03,4,-1.2199239615312507,12
2015-07-04,0,-0.6852735064484381,2
2015-07-05,0,-0.3719639080609377,2
2015-07-06,22,7.83487800125,5
2015-07-07,18,-1.5300732392656253,7
2015-07-08,6,2.753467743235938,2
2015-07-09,10,0.14112246625312497,3
2015-07-10,9,0.55615645676875,0
2015-07-11,0,-1.3395079132328123,0
2015-07-12,0,-0.7056171499999997,0
2015-07-13,6,-0.4931450524999999,5
2015-07-14,11,0.6211400421249997,4
2015-07-15,23,-0.6063753426281253,1
2015-07-16,17,7.733433447204687,9
2015-07-17,4,15.4164983660375,24
2015-07-18,0,1.6609172400031254,5
2015-07-19,0,-4.822887076465624,7
2015-07-20,12,7.744419137500001,30
2015-07-21,6,29.54435572625,23
2015-07-22,10,16.691611883234373,14
2015-07-23,6,17.31294087176719,13
2015-07-24,14,6.575883438375003,7
2015-07-25,0,-7.789333897643749,0
2015-07-26,0,-8.734024797315623,1
2015-07-27,11,13.8642858816375,12
2015-07-28,12,5.659637762343749,11
2015-07-29,8,7.663069321390623,3
2015-07-30,10,20.99406320263125,7
2015-07-31,11,-1.1834299009859386,3
2015-08-01,0,-6.217739471560936,2
2015-08-02,0,-4.374498029215624,3
2015-08-03,25,12.665316631853125,2
2015-08-04,12,10.026768362703123,0
2015-08-05,1,3.608770755842187,0
2015-08-06,6,8.635311917742188,9
2015-08-07,13,29.659132746557813,14
2015-08-08,0,-9.236543198170313,0
2015-08-09,0,-8.93735744908906,0
2015-08-10,5,22.0479579847875,6
2015-08-11,8,38.47096509851875,3
2015-08-12,7,-9.434145397989063,19
2015-08-13,11,17.954332202606253,9
2015-08-14,4,1.4368242292078115,1
2015-08-15,0,-12.697882645067187,0
2015-08-16,0,-6.767273420939061,0
2015-08-17,0,21.685728841120312,0
2015-08-18,6,8.993005472328123,10
2015-08-19,2,17.697211868182812,7
2015-08-20,1,11.8346925789375,6
2015-08-21,1,2.972782297720313,8
2015-08-22,0,-2.8088830819999977,3
2015-08-23,1,-8.62733794995781,1
2015-08-24,4,16.178881382500002,8
2015-08-25,7,39.24192587659375,3
2015-08-26,3,23.402526806884374,6
2015-08-27,6,2.817260919140626,2
2015-08-28,18,8.187572464092192,24
2015-08-29,0,-4.9642761428187505,4
2015-08-30,0,-5.398986338348436,0
2015-08-31,5,15.654513519654689,23
2015-09-01,12,2.534756946671873,20
2015-09-02,8,10.001091979345311,8
2015-09-03,12,16.74382004817031,19
2015-09-04,26,9.365129197364062,27
2015-09-05,3,-9.881358522978125,3
2015-09-06,0,-6.921429807742187,4
2015-09-07,7,-3.9857031036546866,3
2015-09-08,0,5.295413849478124,17
2015-09-09,8,6.624163569678124,18
2015-09-10,11,5.590792610679687,6
2015-09-11,6,14.24084276590781,14
2015-09-12,1,-8.539252893626564,3
2015-09-13,1,-4.400179170899999,3
2015-09-14,7,8.508211594053126,16
2015-09-15,6,-1.0390014437484378,26
2015-09-16,7,25.317380750876563,4
2015-09-17,7,13.166623032217187,6
2015-09-18,21,12.300307328768751,17
2015-09-19,1,-2.448442034621875,6
2015-09-20,0,-7.788811382154686,0
2015-09-21,6,9.08097587551719,6
2015-09-22,0,20.497196008078124,29
2015-09-23,5,19.63416294862656,12
2015-09-24,5,10.761161290865624,14
2015-09-25,10,24.11926136887344,10
2015-09-26,0,-7.7945302199625,0
2015-09-27,0,-8.889025433993748,3
2015-09-28,5,-2.4397498315937485,27
2015-09-29,11,17.679787287048438,20
2015-09-30,17,23.648971710303123,16
2015-10-01,22,25.94585648798125,15
2015-10-02,5,-2.835860273106249,26
2015-10-03,0,1.044265453337502,6
2015-10-04,0,-10.78064663425156,10
2015-10-05,11,19.535891485392188,31
2015-10-06,6,23.881548418973438,48
2015-10-07,7,-3.787440824789062,35
2015-10-08,6,12.213366585615626,27
2015-10-09,18,9.40532659144531,40
2015-10-10,1,-1.560124009543749,7
2015-10-11,0,-6.128369975192186,3
2015-10-12,10,18.27060866724219,10
2015-10-13,12,14.317485383360935,9
2015-10-14,17,5.441568443634374,3
2015-10-15,20,7.879372398165625,6
2015-10-16,12,5.062043279348437,23
2015-10-17,0,-7.129508388196875,0
2015-10-18,0,-2.871603763042187,19
2015-10-19,10,21.69482315539375,9
2015-10-20,10,6.578355422928123,14
2015-10-21,17,9.282920332023437,7
2015-10-22,13,4.794222499899998,3
2015-10-23,6,16.834715209514062,3
2015-10-24,0,-8.205896744671875,0
2015-10-25,0,-7.624051774520311,0
2015-10-26,4,33.58275256375625,9
2015-10-27,2,7.452735316896872,18
2015-10-28,10,10.002568415932814,11
2015-10-29,20,17.886463308996877,23
2015-10-30,20,-2.7041214366562496,38
2015-10-31,0,-7.277236833146874,10
2015-11-01,0,-6.317891516114062,0
2015-11-02,29,14.277424306335938,33
2015-11-03,14,29.957724652906247,24
2015-11-04,6,15.675305244559375,10
2015-11-05,8,4.461130224518751,20
2015-11-06,30,6.082527517160939,13
2015-11-07,0,1.033384664329688,2
2015-11-08,0,-6.695174650339062,2
2015-11-09,18,8.007187291553127,8
2015-11-10,27,21.02006244197031,5
2015-11-11,9,10.057512322217185,7
2015-11-12,12,13.279238448670313,23
2015-11-13,5,12.400523674471875,13
2015-11-14,0,-10.974990045701563,7
2015-11-15,0,-8.415991831874999,0
2015-11-16,9,13.939366866428125,22
2015-11-17,10,21.755222433084374,32
2015-11-18,10,9.978292691039062,14
2015-11-19,2,10.366645721890626,12
2015-11-20,2,19.312769388490626,18
2015-11-21,0,-7.528974854957813,2
2015-11-22,0,-0.3508231618484352,6
2015-11-23,20,6.278085408318752,15
2015-11-24,7,11.427777695203126,21
2015-11-25,15,8.423790908842186,25
2015-11-26,6,7.208022704907812,1
2015-11-27,11,-9.491300916212502,0
2015-11-28,0,-4.3275739096031245,4
2015-11-29,0,-0.49780401257343776,5
2015-11-30,7,11.059232394498437,13
2015-12-01,10,9.078285367437498,21
2015-12-02,10,11.888590386929687,18
2015-12-03,5,13.197873560548437,28
2015-12-04,10,27.668879344296876,38
2015-12-05,0,10.185719967545314,13
2015-12-06,0,-15.326236292496873,5
2015-12-07,3,22.578830900221877,32
2015-12-08,10,18.082178715584373,51
2015-12-09,3,9.634138770757811,36
2015-12-10,10,12.373713369212501,49
2015-12-11,4,-7.243624714015624,38
2015-12-12,8,-3.807264349464063,7
2015-12-13,0,-8.363123343751564,0
2015-12-14,11,22.151765530214064,28
2015-12-15,9,18.601633812031245,24
2015-12-16,9,11.556069649015623,33
2015-12-17,3,-3.35233703685625,28
2015-12-18,7,-4.030685814740625,18
2015-12-19,0,-7.165248687659375,11
2015-12-20,0,-0.08230352395468721,0
2015-12-21,4,2.9231298411203124,7
2015-12-22,6,-1.6905897401718768,6
2015-12-23,2,-3.6433537652546892,6
2015-12-24,0,-0.060662219140626306,1
2015-12-25,0,-0.8200747709750011,0
2015-12-26,0,1.8236694538453122,0
2015-12-27,0,-1.5334563618968753,0
2015-12-28,1,3.2791246291875,4
2015-12-29,0,0.2995545084593745,11
2015-12-30,0,1.6405164820734375,10
2015-12-31,0,2.4608936003015627,8
2016-01-01,0,-1.91520329478125,7
2016-01-02,0,9.10237863551875,4
2016-01-03,0,-3.572265013529688,2
2016-01-04,2,6.537048190301563,19
2016-01-05,0,4.7148549979375,24
2016-01-06,0,11.122292642287501,21
2016-01-07,1,23.736171428237498,19
2016-01-08,3,4.290634268239062,22
2016-01-09,0,-4.6454683904312475,3
2016-01-10,0,0.8497864323437518,14
2016-01-11,11,24.298582027671877,13
2016-01-12,16,10.805407638374998,13
2016-01-13,10,-1.3613025212374978,6
2016-01-14,4,5.782231180153126,19
2016-01-15,8,5.463809856039061,15
2016-01-16,0,-0.4641272714843758,2
2016-01-17,0,-7.420698236803124,1
2016-01-18,6,8.949907616476564,3
2016-01-19,13,10.252766570651561,18
2016-01-20,12,17.397323918656248,15
2016-01-21,3,11.253383317473437,11
2016-01-22,5,8.954932334204688,13
2016-01-23,0,-6.943643163726563,6
2016-01-24,2,0.727737888117189,0
2016-01-25,8,5.364566059654688,15
2016-01-26,16,9.601548353296874,5
2016-01-27,5,10.864224737957812,40
2016-01-28,3,7.4624706803859375,21
2016-01-29,4,3.5359477090875,12
2016-01-30,0,-5.246268325182813,3
2016-01-31,0,3.1548419482828134,7
2016-02-01,10,5.911477252210937,32
2016-02-02,8,10.0326816892,41
2016-02-03,12,17.296660356190625,21
2016-02-04,14,14.005041137229687,31
2016-02-05,11,2.7930933010625,42
2016-02-06,0,5.131462169590627,6
2016-02-07,1,-10.280129716071874,5
2016-02-08,5,5.730562448678127,6
2016-02-09,13,31.092326100967185,8
2016-02-10,15,10.795779313690623,39
2016-02-11,17,13.570880421635938,16
2016-02-12,9,41.725438940040625,12
2016-02-13,1,-5.350610342303124,17
2016-02-14,1,4.747953932525004,9
2016-02-15,15,0.10568610202500217,7
2016-02-16,5,7.5427477880781275,5
2016-02-17,7,19.82087219984531,17
2016-02-18,17,-9.087374416253127,24
2016-02-19,9,13.397819445259376,9
2016-02-20,0,-4.386948489909377,6
2016-02-21,0,2.5610046409328113,11
2016-02-22,4,10.383459490248438,14
2016-02-23,7,11.632021633126563,29
2016-02-24,24,9.283129032445313,22
2016-02-25,15,30.004068942078124,10
2016-02-26,1,19.526500796692186,2
2016-02-27,3,3.552545928012499,2
2016-02-28,0,-11.024974040978123,7
2016-02-29,9,-0.6720887465328111,23
2016-03-01,8,14.261457787659376,11
2016-03-02,6,11.821121405982812,11
2016-03-03,2,32.6519973343,13
2016-03-04,1,7.593526227954683,26
2016-03-05,0,-9.575459951621877,5
2016-03-06,0,5.089885930293752,12
2016-03-07,9,7.035361610567188,18
2016-03-08,7,15.746752986695313,0
2016-03-09,15,6.891223550295312,11
2016-03-10,4,17.696279550770313,5
2016-03-11,7,27.91666954619375,15
2016-03-12,1,9.082610931853125,7
2016-03-13,0,-9.340080459643751,5
2016-03-14,1,22.330328260887505,8
2016-03-15,5,1.8776622327437487,11
2016-03-16,9,-6.1110482771125,3
2016-03-17,7,12.016733354385938,1
2016-03-18,7,29.48651693237656,4
2016-03-19,1,-13.057483322904687,0
2016-03-20,0,-10.441121223962499,0
2016-03-21,12,29.112386457125,1
2016-03-22,8,-1.4061646903765652,6
2016-03-23,8,13.5084436665375,5
2016-03-24,14,24.39422366695156,5
2016-03-25,13,5.806966752793748,0
2016-03-26,0,-4.854722087778125,0
2016-03-27,0,0.5526429061281259,0
2016-03-28,9,9.034545226853126,2
2016-03-29,7,19.465742904453123,1
2016-03-30,7,10.372125986398435,1
2016-03-31,3,8.745505459348438,8
2016-04-01,2,14.057885890834374,14
2016-04-02,0,-10.355752500223439,1
2016-04-03,0,-6.802941208260936,0
2016-04-04,2,2.192121430750001,1
2016-04-05,0,4.698446027657811,14
2016-04-06,3,5.9778258775906234,9
2016-04-07,1,13.347771987624999,12
2016-04-08,11,8.947801706070312,3
2016-04-09,0,-7.256364167542188,2
2016-04-10,0,-5.677415851846874,4
2016-04-11,7,6.817306072804689,24
2016-04-12,4,9.768925465659375,19
2016-04-13,18,5.746173888465624,9
2016-04-14,15,2.644585250235938,20
2016-04-15,16,8.400848787145312,14
2016-04-16,0,-4.866921117685939,4
2016-04-17,0,-4.576439876720312,12
2016-04-18,11,7.424975835301563,18
2016-04-19,10,5.17608251359375,16
2016-04-20,8,9.5304706824375,18
2016-04-21,8,9.816905058554687,25
2016-04-22,7,1.6388217665671867,16
2016-04-23,0,-3.8071842050624998,0
2016-04-24,0,-2.3453299737890614,0
2016-04-25,5,8.898302147801562,3
2016-04-26,6,1.4070779073437496,7
2016-04-27,8,6.128574931265625,8
2016-04-28,5,8.1524470874375,3
2016-04-29,1,9.954038791492186,14
2016-04-30,0,-5.355399238864063,0
2016-05-01,0,-1.6685784301249988,0
2016-05-02,10,4.421345254270313,1
2016-05-03,8,13.401176168596875,1
2016-05-04,2,15.147168187596876,4
2016-05-05,11,2.5934474779484376,8
2016-05-06,5,0.43973142847031355,0
2016-05-07,2,-5.9809733790249995,0
2016-05-08,1,-3.9988688965046872,0
2016-05-09,20,15.494727645004687,3
2016-05-10,7,6.748219511176561,10
2016-05-11,3,5.469238533606249,1
2016-05-12,1,4.46364150495,6
2016-05-13,16,3.766362851442187,5
2016-05-14,3,-5.769171596667188,2
2016-05-15,0,-2.664378960860936,0
2016-05-16,8,13.391440334267187,9
2016-05-17,12,13.38323555321875,5
2016-05-18,11,5.900824368340624,11
2016-05-19,12,5.497975374287499,21
2016-05-20,15,3.7637639030359367,13
2016-05-21,0,-4.621156979465625,10
2016-05-22,0,-4.746587836076562,0
2016-05-23,0,10.164527490001563,3
2016-05-24,0,5.027497206017186,8
2016-05-25,11,1.7127093717124993,12
2016-05-26,8,10.527748051359374,7
2016-05-27,8,3.460032394289062,12
2016-05-28,0,-3.7217109576968745,0
2016-05-29,0,-0.16850507159062467,0
2016-05-30,17,-1.5931462859484373,0
2016-05-31,10,6.283014270796874,26
2016-06-01,4,7.529209503551561,18
2016-06-02,7,10.250352102814063,20
2016-06-03,9,10.5642266271375,3
2016-06-04,0,-6.756876767396875,1
2016-06-05,1,-4.5108707658578115,0
2016-06-06,4,5.368057583239063,4
2016-06-07,8,13.746478099787499,6
2016-06-08,14,3.37467213764375,26
2016-06-09,5,3.239416274717188,23
2016-06-10,5,4.64787892045625,4
2016-06-11,0,-6.50621706100625,0
2016-06-12,0,-1.1892537717218747,2
2016-06-13,14,8.419071708534375,5
2016-06-14,16,7.026675850874999,12
2016-06-15,7,2.9632904061062497,8
2016-06-16,8,8.4403674523875,10
2016-06-17,12,-0.8769427244671881,11
2016-06-18,0,-3.9714124917499998,7
2016-06-19,0,-1.924527080560937,1
2016-06-20,16,4.88858895521875,7
2016-06-21,7,10.4396157416125,12
2016-06-22,3,10.950530314501561,12
2016-06-23,0,9.232638832815624,3
2016-06-24,10,-0.5104070088140631,14
2016-06-25,0,-1.2944829721031237,0
2016-06-26,0,-3.7296465074124994,0
2016-06-27,5,1.022900128751563,12
2016-06-28,5,5.7850588244078125,8
2016-06-29,4,-4.653480743598438,17
2016-06-30,9,7.659643725975,19
2016-07-01,6,2.505245037526562,6
2016-07-02,0,-3.106342490332813,9
2016-07-03,0,-2.1976138634406244,0
2016-07-04,4,0.7077243595703127,0
2016-07-05,4,-1.4855457440453126,2
2016-07-06,9,4.111763021178125,1
2016-07-07,2,2.876490255904687,5
2016-07-08,2,7.579926053593749,9
2016-07-09,1,-4.147868923437501,0
2016-07-10,0,-1.7058348343953118,0
2016-07-11,5,2.004088289267188,1
2016-07-12,8,3.40161600396875,6
2016-07-13,6,1.6494399922843748,6
2016-07-14,5,1.6895214224218753,4
2016-07-15,4,1.6251391125078123,6
2016-07-16,0,-1.3746574838203127,2
2016-07-17,0,-1.4729279698281248,0
2016-07-18,10,6.2041928662500005,3
2016-07-19,10,0.32542903095312425,8
2016-07-20,8,5.916870131473438,1
2016-07-21,7,6.538403271773437,1
2016-07-22,7,6.48341202250625,0
2016-07-23,0,-4.29132704374375,0
2016-07-24,0,-2.693637157196874,0
2016-07-25,4,4.384986083017187,4
2016-07-26,5,7.047254261390624,0
2016-07-27,4,10.475733892073437,0
2016-07-28,5,2.4498535511765622,2
2016-07-29,7,4.38977965273125,10
2016-07-30,0,-5.7468817905,0
2016-07-31,0,-2.790119437326562,0
2016-08-01,4,1.2375980692671877,3
2016-08-02,3,4.79684677440625,0
2016-08-03,3,-0.4463570158031258,9
2016-08-04,2,8.4090910274375,18
2016-08-05,3,19.311798113117185,5
2016-08-06,0,-8.184816136751563,1
2016-08-07,1,-4.008705969828123,0
2016-08-08,1,4.716213891250002,2
2016-08-09,1,9.299503595953125,5
2016-08-10,0,0.14670293419218794,7
2016-08-11,2,9.478794995823439,1
2016-08-12,3,-1.5782870566203133,2
2016-08-13,0,-2.6065702716859374,1
2016-08-14,0,-3.0901829218531245,1
2016-08-15,2,7.302967958017188,0
2016-08-16,4,7.066837248890625,3
2016-08-17,5,6.784916821917187,8
2016-08-18,2,4.996408682379688,3
2016-08-19,0,3.978914892134375,1
2016-08-20,0,-4.8857356665875,5
2016-08-21,0,-3.122571012195312,1
2016-08-22,7,4.047697722284376,1
2016-08-23,3,3.7811614378593745,3
2016-08-24,1,4.152163623982812,9
2016-08-25,1,4.697002967001562,1
2016-08-26,0,2.252026556784375,1
2016-08-27,0,-3.307600986967188,0
2016-08-28,0,-2.3912377740937494,0
2016-08-29,9,6.588982406767188,0
2016-08-30,5,2.5776721331562493,0
2016-08-31,7,2.55797230074375,0
2016-09-01,7,6.5086006219953125,1
2016-09-02,2,1.2841604644968747,0
2016-09-03,0,-2.9380820102046874,0
2016-09-04,0,-2.241504009395312,0
2016-09-05,2,-1.3468732782328123,0
2016-09-06,0,-0.9781200516250003,0
2016-09-07,2,3.2310361260437497,0
2016-09-08,2,6.2642610575093745,0
2016-09-09,2,11.802707847946873,0
2016-09-10,0,-5.828051706671875,0
2016-09-11,0,-2.309027196162499,0
2016-09-12,3,7.653735586767188,0
2016-09-13,2,3.36667705,32
2016-09-14,6,3.247120255,8
2016-09-15,9,7.0651220054375,0
2016-09-16,10,9.721331006693749,20
2016-09-17,12,-5.966937807346875,3
2016-09-18,0,-3.4319582109921862,1
2016-09-19,4,5.019089248750001,10
2016-09-20,5,13.472582345359374,9
2016-09-21,6,5.056855609795312,9
2016-09-22,0,10.404815891260938,1
2016-09-23,0,-2.2300052458015625,5
2016-09-24,0,-3.5963298207953116,1
2016-09-25,0,-2.6112882027578115,3
2016-09-26,6,12.551535508017189,15
2016-09-27,10,5.8169997288906234,14
2016-09-28,9,2.5186034748546877,12
2016-09-29,7,0.16449954510468778,5
2016-09-30,3,3.315631738690625,13
2016-10-01,0,-2.880627485551562,6
2016-10-02,0,-1.9965296241781245,4
2016-10-03,4,7.89876975051875,7
2016-10-04,3,6.5876292877828115,2
2016-10-05,7,3.5678405615703115,1
2016-10-06,2,2.8445150478156256,9
2016-10-07,7,1.153423815310938,9
2016-10-08,0,-3.1841996235218755,1
2016-10-09,0,-2.4865718881437493,6
2016-10-10,1,1.4605119817687502,19
2016-10-11,9,5.971354645360937,9
2016-10-12,1,0.39917561949999936,28
2016-10-13,5,11.168128388548437,15
2016-10-14,5,5.397223541779686,4
2016-10-15,0,-0.6413456302062492,1
2016-10-16,0,-1.0536317836624987,5
2016-10-17,7,8.982641865517188,2
2016-10-18,5,4.637217209703125,11
2016-10-19,9,5.464239606176562,2
2016-10-20,10,10.973245757075,6
2016-10-21,3,3.9773472386,11
2016-10-22,0,-7.32720862593125,8
2016-10-23,0,0.4244666993609387,1
2016-10-24,13,7.500471623539063,7
2016-10-25,13,4.615872684114062,3
2016-10-26,7,-1.6757158002000008,2
2016-10-27,5,8.0227279795,4
2016-10-28,7,5.177522484423436,1
2016-10-29,0,-3.0411098261453127,7
2016-10-30,0,-3.7217720412937494,0
2016-10-31,13,4.9248234966875,8
2016-11-01,3,15.411395775146875,9
2016-11-02,9,11.454205591782811,7
2016-11-03,4,7.116421478109375,8
2016-11-04,5,-5.7298643528687485,10
2016-11-05,0,-5.0761459144656245,0
2016-11-06,0,-1.9547859833578123,0
2016-11-07,10,6.698427706551563,5
2016-11-08,7,3.6853268938906245,1
2016-11-09,1,4.376915737573437,3
2016-11-10,13,10.951436062529687,6
2016-11-11,6,-3.1811668909234383,7
2016-11-12,0,-1.2925278745218742,0
2016-11-13,0,-3.140459775948437,0
2016-11-14,6,4.164178669484375,12
2016-11-15,5,9.867666183376562,5
2016-11-16,4,8.438257783029687,16
2016-11-17,3,-1.6591583367531255,6
2016-11-18,1,3.493575130154688,18
2016-11-19,0,-2.7961473000375,4
2016-11-20,0,-2.9277872282281243,14
2016-11-21,13,5.239958905301563,16
2016-11-22,3,12.643461815656249,2
2016-11-23,6,2.4772090576499988,7
2016-11-24,5,-3.5358321754953117,0
2016-11-25,4,-3.2459087840874994,1
2016-11-26,0,-1.8289870977890628,9
2016-11-27,0,1.7406267231062498,4
2016-11-28,4,6.219831207284375,19
2016-11-29,6,5.601578340140625,8
2016-11-30,5,7.715211450370312,9
2016-12-01,4,-1.5396271101156254,4
2016-12-02,3,1.4400350973734382,8
2016-12-03,0,-2.3302339139656247,3
2016-12-04,0,-1.0555509712499997,1
2016-12-05,7,4.371390897203125,12
2016-12-06,1,8.098056712426562,24
2016-12-07,2,-1.750432241753126,17
2016-12-08,0,1.0131125222171873,19
2016-12-09,0,5.21522969289375,11
2016-12-10,0,-2.794564373009375,2
2016-12-11,0,-1.0678464816796867,0
2016-12-12,4,4.469895990001563,7
2016-12-13,21,1.208102687423437,1
2016-12-14,1,-0.5735641350687501,5
2016-12-15,7,4.093993559142188,1
2016-12-16,4,1.202108590739062,1
2016-12-17,0,-2.51155702330625,0
2016-12-18,0,-0.2593924713781248,0
2016-12-19,16,0.9252572775015624,4
2016-12-20,19,-0.2752060338265627,1
2016-12-21,14,-0.010988068959375319,3
2016-12-22,10,-0.8571166789625001,0
2016-12-23,0,-0.4728014720593752,0
2016-12-24,0,-0.32739120895937524,0
2016-12-25,0,-0.18973540168125008,0
2016-12-26,0,-0.10679237676562506,0
2016-12-27,20,-0.08757498301406261,0
2016-12-28,12,-0.062000816981250095,1
2016-12-29,2,-0.02946012999843757,1
2016-12-30,8,-0.013583413232812524,0
2016-12-31,0,0.0,0
2017-01-01,0,0.0,0
2017-01-02,0,0.0,0
2017-01-03,19,2.0,6
2017-01-04,18,2.4,4
2017-01-05,7,14.89,0
2017-01-06,14,5.766,0
2017-01-07,0,-4.238824999999999,0
2017-01-08,0,-2.5869279999999986,0
2017-01-09,8,4.462177525,5
2017-01-10,6,17.115431365,9
2017-01-11,10,7.54179569521875,9
2017-01-12,11,3.3790769057375005,11
2017-01-13,12,2.1674364183015626,7
2017-01-14,0,-4.140007269896874,0
2017-01-15,0,-3.701321937326562,1
2017-01-16,9,-2.226035555732812,1
2017-01-17,1,4.36899603690625,5
2017-01-18,3,1.9127093415406238,5
2017-01-19,0,10.882682710109375,7
2017-01-20,1,4.322427728335936,9
2017-01-21,0,-1.3386975439515627,0
2017-01-22,0,0.3838618473734381,0
2017-01-23,4,10.907271748534376,7
2017-01-24,0,7.094143545,4
2017-01-25,5,9.41816875565625,2
2017-01-26,1,5.063374479275001,4
2017-01-27,2,12.392456711617188,4
2017-01-28,0,-3.773083497915625,0
2017-01-29,0,-5.303565419390624,0
2017-01-30,1,2.1964699350062507,4
2017-01-31,0,11.652840703599999,5
2017-02-01,2,5.672587304287498,1
2017-02-02,2,15.701842350973438,4
2017-02-03,1,2.5697421703218737,2
2017-02-04,0,5.459435287660938,0
2017-02-05,0,-7.456707514000001,0
2017-02-06,1,3.562784611337502,2
2017-02-07,3,16.741510443673437,0
2017-02-08,15,14.434429406103124,3
2017-02-09,12,16.395353561571874,0
2017-02-10,3,0.3058542586140618,2
2017-02-11,0,-7.496835517307812,0
2017-02-12,0,-3.2578080804953116,0
2017-02-13,3,5.244282332975001,3
2017-02-14,0,19.995660130142188,0
2017-02-15,5,9.87013520529375,0
2017-02-16,5,-0.37126028349687523,0
2017-02-17,10,8.351419842975,4
2017-02-18,0,-2.5752515139874994,0
2017-02-19,0,-4.683117381806249,0
2017-02-20,12,-0.2956683024953115,0
2017-02-21,12,9.982510112645311,5
2017-02-22,14,10.271797245515621,3
2017-02-23,10,5.61274878011875,3
