,facebook/react,emberjs/ember.js,angular/angular
2018-12-01,0.40132360202343775,0,1.0
2018-12-02,1.5696191043765628,0,0.0
2018-12-03,2.5333697049640627,0,14.0
2018-12-04,1.4135603139687503,22,12.0
2018-12-05,1.448566887865625,39,52.0
2018-12-06,1.4637464800750002,56,31.0
2018-12-07,1.4859698806625001,35,16.0
2018-12-08,-0.5111967628328122,32,0.0
2018-12-09,-0.3169968006234371,30,0.0
2018-12-10,-0.21769909231718704,16,6.0
2018-12-11,-0.16757256161874945,12,12.0
2018-12-12,1.874921898860938,32,10.0
2018-12-13,1.7155542513968751,0,16.0
2018-12-14,1.651878276396875,10,26.0
2018-12-15,-0.3829343311031252,5,0.0
2018-12-16,-0.2051227050718749,0,0.0
2018-12-17,-0.1305584999999998,5,14.0
2018-12-18,2.9001174750000005,4,26.0
2018-12-19,-0.3807449175,18,7.0
2018-12-20,2.7973519564687503,5,13.0
2018-12-21,-0.4436217236031252,5,8.0
2018-12-22,-0.23292183110312478,4,0.0
2018-12-23,-0.15064795507187487,2,0.0
2018-12-24,-0.10147353749999966,3,0.0
2018-12-25,0.9183686612500003,0,0.0
2018-12-26,-0.1681909765468749,1,8.0
2018-12-27,-0.10347764635781237,1,0.0
2018-12-28,-0.057204939046874945,1,0.0
2018-12-29,-0.04585905760781236,0,0.0
2018-12-30,-0.016116749999999947,0,0.0
2018-12-31,-0.01316201249999996,0,0.0
2019-01-01,-0.011093696249999967,0,0.0
2019-01-02,0.990431686984375,7,0.0
2019-01-03,-0.10839885253593756,0,16.0
2019-01-04,-0.04500000000000003,7,14.0
2019-01-05,-0.028500000000000022,4,3.0
2019-01-06,-0.020662499999999924,0,3.0
2019-01-07,0.9838832500000001,3,31.0
2019-01-08,1.8868379874999999,3,16.0
2019-01-09,0.7439063037499998,9,34.0
2019-01-10,1.7719316869843749,1,22.0
2019-01-11,-0.33106135253593766,1,36.0
2019-01-12,0.8240582500000001,3,5.0
2019-01-13,-0.2230580124999999,1,0.0
2019-01-14,1.8601405287500004,2,27.0
2019-01-15,4.694348781984375,2,22.0
2019-01-16,1.3243843001828122,7,8.0
2019-01-17,4.4533298394125,5,14.0
2019-01-18,9.185477508932813,2,10.0
2019-01-19,-0.4454374013218756,0,0.0
2019-01-20,-0.850301088015625,0,0.0
2019-01-21,9.438057692464064,2,0.0
2019-01-22,1.5833621177187505,9,43.0
2019-01-23,9.91553327485,6,20.0
2019-01-24,2.215663755039062,2,8.0
2019-01-25,0.6241367548500005,1,19.0
2019-01-26,-1.0654260890859368,3,0.0
2019-01-27,2.2951852866250015,2,0.0
2019-01-28,1.2242438974640635,1,21.0
2019-01-29,2.285461643593751,1,26.0
2019-01-30,8.20489432684375,0,17.0
2019-01-31,6.644865689220312,4,8.0
2019-02-01,1.4669767275421872,4,6.0
2019-02-02,-0.10293907367500021,8,3.0
2019-02-03,-0.7737155688218743,3,0.0
2019-02-04,4.468770880953127,2,19.0
2019-02-05,9.084506115110939,3,22.0
2019-02-06,12.45534523963125,1,32.0
2019-02-07,-0.24816373224843868,1,18.0
2019-02-08,4.583108221801563,7,22.0
2019-02-09,0.5168017944156253,3,3.0
2019-02-10,0.921982566876564,1,0.0
2019-02-11,2.076553041214064,3,25.0
2019-02-12,2.053744797421876,3,11.0
2019-02-13,10.050661334664063,1,45.0
2019-02-14,15.286837124921874,1,29.0
2019-02-15,1.3956722359656242,7,2.0
2019-02-16,1.2884432493343745,3,0.0
2019-02-17,-0.37134092124687434,2,8.0
2019-02-18,-0.9862482073531231,1,0.0
2019-02-19,9.289299379631252,7,27.0
2019-02-20,4.445359132095313,2,23.0
2019-02-21,19.509298362970313,0,17.0
2019-02-22,4.989973728339061,2,40.0
2019-02-23,1.6498781535765623,0,2.0
2019-02-24,-0.7170365454406249,4,1.0
2019-02-25,3.795002004376564,6,12.0
2019-02-26,1.6389403599640642,0,10.0
2019-02-27,8.796268429843751,2,21.0
2019-02-28,12.157708375296876,6,19.0
2019-03-01,5.55234544145625,5,11.0
2019-03-02,-2.1680304548796876,3,2.0
2019-03-03,1.803656918900001,6,0.0
2019-03-04,1.8834392580906265,7,17.0
2019-03-05,2.952923868635939,2,16.0
2019-03-06,3.8846616607734386,3,19.0
2019-03-07,8.791024964735938,7,27.0
2019-03-08,-1.756032227578125,13,13.0
2019-03-09,4.042883272871876,0,2.0
2019-03-10,0.9072625534625003,0,0.0
2019-03-11,8.173157172203126,0,10.0
2019-03-12,-0.45775384415468734,1,26.0
2019-03-13,4.084129084079688,11,14.0
2019-03-14,2.884217312278125,11,27.0
2019-03-15,10.924816544664063,3,12.0
2019-03-16,3.146005718390625,10,0.0
2019-03-17,2.538083679921875,6,0.0
2019-03-18,12.695630082539063,19,16.0
2019-03-19,4.7852667190375,10,19.0
2019-03-20,6.066011982910938,1,50.0
2019-03-21,4.0642068973859375,5,25.0
2019-03-22,6.207556067757814,1,12.0
2019-03-23,-1.9248036975812493,0,0.0
2019-03-24,3.8136119944906266,0,0.0
2019-03-25,2.691377650257814,4,7.0
2019-03-26,4.762495733887501,11,10.0
2019-03-27,2.5962822283875004,5,31.0
2019-03-28,3.805490750623438,2,12.0
2019-03-29,6.77241598161875,14,20.0
2019-03-30,4.479808318159375,5,0.0
2019-03-31,-1.4571578515374997,3,0.0
2019-04-01,11.163032074921876,5,30.0
2019-04-02,10.183638507757813,9,29.0
2019-04-03,17.8059008642625,24,11.0
2019-04-04,30.771868551471872,2,16.0
2019-04-05,14.860891379778122,2,4.0
2019-04-06,6.273546055695311,10,0.0
2019-04-07,23.14180415161875,3,0.0
2019-04-08,24.868678379784377,5,16.0
2019-04-09,15.9990961388125,4,9.0
2019-04-10,46.24588916338125,4,15.0
2019-04-11,3.2872498367562493,8,16.0
2019-04-12,38.91801699425,4,6.0
2019-04-13,11.585590257215626,0,3.0
2019-04-14,-4.763637167640621,1,0.0
2019-04-15,6.558372008182817,4,16.0
2019-04-16,13.674482123560944,1,10.0
2019-04-17,7.31221143257813,6,17.0
2019-04-18,16.90509804989688,2,6.0
2019-04-19,19.273462330693754,3,34.0
2019-04-20,9.984232483865625,0,4.0
2019-04-21,2.547164345570314,0,0.0
2019-04-22,15.767625939500002,4,15.0
2019-04-23,9.043468419256252,5,20.0
2019-04-24,17.274616870323438,10,26.0
2019-04-25,22.572256226915627,8,44.0
2019-04-26,8.713695548740626,3,38.0
2019-04-27,-4.452885696879687,0,1.0
2019-04-28,5.284238482653128,0,0.0
2019-04-29,2.3298133796015668,1,27.0
2019-04-30,13.754362521201566,4,6.0
2019-05-01,16.849057273864062,0,7.0
2019-05-02,2.178282369954688,4,1.0
2019-05-03,13.221721397823439,4,0.0
2019-05-04,-0.3172052506890619,0,0.0
2019-05-05,-0.13426156800312272,0,0.0
2019-05-06,7.420082814625002,0,11.0
2019-05-07,4.941427724634377,0,12.0
2019-05-08,12.022211229070313,0,19.0
2019-05-09,6.3359224716125,1,14.0
2019-05-10,11.6099318936875,0,12.0
2019-05-11,-2.756779487215625,0,0.0
2019-05-12,1.4076756653781266,0,0.0
2019-05-13,12.653092462610939,6,13.0
2019-05-14,1.6658376790375011,3,19.0
2019-05-15,3.2425277760671887,0,11.0
2019-05-16,6.382152708779688,0,43.0
2019-05-17,1.1643642498562512,1,23.0
2019-05-18,-0.35981659254218634,0,0.0
2019-05-19,-0.9659126992531238,0,0.0
2019-05-20,9.386951513453127,0,8.0
2019-05-21,5.5112407126734375,0,23.0
2019-05-22,24.464365481184377,1,23.0
2019-05-23,19.574210667278123,2,20.0
2019-05-24,3.958891131945311,5,16.0
2019-05-25,-0.988794455584376,0,0.0
2019-05-26,0.9680727543765641,0,0.0
2019-05-27,-0.7237429025359343,0,0.0
2019-05-28,8.656463421093754,0,7.0
2019-05-29,7.957111893531252,11,2.0
2019-05-30,5.759259780092188,6,31.0
2019-05-31,6.842472289706251,2,16.0
2019-06-01,6.900864707548438,3,0.0
2019-06-02,5.96643695243125,0,0.0
2019-06-03,14.02381603463125,5,10.0
2019-06-04,9.191281541876563,3,10.0
2019-06-05,8.200671704807814,2,5.0
2019-06-06,0.20676991198437555,1,11.0
2019-06-07,6.024629591765627,6,7.0
2019-06-08,6.887236996321877,2,0.0
2019-06-09,8.77276524003594,2,0.0
2019-06-10,5.540148783051563,1,2.0
2019-06-11,1.736659428962501,1,29.0
2019-06-12,10.200885406987501,0,3.0
2019-06-13,1.675046887646876,3,3.0
2019-06-14,4.275115750557814,8,25.0
2019-06-15,2.3200475345171885,0,0.0
2019-06-16,-1.4770493961781235,0,0.0
2019-06-17,6.050710264004689,5,5.0
2019-06-18,10.626305182979689,8,15.0
2019-06-19,9.01441302265,0,16.0
2019-06-20,5.8242709736687495,6,9.0
2019-06-21,5.96009279000625,0,21.0
2019-06-22,6.030352676762501,0,0.0
2019-06-23,-1.9894889547781243,0,0.0
2019-06-24,7.800220316106252,0,5.0
2019-06-25,1.232881316390626,1,35.0
2019-06-26,2.5998275173109393,5,26.0
2019-06-27,1.6794826563968759,11,18.0
2019-06-28,0.8855579479796889,3,8.0
2019-06-29,-0.8885251444124991,0,0.0
2019-06-30,-0.5686956869124989,1,0.0
2019-07-01,4.610025375962501,0,11.0
2019-07-02,4.238280794109375,0,13.0
2019-07-03,3.0546110656296874,3,3.0
2019-07-04,2.1094250765796874,1,0.0
2019-07-05,1.1896997583093751,2,0.0
2019-07-06,0.3227705663609379,0,0.0
2019-07-07,-0.5213415175718744,0,0.0
2019-07-08,4.65026695625,0,8.0
2019-07-09,0.2258666536718753,1,13.0
2019-07-10,1.4484073497421879,4,7.0
2019-07-11,3.4565106215078125,4,31.0
2019-07-12,2.280537745809375,3,13.0
2019-07-13,1.3063268701109374,0,0.0
2019-07-14,0.40138216941250016,1,0.0
2019-07-15,1.532587153714063,0,7.0
2019-07-16,1.4862862136718755,1,8.0
2019-07-17,3.465426731804688,1,9.0
2019-07-18,4.288707698932813,1,30.0
2019-07-19,4.090882179115625,3,3.0
2019-07-20,1.9897917458093748,0,2.0
2019-07-21,-0.8641344048890625,0,0.0
2019-07-22,4.479843064412501,0,9.0
2019-07-23,7.128232828932813,0,11.0
2019-07-24,13.686309571396876,0,30.0
2019-07-25,8.772800249115624,1,8.0
2019-07-26,5.717296006028125,2,11.0
2019-07-27,0.9084993334921876,0,0.0
2019-07-28,0.4511192357734386,0,0.0
2019-07-29,2.7820001111421893,0,6.0
2019-07-30,3.7478944274218766,6,16.0
2019-07-31,8.642350151945314,5,8.0
2019-08-01,1.1332824757281252,1,8.0
2019-08-02,6.633146661289063,1,10.0
2019-08-03,-0.6163184957703125,0,0.0
2019-08-04,0.996560048165626,1,0.0
2019-08-05,5.149326968860938,0,21.0
2019-08-06,5.825690186615626,1,0.0
2019-08-07,2.5915435247781256,4,0.0
2019-08-08,5.780303668414063,6,29.0
2019-08-09,7.54968645309375,3,17.0
2019-08-10,0.2905012170171877,0,3.0
2019-08-11,-1.1778858508031245,0,0.0
2019-08-12,12.258163756432813,4,8.0
2019-08-13,12.139708743084375,5,18.0
2019-08-14,23.574744071175,6,11.0
2019-08-15,13.074087293935936,5,16.0
2019-08-16,7.235646607496873,15,5.0
2019-08-17,0.7281130726078127,4,0.0
2019-08-18,2.591808038645315,2,0.0
2019-08-19,8.890918068678127,4,13.0
2019-08-20,8.437815608296876,7,9.0
2019-08-21,6.247233969814064,3,21.0
2019-08-22,3.4239854523406263,3,17.0
2019-08-23,-1.1820814459499984,4,3.0
2019-08-24,-0.3892885337828107,1,0.0
2019-08-25,-1.0101579987078106,1,0.0
2019-08-26,9.309224478528128,0,21.0
2019-08-27,12.466402522898438,2,14.0
2019-08-28,6.736766587682812,2,7.0
2019-08-29,9.91065686496406,2,41.0
2019-08-30,-1.3678802596671877,5,29.0
2019-08-31,-1.4179976244812489,4,0.0
2019-09-01,-0.9481842905515611,12,0.0
2019-09-02,0.27489525996406483,10,0.0
2019-09-03,1.3164835098437515,12,9.0
2019-09-04,5.2631509261718765,1,18.0
2019-09-05,6.93151487985625,2,15.0
2019-09-06,4.650834374739063,3,4.0
2019-09-07,-1.2987962934468755,2,1.0
2019-09-08,-0.6757693650359373,0,0.0
2019-09-09,6.529581778750001,1,23.0
2019-09-10,8.936363219484376,3,25.0
2019-09-11,17.388905743932813,3,14.0
2019-09-12,2.2085707718343732,1,30.0
2019-09-13,5.0218607031593745,5,12.0
2019-09-14,-0.9105429483812497,5,0.0
2019-09-15,-1.253782202715623,2,0.0
2019-09-16,3.136693251250002,8,12.0
2019-09-17,8.918285358890627,7,15.0
2019-09-18,2.255454860842188,8,13.0
2019-09-19,4.60649420859375,2,1.0
2019-09-20,0.5541123504890626,9,0.0
2019-09-21,-0.9751581500390616,2,0.0
2019-09-22,-0.6258258307671866,0,0.0
2019-09-23,11.570164237464063,0,4.0
2019-09-24,3.4601162354375,4,8.0
2019-09-25,8.6751410997,1,9.0
2019-09-26,6.217852020078125,1,2.0
2019-09-27,3.2463573192625,0,12.0
2019-09-28,4.488756758753125,0,0.0
2019-09-29,0.4850493949281258,0,0.0
2019-09-30,4.862098082500001,0,9.0
2019-10-01,1.604845137562501,6,11.0
2019-10-02,2.8035803919906264,4,38.0
2019-10-03,8.863737474664063,6,13.0
2019-10-04,-0.7166840857343748,8,19.0
2019-10-05,-1.0306065878656243,2,0.0
2019-10-06,-0.6615638582734368,0,0.0
2019-10-07,5.524830043753126,5,14.0
2019-10-08,1.0580332780843755,2,11.0
2019-10-09,0.2587902857375004,5,8.0
2019-10-10,-0.5485687846703122,1,35.0
2019-10-11,1.6336527634500007,0,8.0
2019-10-12,-0.4600823383749995,2,0.0
2019-10-13,-0.23026692753593714,0,0.0
2019-10-14,2.8339970475000005,2,41.0
2019-10-15,5.56591571690625,0,13.0
2019-10-16,5.152143062503125,0,17.0
2019-10-17,2.9918099569124994,2,37.0
2019-10-18,5.066426254964062,0,28.0
2019-10-19,2.85753812396875,0,0.0
2019-10-20,-1.0609592425718748,0,0.0
2019-10-21,2.357396336250001,4,28.0
2019-10-22,1.2233188084531257,28,17.0
2019-10-23,1.2838328367984384,9,22.0
2019-10-24,-0.6711168533093745,14,29.0
2019-10-25,-0.4168640947781243,13,29.0
2019-10-26,0.7179446767625006,10,0.0
2019-10-27,-0.30171090477812446,1,0.0
2019-10-28,0.8295659761062504,13,12.0
2019-10-29,3.794283643453125,2,19.0
2019-10-30,3.467816923860937,2,13.0
2019-10-31,2.3394489188968746,1,23.0
2019-11-01,3.355377782428125,4,13.0
2019-11-02,0.24113955374999985,0,1.0
2019-11-03,-0.5353473255156247,0,0.0
2019-11-04,3.642404901214063,0,7.0
2019-11-05,2.3339086019843753,0,24.0
2019-11-06,3.304337572901563,0,16.0
2019-11-07,2.1770854490437497,2,20.0
2019-11-08,0.23201285330937516,1,13.0
2019-11-09,1.4499819940796879,0,0.0
2019-11-10,1.4426879768406256,0,0.0
2019-11-11,4.462785824964063,1,23.0
2019-11-12,1.1597848591875,4,21.0
2019-11-13,0.31439707830937524,0,23.0
2019-11-14,2.4840285890796876,3,9.0
2019-11-15,6.362735929559376,15,18.0
2019-11-16,-1.0686850381234376,8,8.0
2019-11-17,2.431071066432813,1,0.0
2019-11-18,0.3046689126468751,7,20.0
2019-11-19,-0.5279764251499992,2,25.0
2019-11-20,-0.3550278724609369,5,24.0
2019-11-21,3.757731305662501,0,13.0
2019-11-22,-0.5837724153328123,7,28.0
2019-11-23,-0.32777753621718725,0,0.0
2019-11-24,-0.2192350690015623,1,0.0
2019-11-25,0.8775513647031254,1,18.0
2019-11-26,-0.19923187062343728,5,19.0
2019-11-27,1.8939530974640626,0,21.0
2019-11-28,0.7271252149999999,0,0.0
2019-11-29,0.7510642479375,0,0.0
2019-11-30,-0.25171216014375003,0,0.0
2019-12-01,-0.12798701249999986,0,0.0
2019-12-02,-0.09248969624999981,0,28.0
2019-12-03,3.927328411984375,2,23.0
2019-12-04,3.540134992464062,2,17.0
2019-12-05,-0.6233923347812503,1,21.0
2019-12-06,0.6685402856624999,1,10.0
2019-12-07,-0.31461716555156233,0,0.0
2019-12-08,-0.200515852535937,0,0.0
2019-12-09,3.8543849500000005,0,6.0
2019-12-10,0.482314665,5,12.0
2019-12-11,2.6212352129375,0,22.0
2019-12-12,2.45596932529375,0,18.0
2019-12-13,0.4091608936062501,0,12.0
2019-12-14,2.584802186984375,0,0.0
2019-12-15,-0.5696511525359373,0,0.0
2019-12-16,2.6686254525000006,0,18.0
2019-12-17,10.4566342641875,0,8.0
2019-12-18,7.570964900590624,0,21.0
2019-12-19,2.3876028571671863,0,1.0
2019-12-20,3.715031269595312,0,1.0
2019-12-21,-1.2801837093734372,0,0.0
2019-12-22,3.221163420917189,0,0.0
2019-12-23,-0.9734605338578115,0,0.0
2019-12-24,-0.6169732102968738,2,0.0
2019-12-25,-0.47752306702968655,1,0.0
2019-12-26,-0.37133704253593636,2,0.0
2019-12-27,-0.23379840613593683,0,0.0
2019-12-28,-0.13408502522187463,0,0.0
2019-12-29,4.913630952320313,0,0.0
2019-12-30,0.4617267479374997,0,0.0
2019-12-31,-0.3585954101437502,0,0.0
2020-01-01,0.8124999999999999,0,0.0
2020-01-02,2.7681875000000002,2,0.0
2020-01-03,3.5537537500000003,0,0.0
2020-01-04,1.3545731874999998,1,0.0
2020-01-05,0.44520700624999987,4,0.0
2020-01-06,7.558960488671875,1,12.0
2020-01-07,0.9022751618046874,53,20.0
2020-01-08,1.2467294137140625,1,18.0
2020-01-09,7.333606548234375,2,11.0
2020-01-10,1.7637806484171876,1,47.0
2020-01-11,-0.9860782146703122,0,0.0
2020-01-12,2.3943196675750005,0,0.0
2020-01-13,-0.7244731130874993,2,20.0
2020-01-14,4.540621725839063,3,23.0
2020-01-15,1.1523388111812503,1,35.0
2020-01-16,-0.6511574386031247,10,7.0
2020-01-17,3.592524452053125,1,4.0
2020-01-18,-0.6956942968343747,0,0.0
2020-01-19,-0.360386396357812,0,0.0
2020-01-20,1.7592514984531253,4,0.0
2020-01-21,2.610360936142188,0,17.0
2020-01-22,2.475504042421875,0,23.0
2020-01-23,-0.6057789387109376,2,28.0
2020-01-24,3.6770025099281254,4,19.0
2020-01-25,0.3820057479375001,2,1.0
2020-01-26,-0.4502571851437497,0,5.0
2020-01-27,0.7309763200000002,0,16.0
2020-01-28,0.6969462477187505,0,14.0
2020-01-29,5.69108676713125,4,28.0
2020-01-30,5.203833703345312,7,12.0
2020-01-31,2.998104144892187,7,21.0
2020-02-01,-0.9271461983125004,1,8.0
2020-02-02,0.45258251434062535,3,2.0
2020-02-03,4.532669938714063,0,12.0
2020-02-04,7.176015415734375,5,26.0
2020-02-05,-0.28146841805156275,1,6.0
2020-02-06,3.1918185418703127,0,28.0
2020-02-07,2.055392971690625,3,22.0
2020-02-08,-0.8562121297781242,1,8.0
2020-02-09,-0.5090956688937494,0,0.0
2020-02-10,5.645400355734376,3,5.0
2020-02-11,3.115393499885938,5,18.0
2020-02-12,1.0993672369453127,1,4.0
2020-02-13,2.288380044196875,0,19.0
2020-02-14,0.29207180665156274,2,10.0
2020-02-15,-0.5336508491906244,0,0.0
2020-02-16,-0.34046063260781195,0,0.0
2020-02-17,2.7580687725000006,0,0.0
2020-02-18,8.50287856190625,3,17.0
2020-02-19,8.798543452721875,1,15.0
2020-02-20,1.4103248625749991,4,18.0
2020-02-21,3.8749161596312494,8,11.0
2020-02-22,0.8109223793765628,5,0.0
2020-02-23,-0.9100606400359366,3,0.0
2020-02-24,1.3926057987500011,0,51.0
2020-02-25,4.331168919703126,4,22.0
2020-02-26,10.026356875251563,3,23.0
2020-02-27,7.315402545770312,1,24.0
2020-02-28,8.22668902934375,16,19.0
2020-02-29,0.05072848481406189,3,0.0
2020-03-01,-1.301826163710937,0,1.0
2020-03-02,2.156958089928126,0,19.0
2020-03-03,4.071937005218752,0,20.0
2020-03-04,2.857379458600001,2,19.0
2020-03-05,7.878557402898438,3,13.0
2020-03-06,4.399749317464062,0,15.0
2020-03-07,0.5358770545203126,27,0.0
2020-03-08,-1.0323449388906245,1,0.0
2020-03-09,-0.6273183563218739,4,19.0
2020-03-10,6.537152779703126,0,23.0
2020-03-11,6.9261034798140635,5,48.0
2020-03-12,5.593683644007813,1,23.0
2020-03-13,4.527903570215624,0,15.0
2020-03-14,-1.4428244434171875,0,1.0
2020-03-15,-0.8171469912468741,0,0.0
2020-03-16,3.446496707428126,0,10.0
2020-03-17,5.180255776250001,1,20.0
2020-03-18,7.875437651390625,0,48.0
2020-03-19,5.424033579373438,0,3.0
2020-03-20,3.440618811103125,3,30.0
2020-03-21,1.6238561541546876,2,1.0
2020-03-22,0.8897958347843757,6,9.0
2020-03-23,1.1094648900000008,6,21.0
2020-03-24,4.185076707937501,3,28.0
2020-03-25,2.927446108012501,3,4.0
2020-03-26,6.9483508813937505,3,2.0
2020-03-27,-0.4335808826828127,0,19.0
2020-03-28,0.12421535342031298,3,9.0
2020-03-29,3.344555630773438,1,4.0
2020-03-30,3.1644023613609384,1,19.0
2020-03-31,6.097852637646875,1,24.0
2020-04-01,15.75491059485,2,29.0
2020-04-02,7.590054152757812,2,10.0
2020-04-03,5.753985376981249,2,16.0
2020-04-04,1.915894620446875,1,1.0
2020-04-05,-0.6240697505515613,1,0.0
2020-04-06,2.828209272901564,0,22.0
2020-04-07,8.741253751543752,0,21.0
2020-04-08,4.159129437496876,0,18.0
2020-04-09,15.313184148482813,1,17.0
2020-04-10,2.266372006732812,5,2.0
2020-04-11,-0.9251638269843747,2,0.0
2020-04-12,-1.2638483185999991,0,0.0
2020-04-13,5.145378366840627,7,5.0
2020-04-14,3.757621607901564,8,12.0
2020-04-15,1.709158819700001,1,7.0
2020-04-16,9.892081947796875,3,35.0
2020-04-17,4.21684006976875,0,14.0
2020-04-18,1.4177712455609377,1,0.0
2020-04-19,-1.1566059006953124,1,0.0
2020-04-20,5.277591157464063,0,7.0
2020-04-21,6.860876353156251,13,10.0
2020-04-22,0.4950140934562506,6,15.0
2020-04-23,4.948947814523438,5,17.0
2020-04-24,-0.27847121577968714,12,11.0
2020-04-25,4.127921155260939,0,0.0
2020-04-26,-0.044329129262499656,1,1.0
2020-04-27,-0.7067633351078116,1,5.0
2020-04-28,3.5226535269062507,1,12.0
2020-04-29,2.223971663159376,0,18.0
2020-04-30,3.2527021136812504,0,3.0
2020-05-01,12.183771908084374,1,17.0
2020-05-02,-1.7767419219812508,0,0.0
2020-05-03,1.1072113861359376,0,3.0
2020-05-04,3.194289124304688,3,22.0
2020-05-05,8.084660824964063,0,28.0
2020-05-06,4.5292798591875005,0,49.0
2020-05-07,2.5618937033093747,1,13.0
2020-05-08,2.750928639079688,2,20.0
2020-05-09,0.8142629956531258,4,1.0
2020-05-10,0.05295372453281355,0,2.0
2020-05-11,2.3346799764687507,0,7.0
2020-05-12,10.216996701615626,1,11.0
2020-05-13,4.3917875452156245,0,23.0
2020-05-14,2.536581614082812,0,42.0
2020-05-15,4.779030572721875,0,15.0
2020-05-16,-1.3338558172062496,0,0.0
2020-05-17,-0.7885710199249989,0,2.0
2020-05-18,2.445220255662501,5,28.0
2020-05-19,2.2734514746671888,2,13.0
2020-05-20,2.2186412717203132,1,27.0
2020-05-21,9.206355884010938,2,16.0
2020-05-22,-1.4377160447781254,5,2.0
2020-05-23,1.2631569617625003,0,0.0
2020-05-24,-0.6852169027156247,0,0.0
2020-05-25,-0.41774237624999894,0,2.0
2020-05-26,3.680360434703126,1,6.0
2020-05-27,10.339872289595313,2,2.0
2020-05-28,7.522928040845311,2,4.0
2020-05-29,5.343796287235937,5,13.0
2020-05-30,-1.6073259178593755,0,0.0
2020-05-31,-0.8823911260312494,2,1.0
2020-06-01,0.36780749492812637,0,8.0
2020-06-02,-0.5788451724999986,1,7.0
2020-06-03,-0.43657927331249885,0,14.0
2020-06-04,-0.3593242070656241,0,16.0
2020-06-05,-0.27682056878593675,1,8.0
2020-06-06,-0.15868461393281208,0,3.0
2020-06-07,-0.07195398025156231,0,0.0
2020-06-08,-0.011093696249999967,0,14.0
2020-06-09,-0.009568313015624975,0,15.0
2020-06-10,-0.008398852535937478,0,14.0
2020-06-11,1.0,0,12.0
2020-06-12,2.9,0,32.0
2020-06-13,0.6549999999999997,0,2.0
2020-06-14,-0.2635000000000002,0,3.0
2020-06-15,0.8488374999999999,0,18.0
2020-06-16,1.7933957500000002,0,6.0
2020-06-17,0.6728252375000001,0,18.0
2020-06-18,-0.28519648374999995,1,6.0
2020-06-19,1.8213260857343752,1,0.0
