,cacti/cacti,grafana/grafana,netdata/netdata
2015-04-14,-0.2583590911999995,5,-0.0302308130156249
2015-04-15,-0.12972482559999976,16,-0.024515602535937424
2015-04-16,-0.06579630079999996,3,-0.01316201249999996
2015-04-17,-0.03385344000000002,1,-0.011093696249999967
2015-04-18,-0.02877542399999988,0,-0.009568313015624975
2015-04-19,-0.02493870079999993,14,-0.008398852535937478
2015-04-20,1.0,25,0.0
2015-04-21,-0.19999999999999996,11,0.0
2015-04-22,-0.08000000000000007,15,0.0
2015-04-23,7.952,11,0.0
2015-04-24,-0.6335999999999997,6,0.0
2015-04-25,7.1344639999999995,7,0.0
2015-04-26,-2.0844288,9,0.0
2015-04-27,2.0262732799999994,14,0.0
2015-04-28,-1.2362757120000003,13,0.0
2015-04-29,-0.7102357504000003,31,0.0
2015-04-30,-0.5041305600000003,9,0.0
2015-05-01,5.603741184,11,0.0
2015-05-02,-1.5261642751999995,6,0.0
2015-05-03,2.3311425536000003,1,0.0
2015-05-04,1.9614650368000002,5,0.0
2015-05-05,4.915236864000001,14,1.0
2015-05-06,-1.7746240512,6,-0.10000000000000009
2015-05-07,-0.8473728000000006,8,-0.04500000000000003
2015-05-08,-0.5669683200000004,5,0.9715
2015-05-09,-0.42582067199999973,7,-0.1206625
2015-05-10,-0.3400986623999999,2,0.9388832500000001
2015-05-11,-0.2165160959999999,5,-0.14166201250000007
2015-05-12,-0.18213150719999976,4,-0.07675619624999992
2015-05-13,-0.12373432319999952,10,-0.054185063015624944
2015-05-14,-0.07481610239999978,5,-0.04222336503593736
2015-05-15,0.0,5,-0.027210446249999916
2015-05-16,6.0,4,-0.022730325515624934
2015-05-17,-1.1999999999999997,3,-0.019492548785937445
2015-05-18,7.52,12,-0.009568313015624975
2015-05-19,3.112,7,-0.008398852535937478
2015-05-20,0.15839999999999965,6,0.0
2015-05-21,-1.3372160000000006,5,0.0
2015-05-22,-0.7913728000000005,2,0.0
2015-05-23,-0.5698483200000003,1,0.0
2015-05-24,-0.44463667199999984,0,0.0
2015-05-25,5.6365541376,8,0.0
2015-05-26,-0.4405928959999994,2,0.0
2015-05-27,4.1144531968,5,0.0
2015-05-28,3.5408778240000003,3,0.0
2015-05-29,1.3254612991999999,4,0.0
2015-05-30,2.5731839999999995,0,0.0
2015-05-31,-0.5961088000000003,0,0.0
2015-06-01,0.9183308799999994,9,0.0
2015-06-02,-1.1058769919999998,11,0.0
2015-06-03,-0.6949894144000002,24,0.0
2015-06-04,-0.4620719103999999,6,0.0
2015-06-05,-0.35951667199999965,5,0.0
2015-06-06,-0.24471756799999975,1,0.0
2015-06-07,-0.15274321919999967,0,0.0
2015-06-08,2.9018814464,6,0.0
2015-06-09,-0.6412447743999997,4,0.0
2015-06-10,0.7350612991999999,6,0.0
2015-06-11,-0.3440000000000001,6,0.0
2015-06-12,-0.1808000000000001,3,0.0
2015-06-13,-0.12460800000000008,11,0.0
2015-06-14,-0.09488640000000004,2,0.0
2015-06-15,3.92368384,2,0.0
2015-06-16,0.13640806400000038,0,0.0
