,containerd/containerd,canonical/lxd,moby/moby
2015-11-05,2.0,11,47.0
2015-11-06,5.0,11,23.6
2015-11-07,-1.25,0,2.639999999999999
2015-11-08,-1.875,0,6.503999999999996
2015-11-09,-0.703125,2,29.9968
2015-11-10,2.5859375,11,31.547007999999998
2015-11-11,-1.783203125,6,23.5283584
2015-11-12,-0.5849609375,2,23.911925759999995
2015-11-13,5.64862060546875,0,21.994917376
2015-11-14,-3.249786376953125,0,6.499463475199999
2015-11-15,-0.923675537109375,0,-2.478216499200002
2015-11-16,-0.458343505859375,6,2.9869754367999963
2015-11-17,-0.28271484375,23,30.9322363904
2015-11-18,-0.203338623046875,20,16.1688558592
2015-11-19,-0.1557769775390625,7,17.6997203968
2015-11-20,-0.0966796875,2,21.6142701568
2015-11-21,-0.07855224609375,0,-4.243037081599999
2015-11-22,-0.065460205078125,0,-5.5739610112000015
2015-11-23,0.0,7,23.4300607488
2015-11-24,0.0,24,21.6182480896
2015-11-25,0.0,15,27.8995355648
2015-11-26,0.0,8,3.440098304000001
2015-11-27,0.0,8,-9.062966784
2015-11-28,0.0,0,-1.7423821824
2015-11-29,0.0,0,-4.4460272640000005
2015-11-30,2.0,0,26.333992447999997
2015-12-01,4.0,10,15.312836198400003
2015-12-02,0.25,2,47.653653504000005
2015-12-03,3.75,0,19.758653747200004
2015-12-04,6.234375,14,24.160713727999998
2015-12-05,-6.1875,1,-8.346766131200003
2015-12-06,-1.919921875,0,-2.5027319808000055
2015-12-07,9.923828125,17,20.428020735999997
2015-12-08,5.77703857421875,11,17.2595204096
2015-12-09,-0.9071044921875,16,64.17325056
2015-12-10,2.9169158935546875,8,2.2765988864000057
2015-12-11,1.1728973388671875,16,3.624593715199998
2015-12-12,-6.528411865234375,0,-5.295314022400001
2015-12-13,-2.498748779296875,0,1.3818799103999986
2015-12-14,5.53369140625,13,28.546910003199997
2015-12-15,6.460479736328125,5,33.8960576512
2015-12-16,2.8317718505859375,24,33.1908963328
2015-12-17,6.655853271484375,7,8.040251596800005
2015-12-18,1.4659576416015625,13,7.449455001599999
2015-12-19,-6.6990203857421875,12,-0.19230197760000145
2015-12-20,-4.1722412109375,1,3.528608358399996
2015-12-21,-2.09619140625,13,17.478886707199997
2015-12-22,0.588531494140625,0,37.358572544
2015-12-23,-2.0475311279296875,2,16.259718553600003
2015-12-24,-1.0067901611328125,2,-4.399348326399998
2015-12-25,0.364349365234375,0,-7.6721801216
2015-12-26,-0.9071044921875,1,-5.1221638144
2015-12-27,-0.3258819580078125,1,0.6608975871999991
2015-12-28,-0.125335693359375,0,21.9134984192
2015-12-29,-0.0712890625,0,33.0270537728
2015-12-30,-0.05352783203125,0,20.634571673600004
2015-12-31,-0.042327880859375,8,-5.590596403199999
2016-01-01,-0.01611328125,0,2.393541427199998
2016-01-02,-0.013092041015625,0,-4.458075648000001
2016-01-03,-0.0109100341796875,5,4.653115187199997
2016-01-04,2.0,5,26.1200285696
2016-01-05,3.0,0,38.664674816
2016-01-06,-1.25,6,20.549757337600003
2016-01-07,-1.125,15,20.0097150976
2016-01-08,-0.453125,19,34.1022486528
2016-01-09,-0.2734375,4,5.146708787199998
2016-01-10,-0.189453125,5,1.7871697919999967
2016-01-11,0.8583984375,1,9.240101171199996
2016-01-12,1.38885498046875,5,35.177242214399996
2016-01-13,-1.215301513671875,13,31.150897561600004
2016-01-14,-0.369232177734375,13,47.2360183808
2016-01-15,-0.1749725341796875,7,8.789434368000002
2016-01-16,1.89453125,0,-6.5057079296
2016-01-17,-1.0751953125,3,-9.131391283200003
2016-01-18,-0.30712890625,2,12.879407411199997
2016-01-19,-0.170318603515625,13,29.116982784
2016-01-20,0.8847808837890625,0,34.1801344
2016-01-21,4.423492431640625,2,31.906961817600003
2016-01-22,7.333984375,8,17.435086131200002
2016-01-23,-4.7197265625,0,6.225336832
2016-01-24,-1.12774658203125,2,16.534696345599997
