,youzan/vant,ant-design/ant-design,ElemeFE/element
2022-12-10,1,-11.2963247104,0
2022-12-11,0,-3.6599012352000013,0
2022-12-12,0,2.725794508799998,0
2022-12-13,3,10.542618112,0
2022-12-14,1,0.816425574400002,0
2022-12-15,0,3.2710277120000013,0
2022-12-16,0,-3.8655862783999986,0
2022-12-17,1,-2.9771342848,0
2022-12-18,1,-0.3222380544000001,0
2022-12-19,0,15.007765299199999,0
2022-12-20,0,-4.839119257599998,0
2022-12-21,1,4.0766127104,0
2022-12-22,1,5.933039411200001,0
2022-12-23,6,-2.38875904,0
2022-12-24,5,-0.028569292800000312,0
2022-12-25,4,3.5878386688,0
2022-12-26,4,4.6176456704,0
