,seaweedfs/seaweedfs,ceph/ceph,minio/minio
2018-10-31,3.0,23.0,6.0
2018-11-01,1.8000000000000003,36.0,-0.6000000000000005
2018-11-02,-1.5599999999999996,32.0,3.73
2018-11-03,0.448,8.0,0.4289999999999995
2018-11-04,8.2832,0.0,-0.40397499999999975
2018-11-05,1.0653440000000005,25.0,2.7442995000000003
2018-11-06,-3.3027455999999997,28.0,2.509877925
2018-11-07,0.6583987199999999,29.0,2.4133083225000003
2018-11-08,0.3750691839999998,89.0,1.35332532190625
2018-11-09,2.3756071935999996,27.0,4.409582587284375
2018-11-10,-2.3811938304,13.0,-0.8352046983125001
2018-11-11,2.013493248,0.0,-0.4749875106593746
2018-11-12,-0.8401563647999999,10.0,2.686658771214063
2018-11-13,-1.2231923712000001,19.0,2.4629819347031257
2018-11-14,1.421533696,29.0,4.370909639595313
2018-11-15,2.8522946559999998,34.0,2.1376010483453123
2018-11-16,-2.1008459775999997,58.0,1.2277108351109374
2018-11-17,-0.7930607615999999,3.0,0.34752297985000014
2018-11-18,3.5315324928,2.0,-0.508643050179687
2018-11-19,4.109858304,32.0,2.6826616237500005
2018-11-20,-1.0992845823999993,54.0,0.45402865970312534
2018-11-21,1.0826079232000003,59.0,2.563247984595313
2018-11-22,6.905806336,30.0,2.4207400135640627
2018-11-23,0.4563728384000001,7.0,-0.6315361067265624
2018-11-24,-1.6779574272,1.0,-0.34493962988906224
2018-11-25,-0.37196543999999987,7.0,0.7705436944125004
2018-11-26,1.9589713919999996,36.0,3.734820296214063
2018-11-27,-2.6933256192,60.0,7.427365077203125
2018-11-28,-1.2098408448000002,35.0,0.883968003126562
2018-11-29,5.2496815104,51.0,3.234952619667187
2018-11-30,-2.9388790783999994,47.0,3.1293317533453124
2018-12-01,-1.1134374912,9.0,0.09487442989218786
2018-12-02,0.39310387199999997,13.0,-0.6280007462499996
2018-12-03,7.2210100224,20.0,1.5668773019843758
2018-12-04,6.4140688384,30.0,1.4626373004015634
2018-12-05,-0.21297182719999874,38.0,5.4398931432312505
2018-12-06,0.1361766400000004,73.0,2.05353296868125
2018-12-07,1.706313728,36.0,0.21906724536562494
2018-12-08,-1.5553681408000002,8.0,-0.5625208584562499
2018-12-09,3.6344038399999996,4.0,-0.35619624815937434
2018-12-10,-3.6679121919999997,35.0,0.7559017299640631
2018-12-11,2.3916265472,114.0,0.7106911564687505
2018-12-12,-2.6546079743999997,33.0,5.696900703896875
2018-12-13,-1.1815623680000003,46.0,1.2058493155843748
2018-12-14,0.30189516799999994,20.0,5.3906457494875
2018-12-15,1.1321084928,1.0,1.067455879376562
2018-12-16,0.7556664320000002,3.0,-0.6886526150359373
2018-12-17,7.6876166144,33.0,-0.42328120874999964
2018-12-18,-1.1598711807999988,63.0,6.687157415734376
2018-12-19,-0.5817748479999998,27.0,7.051121131948438
2018-12-20,-1.9532598272000001,38.0,0.6857983018703122
2018-12-21,2.0693990399999995,75.0,-0.9219159437468751
2018-12-22,6.179808768,13.0,0.4409675243343756
2018-12-23,-3.0195755007999994,7.0,1.495353008753126
2018-12-24,-0.9020363775999998,7.0,-0.5241907925718743
2018-12-25,0.5801641983999999,2.0,-0.3336854737499994
2018-12-26,0.39595233279999986,4.0,0.7402857138906256
2018-12-27,11.477188505600001,1.0,2.685032385623438
2018-12-28,1.0960344064000003,1.0,1.5232770411812502
2018-12-29,3.183453184000001,2.0,1.5822845736781248
2018-12-30,-2.216077926399999,3.0,-0.42791820551562515
2018-12-31,1.6094580735999995,8.0,0.7473602714328127
2019-01-01,-0.6631973888,17.0,-0.2766349675718748
2019-01-02,5.0871636991999996,36.0,0.8308617662500004
2019-01-03,-4.6998834176,109.0,-0.2299069267656248
2019-01-04,0.015223910399999818,105.0,0.8487222909171878
2019-01-05,0.9251198976000001,5.0,0.7888626738609377
2019-01-06,2.7565835264,5.0,-0.21475884360312492
2019-01-07,-1.0362107903999997,18.0,0.882491848678125
2019-01-08,-1.0281903103999999,38.0,1.828107174484375
2019-01-09,1.5988736000000001,38.0,3.6987282012140623
2019-01-10,5.0485774336,33.0,2.4426529244843747
2019-01-11,-2.6649759743999994,54.0,0.40968293871406225
2019-01-12,-0.733743104,15.0,-0.42710375926562505
2019-01-13,0.6684053504,3.0,-0.2765126780515621
2019-01-14,-1.5389333504000002,44.0,1.799228926214063
2019-01-15,1.263173632,49.0,2.6465834944843754
2019-01-16,1.7438418944,52.0,7.482486948932813
2019-01-17,1.2370255872000002,31.0,1.9064859416156246
2019-01-18,5.0662777856000005,57.0,1.1397809545593747
2019-01-19,-3.6042397695999995,8.0,-0.6919858706234375
2019-01-20,-1.2813989888000001,17.0,4.576126872464063
2019-01-21,-0.7516919808000002,13.0,0.1904050700000004
2019-01-22,2.4877169664,13.0,4.42761093521875
2019-01-23,0.4360232960000001,68.0,5.10652824838125
2019-01-24,-1.4469175295999999,31.0,1.8818393245171876
2019-01-25,1.3555444736000002,54.0,1.068170598165625
2019-01-26,2.8027155456,27.0,-0.7355724961390622
2019-01-27,-2.1026430975999997,23.0,-0.4654869488218742
2019-01-28,4.2632064,35.0,0.6595666761718759
2019-01-29,-2.4402380799999994,42.0,5.624321618054688
2019-01-30,-0.9085122560000002,39.0,4.1604778673859375
2019-01-31,-0.5544402944000001,85.0,2.042490745476562
2019-02-01,-0.36219023360000024,33.0,3.1820520532375
2019-02-02,-0.25355366400000007,18.0,0.13807506636093758
2019-02-03,-0.2010351616,17.0,-0.5954727175718745
2019-02-04,-0.14304542719999996,19.0,0.6083629787500007
2019-02-05,-0.07577855999999997,29.0,3.5985591969843758
2019-02-06,1.936009216,24.0,6.309107250620313
2019-02-07,-0.7999999999999998,123.0,0.8912194309562498
2019-02-08,-0.24,31.0,0.2221015007734375
2019-02-09,2.872,5.0,3.4371697440796876
2019-02-10,0.7168000000000001,1.0,1.2325697643406255
2019-02-11,-1.2199039999999999,31.0,2.365217151214063
2019-02-12,-0.4779264,61.0,6.297026814484375
2019-02-13,-0.2895411200000001,82.0,3.8585812466515623
2019-02-14,1.796632576,57.0,1.8577849937468751
2019-02-15,4.0456100864,40.0,1.0396086599671877
2019-02-16,1.6589619200000003,23.0,0.23244742191250056
2019-02-17,-2.4102082559999998,8.0,-0.5999752845984367
2019-02-18,2.0480941055999997,28.0,-0.42271846242499905
2019-02-19,5.2504996863999995,68.0,0.6928561696312507
2019-02-20,0.4779136000000004,63.0,4.659974732532813
2019-02-21,-2.9033651199999997,119.0,3.2726446034203125
2019-02-22,-1.266817024,39.0,-0.7595486067265628
2019-02-23,-0.8119131136000004,8.0,1.6014106201109375
2019-02-24,-0.5695672320000003,3.0,1.5402047319125003
2019-02-25,5.6131452928,55.0,1.525205384964063
2019-02-26,-0.6659138559999995,25.0,2.51162924125
2019-02-27,0.26203330560000015,49.0,3.3939901557343752
2019-02-28,0.4257900544000002,54.0,2.2338262973859377
2019-03-01,-1.4687926272,59.0,0.25434996025781254
2019-03-02,0.36908799999999986,11.0,-0.5253278276437497
2019-03-03,0.19111679999999986,8.0,0.6708517064687505
2019-03-04,4.1807462399999995,40.0,0.6474377388968756
2019-03-05,-2.4175057919999996,27.0,3.6641237801468756
2019-03-06,2.1046321152000003,28.0,3.38101978338125
2019-03-07,-1.6842008575999998,41.0,1.2609245890796874
2019-03-08,-0.6768229376000002,46.0,1.3958267045593749
2019-03-09,0.5913099263999999,14.0,0.44930636687656267
2019-03-10,-0.6731422720000001,27.0,-0.4267715612859371
2019-03-11,4.6703373312,42.0,-0.2811020592656245
2019-03-12,-2.2214663167999995,52.0,0.7829514994484381
2019-03-13,-0.760702464,34.0,1.729733085401563
2019-03-14,1.6045808639999999,29.0,5.61850317029375
2019-03-15,5.9306423295999995,81.0,-0.8065814411750004
2019-03-16,1.7918694400000006,29.0,-0.39469052735312504
2019-03-17,-3.0979717119999997,10.0,1.7451922319125002
2019-03-18,6.7641490432,21.0,2.6222306349640627
2019-03-19,-0.9468825599999997,31.0,2.47588177875
2019-03-20,7.312418816,94.0,3.3972722194843747
2019-03-21,-3.219243519999999,109.0,2.2440773439328123
2019-03-22,-2.798521344,88.0,-0.7339285831656249
2019-03-23,3.5320449024,9.0,0.5639451097843754
2019-03-24,-2.9829272576,6.0,-0.3781736799999995
2019-03-25,1.7374351359999998,45.0,6.736641747718751
2019-03-26,4.014106624,51.0,1.0917179671312498
2019-03-27,-1.3454843903999998,36.0,3.3265751808453126
2019-03-28,0.9115472896000001,29.0,0.19763235157968717
2019-03-29,-2.221908992,162.0,-0.5570998616906245
2019-03-30,1.0550948863999996,6.0,-0.349432503857812
2019-03-31,3.60041984,4.0,0.7549140994843757
2019-04-01,0.318414336,27.0,0.7024917487140631
2019-04-02,-0.21947289599999964,49.0,4.697069616390626
2019-04-03,-0.7981594623999997,49.0,1.2910346087171873
2019-04-04,-0.26211604480000017,36.0,4.459672846615625
2019-04-05,9.9604501504,63.0,1.1875570268406246
2019-04-06,12.052992409600002,4.0,-0.6229901150359374
2019-04-07,-5.476557823999999,7.0,-0.37866445874999966
2019-04-08,-3.2179649535999992,62.0,1.7209819282343757
2019-04-09,9.49528576,40.0,3.578331578198438
2019-04-10,-4.2587116544,17.0,2.3335286273859377
2019-04-11,6.7502982144,37.0,-0.6799233949609376
2019-04-12,-2.7598604287999997,54.0,3.6228483373500002
2019-04-13,-3.6178521087999997,21.0,0.3384856112890626
2019-04-14,-1.9191257088000002,8.0,-0.44957623007187464
2019-04-15,1.7751312383999995,23.0,-0.28218569249999975
2019-04-16,12.0557566976,55.0,-0.21414744853124942
2019-04-17,-4.510895820799998,46.0,1.8265184541156256
2019-04-18,0.8915154944000001,27.0,6.668934850809375
2019-04-19,5.9069348864,13.0,0.1272666448921871
2019-04-20,-1.0537047039999994,13.0,-0.5213669483125002
2019-04-21,8.4541879296,2.0,-0.32898872315937494
2019-04-22,-5.458900479999999,34.0,1.7862301474640632
2019-04-23,-2.9387893760000003,33.0,2.6401962250000004
2019-04-24,7.2968636416,58.0,1.47956177
2019-04-25,-0.7726446592,48.0,0.49804548771875
2019-04-26,-1.4244310016,23.0,1.5883054075687502
2019-04-27,-2.4225866752,7.0,0.5354187192328128
2019-04-28,-1.2896161792000003,35.0,-0.34289812753593724
2019-04-29,2.1846002687999997,45.0,3.78343057
2019-04-30,2.2215896064000002,28.0,0.43531651021875006
2019-05-01,-2.2898899967999995,95.0,1.5862519508812503
2019-05-02,0.072189952,28.0,4.543132345110937
2019-05-03,6.0066526208,13.0,1.2371345769125
2019-05-04,4.7422399488,6.0,-0.6057586748171875
2019-05-05,-3.3182939136,4.0,-0.3689558180874998
2019-05-06,11.00343552,47.0,0.7415183499640632
2019-05-07,-5.272101376,40.0,3.7024002766875004
2019-05-08,-2.6884445184000003,39.0,-0.6083946781593749
2019-05-09,-1.4635215872000003,54.0,0.6821720151828127
2019-05-10,0.0377927679999992,45.0,0.6785108373500002
2019-05-11,0.8802081791999998,3.0,0.6951023612890629
2019-05-12,-0.4776769535999996,4.0,0.7320732824281251
