,ioBroker/ioBroker,node-red/node-red,home-assistant/core
2016-07-30,0,0,7.091961284859375
2016-07-31,0,0,20.057462504474998
2016-08-01,0,2,9.657138111517186
2016-08-02,0,4,6.969422451432813
2016-08-03,0,0,2.215905665803125
2016-08-04,0,4,-0.2298736577874978
2016-08-05,0,2,2.3417407948437523
2016-08-06,0,0,-1.6177219467656223
2016-08-07,0,0,0.9132491775000025
2016-08-08,0,0,13.002160514582814
2016-08-09,0,2,13.90920665000625
2016-08-10,0,2,13.361872280626562
2016-08-11,0,1,6.033009467062499
