,playcanvas/engine,mrdoob/three.js,BabylonJS/Babylon.js
2013-06-27,0,0.0,3
2013-06-28,4,0.0,2
2013-06-29,0,18.0,0
2013-06-30,0,7.4,0
2013-07-01,0,3.3599999999999994,1
2013-07-02,0,-1.144000000000001,0
2013-07-03,0,1.9071999999999991,0
2013-07-04,0,-0.12524800000000047,0
2013-07-05,0,2.3001855999999994,4
2013-07-06,0,-1.9273497600000007,1
2013-07-07,0,10.810353664,0
2013-07-08,2,5.696598220800001,2
2013-07-09,6,-3.2989174784,0
2013-07-10,3,0.3772306431999992,0
2013-07-11,5,11.5667418112,0
2013-07-12,0,7.4848082944000005,0
2013-07-13,0,9.1065408512,1
2013-07-14,0,10.391942758399999,0
2013-07-15,0,10.619134976,1
2013-07-16,4,-4.045547212800001,0
2013-07-17,0,-2.529347993600002,2
2013-07-18,0,0.5624924159999987,1
2013-07-19,0,13.639612723199999,7
2013-07-20,0,-3.810621747199999,2
2013-07-21,0,7.386363289599999,0
2013-07-22,0,16.3360616448,6
2013-07-23,1,18.066266112,1
2013-07-24,0,5.3713258496,0
2013-07-25,0,4.741496627199998,0
2013-07-26,2,-5.666248806400001,0
2013-07-27,0,-2.3099461632000007,0
2013-07-28,0,-2.5694045184000007,0
2013-07-29,1,-1.7667400704,1
2013-07-30,0,9.586840576,0
2013-07-31,0,4.726943744000002,0
2013-08-01,0,-3.178034585599999,0
2013-08-02,0,5.4912048128,0
2013-08-03,4,-2.3076895743999994,0
2013-08-04,0,-0.12408371200000068,0
2013-08-05,0,0.022525849599999592,1
2013-08-06,0,1.1351756799999997,0
2013-08-07,2,-0.0004305919999993968,0
2013-08-08,3,-0.8368661503999993,4
2013-08-09,3,1.5466221568,0
2013-08-10,0,2.3381212160000002,0
2013-08-11,0,6.0306870272,0
2013-08-12,0,-0.8337080320000001,0
2013-08-13,4,9.9476606976,1
2013-08-14,2,7.1739565056000005,2
2013-08-15,7,0.6800079871999998,0
2013-08-16,1,3.552038809599999,0
2013-08-17,0,6.382306816,2
2013-08-18,0,-1.2959136768000006,0
2013-08-19,0,3.822474444799999,0
2013-08-20,0,11.4121009152,0
2013-08-21,0,1.7466674176000003,1
2013-08-22,0,-1.3763436544000003,0
2013-08-23,0,6.727664127999999,0
2013-08-24,3,-0.20101775359999952,0
2013-08-25,1,-2.3358357504000002,0
2013-08-26,9,-1.4209790976000003,0
2013-08-27,0,-0.9682838528,2
2013-08-28,2,-0.7492859903999992,2
2013-08-29,6,-0.5552178175999993,1
2013-08-30,6,0.6827815936000002,1
2013-08-31,4,-0.4052082687999994,0
2013-09-01,0,-0.23538728959999958,0
2013-09-02,8,-0.08540805119999992,0
2013-09-03,3,-0.03360000000000001,0
2013-09-04,0,2.9744639999999998,3
2013-09-05,0,8.3795712,0
2013-09-06,3,2.94307328,0
2013-09-07,0,-1.8783877120000003,0
2013-09-08,0,-0.9452693504000007,0
2013-09-09,3,0.38099199999999966,0
2013-09-10,0,3.3408895999999997,0
2013-09-11,0,4.75768064,0
2013-09-12,1,2.134352384,0
2013-09-13,0,-0.7571310591999998,2
2013-09-14,0,-1.1520987135999998,12
2013-09-15,0,0.3414804479999999,0
2013-09-16,0,10.36574208,2
2013-09-17,1,-2.6204113919999994,2
2013-09-18,5,0.7931682815999994,1
2013-09-19,3,3.8140606464,0
2013-09-20,6,6.2955703296,0
2013-09-21,0,-0.4615899136000001,0
2013-09-22,0,-1.6013128704000008,0
2013-09-23,0,7.036346367999999,0
2013-09-24,0,-2.3040717823999994,1
2013-09-25,0,11.8153517056,0
2013-09-26,0,1.6880885760000002,0
2013-09-27,0,-2.5819486208000004,0
2013-09-28,0,-1.4395898880000002,0
2013-09-29,0,0.031239372799999998,0
2013-09-30,0,2.1396795392,0
2013-10-01,2,3.8116439040000003,0
2013-10-02,4,6.2900538368,0
2013-10-03,5,-0.4492738559999996,0
2013-10-04,8,1.3596238848,0
2013-10-05,6,1.5286164479999997,0
2013-10-06,0,-1.4106931200000004,4
2013-10-07,0,-0.8227998720000005,0
2013-10-08,2,0.40043151359999996,10
2013-10-09,4,-0.6630259711999996,1
2013-10-10,19,-0.42919628799999954,1
2013-10-11,3,2.7114032128000005,2
2013-10-12,0,7.247518003200001,0
2013-10-13,0,-1.9461071871999995,0
2013-10-14,3,9.1581631488,0
2013-10-15,5,-2.5017267199999997,0
2013-10-16,7,4.840204287999999,0
2013-10-17,5,11.0419562496,0
2013-10-18,26,7.36978944,5
2013-10-19,0,-0.9619368960000005,0
2013-10-20,0,2.337602252799999,0
2013-10-21,10,12.3729619968,0
2013-10-22,11,3.487982080000001,0
2013-10-23,0,2.086475775999999,0
2013-10-24,2,3.6643015679999995,0
2013-10-25,10,1.5949833216,0
2013-10-26,4,0.026869452800000193,0
2013-10-27,0,0.6867204095999995,0
2013-10-28,2,5.0049061888,5
2013-10-29,6,1.333099008000001,0
2013-10-30,1,6.720816128,0
2013-10-31,18,0.9598798848000003,3
2013-11-01,5,12.654741913599999,1
2013-11-02,0,-1.3364425727999993,0
2013-11-03,0,1.304164351999999,3
2013-11-04,1,2.5950025727999995,2
2013-11-05,2,12.540167884799999,3
2013-11-06,0,7.545268019200001,1
2013-11-07,4,-2.6045136896,0
2013-11-08,3,4.1648937984,1
2013-11-09,0,2.8341315584,0
2013-11-10,0,5.9577057280000005,0
2013-11-11,3,-1.4756564992000003,0
2013-11-12,0,2.6848656383999994,0
2013-11-13,4,-0.4944926719999998,0
2013-11-14,6,2.111836160000001,0
2013-11-15,10,4.0835085312,0
2013-11-16,0,1.7538557952000002,0
2013-11-17,4,-1.0336898047999998,0
2013-11-18,11,14.6662250496,0
2013-11-19,8,-1.0422347775999992,0
2013-11-20,8,4.571938099199999,0
2013-11-21,12,1.1748541439999993,0
2013-11-22,4,1.6670989311999995,0
2013-11-23,3,-0.18971535360000047,0
2013-11-24,1,1.3000375296,0
2013-11-25,27,12.338468966399999,1
2013-11-26,6,-1.8089985023999988,1
2013-11-27,5,-2.2762189824000005,0
2013-11-28,2,-1.2714161152,0
2013-11-29,0,-0.8964087807999999,2
2013-11-30,0,-0.6272720895999999,0
2013-12-01,0,1.5334918144,0
2013-12-02,0,4.2540664832,0
2013-12-03,0,4.567310540800001,1
2013-12-04,0,12.1006536704,0
2013-12-05,2,-0.6121387008000001,1
2013-12-06,0,3.7729279999999985,5
2013-12-07,1,-1.4821376000000006,0
2013-12-08,1,4.416386559999999,0
2013-12-09,1,-1.2622858240000001,0
2013-12-10,4,3.5093512191999996,1
2013-12-11,4,8.998250496,3
2013-12-12,0,-0.3247330303999987,0
2013-12-13,4,-1.2465391616000003,1
2013-12-14,0,0.5752301567999998,0
2013-12-15,0,1.6675270655999999,0
2013-12-16,1,3.5924376576,0
2013-12-17,2,-1.8447622144,0
2013-12-18,3,4.031375769599999,2
2013-12-19,3,5.3163074560000005,0
2013-12-20,1,0.7172816896000005,0
2013-12-21,2,-1.6746156032000006,1
2013-12-22,3,0.061831065599999624,0
2013-12-23,1,-0.8596154368,0
2013-12-24,0,10.4289573888,0
2013-12-25,0,3.3854100480000007,0
2013-12-26,0,-1.3653120000000003,0
2013-12-27,0,-0.4473768960000002,0
2013-12-28,0,0.9115226112000001,0
2013-12-29,2,2.9351692288,0
2013-12-30,3,-0.43392051200000026,0
2013-12-31,1,5.0036279295999995,1
2014-01-01,0,-0.8449899519999993,1
2014-01-02,17,-1.1743166463999999,2
2014-01-03,25,3.3492678656,2
2014-01-04,7,4.782438297600001,1
2014-01-05,2,-1.8361964544,7
2014-01-06,9,2.0804749311999995,3
2014-01-07,17,4.7913457664,3
2014-01-08,16,2.1405336576000003,0
2014-01-09,10,8.2518649856,1
2014-01-10,6,9.0884509696,1
2014-01-11,0,-2.8293191680000005,0
2014-01-12,1,-2.125106073600001,0
2014-01-13,12,10.6576869376,5
2014-01-14,9,13.667001344,3
2014-01-15,17,25.9042387968,1
2014-01-16,1,-7.708315750400001,5
2014-01-17,8,-4.316503961600002,2
2014-01-18,0,-2.759904768,0
2014-01-19,0,-1.9328775168,2
2014-01-20,12,0.611904409599999,18
2014-01-21,14,6.480764416,4
2014-01-22,10,0.30061957120000127,5
2014-01-23,0,-2.010924748799998,6
2014-01-24,0,6.907862425600001,2
2014-01-25,0,0.9236586496000001,1
2014-01-26,0,5.4140543999999995,3
2014-01-27,0,42.70210816,1
2014-01-28,0,5.801724416000001,0
2014-01-29,8,23.368091443199997,3
2014-01-30,0,3.7418436608000007,0
2014-01-31,0,6.027139788799998,0
2014-02-01,0,-2.4036034560000026,0
2014-02-02,0,-5.4228769792000024,1
2014-02-03,3,-3.5607012352000016,0
2014-02-04,0,-0.7067568127999984,1
2014-02-05,0,19.47244032,1
2014-02-06,0,4.143814041600003,0
2014-02-07,0,13.2169040896,0
2014-02-08,0,-0.9838324735999997,0
2014-02-09,0,-0.9567814656000007,1
2014-02-10,4,31.135003647999998,1
2014-02-11,0,-1.6234470400000003,0
2014-02-12,0,45.502900736,1
2014-02-13,0,9.501066035200001,0
2014-02-14,0,3.9399642111999995,0
2014-02-15,4,4.078983679999999,1
2014-02-16,0,-3.8380982272000015,2
2014-02-17,0,12.540844031999999,4
2014-02-18,0,12.6777259008,1
2014-02-19,13,43.6903629824,10
2014-02-20,12,3.152826675200002,0
2014-02-21,1,-1.9132734464000016,0
2014-02-22,0,-0.6720212992000016,0
2014-02-23,0,2.9485742079999993,1
2014-02-24,2,17.342418636799998,1
2014-02-25,7,4.872263782400001,0
2014-02-26,0,10.9028656128,3
2014-02-27,0,-2.711240191999998,1
2014-02-28,0,-1.2693511167999993,0
2014-03-01,0,12.2555880448,0
2014-03-02,0,3.4680909824000006,0
2014-03-03,10,3.228688179199999,0
2014-03-04,0,10.6190127104,0
2014-03-05,4,-0.5924042751999989,0
2014-03-06,0,18.1175948288,0
2014-03-07,0,0.2904214528000004,0
2014-03-08,0,1.3171276799999987,0
2014-03-09,4,14.0371083264,0
2014-03-10,4,-2.053724774399999,0
2014-03-11,2,17.0916373504,3
