,mui/material-ui,ant-design/ant-design,twbs/bootstrap
2015-11-17,3.57002433958594,6,0
2015-11-18,3.522644222460939,24,0
2015-11-19,11.601417556846876,43,9
2015-11-20,-2.1106985417421877,47,0
2015-11-21,4.829296770453126,3,0
2015-11-22,5.700069105773437,0,0
2015-11-23,2.5262857188609384,17,4
2015-11-24,9.728132749115625,14,3
2015-11-25,3.088513381028125,21,1
2015-11-26,12.415608120992188,23,5
2015-11-27,7.620678343117187,15,1
2015-11-28,8.667864152032813,8,1
2015-11-29,3.58268944815625,4,1
2015-11-30,7.943613021175001,12,35
2015-12-01,4.699334558935939,2,7
2015-12-02,9.911961490434376,13,2
2015-12-03,12.471579934526563,12,5
2015-12-04,14.025504755101563,13,8
2015-12-05,4.562925200590625,6,19
2015-12-06,10.25931047896875,9,9
2015-12-07,14.999293194010939,10,24
2015-12-08,16.412309980878128,12,78
2015-12-09,2.8986939910312497,8,12
2015-12-10,10.925682119810938,13,4
2015-12-11,4.595357388084377,8,6
2015-12-12,-0.881351341804685,5,5
2015-12-13,9.973566226514066,3,6
2015-12-14,10.425402078009377,5,1
2015-12-15,8.116642770251564,14,1
2015-12-16,17.198271345290625,24,2
2015-12-17,14.358753410671875,16,6
2015-12-18,3.2166645550296873,10,1
2015-12-19,5.108932767871876,2,0
2015-12-20,4.390907786181252,1,3
2015-12-21,0.6256223499906275,4,9
2015-12-22,9.111815791615628,9,3
2015-12-23,2.614156073860939,15,8
2015-12-24,3.070354241792189,22,26
2015-12-25,8.263536591250002,29,25
2015-12-26,9.95782105574375,1,9
2015-12-27,-2.3255771331265622,22,4
2015-12-28,7.678871512353126,33,0
2015-12-29,12.195453621951563,18,4
2015-12-30,19.53415595547031,19,2
2015-12-31,6.392781450776561,17,4
2016-01-01,2.0663205597421874,34,5
2016-01-02,5.717872502164063,9,1
2016-01-03,5.692524105953128,2,0
2016-01-04,5.751408828318752,7,20
2016-01-05,9.816529160359377,6,4
2016-01-06,16.380888752457814,15,58
2016-01-07,4.532932153153125,21,22
2016-01-08,5.267543532803126,8,3
2016-01-09,12.5957402395625,4,13
2016-01-10,5.013425063195314,7,3
2016-01-11,21.4350507055875,25,16
2016-01-12,7.9913260830875,15,0
2016-01-13,8.555041594775002,29,7
2016-01-14,9.692318902271875,32,10
2016-01-15,3.6708615401921896,19,6
2016-01-16,8.322809131837502,4,4
2016-01-17,5.157795614478127,7,16
2016-01-18,13.41676434783594,7,14
2016-01-19,2.784445912337501,27,7
2016-01-20,9.491272515450001,23,4
2016-01-21,5.279457624631251,14,11
2016-01-22,5.5818536891156265,15,0
2016-01-23,10.712666967173439,10,6
2016-01-24,3.3039643190765635,3,8
2016-01-25,11.802893902979688,15,5
2016-01-26,7.2204758439625,29,5
2016-01-27,14.37124152633125,17,3
2016-01-28,11.758248708596875,19,0
2016-01-29,3.626836032943751,4,1
2016-01-30,5.341313049337501,10,0
2016-01-31,-1.4973392419906233,0,1
2016-02-01,11.303050916439066,30,0
2016-02-02,1.5215705775656265,17,0
2016-02-03,16.109092660590626,14,2
2016-02-04,10.994714122125,1,15
2016-02-05,18.922013587904686,1,5
2016-02-06,11.069959688351561,1,61
2016-02-07,15.357069669373438,0,43
2016-02-08,40.94499826544688,0,28
2016-02-09,10.123212568260936,0,29
2016-02-10,20.53758095747031,0,0
2016-02-11,22.067460183075,3,6
2016-02-12,20.58284201713438,0,0
2016-02-13,3.4779132469031264,0,0
2016-02-14,8.044420007725003,2,5
2016-02-15,7.452163220914066,1,2
2016-02-16,2.799886054864068,4,33
2016-02-17,7.5501406121171915,12,49
2016-02-18,2.7556655359828155,10,6
2016-02-19,11.330599395878128,13,15
2016-02-20,3.9029060525718764,4,0
2016-02-21,11.53428090012344,8,0
2016-02-22,12.1511057129375,26,0
2016-02-23,7.838081649595313,15,9
2016-02-24,17.086960844709374,16,1
2016-02-25,-0.7394660134234377,15,3
2016-02-26,17.55368490901094,7,2
2016-02-27,10.379687703815627,1,10
2016-02-28,19.4866616883875,0,11
2016-02-29,2.6117415687796868,5,1
2016-03-01,7.758020210512502,6,1
2016-03-02,18.825295806289063,25,1
2016-03-03,9.824353023042189,15,4
2016-03-04,2.1783531602343764,12,4
2016-03-05,7.128294397079689,7,2
2016-03-06,4.049918215812503,5,3
2016-03-07,10.475063353887503,17,15
2016-03-08,9.078643766814064,10,0
2016-03-09,2.1198015965765635,23,0
2016-03-10,10.74652091326094,81,4
2016-03-11,2.2346568094906263,23,6
2016-03-12,10.936967386403126,2,0
2016-03-13,4.4129482183781255,8,1
2016-03-14,0.7701748322812514,30,7
2016-03-15,3.319555295545314,23,2
2016-03-16,9.365724267095315,19,7
2016-03-17,11.876688840740627,9,1
2016-03-18,5.394738274367187,14,0
2016-03-19,1.7114584632046879,2,2
2016-03-20,-1.7503954931328116,5,0
2016-03-21,3.8501863246734396,13,0
2016-03-22,6.7073179744515645,19,5
2016-03-23,0.3840790435640633,20,0
2016-03-24,12.825179446648438,11,7
2016-03-25,6.810946119885937,33,0
2016-03-26,-0.07138897462812466,1,0
2016-03-27,1.6544668651500003,3,2
2016-03-28,5.837631508606251,30,0
2016-03-29,21.533487839921875,29,0
2016-03-30,0.7881279156953118,47,2
2016-03-31,3.9111816936812502,25,2
2016-04-01,7.094590871459375,25,0
2016-04-02,7.8625730673562515,0,3
2016-04-03,-0.249476725104687,4,0
2016-04-04,-0.5208268053687488,2,3
2016-04-05,2.8423591875328142,25,1
2016-04-06,-0.2558857771109355,30,7
2016-04-07,1.0725403496109391,31,2
2016-04-08,5.265635320512501,12,0
2016-04-09,2.9089643301437507,4,7
2016-04-10,4.981248292020313,10,5
2016-04-11,9.824691352359375,20,9
2016-04-12,11.2758886844125,18,2
2016-04-13,4.770559674151562,29,1
2016-04-14,6.068734809340625,19,3
2016-04-15,9.043766293932812,21,1
2016-04-16,2.697048806834376,4,0
2016-04-17,2.122834067721876,5,6
2016-04-18,3.3992406405125015,13,1
2016-04-19,3.4292818028625014,9,1
2016-04-20,3.480675829151564,9,0
2016-04-21,7.559571268423438,11,4
2016-04-22,5.241541306873438,10,0
2016-04-23,1.2880449552906255,2,4
2016-04-24,1.6941899595265633,3,2
2016-04-25,-0.10259230849218648,14,1
2016-04-26,1.1870962310281263,9,0
2016-04-27,5.230932828492189,24,0
2016-04-28,8.889349068492187,15,2
2016-04-29,0.3587362589296874,17,0
2016-04-30,7.906223259817187,1,0
2016-05-01,4.434851491951562,0,0
2016-05-02,5.5433552820953125,0,0
2016-05-03,9.435083161876562,5,0
2016-05-04,8.970086218932813,3,0
2016-05-05,2.725005679334375,15,0
2016-05-06,10.163440249628126,14,1
