,golang/go,swiftlang/swift,rust-lang/rust
2011-04-07,10,0,15.909372313599999
2011-04-08,24,0,7.593474457599996
2011-04-09,1,1,-14.777149337600001
2011-04-10,2,13,-5.605489459199999
2011-04-11,7,6,3.574329036800001
2011-04-12,9,0,11.937248256
2011-04-13,22,0,2.1403040767999997
2011-04-14,24,1,0.5460680703999969
2011-04-15,28,0,-7.492098867200001
2011-04-16,1,0,0.9548589056000001
2011-04-17,3,0,1.3199555583999985
2011-04-18,11,0,6.9285617664
2011-04-19,9,0,11.251705548799997
2011-04-20,13,0,-1.3119320064000028
2011-04-21,18,0,-4.395930009600001
2011-04-22,14,2,7.483872256
2011-04-23,7,0,-9.5554799616
2011-04-24,1,0,-4.395023052800001
2011-04-25,14,0,4.0310721536
2011-04-26,13,0,4.2106988543999995
2011-04-27,13,0,4.113988915199998
2011-04-28,18,1,14.530089881599999
2011-04-29,7,7,5.002156543999998
2011-04-30,0,0,-16.4179007488
2011-05-01,4,0,4.6060829696
2011-05-02,20,0,-4.607423692800001
2011-05-03,14,0,20.7642756096
2011-05-04,7,0,-1.7773751296000029
2011-05-05,6,0,27.9282510848
2011-05-06,5,0,-11.471159193600005
2011-05-07,2,1,-16.193977856000004
2011-05-08,6,0,-7.118280089600001
2011-05-09,4,0,9.4950183936
2011-05-10,4,0,-1.0879137792000027
2011-05-11,10,0,26.46718208
2011-05-12,14,0,-6.965628518400003
2011-05-13,22,0,7.941732761600001
2011-05-14,5,0,6.550540902399998
2011-05-15,4,0,-19.086138572800003
2011-05-16,14,0,12.7483172864
2011-05-17,12,0,4.391027404799999
2011-05-18,12,0,12.2442580992
2011-05-19,5,0,8.477492735999995
2011-05-20,9,0,2.9821288447999983
2011-05-21,4,0,2.0837935103999996
2011-05-22,5,0,7.157815295999995
2011-05-23,7,0,-18.1085103104
2011-05-24,12,0,6.2457201664
2011-05-25,17,0,0.014587596799998437
2011-05-26,12,0,-9.9747648512
2011-05-27,17,0,29.90573056
2011-05-28,1,0,-21.333518438400002
2011-05-29,5,0,-10.681791692800001
2011-05-30,12,0,-3.4658750464
2011-05-31,21,2,22.7398033408
2011-06-01,16,0,12.602581094399998
2011-06-02,21,0,-2.3814187008000047
2011-06-03,16,0,-2.9008006144000014
2011-06-04,1,0,4.491713228799998
2011-06-05,2,6,-13.3324259328
2011-06-06,16,0,-2.7770130432
2011-06-07,14,0,-0.6340177919999999
2011-06-08,13,0,13.3706615808
2011-06-09,13,0,15.199986892799997
2011-06-10,14,0,4.862956543999999
2011-06-11,5,0,-11.024387584000003
2011-06-12,1,0,-5.926434816
2011-06-13,10,0,-3.9925500928
2011-06-14,20,0,27.3339643904
2011-06-15,11,0,23.636757811199995
2011-06-16,19,0,14.736470015999998
2011-06-17,15,0,1.5954890751999926
2011-06-18,3,0,-19.681386700800005
2011-06-19,7,0,5.463385292799998
2011-06-20,24,0,3.320505855999997
2011-06-21,7,0,-9.3607565312
2011-06-22,14,0,-5.279531724800002
2011-06-23,7,0,2.8836296703999977
2011-06-24,12,0,4.057551052799997
2011-06-25,3,0,-7.562453913600001
2011-06-26,1,0,-6.6384601088
2011-06-27,21,0,32.5913690112
2011-06-28,16,0,24.646338867199997
2011-06-29,19,0,1.8643773439999975
2011-06-30,14,0,6.079010406399995
2011-07-01,8,0,0.887830527999995
2011-07-02,3,0,-23.503550464000003
2011-07-03,0,0,-5.018433945600002
2011-07-04,6,0,-1.9409883136000001
2011-07-05,8,0,15.6255668224
2011-07-06,16,0,47.9484555264
2011-07-07,11,0,-14.692013056000008
2011-07-08,12,0,27.455733350399996
2011-07-09,8,0,-29.403136409600002
2011-07-10,6,0,-8.227658649600002
2011-07-11,14,0,18.8374366208
2011-07-12,24,0,22.2835692544
2011-07-13,29,1,-6.5176480768000005
2011-07-14,16,2,-5.249133363200002
2011-07-15,10,0,2.9769406463999957
2011-07-16,0,0,-15.355185766400005
