,plotly/plotly.js,apache/echarts,highcharts/highcharts
2021-05-31,21.0,3.0,18
2021-06-01,2.6999999999999993,1.0,18
2021-06-02,21.095000000000002,1.0,7
2021-06-03,4.0055,5.0,19
2021-06-04,0.6910875000000019,2.0,12
2021-06-05,-6.702587749999998,3.0,0
2021-06-06,-3.5786053624999985,0.0,0
2021-06-07,6.5218679887499995,2.0,5
2021-06-08,1.4131250591718736,0.0,7
2021-06-09,-4.259445571279688,2.0,8
2021-06-10,-2.175474950001563,4.0,16
2021-06-11,7.535479257478124,6.0,8
2021-06-12,-3.5415154861500007,3.0,0
2021-06-13,-1.455099981595312,0.0,3
2021-06-14,7.15419936125,6.0,12
2021-06-15,7.981903406609375,17.0,3
2021-06-16,3.375006730310937,5.0,18
2021-06-17,15.677971758103126,10.0,37
2021-06-18,12.01358453625,11.0,18
2021-06-19,-9.398439950890625,2.0,1
2021-06-20,-4.246720369095311,6.0,0
2021-06-21,1.3612403225000005,12.0,7
2021-06-22,4.880554354625,8.0,25
2021-06-23,4.685008369715624,4.0,20
2021-06-24,36.10080599531406,9.0,4
2021-06-25,1.3130028838249963,10.0,13
2021-06-26,2.330116400031251,3.0,0
2021-06-27,-6.983516214656248,0.0,0
2021-06-28,26.906779255000004,5.0,5
2021-06-29,9.130676930437499,4.0,3
2021-06-30,2.6168852866937513,7.0,8
2021-07-01,-10.581988030503123,5.0,3
2021-07-02,-5.607804198985937,7.0,17
2021-07-03,-3.8310766945453136,3.0,3
2021-07-04,-2.462917077178126,0.0,0
2021-07-05,5.227046709442187,4.0,20
2021-07-06,17.598505277034374,7.0,22
2021-07-07,26.89668390145625,3.0,12
2021-07-08,3.3415141573937497,9.0,8
2021-07-09,6.4906113015078155,5.0,18
2021-07-10,-10.018954249999998,2.0,1
2021-07-11,-4.989278787499998,4.0,0
2021-07-12,15.64392972125,8.0,10
2021-07-13,1.7879232963906233,13.0,7
2021-07-14,6.011981561542187,5.0,9
2021-07-15,-7.639485080935939,13.0,25
2021-07-16,-1.7906848019140629,10.0,8
2021-07-17,22.15936804002656,0.0,1
2021-07-18,-8.202569412457814,1.0,1
2021-07-19,12.976639923750003,1.0,6
2021-07-20,4.433293431453125,11.0,4
2021-07-21,3.8287004221703125,8.0,5
2021-07-22,5.25653807471875,4.0,4
2021-07-23,5.021996767973438,9.0,9
2021-07-24,-5.030660389781249,0.0,0
2021-07-25,-4.211247181856249,1.0,2
2021-07-26,3.3100211986640624,0.0,5
2021-07-27,0.47534262925156145,4.0,7
2021-07-28,20.823693012604686,3.0,6
2021-07-29,2.119057021784373,3.0,5
2021-07-30,9.087037843251563,1.0,3
2021-07-31,-8.11340760748125,5.0,7
2021-08-01,-3.7517205673249987,0.0,5
2021-08-02,-1.3411074189656245,1.0,8
2021-08-03,11.00064715440625,1.0,5
2021-08-04,11.663404596040625,4.0,5
2021-08-05,2.4591013334437495,2.0,4
2021-08-06,-3.4026246820093746,2.0,4
2021-08-07,-3.916777763810938,0.0,0
2021-08-08,-2.219741224225,0.0,0
2021-08-09,-1.4069777362499998,0.0,1
2021-08-10,37.92421406198437,0.0,6
2021-08-11,-4.564223759935938,1.0,4
2021-08-12,4.799096117957814,0.0,8
2021-08-13,1.7929429861359374,1.0,112
2021-08-14,-5.185801782624999,0.0,0
2021-08-15,-3.4801399896984364,1.0,0
2021-08-16,12.7318343625,0.0,16
2021-08-17,-0.20318607625000062,0.0,19
2021-08-18,3.2671347561406243,0.0,14
2021-08-19,-5.046002147704688,4.0,15
2021-08-20,-2.2925217333,5.0,3
2021-08-21,-1.4876274334343753,3.0,0
2021-08-22,-0.9869618733609375,8.0,0
2021-08-23,9.324610305517187,1.0,23
2021-08-24,1.461858706015624,7.0,9
2021-08-25,14.999330310914061,2.0,6
2021-08-26,7.271485786478125,2.0,12
2021-08-27,1.1022076941375003,2.0,11
2021-08-28,-5.439014999999999,3.0,0
2021-08-29,-2.777334874999999,0.0,0
2021-08-30,8.120783450000001,0.0,5
2021-08-31,12.59000743859375,0.0,11
2021-09-01,1.7298572813437492,1.0,6
2021-09-02,3.1146532995546874,5.0,13
2021-09-03,8.323441337090625,10.0,11
2021-09-04,-6.9776465193843755,0.0,0
2021-09-05,-3.2136826808624988,2.0,0
2021-09-06,-2.0472921499999996,1.0,11
2021-09-07,0.4796741660937496,5.0,9
