,nwjs/nw.js,electron/electron,AvaloniaUI/Avalonia
2022-05-01,1,-0.6007491777156245,0
2022-05-02,3,4.62447374375,4
2022-05-03,0,5.209206479921876,10
2022-05-04,0,3.9367398300390626,20
2022-05-05,0,3.92288315735,20
2022-05-06,1,6.873976884007813,23
2022-05-07,0,-1.445452795440625,1
2022-05-08,0,-0.8030879331234368,3
2022-05-09,0,4.445264341214063,12
2022-05-10,0,8.073902444921876,32
2022-05-11,0,8.525383315476562,6
2022-05-12,0,2.1935007384562493,6
2022-05-13,0,0.6116021022421876,10
2022-05-14,1,-1.0500870168046867,2
2022-05-15,2,-0.6886766327874986,13
2022-05-16,0,2.5252559062500013,11
2022-05-17,0,4.314903043671876,37
2022-05-18,0,1.041072407679688,34
2022-05-19,0,3.2475283870203127,9
2022-05-20,0,0.161063330078125,5
2022-05-21,0,-0.5413947861749996,1
2022-05-22,0,0.6628075074281254,1
2022-05-23,0,9.657525348750001,2
2022-05-24,0,2.7593730547031248,19
2022-05-25,0,4.957509684814062,40
2022-05-26,0,-0.2043301862109379,19
2022-05-27,0,0.22709359661562556,26
2022-05-28,0,-0.6161432356593742,22
2022-05-29,0,-0.41305467378593647,5
2022-05-30,11,2.680983674484376,28
2022-05-31,1,2.435791907307813,40
2022-06-01,1,6.346897282578126,29
2022-06-02,1,5.9642390030125,30
2022-06-03,0,1.7664573755187494,64
2022-06-04,0,-0.9428049155515628,11
2022-06-05,0,-0.5753726400359369,12
2022-06-06,1,3.584278123750001,8
2022-06-07,0,7.271075134703126,2
2022-06-08,0,1.7479582920953125,17
2022-06-09,2,2.0166833400328126,11
2022-06-10,2,1.0952987523890627,22
2022-06-11,0,-0.7377639067984368,8
2022-06-12,0,-0.44426610760781177,2
2022-06-13,0,7.682991365000001,1
2022-06-14,0,3.9438158904375,0
2022-06-15,2,0.9248574594812498,3
2022-06-16,7,2.191499126915625,4
2022-06-17,0,1.2261111108453129,2
2022-06-18,0,-0.668579683639062,0
2022-06-19,2,-0.4195025550718744,3
2022-06-20,0,7.694219367500001,3
2022-06-21,1,6.951985739625,20
2022-06-22,0,9.631060684634374,28
2022-06-23,0,1.1912639975390613,7
2022-06-24,0,-0.25599003661874997,26
2022-06-25,0,-0.8870671836390618,5
2022-06-26,0,-0.6088153050718734,12
2022-06-27,0,4.538182580000002,29
2022-06-28,2,9.120909038375,13
2022-06-29,0,8.4536292293375,4
2022-06-30,0,0.18861463529062417,14
2022-07-01,0,-0.17049851319218745,2
2022-07-02,0,-0.7969736206234368,9
2022-07-03,0,-0.544001415035936,10
2022-07-04,0,0.5819188937500013,30
2022-07-05,0,5.556705347421876,11
2022-07-06,0,0.06394486966406276,32
2022-07-07,0,2.386478939484375,15
2022-07-08,2,2.3491186523593752,18
2022-07-09,2,-0.6299577680874998,9
2022-07-10,0,-0.35942386503593715,6
2022-07-11,0,6.74632997875,73
2022-07-12,0,3.100369746984375,23
2022-07-13,0,3.1202612856203125,23
2022-07-14,0,2.08777144551875,7
2022-07-15,0,4.190977619667188,31
2022-07-16,0,-0.9983687466546873,2
2022-07-17,0,-0.5749476451078118,1
2022-07-18,0,0.6007415762500008,14
2022-07-19,0,6.584336223890626,17
2022-07-20,0,4.993490207685937,18
2022-07-21,0,3.8855401865437496,20
2022-07-22,0,-0.1079313304406253,37
2022-07-23,0,-0.7297923726859371,14
2022-07-24,0,-0.4794485251796867,16
2022-07-25,0,4.668259216250001,19
2022-07-26,0,10.232557488234375,19
2022-07-27,0,7.451133966354687,20
2022-07-28,9,0.2776676604046866,15
2022-07-29,8,2.86885912345625,19
2022-07-30,4,-1.105933825695312,6
2022-07-31,0,-0.6744556650359362,4
2022-08-01,2,4.499373631250001,11
2022-08-02,1,5.096786163671876,27
2022-08-03,0,10.837120002898438,29
2022-08-04,4,2.1341623624640618,19
2022-08-05,3,3.6465864161453125,10
2022-08-06,0,-0.28162970713437496,7
2022-08-07,0,-0.8830559726437489,13
2022-08-08,0,3.402008443750001,5
2022-08-09,2,3.131372607421876,23
2022-08-10,2,1.0335772042265632,17
2022-08-11,0,2.2144855310968756,10
2022-08-12,0,0.20566002375625048,7
2022-08-13,0,-0.5316476714718744,14
2022-08-14,0,-0.340502625695312,5
2022-08-15,0,7.771857312464063,12
2022-08-16,0,3.0220151879375,4
2022-08-17,0,3.09034115779375,5
2022-08-18,0,2.0928248625749997,8
2022-08-19,0,3.1841036596312504,7
2022-08-20,1,-0.8953488706234373,5
2022-08-21,0,-0.5263119525359369,7
2022-08-22,9,5.61814788,3
2022-08-23,2,3.095430410875,5
2022-08-24,0,2.07620810515,8
2022-08-25,0,6.19120219904375,0
2022-08-26,2,0.8203498658093751,2
2022-08-27,0,-0.8433203096703121,0
2022-08-28,0,-0.5285219851437495,3
2022-08-29,0,5.630802022500001,7
2022-08-30,0,0.10458704940625041,11
2022-08-31,2,4.383684956471876,10
2022-09-01,0,3.117719752059375,7
2022-09-02,0,0.10816285878281273,7
2022-09-03,1,-0.6177915937828122,0
2022-09-04,6,-0.37419903007187444,0
2022-09-05,0,1.7285420600000008,4
2022-09-06,2,2.5805568631562505,0
2022-09-07,0,6.42580529051875,20
2022-09-08,0,3.9942227848859373,32
2022-09-09,0,0.9668137890078121,9
2022-09-10,0,-0.761884723159375,8
2022-09-11,0,-0.4602106275359369,3
2022-09-12,2,3.665196820000001,5
2022-09-13,0,8.333539447718751,10
2022-09-14,2,0.6987979196312497,6
2022-09-15,0,6.107032745032813,12
2022-09-16,0,1.7420290746703122,7
2022-09-17,0,-0.983560388710937,2
2022-09-18,0,-0.5903215050718744,0
2022-09-19,0,4.5747961025000015,6
2022-09-20,0,3.1607547066875004,34
2022-09-21,1,4.092618042715626,16
2022-09-22,1,2.9656317898953124,3
2022-09-23,0,5.0406305150687505,11
2022-09-24,1,-0.17323065679843763,17
2022-09-25,0,-0.7427861201078121,14
2022-09-26,0,6.5126497187500005,28
2022-09-27,8,2.9250315874218753,21
2022-09-28,7,0.9792529540078128,16
2022-09-29,1,0.19959941477812515,6
2022-09-30,3,0.39137079525781315,10
2022-10-01,0,-0.49956623448749926,4
2022-10-02,2,-0.33138751573124925,0
2022-10-03,11,0.7799012237140631,7
2022-10-04,0,7.725543748890625,1
2022-10-05,0,3.006468625185937,6
2022-10-06,0,2.1345122550749993,16
2022-10-07,0,0.23387778566249962,6
2022-10-08,0,-0.5483839155515621,12
2022-10-09,0,-0.3636448650359368,3
2022-10-10,0,6.72865570375,26
2022-10-11,0,6.080021316984375,11
2022-10-12,0,5.8000770708390625,35
2022-10-13,0,4.633592826399999,13
2022-10-14,0,-0.33253154544062524,55
2022-10-15,0,-0.861719620623437,40
2022-10-16,0,-0.5739876900359365,15
2022-10-17,0,5.564917788750002,22
2022-10-18,0,2.0458688476406257,39
2022-10-19,0,2.131485142389063,27
2022-10-20,0,3.188505651139063,16
2022-10-21,0,1.1282294579046876,12
2022-10-22,0,-0.6841494282312497,12
2022-10-23,0,-0.40170867753593703,19
2022-10-24,0,1.7059515350000007,16
2022-10-25,2,2.5640309956562506,20
2022-10-26,4,1.4127393069875003,20
2022-10-27,3,7.483399693345312,6
2022-10-28,2,-0.1024822021703129,4
2022-10-29,0,-0.6639530361749999,3
2022-10-30,0,-0.4057969800718748,3
2022-10-31,0,0.7122930700000009,4
2022-11-01,0,2.6716617602187505,18
2022-11-02,2,-0.5341028866187498,26
2022-11-03,2,-0.3097447661390622,14
2022-11-04,0,-0.2106004054468747,15
2022-11-05,0,-0.15486338330312452,1
2022-11-06,0,-0.06991111503593728,6
2022-11-07,0,2.94942026625,13
2022-11-08,0,0.6571505982343748,16
2022-11-09,0,1.7278962084171874,25
2022-11-10,0,0.6443034423921873,50
2022-11-11,0,0.7195125,3
2022-11-12,0,-0.2710127499999999,3
2022-11-13,0,-0.17042778749999973,2
2022-11-14,0,2.8721608987500002,15
2022-11-15,0,6.597098089703125,14
2022-11-16,0,2.078768974376562,20
2022-11-17,0,0.24770881268281209,8
2022-11-18,0,0.46605278566249997,18
2022-11-19,0,0.5585450844484381,5
2022-11-20,0,-0.39618964003593693,1
2022-11-21,0,0.7320720737500006,17
2022-11-22,0,2.6888738997031254,16
2022-11-23,0,0.4796029000328127,3
2022-11-24,0,-0.3913693655484374,9
2022-11-25,0,-0.21018307937343736,5
2022-11-26,0,-0.13566511180156215,11
2022-11-27,0,-0.10014192805156219,8
2022-11-28,0,0.9249046637140628,7
2022-11-29,0,1.8439885857343752,15
2022-11-30,0,5.7068025121671875,24
2022-12-01,5,4.246735129376562,27
2022-12-02,2,-0.8560613525359381,32
2022-12-03,4,-0.4534417500000001,16
2022-12-04,3,-0.31187051249999953,7
