,apache/commons-io,google/guava,apache/commons-lang
2017-06-18,0,0.0,0
2017-06-19,0,1.0,0
2017-06-20,0,0.8,0
2017-06-21,0,0.72,0
2017-06-22,0,1.672,0
2017-06-23,0,2.4383999999999997,1
2017-06-24,0,-0.8671360000000001,0
2017-06-25,0,-0.41556480000000035,0
2017-06-26,0,4.72590848,0
2017-06-27,0,-1.2036152319999998,0
2017-06-28,0,0.43875061759999967,0
2017-06-29,0,1.4380030975999998,0
2017-06-30,0,0.25997506560000005,0
2017-07-01,0,-0.6037818368,0
2017-07-02,2,-0.3491520512000001,1
2017-07-03,0,-0.22536960000000011,0
2017-07-04,0,0.8229606400000002,0
2017-07-05,0,-0.3456670719999998,0
2017-07-06,0,5.851330048,0
2017-07-07,0,2.6938285056000004,0
2017-07-08,0,-1.3529264128,0
2017-07-09,0,-0.6460053504000005,0
2017-07-10,0,1.5859712,0
2017-07-11,0,3.29545728,0
2017-07-12,0,0.8008954880000001,1
2017-07-13,0,4.9882551296,0
2017-07-14,0,2.2267668480000005,1
2017-07-15,0,-1.6938389504,0
2017-07-16,0,-0.8680790016000004,0
2017-07-17,0,2.4397593599999996,0
2017-07-18,0,-0.02495590400000003,0
2017-07-19,0,0.21894021120000007,0
2017-07-20,0,3.3140716544,0
2017-07-21,0,0.7922281472000003,0
2017-07-22,0,-1.0105749504,0
2017-07-23,0,0.4777001983999998,0
2017-07-24,1,1.4728550399999998,1
2017-07-25,0,0.2701373440000001,0
2017-07-26,0,1.3904903167999998,0
2017-07-27,0,0.25497845760000004,0
2017-07-28,0,0.3953903616000001,3
2017-07-29,0,-0.5597536256,0
2017-07-30,0,-0.3034590208000001,0
2017-07-31,0,1.7986580479999998,0
2017-08-01,0,2.4418349056000004,0
2017-08-02,1,1.1208553472,0
2017-08-03,0,0.18539970559999996,0
2017-08-04,0,0.37254686719999985,0
2017-08-05,0,-0.5547290624000001,0
2017-08-06,0,-0.3251349504000002,0
2017-08-07,0,0.7721881599999998,0
2017-08-08,0,3.620450816,0
2017-08-09,0,-1.0279200767999996,0
2017-08-10,0,4.5284610048,0
2017-08-11,0,1.7181468672000002,0
2017-08-12,0,-1.1867930624,0
2017-08-13,0,-0.6150421504000004,0
2017-08-14,0,-0.4106419200000002,0
2017-08-15,0,2.689425408,0
2017-08-16,0,1.1512278016000004,0
2017-08-17,0,1.1642025984,0
2017-08-18,0,8.17328128,0
2017-08-19,0,-2.2623098879999994,0
2017-08-20,0,-0.9972160512000007,0
2017-08-21,0,0.3884415999999996,1
2017-08-22,0,-0.6451097600000002,0
2017-08-23,0,0.572301824,0
2017-08-24,0,-0.5318961151999999,0
2017-08-25,0,-0.31965460479999996,0
2017-08-26,0,-0.22796410879999943,0
2017-08-27,0,-0.1662529535999997,0
2017-08-28,0,0.9575372799999999,0
2017-08-29,0,0.7651834880000001,0
2017-08-30,0,-0.3093960704,0
2017-08-31,0,0.8576122879999999,0
2017-09-01,0,2.7059306496,0
2017-09-02,0,-0.739136,0
2017-09-03,0,-0.3339648000000003,0
2017-09-04,0,-0.21495552000000012,0
2017-09-05,0,0.8423495679999999,0
2017-09-06,0,-0.3238938623999999,0
2017-09-07,1,1.8293175296,0
2017-09-08,0,0.4868321280000001,4
2017-09-09,0,-0.4492324863999999,2
2017-09-10,0,-0.23894405120000006,0
2017-09-11,0,2.8643712,0
2017-09-12,0,3.29840128,0
2017-09-13,0,0.8792186879999999,0
2017-09-14,1,1.0692484095999997,0
2017-09-15,1,-0.8985021440000001,0
2017-09-16,0,-0.5063344128000002,0
2017-09-17,0,-0.3390997504000002,0
2017-09-18,0,3.74923264,0
2017-09-19,0,3.997200384,0
2017-09-20,0,-1.4896699391999997,1
2017-09-21,0,1.2954937343999997,1
2017-09-22,0,1.1718858752,0
2017-09-23,0,-0.8550827008000002,0
2017-09-24,0,-0.46539520000000034,0
