,gabime/spdlog,google/glog,abumq/easyloggingpp
2014-01-25,7.0,0,0
2014-01-26,0.8999999999999995,0,0
2014-01-27,10.365,0,0
2014-01-28,-4.3315,0,0
2014-01-29,0.28036250000000096,0,0
2014-01-30,-1.6425292499999997,0,0
2014-01-31,1.0559232125000002,0,3
2014-02-01,3.72181349625,0,0
2014-02-02,-2.237704188609375,0,0
2014-02-03,-0.07364182792656249,0,2
2014-02-04,-0.955657565885938,0,0
2014-02-05,2.4338314937062497,0,0
2014-02-06,-1.18641640853125,0,0
2014-02-07,-0.5366481864656247,0,0
2014-02-08,1.6652399477187498,0,0
2014-02-09,-0.8503187727937503,0,0
2014-02-10,-0.38603508991406243,0,5
2014-02-11,0.795280695734375,0,0
2014-02-12,1.5492197655171873,0,0
2014-02-13,-0.8120706502968751,0,0
2014-02-14,-0.3568119646984374,0,0
2014-02-15,-0.19707704749999994,0,0
2014-02-16,-0.14179868353125008,0,0
2014-02-17,-0.10988818896562504,0,6
2014-02-18,-0.06551899875,0,5
2014-02-19,-0.053791264265625055,0,0
2014-02-20,1.9546631532359373,0,1
2014-02-21,1.3728331735343748,0,0
2014-02-22,2.19,0,16
2014-02-23,-1.2289999999999999,0,2
2014-02-24,-0.5143249999999997,0,2
2014-02-25,-0.31826549999999987,0,3
2014-02-26,-0.22648972499999998,0,0
2014-02-27,-0.1736370225,0,0
2014-02-28,-0.1395105685312501,0,6
2014-03-01,2.8842079187531247,1,0
2014-03-02,2.0252030232375,1,0
2014-03-03,2.7442497603015625,0,0
2014-03-04,-0.6934999999999998,0,2
2014-03-05,-0.018987499999999713,1,0
2014-03-06,3.1473517500000003,0,0
2014-03-07,-1.6841533375,0,0
2014-03-08,2.2347420912500002,0,0
2014-03-09,-1.4055081715468751,0,0
2014-03-10,-0.6928605974953125,0,0
2014-03-11,-0.44387624301093764,0,0
2014-03-12,-0.3027785934468751,0,0
2014-03-13,-0.19444997499843758,0,1
2014-03-14,0.8530671322046873,0,0
2014-03-15,0.5887945258187499,0,0
2014-03-16,1.547369849703125,0,0
2014-03-17,1.1947497603015624,0,0
2014-03-18,0.09033750000000007,0,0
2014-03-19,-0.6988827499999999,0,4
2014-03-20,2.6426738875,0,11
2014-03-21,-1.1415036362500002,0,21
2014-03-22,7.504001284484375,0,0
2014-03-23,-2.722156652498438,0,1
2014-03-24,-1.067019756764062,0,8
2014-03-25,-0.6430382837468749,0,1
2014-03-26,-0.43418613073125006,0,37
2014-03-27,-0.3082172344828125,0,6
2014-03-28,13.766122949703124,0,14
2014-03-29,-1.3924084296984383,0,3
2014-03-30,10.502986265875,0,4
2014-03-31,-5.1566673058625,0,25
2014-04-01,-2.105774999999999,0,38
2014-04-02,-1.3100709999999995,0,7
2014-04-03,-0.9372053249999999,0,12
2014-04-04,-0.72160767,0,3
2014-04-05,-0.5817970684687506,0,0
2014-04-06,-0.4842424943062505,0,6
2014-04-07,-0.24714755765156315,0,0
2014-04-08,-0.1765843720265628,0,5
2014-04-09,0.0,0,5
2014-04-10,0.0,0,0
2014-04-11,0.0,0,0
2014-04-12,0.0,0,1
2014-04-13,0.0,0,11
2014-04-14,0.0,0,0
2014-04-15,0.0,0,0
2014-04-16,0.0,0,16
2014-04-17,0.0,0,27
2014-04-18,0.0,0,0
2014-04-19,0.0,0,0
2014-04-20,0.0,0,0
2014-04-21,0.0,0,0
2014-04-22,0.0,0,2
2014-04-23,0.0,0,0
2014-04-24,0.0,0,0
2014-04-25,0.0,0,3
2014-04-26,0.0,0,0
2014-04-27,0.0,0,0
2014-04-28,0.0,0,0
2014-04-29,0.0,0,0
2014-04-30,0.0,0,0
2014-05-01,0.0,0,0
2014-05-02,0.0,0,0
2014-05-03,0.0,0,0
2014-05-04,0.0,0,0
2014-05-05,0.0,0,0
2014-05-06,2.0,0,0
2014-05-07,0.3999999999999999,0,0
2014-05-08,-0.5099999999999999,0,0
2014-05-09,5.776,0,0
2014-05-10,0.060174999999999645,0,0
2014-05-11,4.670397,0,0
2014-05-12,-1.4432819749999997,0,0
2014-05-13,-1.3511704099999995,0,0
2014-05-14,-0.7713572072812498,0,0
2014-05-15,-0.54264421823125,0,0
2014-05-16,-0.3923727807328125,0,0
2014-05-17,-0.30258027309375024,0,0
2014-05-18,-0.2502784179281252,0,0
2014-05-19,-0.1413844008093753,0,0
2014-05-20,-0.09737719616250019,0,0
2014-05-21,-0.013583413232812524,0,0
2014-05-22,0.0,0,0
2014-05-23,0.0,0,0
2014-05-24,0.0,0,0
2014-05-25,0.0,0,0
2014-05-26,0.0,0,0
2014-05-27,0.0,0,0
2014-05-28,0.0,0,0
2014-05-29,0.0,0,0
2014-05-30,0.0,0,0
2014-05-31,0.0,0,0
2014-06-01,0.0,0,0
2014-06-02,0.0,0,0
2014-06-03,0.0,0,0
2014-06-04,0.0,0,0
2014-06-05,0.0,0,0
2014-06-06,0.0,0,0
2014-06-07,0.0,0,0
2014-06-08,0.0,0,0
2014-06-09,0.0,0,0
2014-06-10,0.0,0,0
2014-06-11,0.0,0,0
2014-06-12,0.0,0,0
2014-06-13,0.0,0,0
2014-06-14,0.0,0,0
2014-06-15,0.0,0,0
2014-06-16,0.0,0,0
2014-06-17,0.0,0,3
2014-06-18,0.0,0,0
2014-06-19,0.0,0,0
2014-06-20,0.0,0,0
2014-06-21,0.0,0,6
2014-06-22,0.0,0,0
2014-06-23,0.0,0,7
2014-06-24,0.0,0,0
2014-06-25,0.0,0,0
2014-06-26,0.0,0,0
2014-06-27,0.0,0,0
2014-06-28,0.0,0,0
2014-06-29,0.0,0,0
2014-06-30,0.0,0,0
2014-07-01,0.0,0,0
2014-07-02,0.0,0,0
2014-07-03,0.0,0,0
2014-07-04,0.0,0,0
2014-07-05,0.0,0,0
2014-07-06,0.0,0,0
2014-07-07,0.0,0,0
2014-07-08,0.0,0,0
2014-07-09,0.0,0,0
2014-07-10,0.0,0,0
2014-07-11,0.0,0,0
2014-07-12,0.0,0,0
2014-07-13,0.0,0,0
2014-07-14,0.0,0,0
2014-07-15,0.0,0,0
2014-07-16,0.0,0,0
2014-07-17,0.0,0,0
2014-07-18,0.0,0,0
2014-07-19,0.0,0,0
2014-07-20,0.0,0,0
2014-07-21,0.0,0,0
2014-07-22,0.0,0,0
2014-07-23,0.0,0,0
2014-07-24,0.0,0,0
2014-07-25,0.0,0,0
2014-07-26,0.0,0,0
2014-07-27,0.0,0,3
2014-07-28,0.0,0,0
2014-07-29,0.0,0,0
2014-07-30,0.0,0,0
2014-07-31,0.0,0,0
2014-08-01,0.0,0,0
2014-08-02,0.0,0,0
2014-08-03,0.0,0,0
2014-08-04,0.0,0,4
2014-08-05,0.0,0,1
2014-08-06,0.0,0,7
2014-08-07,0.0,0,0
2014-08-08,0.0,0,0
2014-08-09,0.0,0,0
2014-08-10,0.0,0,0
2014-08-11,1.0,0,1
2014-08-12,-0.30000000000000004,0,0
2014-08-13,-0.10499999999999993,0,0
2014-08-14,-0.05949999999999997,0,0
2014-08-15,-0.0401625,0,0
2014-08-16,-0.029720249999999997,0,0
2014-08-17,-0.023280862499999996,0,0
2014-08-18,-0.018957273750000003,0,1
2014-08-19,-0.015876716765625045,1,0
2014-08-20,-0.013583413232812524,0,0
2014-08-21,0.0,0,0
2014-08-22,0.0,0,0
2014-08-23,0.0,0,0
2014-08-24,0.0,0,0
2014-08-25,0.0,0,3
2014-08-26,0.0,0,0
2014-08-27,0.0,0,0
2014-08-28,0.0,0,15
2014-08-29,0.0,0,14
2014-08-30,0.0,0,2
2014-08-31,0.0,0,0
2014-09-01,1.0,0,0
2014-09-02,-0.30000000000000004,0,0
2014-09-03,-0.10499999999999993,0,0
2014-09-04,-0.05949999999999997,0,0
2014-09-05,-0.0401625,0,0
2014-09-06,-0.029720249999999997,0,0
2014-09-07,-0.023280862499999996,0,0
2014-09-08,-0.018957273750000003,0,0
2014-09-09,-0.015876716765625045,0,0
2014-09-10,-0.013583413232812524,0,3
