,python/cpython,JuliaLang/julia,rust-lang/rust
2010-06-16,24,1,1.0
2010-06-17,25,0,-0.5
2010-06-18,12,1,-0.125
2010-06-19,3,0,-0.0625
2010-06-20,7,0,-0.0390625
2010-06-21,16,1,-0.02734375
2010-06-22,25,2,-0.0205078125
2010-06-23,11,1,-0.01611328125
2010-06-24,16,2,14.986907958984375
2010-06-25,21,1,10.489089965820312
2010-06-26,25,0,2.125
2010-06-27,52,1,-7.6875
2010-06-28,33,0,1.6640625
2010-06-29,28,0,10.82421875
2010-06-30,22,1,13.8173828125
2010-07-01,12,0,9.58056640625
2010-07-02,29,1,35.457916259765625
2010-07-03,57,1,-25.563858032226562
2010-07-04,36,5,0.4156494140625
2010-07-05,26,1,0.5868682861328125
2010-07-06,14,7,-10.791778564453125
2010-07-07,20,6,-3.522003173828125
2010-07-08,19,2,2.658203125
2010-07-09,34,1,-2.016387939453125
2010-07-10,22,0,-5.5149688720703125
2010-07-11,45,0,1.5205535888671875
2010-07-12,17,0,5.7667083740234375
2010-07-13,12,2,7.156158447265625
2010-07-14,30,0,-6.403045654296875
2010-07-15,2,3,14.36370849609375
2010-07-16,7,2,12.258529663085938
2010-07-17,17,5,-12.863677978515625
2010-07-18,19,14,0.2628326416015625
2010-07-19,25,7,6.0906982421875
2010-07-20,7,7,8.322418212890625
2010-07-21,19,0,-2.7517852783203125
2010-07-22,5,0,2.4062042236328125
2010-07-23,49,0,3.010589599609375
2010-07-24,17,0,-9.58245849609375
2010-07-25,15,3,-3.6237945556640625
2010-07-26,16,6,10.931854248046875
2010-07-27,21,3,-6.950592041015625
2010-07-28,20,1,2.822784423828125
2010-07-29,25,2,27.335861206054688
2010-07-30,38,4,-17.755874633789062
2010-07-31,54,4,-4.0466461181640625
2010-08-01,133,4,-3.15924072265625
2010-08-02,109,5,-0.76904296875
2010-08-03,73,10,0.253143310546875
2010-08-04,44,2,13.928085327148438
2010-08-05,7,1,0.0550689697265625
2010-08-06,24,1,-2.168975830078125
2010-08-07,22,0,4.904296875
2010-08-08,51,0,-5.900787353515625
2010-08-09,45,7,15.080398559570312
2010-08-10,14,2,-3.564849853515625
2010-08-11,14,5,5.1806793212890625
2010-08-12,11,8,-0.791351318359375
2010-08-13,23,0,-3.246002197265625
2010-08-14,62,2,-4.8609161376953125
2010-08-15,30,0,-2.2308807373046875
2010-08-16,35,3,1.5535888671875
2010-08-17,48,5,0.5195465087890625
2010-08-18,24,6,20.37017822265625
2010-08-19,26,1,-8.506912231445312
2010-08-20,6,3,16.52020263671875
2010-08-21,24,1,-12.2763671875
2010-08-22,22,0,-4.58563232421875
2010-08-23,18,4,-2.39501953125
2010-08-24,14,3,11.409454345703125
2010-08-25,13,0,8.334732055664062
2010-08-26,6,7,1.4981842041015625
2010-08-27,0,8,4.5092010498046875
2010-08-28,13,13,-7.3555908203125
2010-08-29,5,4,-5.23358154296875
2010-08-30,17,6,-2.4337615966796875
2010-08-31,8,4,3.39990234375
2010-09-01,39,0,-2.674102783203125
2010-09-02,11,0,-2.0388031005859375
2010-09-03,39,0,2.9437255859375
2010-09-04,26,0,-2.620361328125
2010-09-05,31,4,-0.8677978515625
2010-09-06,29,0,-0.4126129150390625
2010-09-07,40,0,3.74267578125
2010-09-08,25,0,12.809051513671875
2010-09-09,20,4,-4.1496734619140625
2010-09-10,40,3,-1.2003631591796875
2010-09-11,26,1,-3.1461181640625
2010-09-12,28,1,-0.36395263671875
2010-09-13,39,0,-0.3359375
2010-09-14,29,2,3.7763671875
2010-09-15,19,2,0.8543701171875
2010-09-16,8,2,12.907440185546875
2010-09-17,16,1,-9.143264770507812
2010-09-18,19,8,-2.576080322265625
2010-09-19,23,0,-1.3623199462890625
2010-09-20,20,0,0.133880615234375
2010-09-21,32,2,10.875900268554688
2010-09-22,4,0,1.4060516357421875
2010-09-23,21,1,-1.9272308349609375
2010-09-24,13,1,3.95782470703125
2010-09-25,14,4,-5.670654296875
2010-09-26,6,9,-1.9111328125
2010-09-27,16,14,1.86279296875
2010-09-28,31,19,2.707611083984375
2010-09-29,29,16,-2.4727020263671875
2010-09-30,3,12,3.22332763671875
2010-10-01,16,5,-1.3232421875
2010-10-02,20,8,-1.11322021484375
2010-10-03,15,10,-1.3870849609375
2010-10-04,12,7,0.37646484375
2010-10-05,11,7,1.082305908203125
2010-10-06,51,0,3.5644073486328125
2010-10-07,16,0,-0.0290679931640625
2010-10-08,14,4,3.5818328857421875
2010-10-09,12,5,5.1101837158203125
2010-10-10,17,10,-3.742919921875
2010-10-11,4,9,-0.8219451904296875
2010-10-12,18,4,8.723236083984375
2010-10-13,45,3,0.4301910400390625
2010-10-14,61,1,2.4171142578125
2010-10-15,43,1,-4.0703887939453125
2010-10-16,30,4,-2.2191925048828125
2010-10-17,89,10,-2.08074951171875
2010-10-18,30,1,7.8639068603515625
2010-10-19,17,1,-0.228179931640625
2010-10-20,17,0,-0.16143798828125
2010-10-21,18,0,11.403579711914062
2010-10-22,13,1,3.1020965576171875
2010-10-23,14,19,-0.69598388671875
2010-10-24,17,15,-6.949951171875
2010-10-25,11,4,-2.7037811279296875
2010-10-26,9,8,3.340667724609375
2010-10-27,22,3,-1.6763458251953125
2010-10-28,19,3,5.5615386962890625
2010-10-29,55,1,-5.159942626953125
2010-10-30,37,1,-1.7699737548828125
2010-10-31,68,1,-0.95050048828125
2010-11-01,30,9,-0.5570068359375
2010-11-02,26,3,1.65966796875
2010-11-03,14,1,7.738250732421875
2010-11-04,27,1,-1.9596405029296875
2010-11-05,48,10,5.123443603515625
2010-11-06,49,7,3.8970947265625
2010-11-07,28,9,-6.09375
2010-11-08,23,6,-0.029296875
2010-11-09,33,18,-0.173828125
2010-11-10,17,7,-1.05303955078125
2010-11-11,10,4,0.52685546875
2010-11-12,21,1,1.2209320068359375
2010-11-13,18,1,-1.2277984619140625
2010-11-14,6,2,5.660125732421875
2010-11-15,1,0,-3.0894012451171875
2010-11-16,11,3,-0.68829345703125
2010-11-17,9,1,-1.288726806640625
2010-11-18,24,1,0.383056640625
2010-11-19,6,7,3.1010894775390625
2010-11-20,84,13,2.58782958984375
2010-11-21,29,18,2.7310333251953125
2010-11-22,43,7,1.9467620849609375
2010-11-23,14,0,2.6483306884765625
2010-11-24,15,7,-0.9741973876953125
2010-11-25,9,9,6.2698516845703125
2010-11-26,59,5,3.483978271484375
2010-11-27,17,2,-5.2043914794921875
2010-11-28,7,8,-3.551483154296875
2010-11-29,15,4,3.2516632080078125
2010-11-30,34,5,2.372100830078125
2010-12-01,14,4,1.5968017578125
2010-12-02,23,4,3.3878631591796875
2010-12-03,54,2,8.302978515625
2010-12-04,64,3,-4.018341064453125
2010-12-05,23,3,-5.386260986328125
2010-12-06,10,1,-1.201995849609375
2010-12-07,20,6,7.136688232421875
2010-12-08,14,0,-0.5969696044921875
2010-12-09,12,0,7.615753173828125
2010-12-10,12,0,2.275115966796875
2010-12-11,13,0,3.45745849609375
2010-12-12,28,0,-4.18011474609375
2010-12-13,14,3,4.1392974853515625
2010-12-14,33,1,0.333099365234375
2010-12-15,36,0,6.9664764404296875
2010-12-16,33,1,1.0433807373046875
2010-12-17,22,6,-3.1218109130859375
2010-12-18,34,3,0.3968505859375
2010-12-19,17,14,-5.45135498046875
2010-12-20,6,7,4.7304534912109375
2010-12-21,19,7,2.115386962890625
2010-12-22,9,2,0.6495208740234375
2010-12-23,21,5,-2.9868011474609375
2010-12-24,20,13,-0.9373016357421875
2010-12-25,2,9,1.638916015625
2010-12-26,15,0,-3.0774383544921875
2010-12-27,17,2,-1.188995361328125
2010-12-28,42,7,-0.710296630859375
2010-12-29,11,2,0.4833526611328125
2010-12-30,16,0,6.1624603271484375
2010-12-31,6,0,13.169097900390625
2011-01-01,15,1,-8.549957275390625
2011-01-02,29,4,-3.175750732421875
2011-01-03,51,2,7.46807861328125
2011-01-04,30,6,8.5615234375
2011-01-05,31,21,-4.78857421875
2011-01-06,33,14,1.185638427734375
2011-01-07,23,11,-0.1235504150390625
2011-01-08,26,26,-2.6080169677734375
2011-01-09,25,5,-2.9221954345703125
2011-01-10,19,1,10.650711059570312
2011-01-11,22,9,-1.909820556640625
2011-01-12,31,4,5.3161773681640625
2011-01-13,10,7,-5.834014892578125
2011-01-14,12,2,4.2249755859375
2011-01-15,32,6,-2.93658447265625
2011-01-16,17,11,-2.7916717529296875
2011-01-17,21,2,5.682281494140625
2011-01-18,17,7,2.6314697265625
2011-01-19,13,14,-0.022552490234375
2011-01-20,14,6,2.7876739501953125
2011-01-21,8,6,2.8880615234375
2011-01-22,5,12,-3.7871246337890625
2011-01-23,9,11,-3.0703277587890625
2011-01-24,22,8,3.561676025390625
2011-01-25,14,6,0.564117431640625
2011-01-26,10,5,2.6859893798828125
2011-01-27,10,0,6.7141265869140625
2011-01-28,3,1,-0.0114288330078125
2011-01-29,17,5,-5.7563018798828125
2011-01-30,19,13,0.87774658203125
2011-01-31,14,0,1.284332275390625
2011-02-01,4,1,1.797821044921875
2011-02-02,10,10,5.1919097900390625
2011-02-03,5,7,-2.9351806640625
2011-02-04,7,2,-1.498046875
2011-02-05,18,2,-2.5153656005859375
2011-02-06,3,1,-1.1325225830078125
2011-02-07,18,1,4.305450439453125
2011-02-08,0,1,-2.0103912353515625
2011-02-09,3,1,8.504669189453125
2011-02-10,4,2,4.3007659912109375
2011-02-11,19,1,2.3224945068359375
2011-02-12,4,0,-6.6096954345703125
2011-02-13,4,2,-2.292327880859375
2011-02-14,5,1,3.67236328125
2011-02-15,8,0,7.588348388671875
2011-02-16,0,1,0.1950531005859375
2011-02-17,2,5,-4.6750335693359375
2011-02-18,3,1,0.357147216796875
2011-02-19,6,9,1.1441650390625
2011-02-20,10,2,-3.2124481201171875
2011-02-21,32,0,-0.22412109375
2011-02-22,29,0,2.719207763671875
2011-02-23,16,4,9.304855346679688
2011-02-24,16,0,1.0388336181640625
2011-02-25,60,2,5.9911041259765625
2011-02-26,40,2,-2.0482330322265625
2011-02-27,6,1,-5.6837310791015625
2011-02-28,10,1,-0.28240966796875
2011-03-01,11,3,6.613861083984375
2011-03-02,10,5,21.266799926757812
2011-03-03,18,3,0.51019287109375
2011-03-04,9,3,-0.56768798828125
2011-03-05,26,3,-7.434814453125
2011-03-06,42,1,0.44873046875
2011-03-07,15,3,12.229461669921875
2011-03-08,17,2,5.43133544921875
2011-03-09,8,0,10.52685546875
2011-03-10,21,1,1.9780120849609375
2011-03-11,23,0,2.4363861083984375
2011-03-12,23,4,-9.8468017578125
2011-03-13,21,4,-5.249298095703125
2011-03-14,69,4,22.355514526367188
2011-03-15,97,1,-4.202972412109375
2011-03-16,52,1,3.72021484375
2011-03-17,38,0,-3.0002593994140625
2011-03-18,4,0,14.923080444335938
2011-03-19,28,2,-0.7939453125
2011-03-20,55,0,0.1996612548828125
2011-03-21,40,2,20.6123046875
2011-03-22,32,2,8.37762451171875
2011-03-23,36,4,2.5673675537109375
2011-03-24,27,4,-2.507476806640625
2011-03-25,31,3,14.106216430664062
2011-03-26,53,0,-15.553512573242188
2011-03-27,22,0,0.133087158203125
2011-03-28,15,1,-2.8895111083984375
2011-03-29,20,1,8.093032836914062
2011-03-30,14,1,-0.706329345703125
2011-03-31,23,1,12.261489868164062
2011-04-01,11,0,10.233367919921875
2011-04-02,0,0,-12.408309936523438
2011-04-03,21,0,0.631744384765625
2011-04-04,22,1,-8.28857421875
2011-04-05,13,4,3.4857025146484375
2011-04-06,18,4,-0.670196533203125
2011-04-07,14,2,16.136428833007812
2011-04-08,16,0,9.463470458984375
2011-04-09,19,5,-12.857925415039062
2011-04-10,11,21,-5.746978759765625
2011-04-11,23,20,3.287506103515625
2011-04-12,30,2,12.3133544921875
2011-04-13,45,0,3.6529083251953125
2011-04-14,15,1,1.69940185546875
2011-04-15,37,4,-6.586395263671875
2011-04-16,27,6,0.9329833984375
2011-04-17,6,9,1.6595001220703125
2011-04-18,24,6,7.4292755126953125
2011-04-19,24,0,12.350570678710938
2011-04-20,53,0,0.5468597412109375
2011-04-21,23,5,-3.31317138671875
2011-04-22,3,6,7.9425201416015625
2011-04-23,6,10,-8.275741577148438
2011-04-24,20,19,-4.426300048828125
2011-04-25,18,6,3.8179168701171875
2011-04-26,28,10,4.65716552734375
2011-04-27,32,3,4.886871337890625
2011-04-28,30,0,15.5074462890625
2011-04-29,19,0,7.1828765869140625
2011-04-30,32,3,-14.512161254882812
2011-05-01,29,3,4.3197784423828125
2011-05-02,30,4,-3.94384765625
2011-05-03,21,5,20.847564697265625
2011-05-04,24,11,0.527008056640625
2011-05-05,29,10,29.163406372070312
2011-05-06,16,7,-7.6893463134765625
2011-05-07,54,5,-14.960586547851562
2011-05-08,17,0,-7.5217437744140625
2011-05-09,54,8,8.99285888671875
2011-05-10,29,1,-0.1996307373046875
2011-05-11,16,0,26.986984252929688
2011-05-12,14,11,-3.8457489013671875
2011-05-13,16,3,9.184677124023438
2011-05-14,52,15,8.439834594726562
2011-05-15,23,1,-16.979476928710938
2011-05-16,15,2,12.398513793945312
2011-05-17,17,5,5.8751373291015625
2011-05-18,11,1,13.716339111328125
2011-05-19,25,8,10.823883056640625
2011-05-20,20,0,5.4501953125
2011-05-21,23,3,4.210205078125
2011-05-22,17,0,9.023666381835938
2011-05-23,45,1,-15.860702514648438
2011-05-24,39,2,6.1684112548828125
2011-05-25,38,1,1.0711517333984375
2011-05-26,24,5,-9.056442260742188
2011-05-27,17,1,29.760101318359375
2011-05-28,30,7,-18.073028564453125
2011-05-29,36,4,-10.767044067382812
2011-05-30,28,4,-4.1056976318359375
2011-05-31,28,2,22.339767456054688
2011-06-01,32,2,14.841217041015625
2011-06-02,7,2,0.1970977783203125
2011-06-03,26,10,-1.4295501708984375
2011-06-04,19,5,5.4093017578125
