,python/cpython,JuliaLang/julia,rust-lang/rust
2011-06-05,18,3,-12.032363891601562
2011-06-06,27,10,-3.028839111328125
2011-06-07,13,5,-0.742584228515625
2011-06-08,12,6,13.415298461914062
2011-06-09,26,20,16.681976318359375
2011-06-10,29,10,7.353729248046875
2011-06-11,26,17,-8.899444580078125
2011-06-12,4,9,-5.4841766357421875
2011-06-13,6,13,-3.9409027099609375
2011-06-14,4,23,27.261093139648438
2011-06-15,3,14,26.513458251953125
