,ruby/ruby,python/cpython,php/php-src
2020-01-05,10,12.0,3
2020-01-06,13,7.799999999999999,24
2020-01-07,1,5.559999999999999,11
2020-01-08,11,3.552999999999999,18
2020-01-09,10,8.68055,15
2020-01-10,12,3.1961365,12
2020-01-11,7,2.459867600000001,2
2020-01-12,13,8.6222877825,0
2020-01-13,7,9.0834941400625,17
2020-01-14,6,9.741153016178124,6
2020-01-15,6,6.527109779817187,2
2020-01-16,10,1.6920274421703132,6
2020-01-17,18,2.2187510759140636,12
2020-01-18,6,-0.5695592504374982,1
2020-01-19,9,0.8906498852578144,2
2020-01-20,6,5.004045900950001,14
2020-01-21,13,7.693560563968751,29
2020-01-22,8,7.328172049667188,19
2020-01-23,13,8.182634367428125,23
2020-01-24,10,10.010891777614063,26
2020-01-25,7,7.7015506165437495,7
2020-01-26,6,-0.3003364406593749,5
2020-01-27,8,14.443768481432814,9
2020-01-28,52,7.323373538084375,27
2020-01-29,5,5.455002676393751,26
2020-01-30,11,12.660921897535939,32
2020-01-31,10,0.05614921702031328,16
2020-02-01,15,3.9964377309531267,3
2020-02-02,2,1.0817835469125014,1
2020-02-03,12,5.493384083609377,34
2020-02-04,7,3.3041374741781264,12
2020-02-05,3,15.410930221768751,7
2020-02-06,20,6.350385489265625,15
2020-02-07,10,14.676543570728125,17
2020-02-08,5,-1.0663656920859381,8
2020-02-09,23,-0.8613678619515612,1
2020-02-10,8,11.642988759487501,15
2020-02-11,13,4.730289307532814,17
2020-02-12,23,11.957505768420313,5
2020-02-13,21,5.3333509373046875,11
2020-02-14,8,2.6419585784984383,5
2020-02-15,11,-1.8867556490890616,1
2020-02-16,13,0.8007907721078145,5
2020-02-17,9,7.0038473431625015,42
2020-02-18,4,5.483042529510939,17
2020-02-19,9,1.365645128423438,4
2020-02-20,14,2.768367017529688,5
2020-02-21,14,7.818367579121876,13
2020-02-22,12,0.4195720896343753,1
2020-02-23,6,1.936717494820313,8
2020-02-24,4,6.02247946646875,14
2020-02-25,11,2.647084379553126,14
2020-02-26,23,6.793026099853126,7
2020-02-27,7,1.4759491957015625,18
2020-02-28,13,4.843375149079688,38
2020-02-29,13,7.660149092715625,0
2020-03-01,1,4.294591524895313,0
2020-03-02,23,12.45727193213125,19
2020-03-03,9,7.659329116282812,15
2020-03-04,19,6.691036172685938,8
2020-03-05,8,1.7595791719812501,5
2020-03-06,10,12.243108450665627,17
2020-03-07,9,5.469818723048438,1
2020-03-08,6,5.721531715143751,0
2020-03-09,9,18.793367826582813,13
2020-03-10,16,5.544513427565625,7
2020-03-11,8,15.170307118090626,8
2020-03-12,8,5.5035196975,18
2020-03-13,6,7.096182727614064,8
2020-03-14,3,8.195988287637501,0
2020-03-15,13,3.1172419778718767,3
2020-03-16,7,5.6487729418375014,20
2020-03-17,7,11.659939365134377,38
2020-03-18,1,8.099909634604689,20
2020-03-19,6,5.261458051645313,7
2020-03-20,0,5.550986237212501,20
2020-03-21,8,-0.26398453672968625,1
2020-03-22,15,2.3979797539687517,0
2020-03-23,6,8.516600749010939,29
2020-03-24,13,9.041732495659376,4
2020-03-25,5,8.73726703874375,15
2020-03-26,19,7.588235451325,11
2020-03-27,7,4.636400522979688,3
2020-03-28,16,-0.07052776691249907,0
2020-03-29,3,0.5331058936812516,6
2020-03-30,15,6.815800692865627,27
2020-03-31,5,13.35110366345,28
2020-04-01,11,8.48596699771875,17
2020-04-02,15,9.522731628932812,22
2020-04-03,11,5.387916093198437,19
2020-04-04,7,4.708150366031251,8
2020-04-05,11,-0.07645083628281135,3
2020-04-06,11,2.5096516613968767,7
2020-04-07,8,9.547267209553127,16
2020-04-08,21,5.898738175728126,16
2020-04-09,9,0.9672030637890634,23
2020-04-10,25,4.523525708417188,10
2020-04-11,9,3.4639328666937512,6
2020-04-12,9,5.592911296103126,4
2020-04-13,9,9.445992983717188,3
2020-04-14,9,17.987777034115624,54
2020-04-15,12,11.838404539184374,20
2020-04-16,14,1.7800917042296867,14
2020-04-17,12,12.686627250665627,7
2020-04-18,18,5.026756745548439,6
2020-04-19,6,3.4295548084562517,4
2020-04-20,10,3.773192887460939,23
2020-04-21,18,2.9281312265765647,11
2020-04-22,10,11.13597960554219,18
2020-04-23,11,12.486690585296877,14
2020-04-24,13,5.106298603132813,19
2020-04-25,7,3.6012463970859376,2
2020-04-26,12,0.9152402053359383,5
2020-04-27,4,13.425571811618752,30
2020-04-28,11,10.452571112940625,23
2020-04-29,11,25.24670808095625,23
2020-04-30,6,6.590728124367186,9
2020-05-01,24,18.49078082679844,9
2020-05-02,13,3.6880587428359366,7
2020-05-03,15,2.7531202753687523,1
2020-05-04,8,12.317833839487502,24
2020-05-05,8,17.688665095907815,7
2020-05-06,13,7.828355010257814,21
2020-05-07,54,6.3858982188453135,25
2020-05-08,73,3.7650852683218767,6
2020-05-09,13,-0.6382756592390599,2
2020-05-10,16,6.088284625084378,0
2020-05-11,16,4.943065595368752,26
2020-05-12,31,10.992365418300002,35
2020-05-13,15,11.411195908632813,26
2020-05-14,15,9.123699790557813,19
2020-05-15,8,15.2254792406625,19
2020-05-16,3,13.60112004103125,12
2020-05-17,9,7.390394998717188,10
2020-05-18,13,26.806309254553128,15
2020-05-19,4,11.992518762353125,15
2020-05-20,8,1.4987000655453135,50
2020-05-21,8,7.665545704814065,2
2020-05-22,19,6.692496313309379,19
2020-05-23,22,2.892844161537503,0
2020-05-24,10,6.407808549337503,1
2020-05-25,11,12.416414963717191,13
2020-05-26,16,11.893089070385939,30
2020-05-27,15,13.657386287656252,20
2020-05-28,8,13.460995845045312,22
2020-05-29,16,2.3069581541125004,9
2020-05-30,5,1.225720451948439,3
2020-05-31,7,2.8138143927968775,7
2020-06-01,6,10.023409186393753,5
2020-06-02,8,7.453766225692189,11
2020-06-03,19,3.4562949679765635,13
2020-06-04,94,9.884011479445313,19
2020-06-05,18,10.491814208123438,20
2020-06-06,7,2.278598781295313,3
2020-06-07,6,2.985778501471876,13
2020-06-08,8,16.213668044778125,19
2020-06-09,42,0.023763443632813352,25
2020-06-10,13,14.013694061912501,21
2020-06-11,23,11.122474829046876,2
2020-06-12,10,6.966750264846876,20
2020-06-13,6,3.2154581566156253,4
2020-06-14,10,0.7226383957046889,0
2020-06-15,19,13.26884860224219,6
2020-06-16,13,4.303643314289064,18
2020-06-17,17,10.71270590030625,18
2020-06-18,84,2.333590561642188,39
2020-06-19,17,5.898965189706251,15
2020-06-20,13,5.898795969340626,1
2020-06-21,14,3.943960570296876,3
2020-06-22,16,9.1615321644875,8
2020-06-23,11,18.738632960907815,32
2020-06-24,15,5.5367769071015625,37
2020-06-25,9,15.244646381795313,16
2020-06-26,10,-1.4785603180453126,12
2020-06-27,22,4.836040838195315,0
2020-06-28,4,4.817504110587501,4
2020-06-29,112,6.887990630368753,19
2020-06-30,6,9.747003207862502,28
2020-07-01,14,3.3885475575265636,6
2020-07-02,3,0.8575439721046885,24
2020-07-03,9,7.427079462895314,7
2020-07-04,9,0.060893317071876174,2
2020-07-05,21,3.7122341175687517,0
2020-07-06,5,11.611254424889063,17
2020-07-07,0,1.8266840351078129,46
2020-07-08,7,4.389666605989063,17
2020-07-09,6,6.4040186902250005,26
2020-07-10,15,5.261538404487501,32
2020-07-11,3,0.27752342025156307,12
2020-07-12,15,1.7472570573953135,4
2020-07-13,8,0.8869941286000014,19
2020-07-14,2,2.044699308117189,14
2020-07-15,42,6.051041137470314,14
2020-07-16,3,4.7418900542625,17
2020-07-17,2,2.678905231909375,25
2020-07-18,5,3.840436558603125,0
2020-07-19,46,1.8184785424671879,1
2020-07-20,15,9.01703167588125,33
2020-07-21,23,0.3734011401109374,43
2020-07-22,6,1.8945899071312506,27
2020-07-23,16,2.971043773782813,25
2020-07-24,4,-1.0733619433453114,10
2020-07-25,0,4.348386613971876,1
2020-07-26,2,2.0454408110281257,3
2020-07-27,7,7.136039560773439,33
2020-07-28,10,3.6754798822359374,22
2020-07-29,10,0.7621332098593752,44
2020-07-30,12,0.1145513208812502,13
2020-07-31,53,0.3245698778296884,15
2020-08-01,12,0.43720357110625097,7
2020-08-02,3,1.5181724961718759,9
2020-08-03,9,6.448345165773438,42
2020-08-04,3,5.9611851820171875,24
2020-08-05,5,2.7408389596343747,34
2020-08-06,4,1.9426716525390622,12
2020-08-07,5,8.0930072731625,23
2020-08-08,0,4.538160363198438,1
2020-08-09,0,1.5817441044484375,2
2020-08-10,9,5.849720060182813,31
2020-08-11,9,6.545607430068751,24
2020-08-12,5,3.320843268639063,5
2020-08-13,9,9.533007578935937,25
2020-08-14,4,2.0128965595593753,21
2020-08-15,6,1.4670231602515633,0
2020-08-16,10,1.7158387728328135,2
2020-08-17,13,4.881078721987501,8
2020-08-18,34,-1.3271686312171866,20
2020-08-19,19,0.18245640937343865,7
2020-08-20,6,2.328951155884376,5
2020-08-21,19,2.2515682216484385,9
2020-08-22,4,-0.763628256207812,5
2020-08-23,5,-0.41571601294062455,2
2020-08-24,6,0.715932075845313,28
2020-08-25,7,0.6938938017984381,28
2020-08-26,3,3.7056769010343755,33
2020-08-27,31,6.444164560734375,24
2020-08-28,11,0.0004526196671870153,18
2020-08-29,15,2.3803192533453124,7
2020-08-30,3,4.318374679892187,3
2020-08-31,18,0.10313979125000028,55
2020-09-01,18,7.382710190734375,21
2020-09-02,14,11.779919711948438,29
2020-09-03,9,6.022347259151562,39
2020-09-04,10,5.134600414996875,16
2020-09-05,7,2.220631817982812,3
2020-09-06,5,1.5537192146671883,2
2020-09-07,8,6.7562543310640635,18
2020-09-08,7,7.366010191804689,35
2020-09-09,7,7.124573242089063,30
2020-09-10,7,2.9680829530093753,15
2020-09-11,20,-0.6911857608421867,16
2020-09-12,3,2.8855736661031264,5
2020-09-13,9,1.8458443414359387,4
2020-09-14,45,4.973628718309376,25
2020-09-15,15,8.729709309517188,34
2020-09-16,8,6.226774283821875,16
2020-09-17,12,1.2222105162859374,41
2020-09-18,17,3.695501765848438,26
2020-09-19,3,3.698251101804688,3
2020-09-20,9,1.7041072316515633,10
2020-09-21,8,2.881095848309376,39
2020-09-22,8,9.871997751798439,33
2020-09-23,12,14.176291897128126,20
2020-09-24,27,-1.611197430734376,16
2020-09-25,59,0.5183254469156253,18
2020-09-26,8,0.8392528585640635,1
2020-09-27,4,2.9978507834921895,8
2020-09-28,40,3.9146133757734387,23
2020-09-29,11,2.8094655815796883,75
2020-09-30,23,-0.14206650581562452,25
2020-10-01,17,5.179718392604689,15
2020-10-02,11,4.880759128909375,22
2020-10-03,4,7.835895328932812,1
2020-10-04,4,5.427751321396874,0
2020-10-05,5,6.420720761615625,17
2020-10-06,19,2.2688507272781253,13
2020-10-07,1,1.5875037140078132,20
2020-10-08,8,5.8136137743406255,30
2020-10-09,6,5.522053729370313,39
2020-10-10,9,4.388135652940626,19
2020-10-11,4,8.439585593893751,8
2020-10-12,9,4.053546766067187,48
2020-10-13,5,3.302345955623438,61
2020-10-14,12,3.4773285014000006,18
2020-10-15,7,4.568584189559376,22
2020-10-16,8,2.4985548025328135,18
2020-10-17,3,0.6635345386390634,2
2020-10-18,0,4.958992866654689,1
2020-10-19,8,17.712992764628126,29
2020-10-20,18,15.330972552796874,32
2020-10-21,18,14.835532763456248,13
2020-10-22,6,7.483245444742186,50
2020-10-23,3,3.917609049226563,15
2020-10-24,4,8.424030915221877,2
2020-10-25,10,8.240101048825002,4
2020-10-26,15,8.166206963084377,62
2020-10-27,6,8.100784429987502,21
2020-10-28,10,-2.9248812524640613,24
2020-10-29,6,3.2493545238218777,23
2020-10-30,11,10.303059449931252,22
2020-10-31,5,5.744249884745313,3
2020-11-01,11,6.909359542826563,3
2020-11-02,5,11.830235882682814,31
2020-11-03,7,6.3187967701828125,26
2020-11-04,12,9.591350116432814,20
2020-11-05,10,5.375303490854688,9
2020-11-06,5,1.6829122299218762,11
2020-11-07,7,2.122381298632814,3
2020-11-08,9,1.3375550741937519,0
2020-11-09,13,4.620223502571877,25
2020-11-10,10,10.472082528707814,12
2020-11-11,7,2.8552637923562507,36
2020-11-12,12,6.330738450989063,10
2020-11-13,10,8.18631918044375,2
2020-11-14,1,0.9635246051500008,2
2020-11-15,5,-0.4588353259562492,1
2020-11-16,11,12.947309573309376,16
2020-11-17,9,16.852400146798438,19
2020-11-18,22,11.892367547346876,6
2020-11-19,2,10.807989759490624,16
2020-11-20,13,8.809144483195311,10
2020-11-21,11,6.914960948306251,2
2020-11-22,19,8.136788914343752,3
2020-11-23,14,2.136818894376564,13
2020-11-24,36,4.695849848995315,32
2020-11-25,11,8.711418498450001,42
2020-11-26,4,0.4376862090828144,11
2020-11-27,17,1.2002195997421892,39
2020-11-28,15,13.538155958309376,1
2020-11-29,5,1.5550851681625009,2
2020-11-30,10,8.263385712718751,35
2020-12-01,18,6.919495295776563,26
2020-12-02,29,3.9072230999609383,12
2020-12-03,30,5.148788212826563,21
2020-12-04,73,7.150604406807814,9
2020-12-05,9,2.9939150095953133,1
2020-12-06,22,1.2817580871578136,1
2020-12-07,29,7.583510884898439,4
2020-12-08,22,11.215626368450001,19
2020-12-09,16,2.6323371425000004,27
2020-12-10,36,5.186815212832813,21
2020-12-11,23,-0.8128373850749993,20
2020-12-12,13,-0.21102455364218575,0
2020-12-13,12,3.067499310848439,8
2020-12-14,38,5.959630119523439,21
2020-12-15,24,14.636680761501562,30
2020-12-16,31,16.586640439223437,12
2020-12-17,29,4.833888715704687,10
2020-12-18,57,8.546667337460937,14
2020-12-19,53,5.422980722982812,0
2020-12-20,32,1.672068461948439,7
2020-12-21,41,3.120061571651564,16
