,gcc-mirror/gcc,golang/go,llvm/llvm-project
2016-03-03,19,25.0,116
2016-03-04,28,24.499999999999996,85
2016-03-05,13,7.174999999999997,24
2016-03-06,3,5.9724999999999975,25
2016-03-07,26,24.3189375,66
2016-03-08,8,27.62069375,90
2016-03-09,18,21.3370099375,104
2016-03-10,20,23.094536506249998,92
2016-03-11,17,21.586541988359375,128
2016-03-12,8,6.320343213929689,34
2016-03-13,6,4.752638434607816,54
2016-03-14,10,20.683418856214068,97
2016-03-15,27,18.58925750825469,85
2016-03-16,28,37.255935303779694,66
2016-03-17,23,16.273995976178124,81
2016-03-18,22,18.31729024657656,79
2016-03-19,2,-3.4916364142296867,23
2016-03-20,1,8.81616728479063,25
2016-03-21,17,28.865480830626566,74
2016-03-22,18,11.970723901750002,95
2016-03-23,24,12.647065685476566,98
2016-03-24,18,14.924228306965627,133
2016-03-25,10,22.878001134829688,118
2016-03-26,2,2.2380547124968757,35
2016-03-27,3,1.8907327838046903,29
2016-03-28,6,13.786055671939065,114
2016-03-29,18,17.039572830017192,114
2016-03-30,14,27.435112449532816,134
2016-03-31,20,26.203771745071876,104
2016-04-01,10,15.555071799040626,125
2016-04-02,7,1.1364912898437503,45
2016-04-03,2,7.796317484868753,30
2016-04-04,13,12.091468202868754,85
2016-04-05,20,24.822982542268754,120
2016-04-06,12,31.418896253560938,125
2016-04-07,7,16.051108275245312,133
2016-04-08,15,8.77335429735,118
2016-04-09,14,2.838553308756252,21
2016-04-10,3,10.042132248100003,25
2016-04-11,7,21.008133523560943,102
2016-04-12,21,31.898786357568753,133
2016-04-13,28,21.243892983221876,112
2016-04-14,15,25.354111493629688,121
2016-04-15,21,10.940772713060937,108
2016-04-16,4,4.184852701439065,48
2016-04-17,14,1.4162388978359415,36
2016-04-18,62,13.359046928743755,99
2016-04-19,33,15.721544127856255,122
2016-04-20,54,15.27146671002344,104
2016-04-21,45,23.159772686732815,146
2016-04-22,11,20.40937645499375,164
2016-04-23,6,-0.7481367029312498,50
2016-04-24,7,5.259236134196877,66
2016-04-25,15,9.639883510296878,121
2016-04-26,25,19.465837388518754,133
2016-04-27,57,35.41159497157656,176
2016-04-28,50,18.31577461896875,132
2016-04-29,37,22.84070076984375,165
2016-04-30,17,0.49237414683750025,34
2016-05-01,8,14.548153590237504,35
2016-05-02,73,3.2222140814296907,129
2016-05-03,29,5.161755494223442,124
2016-05-04,27,20.484422305173442,108
2016-05-05,13,16.22664835229844,117
2016-05-06,39,22.102968544421877,126
2016-05-07,6,-1.459083002101563,42
2016-05-08,7,-0.48107199340156015,22
2016-05-09,22,8.481987902451566,101
2016-05-10,31,12.102804481442192,151
2016-05-11,18,13.705741140071877,100
2016-05-12,20,7.2914743560515625,124
2016-05-13,27,1.6771773670593761,130
2016-05-14,5,5.51469707282344,64
2016-05-15,2,3.6253807532171898,34
2016-05-16,33,11.014466554559377,104
2016-05-17,27,3.4007955929703133,129
2016-05-18,48,26.828829203120314,129
2016-05-19,34,14.73010616944531,125
2016-05-20,33,8.849890482467186,131
2016-05-21,5,-0.6229433379734379,47
2016-05-22,8,-1.4786221068046852,43
2016-05-23,24,1.1867359253687535,116
2016-05-24,44,17.371627525581253,116
2016-05-25,27,15.926604360189064,159
2016-05-26,21,13.38072666608125,138
2016-05-27,22,22.216326990410938,135
2016-05-28,12,-3.6778471186359383,67
2016-05-29,6,1.3582244942359392,43
2016-05-30,24,0.8383950531265647,41
2016-05-31,26,16.182327992167192,111
2016-06-01,31,14.869773053845314,79
2016-06-02,16,18.33355194327031,157
2016-06-03,25,10.726707865551562,118
2016-06-04,7,-3.878573627767187,57
2016-06-05,11,-0.27582580144999813,43
2016-06-06,32,2.3109540816515657,101
2016-06-07,20,1.3465908933093782,112
2016-06-08,30,6.53457175061094,126
2016-06-09,22,7.144774515071877,119
2016-06-10,27,3.0115288242593756,96
2016-06-11,8,-0.6140779760249995,46
2016-06-12,4,1.0040315194609384,32
2016-06-13,43,5.194606051468751,74
2016-06-14,33,6.839488604115626,133
2016-06-15,21,4.502245718309375,122
2016-06-16,36,6.544161859517187,119
2016-06-17,19,0.32385536882187504,95
2016-06-18,6,-1.1538494591515618,31
2016-06-19,4,0.27636895680468854,27
2016-06-20,28,5.3816057439328135,89
2016-06-21,29,4.942811771834376,109
2016-06-22,40,3.770468603159375,148
2016-06-23,17,4.79866320661875,109
2016-06-24,18,7.714781238159375,119
2016-06-25,6,-0.6326649588187501,37
2016-06-26,6,1.0171235236781255,47
2016-06-27,3,9.138838684484377,114
2016-06-28,19,11.400656029370314,113
2016-06-29,22,4.785043200440625,103
2016-06-30,13,7.08930327970625,109
2016-07-01,15,-0.036767919523437165,108
2016-07-02,3,0.5917943463937514,46
2016-07-03,2,-0.139620753339061,21
2016-07-04,35,3.1446416464328144,49
2016-07-05,18,-0.0372087239781238,60
2016-07-06,33,5.213450919187501,118
2016-07-07,25,1.8857734346734378,100
2016-07-08,20,6.109315047607813,138
2016-07-09,2,-1.2212052038546877,53
2016-07-10,2,-0.6402678273531245,29
2016-07-11,18,4.557909184412501,91
