,containerd/containerd,canonical/lxd,moby/moby
2015-12-05,0.0,1,7.0
2015-12-06,0.0,0,4.8999999999999995
2015-12-07,11.0,17,25.165
2015-12-08,5.399999999999999,11,18.4485
2015-12-09,-1.5200000000000014,16,63.9623625
2015-12-10,2.7439999999999998,8,-3.895179249999998
2015-12-11,0.718399999999999,16,0.658442212500006
2015-12-12,-6.926528000000001,0,-7.994383953749996
2015-12-13,-2.1576832,0,-0.303219083609374
2015-12-14,5.7464217600000005,13,26.522972275010936
2015-12-15,5.939432447999999,5,29.41734532293281
2015-12-16,1.9183341567999985,24,27.154800605043746
2015-12-17,5.8632221696,7,1.2340562477937453
2015-12-18,0.29281884159999905,13,2.638412653181252
2015-12-19,-7.528777420800001,12,-4.156073077384374
2015-12-20,-4.076630937599999,1,0.8110003437171898
2015-12-21,-1.8296652799999997,13,15.023250159714063
2015-12-22,0.8164136960000001,0,33.744505709109376
2015-12-23,-2.0556135424000006,2,10.207163813649998
2015-12-24,-0.8478856192000004,2,-9.473619722725001
2015-12-25,0.48252415999999965,0,-10.421400506814061
2015-12-26,-0.9258236928000003,1,-6.487121510396873
2015-12-27,-0.27989944320000015,1,-0.15787467605937522
2015-12-28,-0.10651453440000003,0,20.943558205753124
2015-12-29,-0.059450879999999984,0,29.993656752067185
2015-12-30,-0.04352870400000002,0,15.618204466196872
2015-12-31,-0.03375933440000003,8,-10.378725984175002
2016-01-01,-0.012925440000000009,0,0.1480419488937521
2016-01-02,-0.01034035200000001,0,-6.420838152109374
2016-01-03,-0.00850206720000001,5,3.6464749130187517
2016-01-04,2.0,5,24.692722772939064
2016-01-05,2.8,0,35.00010486167969
2016-01-06,-1.6400000000000006,6,14.639302297306248
2016-01-07,-1.1920000000000002,15,14.748235862939062
2016-01-08,-0.4111999999999999,19,28.960956133457813
2016-01-09,-0.2360959999999999,4,-1.4029211202859386
2016-01-10,-0.1585024,5,-2.5551692671093704
2016-01-11,0.8842803199999999,1,6.053052086393752
2016-01-12,1.3108623359999998,5,31.838503233670313
2016-01-13,-1.3912909824000002,13,25.25913087878281
2016-01-14,-0.34034862080000006,13,40.653999370528126
2016-01-15,-0.15410206719999997,7,0.14159030182031174
2016-01-16,1.909952,0,-12.353571414665623
2016-01-17,-1.2624512,3,-12.428536960268747
2016-01-18,-0.28643584,2,11.10603475739375
2016-01-19,-0.148191232,13,26.066125586195312
2016-01-20,0.9036172288000001,0,29.147139585374997
2016-01-21,4.3372998656,2,25.483117522056247
2016-01-22,6.8464896,8,10.492754764542184
2016-01-23,-5.681850880000001,0,0.35506457138281533
2016-01-24,-1.134280704,2,12.176110621610938
2016-01-25,4.5121478656,9,15.545361417892188
2016-01-26,-2.2429952,25,53.14838138197344
2016-01-27,2.6652185599999996,6,29.796178465751566
2016-01-28,-3.874967552,1,-13.235293734579685
2016-01-29,-0.14266142719999997,3,11.24148285080938
2016-01-30,-1.2598824960000001,2,0.9970567767796865
2016-01-31,-0.542513664,1,-10.429088149490624
2016-02-01,-0.3001454592000001,1,27.442824222676563
2016-02-02,1.7862289407999998,5,31.097127274234374
2016-02-03,5.6408316928,5,30.857689653693747
2016-02-04,-3.5254610944000007,9,10.336774707035932
2016-02-05,-1.607435776,3,8.220482173003127
2016-02-06,-0.5895403519999999,0,-13.981961614171873
2016-02-07,-0.3453980671999998,0,-8.846642562292185
2016-02-08,-0.2270464,1,10.080781324020315
2016-02-09,-0.16598528000000007,13,21.5002625122625
2016-02-10,-0.1279139840000001,16,18.77782169814062
2016-02-11,9.897687961599999,19,34.91197314750156
2016-02-12,-0.06985482240000085,5,15.853448721353125
2016-02-13,-4.808502067200001,1,-16.393677271845313
2016-02-14,-1.2799999999999998,1,-10.210008489557811
2016-02-15,-0.6719999999999997,4,0.3280503103093757
2016-02-16,2.56992,2,19.448834241023437
