,nim-lang/Nim,golang/go,rust-lang/rust
2023-03-23,1,5,79
2023-03-24,0,20,75
2023-03-25,0,2,63
2023-03-26,0,0,61
2023-03-27,2,12,84
2023-03-28,5,16,81
2023-03-29,2,24,99
2023-03-30,4,12,105
2023-03-31,2,18,50
2023-04-01,2,0,33
2023-04-02,1,0,34
2023-04-03,2,7,105
2023-04-04,2,21,115
2023-04-05,0,16,91
2023-04-06,3,16,112
2023-04-07,1,20,70
2023-04-08,2,3,48
2023-04-09,0,0,85
2023-04-10,1,17,64
2023-04-11,7,30,101
2023-04-12,1,16,108
2023-04-13,4,16,99
2023-04-14,4,19,104
2023-04-15,0,0,47
2023-04-16,0,0,111
2023-04-17,10,11,90
2023-04-18,2,22,60
2023-04-19,5,12,83
2023-04-20,1,18,104
2023-04-21,7,24,94
2023-04-22,1,1,101
2023-04-23,3,0,70
2023-04-24,4,14,90
2023-04-25,1,9,93
2023-04-26,4,8,101
2023-04-27,0,8,109
2023-04-28,3,18,92
2023-04-29,3,0,95
2023-04-30,0,2,56
2023-05-01,1,7,64
2023-05-02,6,17,150
2023-05-03,4,20,68
2023-05-04,6,23,67
2023-05-05,4,23,120
2023-05-06,8,0,118
2023-05-07,2,0,64
2023-05-08,5,11,83
2023-05-09,4,16,70
2023-05-10,2,26,67
2023-05-11,12,28,72
2023-05-12,6,39,74
2023-05-13,0,1,63
2023-05-14,2,0,57
2023-05-15,2,9,79
2023-05-16,2,21,72
2023-05-17,2,29,54
2023-05-18,0,22,102
2023-05-19,4,45,39
2023-05-20,4,8,62
2023-05-21,3,0,44
2023-05-22,3,26,64
2023-05-23,5,57,75
2023-05-24,7,63,75
2023-05-25,3,29,105
2023-05-26,8,19,119
2023-05-27,11,3,46
2023-05-28,6,0,51
2023-05-29,4,0,66
2023-05-30,8,21,72
2023-05-31,4,27,80
2023-06-01,4,28,100
2023-06-02,2,10,105
2023-06-03,5,3,61
2023-06-04,7,1,53
2023-06-05,3,10,116
2023-06-06,8,23,67
2023-06-07,8,12,73
2023-06-08,8,11,76
2023-06-09,8,8,66
2023-06-10,4,2,72
2023-06-11,3,4,62
2023-06-12,3,12,108
2023-06-13,8,16,84
2023-06-14,2,9,102
2023-06-15,4,9,78
2023-06-16,9,16,81
2023-06-17,2,1,73
2023-06-18,1,0,58
2023-06-19,1,1,125
2023-06-20,3,9,107
2023-06-21,6,8,111
2023-06-22,2,5,85
2023-06-23,0,6,77
2023-06-24,3,2,55
2023-06-25,3,0,61
2023-06-26,2,7,62
2023-06-27,10,6,113
2023-06-28,3,3,101
2023-06-29,3,9,93
2023-06-30,3,1,99
2023-07-01,2,0,61
2023-07-02,3,0,72
2023-07-03,2,0,112
2023-07-04,2,3,67
2023-07-05,1,4,100
2023-07-06,3,6,69
2023-07-07,4,5,89
2023-07-08,0,0,83
2023-07-09,0,0,41
2023-07-10,3,4,103
2023-07-11,1,8,53
2023-07-12,0,6,81
2023-07-13,0,4,84
2023-07-14,3,3,92
2023-07-15,0,0,33
2023-07-16,2,0,74
2023-07-17,0,4,76
2023-07-18,2,10,84
2023-07-19,5,2,80
2023-07-20,2,32,96
2023-07-21,1,23,103
2023-07-22,8,0,94
2023-07-23,3,0,38
2023-07-24,2,5,100
2023-07-25,2,7,94
2023-07-26,1,14,83
2023-07-27,2,13,90
2023-07-28,0,8,78
2023-07-29,2,1,73
2023-07-30,2,0,103
2023-07-31,5,32,131
2023-08-01,3,16,87
2023-08-02,3,10,109
2023-08-03,3,19,96
2023-08-04,8,8,99
2023-08-05,4,3,70
2023-08-06,9,0,73
2023-08-07,5,39,88
2023-08-08,8,9,96
2023-08-09,12,11,73
2023-08-10,9,17,53
2023-08-11,8,16,72
2023-08-12,4,2,40
2023-08-13,0,0,49
2023-08-14,4,13,89
2023-08-15,4,22,98
2023-08-16,1,25,101
2023-08-17,8,33,57
2023-08-18,2,21,83
2023-08-19,5,8,47
2023-08-20,1,6,45
2023-08-21,2,22,67
2023-08-22,2,34,105
2023-08-23,3,14,60
2023-08-24,5,14,79
2023-08-25,3,20,56
2023-08-26,0,4,51
2023-08-27,3,0,46
2023-08-28,6,17,91
2023-08-29,5,23,70
2023-08-30,2,11,86
2023-08-31,4,7,62
2023-09-01,8,15,73
2023-09-02,3,2,72
2023-09-03,2,3,76
2023-09-04,3,4,34
2023-09-05,2,9,75
2023-09-06,3,12,88
2023-09-07,5,26,71
2023-09-08,3,34,103
2023-09-09,3,2,46
2023-09-10,5,1,64
2023-09-11,3,17,91
2023-09-12,0,25,67
2023-09-13,1,26,52
2023-09-14,4,18,85
2023-09-15,1,14,66
2023-09-16,1,0,65
2023-09-17,1,1,44
2023-09-18,8,14,91
2023-09-19,3,11,77
2023-09-20,4,18,72
2023-09-21,3,5,83
2023-09-22,1,7,124
2023-09-23,3,1,63
2023-09-24,1,0,62
2023-09-25,3,10,80
2023-09-26,3,1,54
2023-09-27,3,10,35
2023-09-28,5,8,112
2023-09-29,1,5,68
2023-09-30,6,3,46
2023-10-01,2,0,52
2023-10-02,1,11,100
2023-10-03,3,16,82
2023-10-04,2,11,85
2023-10-05,0,7,105
2023-10-06,1,13,113
2023-10-07,2,2,39
2023-10-08,3,1,53
2023-10-09,1,18,111
2023-10-10,0,9,90
2023-10-11,8,12,69
2023-10-12,1,10,67
2023-10-13,2,12,55
2023-10-14,0,3,72
2023-10-15,2,0,71
2023-10-16,3,1,83
2023-10-17,0,6,97
2023-10-18,1,26,78
2023-10-19,1,17,83
2023-10-20,3,6,66
2023-10-21,1,1,118
2023-10-22,0,0,78
2023-10-23,3,9,113
2023-10-24,1,7,87
2023-10-25,1,10,163
2023-10-26,2,6,75
2023-10-27,2,3,101
2023-10-28,0,0,61
2023-10-29,4,0,101
2023-10-30,3,18,114
2023-10-31,2,15,88
2023-11-01,2,10,47
2023-11-02,1,22,108
2023-11-03,1,7,53
2023-11-04,4,0,78
2023-11-05,2,1,34
2023-11-06,3,17,37
2023-11-07,2,15,63
2023-11-08,0,20,85
2023-11-09,1,21,49
2023-11-10,1,11,50
2023-11-11,0,1,38
2023-11-12,0,0,67
2023-11-13,0,8,73
2023-11-14,2,13,58
2023-11-15,2,15,90
2023-11-16,1,20,115
2023-11-17,3,26,75
2023-11-18,3,0,48
2023-11-19,3,7,65
2023-11-20,3,16,82
2023-11-21,0,66,93
2023-11-22,2,17,103
2023-11-23,0,1,77
2023-11-24,2,0,98
2023-11-25,2,0,116
2023-11-26,1,0,96
2023-11-27,1,7,75
2023-11-28,2,7,101
2023-11-29,3,7,81
2023-11-30,6,5,69
2023-12-01,1,12,70
2023-12-02,3,1,88
2023-12-03,0,0,55
2023-12-04,3,5,121
2023-12-05,1,19,122
2023-12-06,2,19,74
2023-12-07,2,9,76
2023-12-08,0,10,136
2023-12-09,0,2,55
2023-12-10,0,0,76
2023-12-11,0,14,84
2023-12-12,3,14,121
2023-12-13,5,8,62
2023-12-14,5,12,88
2023-12-15,6,6,115
2023-12-16,1,0,57
2023-12-17,4,0,39
2023-12-18,5,11,139
2023-12-19,4,9,96
2023-12-20,1,2,68
2023-12-21,3,4,55
2023-12-22,2,0,64
2023-12-23,1,0,93
2023-12-24,3,0,46
2023-12-25,2,0,28
2023-12-26,0,1,60
2023-12-27,0,3,39
2023-12-28,1,0,62
2023-12-29,2,0,53
2023-12-30,1,2,51
2023-12-31,3,0,45
2024-01-01,1,0,33
2024-01-02,2,0,63
2024-01-03,1,4,99
2024-01-04,0,4,129
2024-01-05,3,3,121
2024-01-06,1,0,87
2024-01-07,1,0,110
2024-01-08,2,5,93
2024-01-09,1,5,119
2024-01-10,0,3,73
2024-01-11,5,4,118
2024-01-12,1,3,70
2024-01-13,2,1,71
2024-01-14,0,0,75
2024-01-15,2,2,67
2024-01-16,0,1,90
2024-01-17,1,7,71
2024-01-18,12,2,98
2024-01-19,4,4,131
2024-01-20,1,0,81
2024-01-21,0,0,80
2024-01-22,3,21,122
2024-01-23,3,16,87
2024-01-24,0,14,57
2024-01-25,1,10,85
2024-01-26,4,13,117
2024-01-27,1,2,57
2024-01-28,1,0,50
2024-01-29,1,8,71
2024-01-30,1,15,114
2024-01-31,1,11,81
2024-02-01,1,12,33
2024-02-02,1,8,52
2024-02-03,0,0,42
2024-02-04,0,0,54
2024-02-05,3,8,80
2024-02-06,1,4,83
2024-02-07,0,13,91
2024-02-08,1,18,122
2024-02-09,3,10,161
2024-02-10,1,4,86
2024-02-11,1,0,113
2024-02-12,0,6,141
2024-02-13,2,9,151
2024-02-14,0,5,100
2024-02-15,1,4,107
2024-02-16,0,16,114
2024-02-17,0,3,119
2024-02-18,0,0,87
2024-02-19,1,8,128
2024-02-20,6,21,120
2024-02-21,1,18,125
2024-02-22,1,8,115
2024-02-23,1,11,93
2024-02-24,2,3,73
2024-02-25,0,0,94
2024-02-26,4,24,126
2024-02-27,0,25,134
2024-02-28,0,42,109
2024-02-29,0,17,161
2024-03-01,0,3,120
2024-03-02,0,1,73
2024-03-03,10,0,87
2024-03-04,4,28,117
2024-03-05,2,5,162
2024-03-06,2,9,127
2024-03-07,0,17,105
2024-03-08,1,28,110
2024-03-09,4,7,114
2024-03-10,0,2,112
2024-03-11,2,15,137
2024-03-12,0,5,126
2024-03-13,0,9,107
2024-03-14,4,21,160
2024-03-15,2,19,91
2024-03-16,3,2,77
2024-03-17,0,1,117
2024-03-18,1,15,111
2024-03-19,0,13,124
2024-03-20,0,11,98
2024-03-21,2,18,126
2024-03-22,0,10,165
2024-03-23,0,2,114
2024-03-24,0,0,109
2024-03-25,2,15,112
2024-03-26,0,14,98
2024-03-27,1,8,123
2024-03-28,3,8,85
2024-03-29,1,13,59
2024-03-30,0,2,64
2024-03-31,0,1,77
2024-04-01,0,5,81
2024-04-02,3,18,83
2024-04-03,3,10,109
2024-04-04,2,9,103
2024-04-05,3,10,87
2024-04-06,1,0,95
2024-04-07,0,1,55
2024-04-08,0,11,115
2024-04-09,2,8,86
2024-04-10,1,8,96
2024-04-11,2,10,118
2024-04-12,1,5,83
2024-04-13,2,0,56
2024-04-14,0,4,91
2024-04-15,2,15,144
2024-04-16,1,10,177
2024-04-17,1,8,105
2024-04-18,10,15,77
2024-04-19,1,17,99
2024-04-20,0,0,98
2024-04-21,1,0,70
2024-04-22,3,16,78
2024-04-23,0,7,90
2024-04-24,3,8,97
2024-04-25,0,12,82
2024-04-26,3,14,62
2024-04-27,0,3,66
2024-04-28,1,0,73
2024-04-29,1,5,87
2024-04-30,0,9,78
2024-05-01,1,2,42
2024-05-02,1,5,115
2024-05-03,1,12,100
2024-05-04,1,4,139
2024-05-05,0,4,75
2024-05-06,0,12,82
2024-05-07,2,16,41
2024-05-08,8,17,80
2024-05-09,0,19,78
2024-05-10,7,10,80
2024-05-11,0,3,125
2024-05-12,0,1,84
2024-05-13,0,22,81
2024-05-14,4,14,78
2024-05-15,2,22,83
2024-05-16,2,26,66
2024-05-17,2,17,72
2024-05-18,0,3,59
2024-05-19,0,0,79
2024-05-20,1,20,130
2024-05-21,1,26,92
2024-05-22,1,52,88
2024-05-23,3,34,123
2024-05-24,1,19,92
2024-05-25,0,0,58
2024-05-26,0,0,50
2024-05-27,4,0,77
2024-05-28,1,3,86
2024-05-29,1,9,111
2024-05-30,1,17,76
2024-05-31,1,5,53
2024-06-01,0,0,46
2024-06-02,5,0,50
2024-06-03,1,2,70
2024-06-04,2,11,129
2024-06-05,4,8,147
2024-06-06,1,5,95
2024-06-07,2,14,123
2024-06-08,1,0,66
2024-06-09,1,0,95
2024-06-10,2,5,63
2024-06-11,1,13,133
2024-06-12,3,5,136
2024-06-13,0,10,143
2024-06-14,3,5,87
2024-06-15,2,0,64
2024-06-16,0,1,91
2024-06-17,1,3,102
2024-06-18,5,10,106
2024-06-19,3,0,146
2024-06-20,0,2,87
2024-06-21,1,13,118
2024-06-22,1,1,84
2024-06-23,0,1,80
2024-06-24,2,8,122
2024-06-25,1,3,101
2024-06-26,2,3,55
2024-06-27,0,2,70
2024-06-28,0,3,110
2024-06-29,4,0,98
2024-06-30,1,0,93
2024-07-01,5,5,87
2024-07-02,2,2,120
2024-07-03,3,5,89
2024-07-04,0,0,118
2024-07-05,0,2,113
2024-07-06,3,0,99
2024-07-07,1,3,164
2024-07-08,2,2,96
2024-07-09,4,3,75
2024-07-10,1,3,77
2024-07-11,3,5,56
2024-07-12,4,3,102
2024-07-13,0,0,46
2024-07-14,0,0,65
2024-07-15,2,4,100
