,graphile/postgraphile,apollographql/apollo-server,graphql/express-graphql
2017-01-26,0,-2.4996945920000027,3
2017-01-27,0,-3.4443561984000013,0
2017-01-28,8,-1.146594201600001,0
2017-01-29,3,-1.7272371200000007,0
2017-01-30,1,3.7245665279999995,1
2017-01-31,0,3.9744449536,0
2017-02-01,1,3.553680076800002,2
2017-02-02,0,-0.5574369279999987,0
2017-02-03,0,0.4383065088,1
2017-02-04,0,4.7683852288,0
2017-02-05,1,-1.927347712,1
2017-02-06,0,-1.0160917504000007,0
2017-02-07,0,-0.70234368,0
2017-02-08,1,-0.5437629439999996,0
2017-02-09,0,-0.38906941439999954,0
2017-02-10,0,-0.26001776639999974,0
2017-02-11,5,-0.15527444479999986,3
2017-02-12,0,-0.11126497279999956,0
2017-02-13,0,-0.07481610239999978,2
2017-02-14,1,0.0,2
2017-02-15,0,0.0,2
2017-02-16,0,0.0,0
2017-02-17,0,0.0,0
2017-02-18,0,0.0,2
2017-02-19,0,0.0,0
2017-02-20,0,0.0,2
2017-02-21,1,0.0,1
2017-02-22,0,0.0,0
2017-02-23,0,0.0,4
2017-02-24,0,0.0,0
2017-02-25,0,0.0,2
2017-02-26,0,0.0,0
2017-02-27,0,1.0,3
2017-02-28,0,-0.19999999999999996,0
2017-03-01,0,-0.08000000000000007,0
2017-03-02,0,-0.048000000000000036,0
2017-03-03,0,0.9664,2
2017-03-04,1,-0.22553599999999996,0
2017-03-05,4,-0.10042880000000008,5
2017-03-06,0,2.93507328,0
2017-03-07,0,-0.6479877119999998,2
2017-03-08,0,-0.2780053504000002,2
2017-03-09,0,-0.1644288000000001,0
2017-03-10,0,0.8822732799999999,1
2017-03-11,0,-0.29099571199999996,0
2017-03-12,0,-0.15375575040000006,0
2017-03-13,0,-0.09878016000000006,4
2017-03-14,0,-0.07676313599999983,0
2017-03-15,0,-0.0629440511999999,1
2017-03-16,0,-0.02042880000000001,2
2017-03-17,1,0.9830732799999999,1
2017-03-18,0,-0.2143877119999999,1
2017-03-19,0,-0.09246935040000004,0
2017-03-20,0,4.952,3
2017-03-21,1,0.9664000000000001,4
2017-03-22,0,3.1744639999999995,0
2017-03-23,0,-1.2204288,2
2017-03-24,0,-0.6009267200000004,0
2017-03-25,1,-0.4012677120000002,0
2017-03-26,5,-0.30008535040000006,0
2017-03-27,1,1.7723647999999999,0
2017-03-28,0,20.4124928,0
2017-03-29,1,-4.5188290559999995,0
2017-03-30,1,4.1415104511999985,1
2017-03-31,0,-0.3250774016000002,6
2017-04-01,2,0.36332799999999943,2
2017-04-02,0,-1.4251136000000006,0
2017-04-03,1,-0.9204582400000005,0
2017-04-04,0,-0.7006525440000003,2
2017-04-05,0,-0.5679254527999987,0
2017-04-06,0,-0.4553462783999994,2
2017-04-07,0,-0.16103731199999968,0
2017-04-08,0,0.8625550336000003,6
2017-04-09,0,1.7462858752000003,0
2017-04-10,1,4.4950612992,1
2017-04-11,0,-0.20799999999999996,0
2017-04-12,1,0.27039999999999964,4
2017-04-13,0,0.3872639999999997,2
2017-04-14,0,4.4324992,0
2017-04-15,1,-1.3470643199999999,0
2017-04-16,0,0.3424788479999996,0
2017-04-17,0,-0.6454431744000001,0
2017-04-18,0,0.5922312192000002,2
2017-04-19,0,0.5102300160000002,2
2017-04-20,0,-0.45952778240000003,1
2017-04-21,0,4.7349733376,2
2017-04-22,0,-1.1864367103999995,0
2017-04-23,0,-0.5384094720000002,0
2017-04-24,0,-0.3003525120000001,2
2017-04-25,0,-0.21782487040000004,4
2017-04-26,0,-0.15899443200000002,2
2017-04-27,0,-0.12900106239999995,0
2017-04-28,0,1.9028970496,2
2017-04-29,0,-0.4719385599999996,3
2017-04-30,0,-0.22234675199999998,0
2017-05-01,0,2.904,0
2017-05-02,0,0.3328000000000001,4
2017-05-03,0,-0.4910720000000002,0
2017-05-04,0,-0.2648576000000002,0
2017-05-05,0,-0.18265344000000008,0
2017-05-06,0,-0.13898342399999994,0
2017-05-07,0,-0.11176110079999997,0
2017-05-08,0,-0.07120896000000004,0
2017-05-09,0,-0.06008985599999983,0
2017-05-10,0,-0.05179576319999983,3
2017-05-11,0,-0.012469350399999964,0
2017-05-12,0,0.0,0
2017-05-13,0,0.0,0
2017-05-14,0,0.0,1
2017-05-15,0,0.0,22
2017-05-16,0,0.0,3
2017-05-17,0,1.0,2
2017-05-18,0,2.8,2
2017-05-19,0,0.32000000000000006,0
2017-05-20,0,0.5119999999999998,0
2017-05-21,0,-0.4576000000000001,0
2017-05-22,0,-0.2543360000000001,4
2017-05-23,0,-0.1786368000000001,2
2017-05-24,5,0.8626508799999999,2
2017-05-25,1,-0.31113267199999994,0
2017-05-26,0,-0.17298800639999987,10
2017-05-27,0,-0.11672248319999987,1
2017-05-28,0,5.9395429376,0
2017-05-29,1,0.7619946496000003,0
2017-05-30,0,2.0995711999999997,0
2017-05-31,0,2.9350732799999997,9
2017-06-01,0,-1.3519877120000001,0
2017-06-02,0,-0.6968853504000004,0
2017-06-03,0,-0.4664448000000003,1
2017-06-04,0,-0.35342592000000017,0
2017-06-05,0,-0.28361011199999975,1
2017-06-06,1,-0.23608688639999975,0
2017-06-07,0,-0.13580871679999978,0
2017-06-08,1,-0.09495889919999964,0
2017-06-09,0,-0.04987740159999986,0
2017-06-10,0,0.0,0
2017-06-11,0,2.0,0
2017-06-12,0,-0.3999999999999999,2
2017-06-13,1,6.84,0
2017-06-14,0,17.504,0
2017-06-15,0,-4.427199999999999,0
2017-06-16,0,5.092927999999999,0
2017-06-17,0,-2.588057600000001,0
2017-06-18,0,-1.4110054400000007,0
2017-06-19,0,-0.9929610240000004,0
2017-06-20,0,1.2332270591999999,3
2017-06-21,0,-1.0010736639999998,0
2017-06-22,14,1.3363464192000012,0
2017-06-23,19,0.14859530240000063,0
2017-06-24,29,-0.5279139839999997,0
2017-06-25,22,0.6856425472000001,0
2017-06-26,5,-0.35605760000000003,4
2017-06-27,3,2.80147456,0
2017-06-28,33,-0.7431690239999998,6
2017-06-29,21,7.6471790592,0
2017-06-30,24,-1.8152381439999996,2
2017-07-01,1,0.19944478719999958,0
2017-07-02,7,-0.6900040704000002,0
2017-07-03,5,0.5755258879999998,0
2017-07-04,25,-0.5155375104000002,0
2017-07-05,40,-0.320193536,0
2017-07-06,20,-0.2463578112,0
2017-07-07,27,0.8308695040000005,0
2017-07-08,3,-0.34221752319999965,3
2017-07-09,2,-0.11481651200000002,0
2017-07-10,0,1.9226039296,3
2017-07-11,3,-0.44798771199999987,0
2017-07-12,26,3.8019946496,4
2017-07-13,71,1.0835712000000002,0
2017-07-14,19,-0.8041267200000002,5
2017-07-15,24,-0.41745971200000026,0
2017-07-16,12,-0.2837269504000001,0
2017-07-17,0,4.79680256,2
2017-07-18,3,2.8384373760000003,0
2017-07-19,0,1.6664968191999998,0
2017-07-20,1,1.7485957119999997,0
2017-07-21,2,-0.27865282560000004,2
2017-07-22,0,0.12898129919999968,0
2017-07-23,1,1.2709119999999996,0
2017-07-24,0,9.1282432,2
2017-07-25,5,-0.5191398399999994,0
2017-07-26,12,-1.5871001600000003,2
2017-07-27,0,-0.8969854976000002,3
2017-07-28,3,-0.6009987071999999,3
2017-07-29,5,-0.4321400832,0
2017-07-30,0,-0.3160705024,0
2017-07-31,0,3.7486304256,0
2017-08-01,9,0.9973307392000008,1
2017-08-02,1,2.126531072,0
2017-08-03,4,-0.9769387008000001,3
2017-08-04,6,0.5295999999999996,2
2017-08-05,1,-0.5133440000000001,0
2017-08-06,1,-0.3135872000000002,0
2017-08-07,0,-0.23317248000000013,5
2017-08-08,9,1.8137093120000003,4
2017-08-09,8,11.4450310144,0
2017-08-10,6,-2.6485306367999994,0
2017-08-11,1,-1.110334771200001,0
2017-08-12,0,-0.6575877120000003,0
2017-08-13,0,-0.4667413504000001,0
2017-08-14,5,-0.3472896000000002,0
2017-08-15,4,4.72100096,0
2017-08-16,6,-1.2318960639999998,2
2017-08-17,0,-0.5975912447999996,0
2017-08-18,0,0.6103677952000003,0
2017-08-19,0,0.632,0
2017-08-20,4,-0.4076800000000001,0
2017-08-21,3,-0.23014400000000015,4
2017-08-22,0,-0.1662336000000001,0
2017-08-23,5,-0.13107455999999973,0
2017-08-24,1,3.891688448,0
2017-08-25,1,0.1626444800000002,0
2017-08-26,0,-0.5513144320000002,0
2017-08-27,0,-0.2988570624000001,0
2017-08-28,0,-0.19486935040000006,0
2017-08-29,0,-0.13574400000000006,14
2017-08-30,0,-0.10725120000000006,0
2017-08-31,3,-0.08813568000000005,0
2017-09-01,0,-0.07447756799999977,0
2017-09-02,0,-0.0642651135999998,2
2017-09-03,0,-0.012469350399999964,0
2017-09-04,0,0.0,0
2017-09-05,3,0.0,0
2017-09-06,0,3.0,0
2017-09-07,0,-0.5999999999999999,0
2017-09-08,0,-0.2400000000000002,0
2017-09-09,0,-0.1440000000000001,0
2017-09-10,0,-0.10080000000000003,0
2017-09-11,3,-0.07660800000000004,0
2017-09-12,3,-0.06128640000000003,0
2017-09-13,0,-0.05078016000000003,0
2017-09-14,3,-0.04316313599999982,0
2017-09-15,0,-0.03740805119999989,0
2017-09-16,0,0.0,0
2017-09-17,0,0.0,0
2017-09-18,0,1.0,0
2017-09-19,2,-0.19999999999999996,0
2017-09-20,0,-0.08000000000000007,0
2017-09-21,0,-0.048000000000000036,0
2017-09-22,9,0.9664,0
2017-09-23,0,-0.22553599999999996,0
2017-09-24,0,-0.10042880000000008,0
2017-09-25,1,0.9350732799999999,0
2017-09-26,0,-0.24798771199999992,0
2017-09-27,0,-0.11800535040000004,0
2017-09-28,0,-0.06842880000000004,0
2017-09-29,0,-0.050526720000000025,0
2017-09-30,0,-0.03992371199999995,0
2017-10-01,0,-0.03289815039999998,0
2017-10-02,0,1.98307328,0
2017-10-03,0,0.5856122880000001,0
2017-10-04,0,-0.37246935040000007,0
2017-10-05,0,0.8239999999999998,0
2017-10-06,0,-0.31520000000000004,0
2017-10-07,0,-0.1646720000000001,0
2017-10-08,0,-0.11439360000000007,0
2017-10-09,0,6.91211776,0
2017-10-10,0,-1.4712381439999995,0
2017-10-11,0,-0.6197552128000003,0
2017-10-12,0,-0.3653960704000002,0
2017-10-13,2,-0.24958771200000002,0
2017-10-14,0,-0.19122135040000007,0
2017-10-15,0,-0.14300160000000006,0
2017-10-16,0,4.88151296,0
2017-10-17,0,1.8992860160000007,0
2017-10-18,3,-1.0872854528,0
2017-10-19,0,-0.4800000000000004,0
2017-10-20,0,-0.31200000000000017,0
2017-10-21,0,-0.2284800000000001,0
2017-10-22,0,-0.17875200000000008,0
2017-10-23,0,1.85408,0
2017-10-24,0,4.477281280000001,0
2017-10-25,0,-0.2655098879999995,0
2017-10-26,0,-0.7334080512000003,0
2017-10-27,1,-0.38720000000000027,0
2017-10-28,7,-0.26707200000000014,0
2017-10-29,12,-0.2021376000000001,0
2017-10-30,2,-0.16153344000000008,0
2017-10-31,1,-0.13383782399999994,0
2017-11-01,3,-0.11380398079999962,0
2017-11-02,4,-0.07673446399999977,0
2017-11-03,0,0.9875306496,0
2017-11-04,0,-0.19999999999999996,0
2017-11-05,0,-0.08000000000000007,0
2017-11-06,0,-0.048000000000000036,0
2017-11-07,0,-0.03360000000000001,0
2017-11-08,1,-0.025536000000000014,1
2017-11-09,0,-0.02042880000000001,0
2017-11-10,0,0.9830732799999999,0
2017-11-11,0,-0.2143877119999999,0
2017-11-12,0,-0.09246935040000004,0
2017-11-13,0,-0.048000000000000036,0
2017-11-14,0,-0.03360000000000001,0
2017-11-15,0,-0.025536000000000014,0
2017-11-16,1,-0.02042880000000001,0
2017-11-17,0,-0.01692672000000001,0
2017-11-18,0,0.9856122880000001,0
2017-11-19,0,-0.21246935039999992,0
2017-11-20,0,-0.08000000000000007,0
2017-11-21,0,-0.048000000000000036,0
2017-11-22,0,-0.03360000000000001,0
2017-11-23,0,-0.025536000000000014,0
2017-11-24,0,-0.02042880000000001,0
2017-11-25,0,-0.01692672000000001,0
2017-11-26,2,-0.01438771199999994,0
2017-11-27,0,-0.012469350399999964,0
2017-11-28,4,0.0,0
2017-11-29,8,0.0,0
2017-11-30,6,0.0,0
2017-12-01,0,0.0,0
2017-12-02,0,0.0,0
2017-12-03,10,0.0,0
2017-12-04,1,3.0,0
2017-12-05,2,-0.5999999999999999,0
2017-12-06,0,0.7599999999999998,0
2017-12-07,4,-0.3440000000000001,0
2017-12-08,0,2.8192,0
2017-12-09,0,0.2753920000000001,0
2017-12-10,1,-0.5348864000000002,0
2017-12-11,0,0.6996838399999998,0
2017-12-12,1,21.587608064,0
2017-12-13,0,-2.6445427711999985,0
2017-12-14,0,-0.3092101120000015,0
2017-12-15,4,-0.7332783104000007,0
2017-12-16,9,-1.2808258560000003,0
2017-12-17,0,-0.8772165632000003,0
2017-12-18,0,1.3548983295999997,0
2017-12-19,2,4.087694848,0
2017-12-20,0,0.41075394560000156,0
2017-12-21,0,0.7466166272000005,0
2017-12-22,0,1.0621591551999998,0
2017-12-23,0,-0.9143984128000001,0
2017-12-24,0,-0.5042069504000003,0
2017-12-25,1,0.6497305599999998,0
2017-12-26,0,-0.47253862399999996,0
2017-12-27,0,-0.3026603007999997,0
2017-12-28,0,-0.2138332159999998,0
2017-12-29,0,0.8788324352000001,0
2017-12-30,0,-0.2792501247999998,0
2017-12-31,0,-0.1253675008,0
2018-01-01,0,-0.06492672000000005,0
2018-01-02,0,-0.04798771199999995,0
2018-01-03,0,-0.03800535039999998,0
2018-01-04,0,1.9795712,0
2018-01-05,0,-0.4169267199999999,0
2018-01-06,0,-0.17438771200000008,0
2018-01-07,0,-0.10846935040000004,0
2018-01-08,0,6.9328,0
2018-01-09,0,-1.4510719999999997,0
2018-01-10,0,-0.6008576000000005,0
2018-01-11,0,-0.36985344000000026,0
2018-01-12,1,-0.26397542399999996,0
2018-01-13,0,-0.20369070080000004,0
2018-01-14,6,-0.14300160000000006,0
2018-01-15,0,-0.11848704000000007,1
2018-01-16,0,-0.10071398399999958,0
2018-01-17,0,-0.08728545279999975,3
2018-01-18,0,0.0,0
2018-01-19,0,10.0,0
2018-01-20,1,-0.9999999999999996,0
2018-01-21,0,-1.0000000000000007,0
2018-01-22,0,0.4399999999999995,0
2018-01-23,0,0.4159999999999999,0
2018-01-24,1,3.43104,0
2018-01-25,0,-1.157824,0
2018-01-26,0,-0.5912960000000005,0
2018-01-27,0,-0.41193983999999956,0
2018-01-28,0,-0.31944601599999967,0
2018-01-29,0,1.8480311296,0
2018-01-30,11,0.48697036800000015,0
2018-01-31,0,0.5454360575999999,0
2018-02-01,0,1.5539798016000002,0
2018-02-02,2,0.35492259840000007,0
2018-02-03,0,-0.49267200000000017,0
2018-02-04,0,-0.27599360000000017,0
2018-02-05,0,-0.19501824000000012,0
2018-02-06,0,-0.15080294399999994,0
2018-02-07,0,1.8773532672000002,0
2018-02-08,1,3.5188606976,0
2018-02-09,0,1.9818285056000002,0
2018-02-10,1,1.9446735872,0
2018-02-11,0,-1.1116693504000001,0
2018-02-12,0,2.430528,0
2018-02-13,0,-0.9878016000000001,0
2018-02-14,0,1.4670233599999998,0
2018-02-15,0,1.221623296,3
2018-02-16,1,0.1446438912000002,1
2018-02-17,17,0.3235713024000001,0
2018-02-18,0,-0.5850575871999999,9
2018-02-19,21,-0.3344602112000001,6
2018-02-20,1,-0.21669273599999994,0
2018-02-21,1,-0.17125509119999996,0
2018-02-22,0,-0.10859366399999992,0
2018-02-23,21,0.9089303552000002,0
2018-02-24,3,-0.25625313279999984,0
2018-02-25,0,-0.10685706239999998,0
2018-02-26,2,0.9395306496,0
2018-02-27,5,1.7664,0
2018-02-28,5,2.494464,0
2018-03-01,2,1.1715711999999998,0
2018-03-02,4,-0.7865267200000002,0
2018-03-03,0,-0.4111237120000002,0
2018-03-04,0,-0.2807701504000001,0
2018-03-05,0,-0.2015923200000001,0
2018-03-06,0,-0.16059955200000003,0
2018-03-07,7,0.8671174656000001,0
2018-03-08,2,-0.30195527679999973,0
2018-03-09,0,0.8538165248000001,0
2018-03-10,6,-0.27293870079999993,0
2018-03-11,0,-0.11360000000000009,0
2018-03-12,0,6.926464,1
2018-03-13,0,3.5459712000000003,0
2018-03-14,5,-1.6024627200000003,0
2018-03-15,0,0.22918348799999944,0
2018-03-16,0,6.2954039296,0
2018-03-17,0,-0.8411397119999999,1
2018-03-18,0,-1.0911509504000005,0
2018-03-19,0,-0.6702310400000004,0
2018-03-20,0,-0.49408358399999974,0
2018-03-21,0,3.6079951872000002,0
2018-03-22,0,0.9521889280000002,1
2018-03-23,3,9.126696448,0
2018-03-24,1,-2.4821100543999997,0
2018-03-25,0,-1.1320731648000004,0
2018-03-26,0,5.3381866496,2
2018-03-27,0,0.3312128000000001,0
2018-03-28,0,5.75607552,0
2018-03-29,4,0.856307712,0
2018-03-30,0,-0.7055200256000003,0
2018-03-31,0,0.8347681792000001,0
2018-04-01,0,-1.157538304,0
2018-04-02,0,-0.6299699200000004,0
2018-04-03,0,0.5306106880000001,0
2018-04-04,2,0.42389903360000025,0
2018-04-05,1,3.4720663552000004,0
2018-04-06,0,2.8837670912,0
2018-04-07,0,-0.2872492032,0
2018-04-08,0,0.18761922559999977,0
2018-04-09,0,0.3226964991999999,0
2018-04-10,0,1.3981004799999999,0
2018-04-11,2,8.223226368,0
2018-04-12,0,-1.2434151424,0
2018-04-13,5,-0.23329187840000043,0
2018-04-14,0,0.05048023040000005,0
2018-04-15,0,-0.7830926336,0
2018-04-16,0,-0.4760653824000002,0
2018-04-17,0,5.6482942976,0
2018-04-18,0,7.5268499456,0
2018-04-19,0,1.5026803712000003,0
2018-04-20,0,35.0280326144,1
2018-04-21,0,-6.397383782399999,0
2018-04-22,0,-4.034473062400003,0
2018-04-23,0,5.564733849599998,0
2018-04-24,0,24.67323648,1
2018-04-25,0,3.427586048,2
2018-04-26,0,0.09705000959999843,0
2018-04-27,0,12.4702787584,0
2018-04-28,0,-6.169164185599998,0
2018-04-29,0,2.6138202111999993,0
2018-04-30,0,2.769145139199999,1
