,graphile/postgraphile,apollographql/apollo-server,graphql/express-graphql
2018-05-01,0,5.781817344,0
2018-05-02,0,31.1865105408,0
2018-05-03,3,21.8341434368,0
2018-05-04,6,-4.2980593664,0
2018-05-05,5,-0.2575960064000018,0
2018-05-06,0,-5.009936076800001,1
2018-05-07,0,-1.0751057920000013,0
2018-05-08,2,-0.7097068544000003,0
2018-05-09,4,8.6551504896,1
2018-05-10,0,-2.872311193599997,0
2018-05-11,0,103.650220544,0
2018-05-12,0,-19.500708454399994,0
2018-05-13,0,-9.750671974400007,0
2018-05-14,0,-5.792023142400004,0
2018-05-15,4,-3.018481664000001,0
2018-05-16,0,-0.2679528448000008,0
2018-05-17,0,-2.1221910528000008,0
2018-05-18,0,-1.4950692864000006,0
2018-05-19,0,-2.045946982399994,0
2018-05-20,0,6.380749721600004,0
