,elastic/kibana,getsentry/sentry,grafana/grafana
2021-06-22,60,33.0,10
2021-06-23,62,20.800000000000004,15
2021-06-24,69,7.440000000000005,13
2021-06-25,10,-2.1919999999999984,6
2021-06-26,1,-12.148800000000001,1
2021-06-27,1,-5.6828160000000025,2
2021-06-28,59,17.2878464,13
2021-06-29,81,19.881822720000002,12
2021-06-30,86,30.961854464000005,12
2021-07-01,48,4.017617817600005,17
2021-07-02,3,-1.6888179711999953,13
2021-07-03,1,-17.122725887999998,0
2021-07-04,0,-7.906713395200002,1
2021-07-05,17,7.936663039999997,14
2021-07-06,46,29.079449088,13
2021-07-07,42,14.331688755200005,24
2021-07-08,51,6.873402163200005,15
2021-07-09,41,15.3108059136,14
2021-07-10,4,-20.193234943999997,2
2021-07-11,0,-9.899060736000003,2
2021-07-12,33,36.22541312,19
2021-07-13,43,13.101489663999999,20
2021-07-14,39,24.2186182656,19
2021-07-15,36,10.452384153600004,17
2021-07-16,35,-4.191593267199998,18
2021-07-17,1,-19.901923430399997,2
2021-07-18,2,-9.446669312000001,0
2021-07-19,31,28.0554993664,17
2021-07-20,38,17.029177856,16
2021-07-21,34,18.4905918464,27
2021-07-22,43,15.288428236800005,23
2021-07-23,4,4.9768154112000005,11
2021-07-24,0,-22.0541236224,1
2021-07-25,2,-10.454628249600002,0
2021-07-26,41,8.605608959999998,18
2021-07-27,38,17.371528192,10
2021-07-28,48,11.410950348800004,5
2021-07-29,41,14.949202432000003,22
2021-07-30,33,2.3133946880000025,13
2021-07-31,1,-17.566203903999998,0
2021-08-01,0,-7.631802572800002,0
2021-08-02,40,13.385217843199998,9
2021-08-03,46,13.47010304,13
2021-08-04,26,8.662610432000001,26
2021-08-05,29,9.850909593600003,15
2021-08-06,5,16.6741902336,10
2021-08-07,1,-17.9804565504,0
2021-08-08,0,-8.743343206400002,0
2021-08-09,32,-0.9626828800000018,15
2021-08-10,56,-4.091449856000002,16
2021-08-11,46,-1.5423227904000005,11
2021-08-12,45,-2.1086907392,12
2021-08-13,47,-2.1958052863999997,18
2021-08-14,9,-0.2662415359999999,2
2021-08-15,4,1.8783446016,2
2021-08-16,61,-1.5435457535999997,11
2021-08-17,78,14.421128192,20
2021-08-18,44,10.640347340800002,23
2021-08-19,44,6.183767859200001,20
2021-08-20,36,-0.15357122559999858,11
2021-08-21,2,-7.2120583168,0
2021-08-22,4,-3.266747392000001,0
2021-08-23,48,13.888102707199998,21
2021-08-24,47,9.071992729600002,19
2021-08-25,47,13.1263488,15
2021-08-26,55,18.804153344000003,15
2021-08-27,15,2.0761606144000027,23
2021-08-28,0,-14.82680576,1
2021-08-29,0,-6.396578611200002,2
2021-08-30,38,22.01560064,9
2021-08-31,44,28.726591488,16
2021-09-01,47,7.861197107200002,25
2021-09-02,26,3.682728038400004,17
2021-09-03,46,-16.1163515904,5
2021-09-04,0,-8.838607257600003,0
2021-09-05,1,-5.134990336000003,0
2021-09-06,19,-3.4670489600000014,12
2021-09-07,41,25.343443968,20
2021-09-08,53,3.6685704192000035,19
2021-09-09,43,11.360986214400002,23
2021-09-10,26,2.1835770880000034,21
2021-09-11,0,-11.750267187199999,0
2021-09-12,1,-4.963452313600001,1
2021-09-13,41,27.8670464,26
2021-09-14,41,10.340753920000001,18
2021-09-15,46,13.535954944000002,25
2021-09-16,31,2.010070425600002,17
2021-09-17,6,2.770320998400001,22
2021-09-18,3,-13.9613609984,0
2021-09-19,5,-6.311829708800002,1
2021-09-20,25,27.003824639999998,23
2021-09-21,31,17.657136128,15
2021-09-22,39,14.773218099200001,14
2021-09-23,45,7.915781632000002,24
2021-09-24,3,-2.086530867199997,2
2021-09-25,0,-15.686077952000002,2
2021-09-26,3,-7.361042022400002,0
2021-09-27,35,21.29595904,17
2021-09-28,39,21.125787648,18
2021-09-29,41,18.153450803200002,26
2021-09-30,32,2.0522827776000057,21
2021-10-01,28,-1.0869230591999965,21
2021-10-02,2,-12.510701363199999,0
2021-10-03,1,-8.416530022400002,0
2021-10-04,58,23.028477439999996,14
2021-10-05,59,5.200780288000001,12
2021-10-06,61,29.8407007232,22
2021-10-07,51,7.221689856000005,19
2021-10-08,12,30.610417561600002,15
2021-10-09,2,-29.654524415999997,0
2021-10-10,2,-11.572243558400004,0
2021-10-11,42,7.052477849599997,18
2021-10-12,64,22.506136064,27
2021-10-13,57,6.380869529600002,15
2021-10-14,56,7.457611776,23
2021-10-15,51,6.317384908800001,15
2021-10-16,6,-17.1769678848,1
2021-10-17,5,-7.495404953600002,0
2021-10-18,57,29.660226559999998,21
2021-10-19,80,10.260311552000001,22
2021-10-20,69,7.6884953088,27
2021-10-21,68,4.772387225600003,22
2021-10-22,5,13.917859840000002,18
2021-10-23,1,-18.065259007999998,0
2021-10-24,0,-8.344608563200001,0
2021-10-25,48,15.051394559999999,15
2021-10-26,75,10.443676672,26
2021-10-27,33,12.051044044800003,24
2021-10-28,39,7.8325566464000005,18
2021-10-29,46,11.812540416000001,21
2021-10-30,8,-18.012841369599997,0
2021-10-31,0,-7.494908416000001,0
2021-11-01,38,14.5454482432,16
2021-11-02,70,5.212042240000001,36
2021-11-03,53,18.86320384,21
2021-11-04,44,24.104528998400003,17
2021-11-05,41,-2.0252648447999952,20
2021-11-06,2,-16.2062036992,2
2021-11-07,2,-8.065881190400003,1
2021-11-08,36,13.215388159999996,16
2021-11-09,54,20.363584512,28
2021-11-10,43,14.791143628800004,25
2021-11-11,69,9.403185971200003,27
2021-11-12,8,-0.5868738559999969,20
2021-11-13,1,-12.818100940799999,1
2021-11-14,0,-8.292966604800002,2
2021-11-15,47,26.2038085632,26
2021-11-16,60,0.1718794240000019,23
2021-11-17,35,0.2321273856000019,36
2021-11-18,39,6.955371315200001,31
2021-11-19,40,1.6594130944000014,36
2021-11-20,1,-9.9003287552,2
2021-11-21,2,-5.252523315200001,0
2021-11-22,36,15.870530969599999,17
2021-11-23,49,21.152186368000002,25
2021-11-24,45,17.567682867200002,36
2021-11-25,25,-5.619901644799995,16
2021-11-26,6,-4.173729894399999,20
2021-11-27,2,-9.775605350400001,0
2021-11-28,1,-4.949542707200003,0
2021-11-29,40,17.749534003199997,31
2021-11-30,48,15.168077312000001,16
2021-12-01,49,15.151356108800002,25
