,pytorch/vision,huggingface/transformers,tensorflow/models
2019-05-16,0,0,0.5123203800031249
2019-05-17,1,0,-1.293768353746875
2019-05-18,1,4,1.3465475422062498
2019-05-19,7,0,-1.0283187496953128
2019-05-20,5,0,0.5235048360343751
2019-05-21,8,0,4.39484509125
2019-05-22,8,1,6.163611303453125
2019-05-23,3,3,2.829764562504687
2019-05-24,1,0,3.903272101770313
2019-05-25,1,0,-3.501614123965625
2019-05-26,0,0,-0.6169355460312493
2019-05-27,2,2,-1.3577654127156247
2019-05-28,0,0,12.138631014484375
2019-05-29,3,0,2.4481478879390624
2019-05-30,1,4,-1.9768029802890625
2019-05-31,1,8,4.52515122729375
2019-06-01,0,11,-3.4645308592562505
2019-06-02,0,0,-1.635541916379687
2019-06-03,3,3,10.976605320734375
2019-06-04,0,0,-2.363572009482813
2019-06-05,3,0,11.546298290796875
2019-06-06,1,6,0.3873980256140612
2019-06-07,4,0,-3.1304882424109373
2019-06-08,0,0,-2.338271843824999
2019-06-09,0,0,-1.4581697426296873
2019-06-10,0,1,0.009392490000000087
2019-06-11,4,3,0.9271487763124995
2019-06-12,2,1,1.6654383501749996
2019-06-13,4,0,10.444034633815624
2019-06-14,6,14,-0.37854785960312576
2019-06-15,1,5,-2.8459224461624992
2019-06-16,0,0,-1.350792275732812
2019-06-17,1,10,-0.8746297487499999
2019-06-18,1,32,3.359073148234375
2019-06-19,1,12,4.299539981985937
2019-06-20,4,10,5.384592288237499
2019-06-21,0,5,1.4249000641140621
2019-06-22,0,7,-1.0841578258562499
2019-06-23,0,2,-2.01518965293125
2019-06-24,7,5,0.8997550500000004
2019-06-25,1,4,-0.37308876999999985
2019-06-26,3,9,-0.1024236595625001
2019-06-27,0,3,-1.0010969560250003
2019-06-28,2,5,3.4053126927281245
2019-06-29,1,2,-1.5850684371906256
2019-06-30,0,0,-0.6361149746953124
2019-07-01,1,1,-0.3560824864656249
2019-07-02,2,9,2.76535843021875
2019-07-03,2,9,-0.08088181698125019
2019-07-04,6,3,-0.7375835799984374
2019-07-05,2,19,-0.37291250823281236
2019-07-06,2,0,-0.24349436706250013
2019-07-07,0,0,-0.18365690293125006
2019-07-08,1,3,4.9004371625
2019-07-09,2,17,0.4198473162499998
2019-07-10,1,6,-0.1915874240468749
2019-07-11,1,17,4.135873043535938
2019-07-12,4,11,-1.9383959132328126
2019-07-13,0,4,-0.8134262499999997
2019-07-14,0,2,-0.5135073124999998
2019-07-15,2,19,2.62811915625
2019-07-16,1,23,1.8108197561718746
2019-07-17,1,9,-1.4500320859453126
2019-07-18,0,6,6.36867008801875
2019-07-19,4,0,6.508045502939062
2019-07-20,0,1,-0.7125653161640622
2019-07-21,0,2,-1.4205033374999996
2019-07-22,1,4,-0.5583519087499995
2019-07-23,5,16,3.742493778453125
2019-07-24,3,3,7.696183822504687
2019-07-25,0,7,0.9031978315515623
2019-07-26,5,11,-1.2689778186093745
2019-07-27,0,3,-2.2686597772703125
2019-07-28,0,0,-1.2698452556421875
2019-07-29,0,1,1.1909964572859375
2019-07-30,0,0,6.8140186262515625
2019-07-31,3,3,-1.0683845470609379
2019-08-01,2,1,3.0729676724296873
2019-08-02,1,0,2.4805427363437493
2019-08-03,0,1,-1.6244109996953124
2019-08-04,1,4,-1.5143155514656246
2019-08-05,3,20,2.1130855525000003
2019-08-06,4,5,4.46111290146875
2019-08-07,3,9,2.3877368294093744
2019-08-08,4,8,-0.6898316706437502
2019-08-09,0,3,6.17289485845625
2019-08-10,0,2,-1.4038936737421879
2019-08-11,0,1,-2.0917703704296873
2019-08-12,1,5,2.874933340517188
2019-08-13,0,4,7.022481394703124
2019-08-14,0,4,8.284554365957813
2019-08-15,0,6,-2.2274860107250003
2019-08-16,0,10,5.845959585304688
2019-08-17,0,2,-2.4014386080906247
2019-08-18,0,6,-2.7064764393937497
2019-08-19,0,6,11.464845816034376
2019-08-20,0,32,10.0168840691875
2019-08-21,1,13,-0.7073612263218756
2019-08-22,0,5,3.212888595967188
2019-08-23,0,8,2.1275792021593753
2019-08-24,0,2,-3.5073559880890626
2019-08-25,0,0,-1.6544341151265618
2019-08-26,0,5,4.056054177284375
2019-08-27,0,12,1.8861589007968744
2019-08-28,4,44,1.847570083989062
2019-08-29,3,6,-0.06551847658593779
2019-08-30,4,57,1.6423087577281246
2019-08-31,0,23,-2.4536764594718754
2019-09-01,0,1,-1.2175168081453123
2019-09-02,2,8,-0.7666968349984374
2019-09-03,0,0,2.4301548549234373
2019-09-04,0,10,2.6556059805249994
2019-09-05,0,23,4.187704078757812
2019-09-06,2,6,4.410123688539063
2019-09-07,0,0,-3.1927446067609377
2019-09-08,0,19,-1.3961444029312493
2019-09-09,4,16,2.1538014125
2019-09-10,3,10,-0.5094542712500001
2019-09-11,1,8,1.913813829703125
2019-09-12,1,4,0.43553321323906236
2019-09-13,0,3,0.6227176302249997
2019-09-14,0,0,-1.3104607467562501
2019-09-15,0,0,-0.6441342301296875
2019-09-16,1,8,1.63136156625
2019-09-17,3,2,5.123804488453125
2019-09-18,5,18,3.7704989972859373
2019-09-19,0,27,-0.6946898360296876
2019-09-20,5,2,6.222256779270313
2019-09-21,0,0,-3.326335759996875
2019-09-22,1,1,-1.4520250514656243
2019-09-23,4,12,3.0877537775000006
2019-09-24,6,38,0.13407724896874984
2019-09-25,0,14,-0.540494494559375
2019-09-26,1,40,0.8510777725093748
2019-09-27,2,18,0.7504378970718748
2019-09-28,0,2,-1.2228865605906254
2019-09-29,0,2,0.3696062441375001
2019-09-30,4,3,2.34856393
2019-10-01,2,6,0.7305322229374998
2019-10-02,3,6,-0.1855465852125
2019-10-03,2,37,2.14381768426875
2019-10-04,3,10,1.6425408557359373
2019-10-05,0,0,-0.526186872496875
2019-10-06,0,2,-1.0090696877156247
2019-10-07,4,20,3.446981986984375
2019-10-08,4,17,0.40844277647031224
2019-10-09,0,22,2.6893732155203125
2019-10-10,0,26,7.15252179801875
2019-10-11,1,15,6.458983752720313
2019-10-12,1,2,-1.4895436637453123
2019-10-13,0,3,-0.855340906464062
2019-10-14,0,13,-1.126317733232812
2019-10-15,3,30,4.4478478854375005
2019-10-16,9,8,2.1868660560374997
2019-10-17,2,13,6.146916467721875
2019-10-18,10,3,1.8617575711781251
2019-10-19,0,1,0.30235331699843737
2019-10-20,0,2,-1.9892936926249996
2019-10-21,5,5,6.181790128020313
2019-10-22,3,11,2.4753512517687497
2019-10-23,1,3,1.5483706549234375
2019-10-24,1,7,2.763771798025
2019-10-25,1,0,-2.450694859554688
2019-10-26,3,0,-2.0228579771890622
2019-10-27,0,3,-1.191345520209375
2019-10-28,2,9,6.189370015303125
2019-10-29,3,2,0.31077089764218657
2019-10-30,3,22,-1.1031194002062499
2019-10-31,2,7,0.6705914317750001
2019-11-01,0,2,5.653227859492187
2019-11-02,0,0,-1.7954064461625006
2019-11-03,0,1,-1.4598727007328118
2019-11-04,2,13,0.1659112462500003
2019-11-05,2,18,2.1086322988906248
2019-11-06,2,11,1.5385627083234372
2019-11-07,1,2,4.438272208535937
2019-11-08,0,9,-1.5349811255140624
2019-11-09,0,2,-1.415968867575
2019-11-10,0,0,1.1941102781046875
2019-11-11,0,5,3.9079809755171873
2019-11-12,0,12,6.928924874484375
2019-11-13,1,0,1.3685091902203128
2019-11-14,1,15,3.951770105004688
2019-11-15,5,2,-1.575720814042188
2019-11-16,0,12,-2.2865026711624994
2019-11-17,0,0,-1.2626970232328123
2019-11-18,2,7,2.11519368521875
2019-11-19,0,9,1.4180630634562497
2019-11-20,0,2,0.25699957669531215
2019-11-21,1,6,8.525603055826561
2019-11-22,0,7,2.2740438689765616
2019-11-23,0,3,-0.30548557616093763
2019-11-24,0,0,-1.3914951639656241
2019-11-25,3,7,2.4402200912500005
2019-11-26,3,49,-1.172741196546875
2019-11-27,0,31,6.562587437504687
2019-11-28,0,7,-2.274084835729688
2019-11-29,0,8,-0.7593904741218751
2019-11-30,1,2,0.6487093833281248
2019-12-01,0,2,-1.3567316034437502
2019-12-02,1,4,2.2968385860359377
2019-12-03,0,41,1.6288227959546873
2019-12-04,3,17,4.429805327803125
2019-12-05,5,23,3.4642242163921875
2019-12-06,1,10,3.080949478621875
2019-12-07,0,1,-3.064022927498437
2019-12-08,0,0,-0.4323151842640618
2019-12-09,0,14,-0.2301777352156249
2019-12-10,2,58,1.931516353453125
2019-12-11,1,29,-0.5846307074953128
2019-12-12,1,15,2.8958981422078125
2019-12-13,0,25,1.1561128275093746
2019-12-14,0,11,3.2702506075093747
2019-12-15,0,2,-0.30606186564687476
2019-12-16,4,28,1.4014531719843752
2019-12-17,1,18,4.243518686251562
2019-12-18,0,33,4.3027324627203125
2019-12-19,6,26,3.6602751110359373
2019-12-20,0,39,-0.6222944140453124
2019-12-21,0,45,-2.6249476469781245
2019-12-22,0,51,1.5811500414734379
2019-12-23,0,28,-1.8639067459453127
2019-12-24,0,15,-0.9950359067624999
2019-12-25,0,25,-0.6993382440421877
2019-12-26,0,7,0.48433149949374954
2019-12-27,0,7,-0.652253481239063
2019-12-28,0,6,0.6824433695734373
2019-12-29,0,2,-0.4571220609484376
2019-12-30,0,0,0.8072073497031249
2019-12-31,0,0,0.5700295103015625
2020-01-01,0,2,-0.46844336249999996
2020-01-02,3,0,1.78682247625
2020-01-03,1,0,0.2611799207343749
2020-01-04,0,1,0.38757656301718757
2020-01-05,0,4,-0.5928778292656249
2020-01-06,0,8,0.6993534505171876
2020-01-07,0,12,3.5060630094843748
2020-01-08,0,5,1.5490953950015625
2020-01-09,0,1,-0.4839990732328123
2020-01-10,2,14,0.03284593021875026
2020-01-11,0,8,-0.8358710669812499
2020-01-12,0,0,-0.45660949249843746
2020-01-13,2,9,2.6855126130171874
2020-01-14,2,17,2.8685688507343747
2020-01-15,0,6,-1.7019632140453127
2020-01-16,2,15,0.2572980605218751
2020-01-17,4,3,2.2659282697859373
2020-01-18,0,0,-0.2842708799984375
2020-01-19,0,0,-0.8768070007328124
2020-01-20,1,4,-0.4736577712499998
2020-01-21,1,10,5.666833004703125
2020-01-22,5,1,1.943138780739062
2020-01-23,0,33,1.9971462358187502
2020-01-24,0,8,1.9269705994843753
2020-01-25,0,0,-1.1791458372796875
2020-01-26,0,0,-1.3535984564640622
2020-01-27,8,9,3.2242004117671876
2020-01-28,1,15,4.2541019075
2020-01-29,6,14,1.3567436544062499
2020-01-30,1,11,3.588319858540625
2020-01-31,0,18,1.04539952250625
2020-02-01,0,2,-0.5646537937437497
2020-02-02,0,0,-1.8793053196968748
2020-02-03,1,5,-0.03695368323281212
2020-02-04,1,13,0.9716545404374999
2020-02-05,0,4,1.7306857764749997
2020-02-06,0,7,-0.5808149389593753
2020-02-07,0,13,1.9538527264749999
2020-02-08,0,0,-0.4764671439593753
2020-02-09,0,0,-0.9637959489625001
2020-02-10,4,15,-0.5055090752156248
2020-02-11,0,8,0.666658398234375
2020-02-12,0,6,4.445187219485938
2020-02-13,2,5,3.2016829119874997
2020-02-14,4,14,1.7787203597859378
2020-02-15,0,0,-0.14283333727968728
2020-02-16,0,1,-1.6046597064640622
2020-02-17,0,5,-0.8342780257328122
2020-02-18,0,2,3.43638716375
2020-02-19,0,9,2.373726601984375
2020-02-20,0,11,12.039682684189062
2020-02-21,0,7,3.8723085300078113
2020-02-22,0,6,-1.7379884807265622
2020-02-23,0,6,-0.04361808646249887
2020-02-24,4,13,2.4480537235343753
2020-02-25,3,10,5.060001455
2020-02-26,0,8,9.043262212937499
2020-02-27,1,6,-4.83991836499375
2020-02-28,1,0,8.051961011100001
2020-02-29,0,2,-5.108173894900001
2020-03-01,0,3,-0.3175315031421868
2020-03-02,0,11,1.9495605912546878
2020-03-03,0,14,4.544049023973438
2020-03-04,5,22,3.569421028460937
2020-03-05,0,33,3.2565636149343744
2020-03-06,0,13,-0.8725816000421878
2020-03-07,0,0,-1.6863075226546878
2020-03-08,0,6,-0.8011347930609372
2020-03-09,0,14,3.65677218396875
2020-03-10,4,8,3.620630102721875
2020-03-11,4,47,6.025039125959374
2020-03-12,3,7,3.893852836260937
2020-03-13,4,6,0.7810936562609374
2020-03-14,0,1,1.5499715708234376
2020-03-15,0,0,0.7672274572859381
2020-03-16,4,7,0.12478607625156268
2020-03-17,4,11,8.527687097939062
2020-03-18,0,8,-1.7224534805078129
2020-03-19,1,23,2.9647953172125003
2020-03-20,2,5,0.5306763655296871
2020-03-21,0,0,-1.9154089584406249
2020-03-22,0,0,-0.8173825824921874
2020-03-23,3,9,-1.4175209919765626
2020-03-24,3,13,1.116192098021875
2020-03-25,0,5,5.7695053796296865
2020-03-26,0,15,1.2162024616421867
2020-03-27,0,10,2.6811592522078125
2020-03-28,0,0,-1.6040704827093748
2020-03-29,0,2,-0.49274564344687466
2020-03-30,5,11,5.852786395001562
2020-03-31,5,16,4.201342501767187
2020-04-01,4,7,3.65915845021875
2020-04-02,5,5,5.348079998675
2020-04-03,5,10,3.560984259057813
2020-04-04,0,7,0.5733653769906253
2020-04-05,0,2,-1.6303963441796867
2020-04-06,3,19,0.5043686662515627
2020-04-07,5,8,-1.4166696343421874
2020-04-08,2,6,4.278975911260938
2020-04-09,2,5,1.1244904762609371
2020-04-10,2,7,4.424535153979687
2020-04-11,0,2,-1.396935796970313
2020-04-12,0,0,-0.13950327469062485
2020-04-13,0,2,5.254705316554688
2020-04-14,4,2,0.9375420744874994
2020-04-15,1,2,4.394139201035938
2020-04-16,1,12,5.576095653673438
2020-04-17,0,8,7.662152012290625
2020-04-18,0,6,-4.580138692790625
2020-04-19,0,0,-0.823236411160936
2020-04-20,0,10,6.726751123753125
2020-04-21,1,4,1.9039687736749995
2020-04-22,0,6,4.238375061557813
2020-04-23,1,9,0.7089982659593748
2020-04-24,2,6,30.393354508979687
2020-04-25,0,1,8.912252430967186
2020-04-26,1,0,-3.0934414855593744
2020-04-27,2,9,-1.4222119855140605
2020-04-28,2,14,-2.87367406985625
2020-04-29,3,5,-2.345474522189062
2020-04-30,0,4,-2.312275157271875
2020-05-01,0,16,10.511266690309375
2020-05-02,0,11,-3.6148840849453148
2020-05-03,0,1,-3.2805762169937505
2020-05-04,5,2,3.321045357985937
2020-05-05,6,4,0.5218060972937493
2020-05-06,0,7,7.91798571030625
2020-05-07,3,17,0.9339473405203123
2020-05-08,0,9,1.7346376730187503
2020-05-09,0,0,-1.1469840286859379
2020-05-10,0,3,-0.2380278680578125
2020-05-11,5,17,2.2026892172843753
2020-05-12,3,12,6.752522219921875
2020-05-13,0,7,1.1105494835390624
2020-05-14,4,14,8.766526411395311
2020-05-15,1,10,-2.2371563099062506
2020-05-16,0,0,-3.169620422492187
2020-05-17,0,1,-0.7280032471953122
2020-05-18,6,19,4.546671632503125
2020-05-19,3,13,9.240176030221875
2020-05-20,5,13,3.049958427428124
2020-05-21,3,4,6.443873324576563
2020-05-22,0,15,-1.440004738601563
2020-05-23,0,1,-1.7251834715906247
2020-05-24,0,0,1.4481643115515634
2020-05-25,0,11,-0.736540209265625
2020-05-26,3,11,4.850849351173437
2020-05-27,0,10,0.5730252419156239
2020-05-28,0,7,1.1342413458312501
2020-05-29,4,8,8.358591989715624
2020-05-30,1,0,-2.6425404101234378
2020-05-31,1,0,-2.5701696564624994
2020-06-01,3,25,2.5644147214718753
2020-06-02,0,11,5.8084200472875
2020-06-03,1,7,7.4654958611749995
2020-06-04,3,14,5.072050157807812
2020-06-05,1,13,-2.164582256243749
2020-06-06,0,3,-2.3115730848531246
2020-06-07,0,1,-2.163843929092187
2020-06-08,0,9,4.698709428534375
2020-06-09,1,9,4.2515554554375
2020-06-10,1,14,4.51799072669375
2020-06-11,3,6,-0.06444676528437476
2020-06-12,0,7,8.914187603032811
2020-06-13,0,1,-5.157880556375
2020-06-14,0,2,-1.2236538814640614
2020-06-15,0,14,1.2972949067671877
2020-06-16,0,13,3.9799608831562496
2020-06-17,1,14,8.031437863243749
2020-06-18,0,10,7.274040428245312
2020-06-19,1,5,11.338130792074999
2020-06-20,0,7,-5.6127708666187495
2020-06-21,0,1,0.029090179956251294
2020-06-22,2,30,3.5571935369843755
2020-06-23,3,11,9.890547806470313
2020-06-24,0,24,1.6175198484578122
2020-06-25,0,11,4.6140031886812505
2020-06-26,4,12,3.2182079745015617
2020-06-27,0,2,-4.560259891309375
2020-06-28,0,4,10.92114990901094
2020-06-29,4,21,21.970806315221875
2020-06-30,7,18,19.794715597209375
2020-07-01,2,17,15.917530507651563
2020-07-02,3,11,-15.229277269384374
2020-07-03,3,10,-2.996464299768747
2020-07-04,0,0,-2.68581843196875
2020-07-05,0,0,-2.501596168360938
2020-07-06,5,13,4.467024649548437
2020-07-07,2,22,1.1300327840531228
2020-07-08,2,9,12.560399497246873
2020-07-09,2,10,6.634003486814061
2020-07-10,2,20,16.724085420515625
2020-07-11,0,1,-3.3271774133124996
2020-07-12,2,1,-3.640209250728124
2020-07-13,2,7,11.505633711770313
2020-07-14,0,14,7.424817634409375
2020-07-15,2,14,-4.20505683520625
2020-07-16,2,10,16.7689235530875
2020-07-17,1,11,20.284606582823436
2020-07-18,0,8,-8.399713991384376
2020-07-19,0,0,-4.431958306196872
2020-07-20,1,17,8.99230063957344
2020-07-21,0,24,3.656519235801561
2020-07-22,0,7,3.9155865667906244
2020-07-23,0,8,18.060167286945312
2020-07-24,0,13,15.950320303224998
2020-07-25,0,0,-13.177136550340627
2020-07-26,0,3,-1.960900127062498
2020-07-27,0,16,3.2254762135390633
2020-07-28,0,21,22.624962476832813
2020-07-29,2,9,3.5641900065687473
2020-07-30,4,10,13.496773438767189
2020-07-31,9,10,3.360637144048436
2020-08-01,0,2,-6.031192133492187
2020-08-02,0,1,-2.2069326522859365
2020-08-03,14,11,28.2509295429375
2020-08-04,2,19,-1.9053672395562522
2020-08-05,1,10,29.01751193095
2020-08-06,1,8,-10.201747555753126
2020-08-07,2,19,16.16485825964844
2020-08-08,1,5,-0.5330775508390637
2020-08-09,0,2,-2.5464533730546854
2020-08-10,0,12,1.7826354587562507
2020-08-11,1,28,9.997147907553124
2020-08-12,0,12,1.830585651395312
2020-08-13,0,11,14.293221512345312
2020-08-14,1,7,13.299263552809373
2020-08-15,0,0,-6.9836164710375
2020-08-16,0,2,-5.1483663607578105
2020-08-17,0,28,7.395974147596876
2020-08-18,0,13,18.458417015229685
2020-08-19,0,7,3.094037609639063
2020-08-20,4,16,-5.149288881879688
2020-08-21,3,8,1.231025303095313
2020-08-22,0,2,-3.534929887246876
2020-08-23,0,3,0.399048351084375
2020-08-24,3,13,8.687587152804689
2020-08-25,3,20,5.443430153596874
2020-08-26,1,19,5.995189089565624
2020-08-27,2,12,4.510255001960937
2020-08-28,2,9,0.7517317064281253
2020-08-29,0,3,-4.0639391677906245
2020-08-30,0,6,-2.9804095211609365
2020-08-31,1,15,2.1058190339718754
2020-09-01,3,22,-0.6003148653687509
2020-09-02,3,12,3.9105741342843743
2020-09-03,1,12,3.0108455545015618
2020-09-04,0,8,-0.20327662196562546
2020-09-05,0,1,-2.3657178366703127
2020-09-06,0,1,-0.17649955939531226
2020-09-07,1,18,-0.03377073323281232
2020-09-08,0,9,5.0550844104375
2020-09-09,2,6,10.6068233460375
2020-09-10,0,24,2.0643241429406247
2020-09-11,0,9,2.874484648759375
2020-09-12,0,1,-4.03160674219375
2020-09-13,0,2,-0.9349223759484366
2020-09-14,9,14,5.441480084484375
2020-09-15,0,15,10.859965765001562
2020-09-16,0,11,4.279203939923437
2020-09-17,0,16,-1.5102272511
2020-09-18,4,27,4.185719944364063
2020-09-19,0,4,-0.41481852248906304
2020-09-20,0,3,-2.372715703879687
2020-09-21,1,16,3.8716377919843756
2020-09-22,7,24,2.793888111907812
2020-09-23,1,8,-1.487966114848438
2020-09-24,3,15,2.6429455520843748
2020-09-25,1,19,2.2181821106093746
2020-09-26,0,0,0.15624615544374976
2020-09-27,0,2,-0.3119631216750003
2020-09-28,4,14,5.203607812803125
2020-09-29,6,11,-0.10706283132656313
2020-09-30,2,16,3.645831610009375
2020-10-01,3,27,1.9745696558218748
2020-10-02,1,1,8.079742633456249
2020-10-03,1,0,-2.7612634462421877
2020-10-04,0,2,-2.6990635514609367
2020-10-05,6,19,1.4813188230203127
2020-10-06,5,16,5.0557504099249995
2020-10-07,9,13,0.8048902520734371
2020-10-08,1,8,6.340173103457813
2020-10-09,2,14,0.927036700525
2020-10-10,0,2,-3.333773748085938
2020-10-11,1,3,-1.6802053165921873
2020-10-12,4,11,0.9751518147843752
2020-10-13,3,10,8.658250733453125
2020-10-14,7,12,-0.7958453645578132
2020-10-15,1,13,0.4853894640578127
2020-10-16,5,12,0.8176645274281249
2020-10-17,0,3,-0.0561998029234374
2020-10-18,0,1,-1.6256687911640624
2020-10-19,0,17,3.1311285775
2020-10-20,2,14,3.18018299146875
2020-10-21,7,24,7.597865847128125
2020-10-22,7,22,10.867380808625
2020-10-23,6,11,2.8000360637546873
2020-10-24,0,2,-2.315988437495312
2020-10-25,0,1,-0.45335337322968705
2020-10-26,6,26,6.130459766034376
