,pytorch/vision,huggingface/transformers,tensorflow/models
2018-11-29,0,0,0.0
2018-11-30,0,20,15.0
2018-12-01,0,4,-4.500000000000001
2018-12-02,0,2,-1.5749999999999988
2018-12-03,0,0,5.107500000000001
2018-12-04,3,2,0.5975624999999996
2018-12-05,0,4,0.024196250000000363
2018-12-06,3,12,-0.6212129374999995
2018-12-07,0,1,5.786165893750001
2018-12-08,0,0,1.1390402485156237
2018-12-09,0,5,-2.507422123492187
2018-12-10,0,3,0.8803107700000006
2018-12-11,1,11,-1.3475515968437501
2018-12-12,0,3,1.2309822103062498
2018-12-13,3,17,-0.09230798447968769
2018-12-14,1,8,5.14080709051875
2018-12-15,0,0,-1.2839900255921881
2018-12-16,0,0,-1.2749774846921875
2018-12-17,1,1,0.3461487995687502
2018-12-18,1,2,2.29148959146875
2018-12-19,0,9,2.688153763534375
2018-12-20,1,4,9.20538386771875
2018-12-21,1,0,-0.11873054823124995
2018-12-22,0,1,0.12899126242343817
2018-12-23,0,0,-0.3449688086624998
2018-12-24,0,0,4.183948225517188
2018-12-25,2,0,-1.8419447380156249
2018-12-26,0,0,-0.6815006460296871
2018-12-27,0,0,1.6626036819890624
2018-12-28,0,0,-0.7395647198531257
2018-12-29,0,0,-1.2093419588734378
2018-12-30,1,0,-0.632946275728125
2018-12-31,0,0,-0.4192359282296877
2019-01-01,0,0,-0.29398851330937525
2019-01-02,0,1,0.7841026925874999
2019-01-03,0,4,1.5903871862515624
2019-01-04,0,0,6.214829162720312
2019-01-05,0,1,-2.426126956464063
2019-01-06,0,0,-0.9077459132328118
2019-01-07,0,13,21.473454750000002
2019-01-08,3,7,0.0361411374999987
2019-01-09,0,1,-3.683560748749999
2019-01-10,0,5,-1.5607573017656238
2019-01-11,0,2,5.116887236985938
2019-01-12,0,0,-2.3377868438250005
2019-01-13,0,3,-1.9499671176296869
2019-01-14,0,5,-0.17140880999999974
2019-01-15,0,4,1.824372702406249
2019-01-16,0,8,-0.7054144947312508
2019-01-17,0,2,2.0028958293546877
2019-01-18,0,1,-0.40910440874843745
2019-01-19,0,1,0.0316145456578123
2019-01-20,0,0,-0.8470647218953127
2019-01-21,0,0,-0.4170910244828124
2019-01-22,0,1,-0.284852650515625
2019-01-23,0,0,-0.21989617477968765
2019-01-24,0,0,-0.1664998902140626
2019-01-25,1,0,-0.10345169977968766
2019-01-26,0,0,0.9244157697859374
2019-01-27,0,1,-0.3294601299984376
2019-01-28,0,4,-0.11858341323281245
2019-01-29,0,4,-0.05949999999999997
2019-01-30,0,4,0.9598375
2019-01-31,0,1,0.67027975
2019-02-01,0,4,5.5717191375
2019-02-02,0,0,-0.9834572737500002
2019-02-03,0,0,-0.04553921676562456
2019-02-04,0,5,-0.8454661632328123
2019-02-05,0,16,0.5415238875000001
2019-02-06,0,4,1.37977786375
2019-02-07,0,12,-0.949401915515625
2019-02-08,0,16,0.5342951150015626
2019-02-09,0,7,0.38975564992343725
2019-02-10,0,0,0.3686202800874998
2019-02-11,1,15,2.4233185075015626
2019-02-12,2,2,2.8162350880171876
2019-02-13,4,8,0.301825985734375
2019-02-14,4,1,5.662999540735938
2019-02-15,0,2,-1.7676127127156254
2019-02-16,0,1,-1.4619256030156245
2019-02-17,0,6,-0.8389659912484373
2019-02-18,2,16,-0.5795334012484376
2019-02-19,0,3,0.5681913664703124
2019-02-20,0,5,-0.6348579417609378
2019-02-21,1,4,4.6529311347875
2019-02-22,0,1,2.2832388824249996
2019-02-23,1,1,-0.8761231093953126
2019-02-24,0,1,-0.060803663232812166
2019-02-25,0,0,0.1329066375000001
2019-02-26,1,2,-0.79270852375
2019-02-27,1,9,1.544175470734375
2019-02-28,2,1,3.0691240180171873
2019-03-01,1,0,1.3416237086718747
2019-03-02,0,0,-0.6423823194765625
2019-03-03,0,2,-1.045773505946875
2019-03-04,0,1,-0.5520079037484373
2019-03-05,0,3,-0.3748903549984375
2019-03-06,1,11,1.7260553392671876
2019-03-07,3,2,4.19285463396875
2019-03-08,0,2,-1.8808263772781253
2019-03-09,4,5,-0.7649210769781248
2019-03-10,0,0,-0.4344519564640625
2019-03-11,3,5,0.7261635867671875
2019-03-12,0,4,1.504837025
2019-03-13,0,2,1.1406811399999999
2019-03-14,0,9,-0.99603980228125
2019-03-15,0,2,-0.47571291029375007
2019-03-16,0,2,-0.29696231616406255
2019-03-17,0,2,-0.16304636249999999
2019-03-18,0,7,0.87504050125
2019-03-19,1,0,2.5996470107343748
2019-03-20,1,9,0.9117486057359374
2019-03-21,0,12,0.9665797400031251
2019-03-22,0,0,0.9441706735343751
2019-03-23,0,0,-1.07920775
2019-03-24,1,6,-0.5217666124999998
2019-03-25,2,2,0.6524346387500001
2019-03-26,6,1,3.440924236984375
2019-03-27,0,8,0.4898696639703122
2019-03-28,2,2,3.7635200542703124
2019-03-29,3,3,1.915002692503125
2019-03-30,0,2,-0.09329050999687505
2019-03-31,0,0,-1.5671536889656248
2019-04-01,1,1,1.1796662762500003
2019-04-02,2,4,0.833481213234375
2019-04-03,1,16,2.7593848597046873
2019-04-04,2,0,0.13756259478749988
2019-04-05,2,0,1.5517337697062499
2019-04-06,0,0,-1.6571039807265628
2019-04-07,0,4,-0.7867393114624999
2019-04-08,2,0,4.510650901034375
2019-04-09,5,2,-1.8427194310312505
2019-04-10,1,0,1.2045281700031252
2019-04-11,0,11,0.9040691714718747
2019-04-12,2,3,1.8462285922875
2019-04-13,0,0,-1.4523982267625
2019-04-14,0,0,-0.6714795521984372
2019-04-15,1,24,-0.4130518687499999
2019-04-16,1,6,-0.30587330882812525
2019-04-17,1,16,6.758445911335937
2019-04-18,2,0,0.7604894314687494
2019-04-19,0,0,-1.7507920812468747
2019-04-20,0,0,2.1937030232375
2019-04-21,0,4,-1.4003877396984374
2019-04-22,0,2,4.35647075
2019-04-23,0,4,1.0693732125
2019-04-24,2,3,7.25196899625
2019-04-25,7,7,-1.5696695886093752
2019-04-26,1,0,1.863130869573438
2019-04-27,0,1,-2.3122108109484376
2019-04-28,0,0,-1.1536577127968748
2019-04-29,1,1,4.208813554051563
2019-04-30,3,7,-1.0658736675781255
2019-05-01,1,4,0.7233945947890625
2019-05-02,1,7,0.6828213119109372
2019-05-03,1,0,-0.30014574762656276
2019-05-04,0,0,0.09156255647187495
2019-05-05,0,1,-0.80478321543125
2019-05-06,2,0,1.5776672687500002
2019-05-07,4,3,1.0959944174218748
2019-05-08,2,7,0.9518471945703124
2019-05-09,0,3,0.9347474932359376
2019-05-10,1,1,3.8895166037531252
2019-05-11,0,2,-0.030766316981249986
2019-05-12,0,0,-1.4597873549984373
2019-05-13,0,1,-0.7453251857328121
2019-05-14,1,0,2.50451729396875
2019-05-15,0,0,1.7276772175031248
