,getredash/redash,metabase/metabase,apache/superset
2019-08-02,0.0,1,2.0
2019-08-03,0.0,0,-0.6000000000000001
2019-08-04,3.0,0,-0.20999999999999985
2019-08-05,1.4000000000000001,2,4.881
2019-08-06,1.3599999999999999,4,5.419675
2019-08-07,0.2959999999999998,2,2.3155595
2019-08-08,0.4431999999999998,6,1.4209382750000001
2019-08-09,1.4801919999999997,9,0.6197729525000004
2019-08-10,-0.7075584000000001,1,-2.0789921835312497
2019-08-11,5.615690239999999,0,-0.1054253889656247
2019-08-12,2.526989824,6,0.9544963437500003
2019-08-13,1.5067982847999999,9,2.7271426874218747
2019-08-14,1.6498583551999997,14,1.074375347726562
2019-08-15,1.6692892672,8,1.2006983410421874
2019-08-16,-0.3323265024000004,6,1.2486589955234375
2019-08-17,-0.9507615744000003,1,-1.738835165728125
2019-08-18,2.3903777791999996,0,-0.8391377384484373
2019-08-19,-1.0407275519999997,8,0.46493703573437506
2019-08-20,-0.5946415103999998,8,4.299343220735937
2019-08-21,0.6253569024000002,7,1.0884511477218746
2019-08-22,0.5474198528000003,6,1.286821788021875
2019-08-23,-0.45410590719999977,7,6.302085288754688
2019-08-24,-0.24108216319999998,1,-2.212413139995313
2019-08-25,0.8551504896,0,-1.6516198521984369
2019-08-26,0.6977008640000002,7,3.0739901637500004
2019-08-27,-0.36337285119999996,2,4.149533576984375
2019-08-28,-0.16535552000000012,12,-1.7176059058109376
2019-08-29,0.887085568,14,-0.5563861877109371
2019-08-30,1.7140069376000002,3,4.814030557504688
2019-08-31,-0.5384341504,0,-2.511077247573438
2019-09-01,2.7546444799999996,0,-1.1256514726281246
2019-09-02,4.239085568,2,1.3440195667671877
2019-09-03,-0.3595930623999999,2,0.9287733779374996
2019-09-04,1.1720298495999995,9,0.8198464102249998
2019-09-05,-0.8785843200000002,4,0.8149803550874999
2019-09-06,-0.5008491520000002,2,0.8474712275015626
2019-09-07,-0.35981117440000004,2,-1.1776092138265626
2019-09-08,-0.27059886080000006,1,4.403172295603126
2019-09-09,5.8007024640000004,0,3.1567582275
2019-09-10,-1.3671309311999993,0,4.71900479396875
2019-09-11,1.4094120959999998,3,-0.12533703249687544
2019-09-12,1.2707552256,4,-1.2767090324968748
2019-09-13,0.2134612992,9,0.5222514425031253
2019-09-14,-0.6092160000000002,0,-1.488563322496875
2019-09-15,1.6342271999999998,0,-0.8363867577156249
2019-09-16,2.33216768,2,-0.5854592400781251
2019-09-17,-0.9718558719999997,2,4.540110596257812
2019-09-18,1.4889368576,4,6.181352732726562
2019-09-19,-0.694257664,3,1.8667669583234372
2019-09-20,0.6174871552,16,-1.7320415039640622
2019-09-21,-0.4527920128,2,-1.547149346764062
2019-09-22,5.7451908095999995,1,1.1004319235343751
2019-09-23,-0.37862758399999974,2,3.7855211875
2019-09-24,1.1774405631999998,2,-1.17979701875
2019-09-25,1.1352025088,1,-0.32116633632812497
2019-09-26,-0.858804224,3,-1.095823031539063
2019-09-27,0.5153185791999997,8,1.3682388365593747
2019-09-28,-0.5256965120000001,1,0.021380742070312264
2019-09-29,-0.33273047040000014,0,1.2522149767671875
2019-09-30,0.7568174080000003,2,0.99645908521875
2019-10-01,-0.39751485439999973,10,2.90138645345625
2019-10-02,1.8193657856,10,0.26864594332031233
2019-10-03,0.4778570752000002,4,-1.3250671049984373
2019-10-04,-0.43546542080000006,3,5.3374556767671875
2019-10-05,0.7840762879999998,1,-2.23636293228125
2019-10-06,5.6519018496,0,2.0432741842687503
2019-10-07,0.61840128,9,-1.4928153442640626
2019-10-08,-1.0087813120000004,7,0.262713920003125
2019-10-09,-0.5483515904000004,10,0.2145902589718749
2019-10-10,2.631161856,2,2.2487402385374997
2019-10-11,1.1198287872000001,0,0.7054287810343749
2019-10-12,-0.8430408704000002,0,-0.17976538809374998
2019-10-13,-0.46080563200000024,0,-0.896755050646875
2019-10-14,0.6705509376000003,0,-0.44511876279687496
2019-10-15,4.5526004736,7,1.6880258740515623
2019-10-16,0.7827028992000002,1,0.1957204219843749
2019-10-17,2.06036224,1,2.327386073751563
2019-10-18,-1.110616576,0,-0.2464089735296877
2019-10-19,1.4042805247999999,1,-0.8462859469796875
2019-10-20,-0.7842475008,0,-0.42614654323124995
2019-10-21,-0.4309427200000002,6,2.7301471117671876
2019-10-22,1.6875130879999998,0,0.9094813399999999
2019-10-23,2.3532522496000006,2,2.93472645521875
2019-10-24,4.047025664,0,1.2883037730187499
2019-10-25,-0.44495943679999983,0,1.3603416627203124
2019-10-26,-0.8824614912000004,0,-0.6791127064640623
2019-10-27,0.4993525759999998,0,-1.097016500732812
2019-10-28,2.4415956992,1,4.37369795375
2019-10-29,0.06358015999999989,0,0.05218360220312457
2019-10-30,0.3047644159999998,3,3.5275013942703124
2019-10-31,0.36923576320000007,8,2.745391647721875
2019-11-01,-0.5806093311999997,0,-1.5269289869781248
2019-11-02,0.664628736,0,0.5412360862546877
2019-11-03,-0.39781847040000007,0,-1.4357842689640625
2019-11-04,-0.22473267200000008,3,6.2261547430171875
2019-11-05,0.8334759936000001,0,4.358533806171875
2019-11-06,0.6772487168000002,2,-0.25590643094531274
2019-11-07,1.6506802176000002,4,-0.33555814154374985
2019-11-08,-0.5752858623999999,8,0.17454285125781266
2019-11-09,-0.2709960704000002,1,-1.5993875804296875
2019-11-10,0.830476288,0,1.1341678657359378
2019-11-11,3.6743658496,1,-1.211319530215625
2019-11-12,-0.9684275199999999,2,7.336553978890625
2019-11-13,3.5598279679999996,2,2.111905043760937
2019-11-14,2.9136894976,0,-0.6475153154265625
2019-11-15,-1.3211807744000001,1,7.229141279270313
2019-11-16,-0.6595115008000004,2,-2.634281984996875
2019-11-17,-0.42504192000000024,0,-1.8676558739656244
2019-11-18,0.6813614079999999,3,1.9125734164687502
2019-11-19,-0.4538793983999998,4,5.324367671034375
2019-11-20,1.7207005184,0,10.008993422124998
2019-11-21,0.42674227200000026,2,-2.278713449690625
2019-11-22,-0.5010282495999997,0,-0.09555432594531155
2019-11-23,-0.25141340160000003,0,-0.5478128011062502
2019-11-24,4.8643712,0,-1.0316242733609373
2019-11-25,-0.10159871999999992,4,0.5712279780171878
2019-11-26,1.3192186879999996,1,1.4833694709531249
2019-11-27,5.2132484096,3,6.192839846692188
2019-11-28,-1.621702144,0,-1.3617986193328133
2019-11-29,-0.7766064128000005,0,-1.0561933185734373
2019-11-30,-0.4953493504000003,0,-1.3155037999953123
2019-12-01,-0.3577344000000001,0,-0.7724834219796874
2019-12-02,0.7170611200000002,7,4.47161232176875
2019-12-03,0.5668392960000002,5,11.111941431985937
2019-12-04,3.5771949056,1,10.2722628582375
2019-12-05,1.9607350272000006,2,-0.39145938382343815
2019-12-06,-1.0764161024,4,0.49130948685625064
2019-12-07,-0.49113600000000035,0,-3.736257293231249
2019-12-08,-0.3243648000000002,0,4.999211524267189
2019-12-09,-0.2402995200000001,4,-2.4817163312500004
2019-12-10,0.8103623679999999,1,5.910824919921875
2019-12-11,5.6441496576,11,0.23154008463281173
2019-12-12,-0.4008003583999995,5,-0.02552057851093803
2019-12-13,0.17895946239999994,5,-0.43800211783593745
2019-12-14,0.36099194879999985,9,-1.827870350725
2019-12-15,-0.5551360000000001,0,-1.0108108449140625
2019-12-16,0.6647551999999998,2,3.325290308890625
2019-12-17,0.5533644799999999,4,3.274772000604687
2019-12-18,-0.47551283200000005,6,0.7342906701421872
2019-12-19,-0.2896871423999997,7,0.061392280825000034
2019-12-20,0.7918406656000002,3,2.486971649271875
2019-12-21,-0.3029197823999999,0,-1.9806971732296876
2019-12-22,-0.1528218624,0,0.07162097353437535
2019-12-23,-0.09782487040000001,0,-0.8997191574999999
2019-12-24,4.935085568,0,-0.5532263233125001
2019-12-25,5.9476069376,0,-0.4155317830093753
2019-12-26,1.1671018495999999,1,-0.28674771396093773
2019-12-27,-1.4169267200000006,1,-0.17805301822968767
2019-12-28,-0.7583877120000004,0,-0.11395455602812522
2019-12-29,-0.5193493504000002,0,-0.07329092668125009
2019-12-30,4.618304,0,-0.015876716765625045
2019-12-31,-0.30424319999999994,0,2.9864165867671875
2020-01-01,0.14828799999999998,0,-0.9000000000000001
2020-01-02,-0.7338408959999997,0,0.6850000000000003
2020-01-03,-0.42644858879999975,2,2.5215
2020-01-04,-0.24668805120000004,0,-0.12548749999999997
2020-01-05,-0.1612800000000001,0,-0.7636607499999998
2020-01-06,1.8694016,6,1.6064949125
2020-01-07,-0.5092940799999996,4,0.13342042874999993
2020-01-08,1.7463388160000002,5,1.289765737203125
2020-01-09,0.47714293760000015,3,-0.9832703509484375
2020-01-10,0.5603306495999999,13,4.554145599484375
2020-01-11,-0.4270720000000001,4,-1.7987738372796878
2020-01-12,2.7639424,0,-0.7382339314640622
2020-01-13,2.23347456,14,3.5682806767671877
2020-01-14,2.031230976,13,0.5019150677187498
2020-01-15,-1.0887569408000002,1,4.75044065926875
2020-01-16,1.449069056,8,1.5902588407359373
2020-01-17,-0.7776611327999999,6,-1.2316031952156248
2020-01-18,-0.42555146240000014,3,-1.3555895838281249
2020-01-19,-0.29714391040000016,0,-0.8044560161640624
2020-01-20,3.777570304,0,-0.52086232
2020-01-21,3.0175766528000003,8,1.5998499104375
2020-01-22,0.7585712128000002,12,3.0773255710374996
2020-01-23,6.0167385088,9,4.368462915440625
2020-01-24,-1.9151754239999998,7,3.4970353797906246
2020-01-25,-0.9174827008000006,3,0.18146463030312532
2020-01-26,0.41294079999999966,0,-0.12067391323281207
2020-01-27,-0.6356940800000002,3,0.32158227500000036
2020-01-28,0.5751326720000001,2,2.4611655025
2020-01-29,0.4677167104000003,0,4.92492329646875
2020-01-30,-0.5107398655999998,1,0.8474117389718749
2020-01-31,-0.2791886847999996,8,0.3540543164750001
2020-02-01,-0.1893142527999998,0,-1.2367848262406254
2020-02-02,-0.07606272000000003,0,1.53337459780625
2020-02-03,0.9396474880000001,3,3.2442665792703123
2020-02-04,-0.24982487039999995,6,1.5884161075031251
2020-02-05,-0.11131443200000002,5,3.6506786902218753
2020-02-06,0.9251429376000001,3,-0.9788501027906253
2020-02-07,-0.24606935039999994,0,2.0032833065578126
2020-02-08,-0.10553600000000009,0,-0.26701491447812487
2020-02-09,10.9315712,0,-1.7287590902140624
2020-02-10,1.7494732800000006,2,0.0442301177203126
2020-02-11,0.2800762879999994,0,0.02526140647343733
2020-02-12,-1.2808981504000005,0,1.1040646992734373
2020-02-13,0.2614732799999996,5,-1.1045724510250003
2020-02-14,-0.7256837120000001,4,5.454692767071875
2020-02-15,-0.48653015040000025,6,-2.1174709910281253
2020-02-16,0.6330188799999998,0,-0.8494131989624998
2020-02-17,-0.5004293119999994,1,3.514154537284375
2020-02-18,2.6658968576000004,2,1.4776292844843748
2020-02-19,0.2529183744000003,1,3.4343038225015627
2020-02-20,1.4845345792,3,1.7619779782359375
2020-02-21,-0.663923712,8,-2.205060468965625
2020-02-22,-0.3416981504000002,0,-0.05212880059374969
2020-02-23,1.77686528,0,-0.0025971793968748713
2020-02-24,2.431589888,1,8.1400770675
2020-02-25,0.10524968959999992,5,-1.2201640008125003
2020-02-26,3.363052544,5,3.0654638780218755
2020-02-27,0.8231507968000003,2,-0.5113456685265625
2020-02-28,-0.9611167744000002,0,-1.7898875457265626
2020-02-29,-0.5280043008000003,0,-0.9518790391812498
2020-03-01,5.64892416,0,-0.6236147530156249
2020-03-02,-1.4693283839999998,6,2.5244364312515626
2020-03-03,2.3021842431999997,3,2.729766775876562
2020-03-04,1.9516397568000001,7,0.18964775362343733
2020-03-05,-1.1454736384,1,4.65703504220625
2020-03-06,0.3841311743999999,4,1.531842000304687
2020-03-07,-0.5923115008000001,2,0.7740224235343751
2020-03-08,0.6410316799999998,0,1.0539514125000005
2020-03-09,-0.4722206719999997,12,1.0965892287500003
2020-03-10,1.6995173376000001,8,3.097507529703125
2020-03-11,0.4325207040000002,6,2.4852746707390625
2020-03-12,-0.4945999871999998,6,-0.7061024289624998
2020-03-13,-0.25587077120000007,4,4.099752940440625
2020-03-14,-0.15001651200000002,1,-1.869195005209375
2020-03-15,0.8859319296,0,-1.6270919619781246
2020-03-16,0.719218688,5,2.0474172262546873
2020-03-17,2.6532484095999997,2,2.440513428754687
2020-03-18,0.22629785600000019,8,3.005034082723437
2020-03-19,-0.5609264128000001,1,0.5468793775078122
2020-03-20,-0.29560535040000013,2,0.9798174953046876
2020-03-21,-0.1947648000000001,0,-1.9036951508093751
2020-03-22,-0.14756352000000006,0,0.01958671633750031
2020-03-23,-0.118136832,3,1.0888325655171875
2020-03-24,3.9019339776,2,9.845488192203124
2020-03-25,-0.8725592063999996,2,-0.9275468130109381
2020-03-26,-0.37179576320000013,1,10.525405854490625
2020-03-27,-0.2044693504000001,5,0.8480357122890627
2020-03-28,-0.13440000000000005,1,-2.956389252495312
2020-03-29,-0.10214400000000005,0,-0.2571794884484371
2020-03-30,0.9182847999999999,1,2.016845998234375
2020-03-31,0.73229312,4,-2.4205476955140623
2020-04-01,-0.3375508479999998,2,0.6811822553625
2020-04-02,0.8221225984,2,3.4687773203921872
2020-04-03,2.7184,0,-0.3142625626515634
2020-04-04,-0.739136,0,1.2997553286296872
2020-04-05,0.6660351999999997,0,-1.7162401936625
2020-04-06,1.5850444799999999,0,3.1845810582359375
2020-04-07,-0.637650432,0,5.255338331471875
2020-04-08,0.6681061375999999,6,-0.9085805129312501
2020-04-09,-0.42028247040000005,3,6.16473772271875
2020-04-10,-0.23790387200000007,2,-1.4014575452937503
2020-04-11,-0.17513328639999987,0,0.8844391790546879
2020-04-12,0.8712076288000001,0,-2.0422871767624997
2020-04-13,1.7262228480000001,2,1.9057141278015628
2020-04-14,12.4583264256,2,6.360643491687499
2020-04-15,-2.8498654207999996,3,5.715439882209375
2020-04-16,-1.1839877120000009,2,-1.1327179911609377
2020-04-17,-0.7292053504000005,0,3.2965748044093752
2020-04-18,-0.5083008000000002,1,-2.2582533106437497
2020-04-19,0.6102476799999998,0,1.1476359357375003
2020-04-20,0.48618444799999994,4,1.9661612890515627
2020-04-21,0.4587078656,3,3.686548147203125
2020-04-22,-0.5399789567999992,0,2.974793974926562
2020-04-23,-0.32370155519999966,0,-1.266322503003125
2020-04-24,2.892864,1,5.856283875607813
2020-04-25,2.3204352000000004,0,-3.551666401542188
2020-04-26,-0.9028915200000001,0,-1.6256689674124996
2020-04-27,-0.43574323200000026,1,1.9886256664703126
2020-04-28,0.7114162176,4,3.361573575739062
2020-04-29,1.5957349376,1,5.6373386789749995
2020-04-30,1.3696362496,3,5.495577772509375
2020-05-01,-0.7200665600000001,2,-0.22289960292812516
2020-05-02,0.616456704,2,-2.0651538105906244
2020-05-03,2.5306928128000004,0,-0.9039111433624996
2020-05-04,1.1438911488,2,0.58449936625
2020-05-05,0.20314367999999972,1,5.478704330953125
2020-05-06,0.37330124799999975,2,7.990136723973437
2020-05-07,0.4225657856,0,0.31744753596093744
2020-05-08,3.4540490752,2,1.4677870357468752
2020-05-09,-1.1158238208,0,-3.2480737224078124
2020-05-10,-0.5331614720000004,0,-0.6080586184468746
2020-05-11,2.6389492735999998,4,3.6444240350015624
2020-05-12,4.1365250048,6,-0.3885410005140626
2020-05-13,-1.4188259328,4,4.203660582425
2020-05-14,0.3305010175999996,8,1.171419041698437
2020-05-15,1.3646360575999998,1,-0.5031202481390626
2020-05-16,-0.7946281983999998,0,-1.7765077624921874
2020-05-17,-0.44684380160000015,0,3.0483058475859375
2020-05-18,-0.2825241600000002,0,3.184803689484375
2020-05-19,-0.2205327359999999,2,4.610227280439062
2020-05-20,2.8191525888,3,8.771021907804688
2020-05-21,1.2798689280000004,2,-1.037967947059375
2020-05-22,0.311758848,1,-1.379115393959374
2020-05-23,-0.5452447744000001,0,-1.3429492864625
2020-05-24,3.6982612992,0,-0.6573919839656248
2020-05-25,-0.9918079999999999,1,0.6374477266875
2020-05-26,2.5340415999999997,29,3.490505496990625
2020-05-27,0.09082623999999995,2,2.631232181476562
2020-05-28,-0.671845376,5,2.378121936182812
2020-05-29,0.5907458048,7,-2.72024848585625
2020-05-30,-0.4698416127999999,1,-1.2110782227124997
2020-05-31,3.7296157695999996,0,-0.7554762919812499
2020-06-01,-0.9923732479999996,1,1.4668072600015625
2020-06-02,0.5253136383999998,2,2.9948712219859375
2020-06-03,0.522374144,1,4.27225890845625
2020-06-04,-0.4866245631999999,2,2.4189129812578125
2020-06-05,-0.25954007040000016,2,0.40437435000781274
2020-06-06,-0.17770291200000005,0,-2.0700075661640622
2020-06-07,1.8606877696,0,-0.018917724999999663
2020-06-08,-0.5035156479999997,3,0.0113280025000001
2020-06-09,3.7527670784,0,2.07864354646875
2020-06-10,-0.9273144319999999,1,8.525517601471876
2020-06-11,3.5859429375999996,0,0.2711145902249994
2020-06-12,-1.0555413504,4,1.2838613655250004
2020-06-13,-0.49525760000000035,0,-2.5040358289609372
2020-06-14,-0.3279974400000002,0,-1.2317741259484372
2020-06-15,2.755109376,5,0.1994709219843751
2020-06-16,-0.7947895807999998,2,6.101328423751562
2020-06-17,0.6207339519999999,2,8.332209248970312
2020-06-18,3.5384157184,3,-0.46296995235468863
2020-06-19,-1.0383508479999997,10,-1.0868325943906245
2020-06-20,-0.4944854016000002,0,-2.10319826999375
2020-06-21,-0.2868864000000002,0,1.8245562345687503
2020-06-22,-0.2107161600000001,2,8.31150393875
2020-06-23,2.834264064,2,-0.9188731205156255
2020-06-24,0.2639500288000002,1,7.385685608157813
2020-06-25,4.477905408,3,2.5773939029484367
2020-06-26,-1.2940201983999997,1,3.9298752898765628
2020-06-27,-0.5986774016000003,0,-3.3036196739624994
2020-06-28,0.6497919999999997,0,-2.364133022715624
2020-06-29,2.5451775999999997,1,6.533614524703125
2020-06-30,2.1211110399999997,1,-1.478039603604688
2020-07-01,3.949766144,0,2.746072442375
2020-07-02,2.4459706368000003,5,4.265814526395312
2020-07-03,0.44525608959999996,1,-1.4872102021875007
2020-07-04,-1.2201835520000004,0,0.8083580994953126
2020-07-05,-0.6748211200000005,1,-1.097543922628125
2020-07-06,-0.4845342720000002,7,3.6244579217671875
2020-07-07,0.6220993536,1,1.6468006558749995
2020-07-08,1.5020080128000002,9,3.63739885435625
2020-07-09,0.3020889088000004,8,6.06736369845625
2020-07-10,-0.5617510399999998,4,4.914656031476563
2020-07-11,-0.2882528255999999,1,-3.518241259910937
2020-07-12,1.8343252992,0,-1.3505145630124993
2020-07-13,0.4948992000000001,6,2.275179224785938
2020-07-14,1.5566796799999998,2,10.698073982939063
2020-07-15,0.3553300479999999,3,1.8581599117734369
2020-07-16,3.4666285056,9,0.6973800702249999
2020-07-17,-0.09999841279999977,5,1.3828424934625003
2020-07-18,-0.7140629504000003,3,-3.389872806235938
2020-07-19,-0.41095424000000025,0,-0.7402089096109372
2020-07-20,-0.294495744,9,3.5857053125015623
2020-07-21,-0.22935265279999997,13,2.5590853734546872
2020-07-22,-0.1654226943999999,12,3.2570625503656245
2020-07-23,1.8725379072000001,1,4.838425429364062
2020-07-24,-0.48694691839999965,4,-0.8272865952078128
2020-07-25,-0.22426511359999995,0,-1.6169952624921873
2020-07-26,-0.10846935040000004,0,-0.6838549024140621
2020-07-27,2.9328,4,3.6898111019843753
2020-07-28,0.3489280000000001,9,5.649811959189062
2020-07-29,-0.4808576000000002,6,7.438885557507812
2020-07-30,0.7421465599999998,4,-1.8920608942578134
2020-07-31,0.6224245760000001,7,4.949800352728126
2020-08-01,-0.41514670080000005,0,-4.037936842409375
2020-08-02,-0.21482240000000016,0,-0.8900380427140617
2020-08-03,-0.1528089600000001,1,1.4660963512515626
2020-08-04,0.8807741440000001,7,8.083824575439062
2020-08-05,2.7022394368000002,1,2.914434600960937
2020-08-06,-0.7298248703999999,1,1.1049075884656245
2020-08-07,-0.3193144320000002,1,6.671086364142187
2020-08-08,-0.2044570624,1,-2.623330586323438
2020-08-09,0.8611946496,0,-1.7233071671124995
2020-08-10,-0.2970368,3,4.180588586984375
2020-08-11,-0.1582131200000001,4,4.012021411470312
2020-08-12,-0.113167872,2,1.384349863895312
2020-08-13,-0.08923248639999978,1,0.7338308565625002
2020-08-14,-0.0629440511999999,0,1.1772028110421875
2020-08-15,-0.02042880000000001,0,-2.664838643820313
2020-08-16,-0.01692672000000001,0,-0.39308426460937484
2020-08-17,1.985612288,8,3.83299552676875
2020-08-18,-0.4124693503999999,1,1.757520057423437
2020-08-19,3.84,1,4.71607168449375
2020-08-20,1.104,1,-0.2010825214578129
2020-08-21,1.2127999999999997,0,1.6892142217734376
2020-08-22,-0.8030720000000002,1,-0.38187263249375025
2020-08-23,-0.4312576000000003,0,-1.7882137391812498
2020-08-24,-0.2991974400000002,3,3.0196842144843754
