,hyperledger/besu,NethermindEth/nethermind,ethereum/go-ethereum
2019-06-29,-1.153712128,10,0
2019-06-30,-0.38551398400000014,22,0
2019-07-01,0.8793574399999997,10,1
2019-07-02,6.5771898879999995,7,5
2019-07-03,5.1130284032,9,6
2019-07-04,-3.025159679999999,11,1
2019-07-05,0.3058149376000001,0,2
2019-07-06,-1.5571381248000002,0,0
2019-07-07,-0.6070649856000006,7,0
2019-07-08,1.6868314112,4,10
2019-07-09,1.0345531392000002,8,6
2019-07-10,-1.1135594495999999,0,6
2019-07-11,14.6320306176,35,1
2019-07-12,-3.090321715199999,9,1
2019-07-13,2.0889467904,1,1
2019-07-14,-0.17626634239999994,0,0
2019-07-15,11.5764928512,7,0
2019-07-16,-2.6459721727999987,8,0
2019-07-17,6.1049486336,3,3
2019-07-18,-4.745443942399999,2,6
2019-07-19,-0.6503589888000003,0,1
2019-07-20,-3.2687495168000003,6,0
2019-07-21,3.3445828607999997,8,0
2019-07-22,2.8675418112,27,12
2019-07-23,1.1923196928000004,9,7
2019-07-24,2.3543905280000006,5,2
2019-07-25,3.071665664,0,4
2019-07-26,0.5344371712000004,4,0
2019-07-27,1.2024085504000004,2,0
2019-07-28,-3.7153864704,5,0
2019-07-29,10.30827008,20,0
2019-07-30,8.077778944,20,1
2019-07-31,-2.821293260799999,17,2
2019-08-01,-1.9960949760000002,1,1
2019-08-02,1.4152522751999999,7,1
2019-08-03,-2.8790424576,10,1
2019-08-04,-2.2346557440000003,0,0
2019-08-05,-0.320482304,26,1
2019-08-06,-0.31572838400000025,11,1
2019-08-07,7.7621397504,10,1
2019-08-08,-3.238832435199999,37,6
2019-08-09,0.19012607999999998,16,0
2019-08-10,-1.7000955904,0,0
2019-08-11,-0.8104616960000004,0,0
2019-08-12,2.5067000831999997,7,6
2019-08-13,3.446652928,2,4
2019-08-14,7.3638438912,38,1
2019-08-15,-3.005496524799999,15,5
2019-08-16,-1.6118802432,5,0
2019-08-17,-1.6209655808,8,0
2019-08-18,-0.9082459136000005,20,0
2019-08-19,2.3833523199999997,10,6
2019-08-20,0.33154406400000025,8,0
2019-08-21,-0.5337570303999999,12,4
2019-08-22,4.892747776,1,15
2019-08-23,0.050536448000000345,66,5
2019-08-24,-2.1978080255999997,17,0
2019-08-25,-0.9271917568000001,0,0
2019-08-26,2.4274099199999997,15,1
2019-08-27,2.390316544,11,2
2019-08-28,1.7252883456,4,0
2019-08-29,-1.4918649855999995,2,0
2019-08-30,0.5803558912,0,2
2019-08-31,-1.5545120768,6,0
2019-09-01,-0.6974920704000003,3,0
2019-09-02,0.5636275199999998,3,2
2019-09-03,2.276045824,2,4
2019-09-04,0.42463324160000027,12,2
2019-09-05,0.5998875648000004,2,0
2019-09-06,-1.3766894591999999,0,0
2019-09-07,-0.5658615808000002,0,0
2019-09-08,-0.34961551360000015,0,0
2019-09-09,0.7696358399999998,1,0
2019-09-10,1.4239022080000001,0,8
2019-09-11,5.9390671872,2,2
2019-09-12,3.7905529856000006,0,6
2019-09-13,5.1344922624,0,2
2019-09-14,-5.026748313599999,0,0
2019-09-15,-0.9020672000000005,0,0
2019-09-16,3.4588390399999995,0,5
2019-09-17,1.0832967679999999,3,4
2019-09-18,3.1339860992000004,1,2
2019-09-19,-1.7085490175999993,4,10
2019-09-20,-1.3749641215999997,2,3
2019-09-21,-1.5891117056000001,0,0
2019-09-22,1.1342220287999996,4,0
2019-09-23,3.674226688,2,1
2019-09-24,3.3586578432000005,0,3
2019-09-25,4.561284608000001,0,2
2019-09-26,-3.525031219199999,5,6
2019-09-27,-2.1373749248,0,1
2019-09-28,-1.1180384256000004,0,0
2019-09-29,3.2591327231999996,0,0
2019-09-30,8.858840576,3,2
2019-10-01,-4.305255833599999,2,0
2019-10-02,1.6991472640000005,13,3
2019-10-03,1.1931948032000004,3,2
2019-10-04,-1.8389489664000003,0,0
2019-10-05,-0.6117229568000002,1,0
2019-10-06,-1.29842944,0,0
2019-10-07,3.244129792,0,0
2019-10-08,-0.15353681919999973,0,0
2019-10-09,0.32717752320000026,0,0
2019-10-10,0.5041815552000002,0,0
2019-10-11,-0.48754923519999993,0,0
2019-10-12,-1.0557268992000002,0,0
2019-10-13,-0.5109106688000001,0,0
2019-10-14,0.6606892031999998,5,0
2019-10-15,4.355205632,1,1
2019-10-16,-0.3141235711999997,2,2
2019-10-17,4.4203879424,0,2
2019-10-18,-3.075878297599999,6,2
2019-10-19,-1.1267040256000003,0,0
2019-10-20,-0.6527213568000002,1,2
2019-10-21,1.5573094399999996,0,1
2019-10-22,2.867353088,0,0
2019-10-23,-1.1030970367999995,0,0
2019-10-24,3.7874744320000002,2,1
2019-10-25,-2.5757305855999997,6,0
2019-10-26,-0.9670929408000002,0,0
2019-10-27,-0.5273344000000002,0,0
2019-10-28,1.6334540799999997,0,3
2019-10-29,0.9234831360000002,3,5
2019-10-30,0.7405942784000001,4,3
2019-10-31,3.6737988608000003,2,4
2019-11-01,-2.5397767167999996,6,0
2019-11-02,-0.9350947840000001,1,2
2019-11-03,-0.5090304000000001,2,0
2019-11-04,3.6494284799999996,1,3
2019-11-05,2.1372610560000003,2,2
2019-11-06,3.7125351424,0,3
2019-11-07,-3.283760537599999,0,3
2019-11-08,2.7562251264,9,1
2019-11-09,-2.334198784,0,0
2019-11-10,0.05873919999999966,0,0
2019-11-11,0.99895296,2,0
2019-11-12,2.641715712,2,0
2019-11-13,1.7541531648000004,1,4
2019-11-14,1.5164203008000001,1,7
2019-11-15,-1.5994231807999997,0,1
2019-11-16,-1.445890048,1,0
2019-11-17,1.2223024127999997,1,2
2019-11-18,-0.29395763200000014,4,10
2019-11-19,1.9901473792,18,12
2019-11-20,3.2704937984000004,6,18
2019-11-21,1.2845390848000005,2,13
2019-11-22,-1.6236900351999997,8,4
2019-11-23,-1.4670267392,0,2
2019-11-24,-0.7463584768000003,0,2
2019-11-25,-0.49773158400000034,0,6
2019-11-26,4.6279122944,2,5
2019-11-27,0.7280771072000003,1,6
2019-11-28,-0.010618470399999858,0,3
2019-11-29,2.3770158080000003,1,6
2019-11-30,-2.3063483392,1,0
2019-12-01,0.1046418431999998,0,0
2019-12-02,1.056128,3,3
2019-12-03,-1.3070464,1,0
2019-12-04,3.39937536,10,0
2019-12-05,0.9923481600000006,19,3
2019-12-06,-1.9353401343999996,30,3
2019-12-07,-0.7850863616,9,0
2019-12-08,-0.4738895872000002,17,0
2019-12-09,-0.2965048320000002,48,0
2019-12-10,0.7751816192,15,5
2019-12-11,2.4320318464,0,0
2019-12-12,2.564265472,3,2
2019-12-13,-1.1206597631999995,5,0
2019-12-14,1.8480055296,3,0
2019-12-15,-1.7307519999999998,16,0
2019-12-16,1.2967807999999998,17,1
2019-12-17,-0.24066816000000002,17,1
2019-12-18,5.0431278079999995,13,2
2019-12-19,3.1074332672000007,1,0
2019-12-20,0.5465225216000005,13,2
2019-12-21,-1.9269640191999997,0,0
2019-12-22,-1.6477436928000002,0,0
2019-12-23,3.0965892096,5,0
2019-12-24,-2.196573184,3,0
2019-12-25,-0.9301625856000001,0,1
2019-12-26,-0.5917605887999999,0,0
2019-12-27,-0.4305686528000001,0,0
2019-12-28,-0.27559034880000005,0,0
2019-12-29,0.8417988608,0,0
2019-12-30,-0.4862803967999999,2,0
2019-12-31,-0.18062284799999997,9,0
2020-01-01,1.8848073728,8,0
2020-01-02,0.1584000000000001,5,0
2020-01-03,-0.6699519999999999,4,0
2020-01-04,-0.2709632,1,0
2020-01-05,0.8344294399999999,1,0
2020-01-06,-0.516659712,2,4
2020-01-07,3.7913234432,7,8
2020-01-08,-0.7237043199999997,6,3
2020-01-09,4.029718016,3,1
2020-01-10,-1.4467040255999994,7,3
2020-01-11,-1.2661613568,12,0
2020-01-12,-0.6197785600000001,0,0
2020-01-13,2.591039488,3,2
2020-01-14,0.4993964032000002,4,3
2020-01-15,3.616238592,4,3
2020-01-16,-0.6131643391999995,10,5
2020-01-17,-1.7597472767999998,7,4
2020-01-18,-0.812202496,1,0
2020-01-19,-0.4775917568000003,0,4
2020-01-20,0.6660019199999998,3,5
2020-01-21,1.343071744,3,2
2020-01-22,-1.1264850943999998,3,0
2020-01-23,2.5578840064,5,2
2020-01-24,-0.4639022079999997,10,0
2020-01-25,-0.8987483136000001,2,0
2020-01-26,-0.39486720000000003,0,0
2020-01-27,4.746903039999999,14,3
2020-01-28,2.8166471680000003,19,1
2020-01-29,0.25804881920000033,8,1
2020-01-30,5.7763288064000005,8,1
2020-01-31,-3.1518376959999994,11,2
2020-02-01,-0.9633101824000001,14,0
2020-02-02,-0.43417415680000015,3,0
2020-02-03,3.7866751999999995,3,2
2020-02-04,1.2982630400000001,12,4
2020-02-05,-1.7141386239999998,19,1
2020-02-06,-1.5509376,7,0
2020-02-07,1.1850740735999998,6,1
2020-02-08,-1.3390347264,7,0
2020-02-09,-0.5625484288000001,5,2
2020-02-10,2.6303885312,0,0
2020-02-11,-0.4682221567999998,5,6
2020-02-12,5.037111808000001,7,4
2020-02-13,4.1757252608,6,4
2020-02-14,-1.7583392767999992,0,1
2020-02-15,-2.185767424,0,1
2020-02-16,-1.0620379136000002,0,0
2020-02-17,1.3230131199999997,1,9
2020-02-18,-0.29448089600000005,3,6
2020-02-19,2.9755800576,3,0
2020-02-20,-0.12625274879999981,7,2
2020-02-21,-1.6468200447999999,16,1
2020-02-22,1.2825974784,10,0
2020-02-23,-1.1958747136,32,0
2020-02-24,0.4972876799999999,10,2
2020-02-25,-0.728438784,21,19
2020-02-26,2.6366393344,1,1
2020-02-27,0.5659338752000003,8,4
2020-02-28,-1.3290304512,7,1
2020-02-29,-0.5242894336,1,0
2020-03-01,0.6939253759999999,4,0
2020-03-02,2.3829771264,1,3
2020-03-03,1.5360506880000002,2,3
2020-03-04,-1.7378362367999998,6,4
2020-03-05,2.324191744,0,0
2020-03-06,-0.6154578944,2,0
2020-03-07,-1.0232155136,0,0
2020-03-08,-0.4891161600000001,0,0
2020-03-09,2.6720430079999997,0,0
2020-03-10,-0.4448329727999998,2,1
2020-03-11,0.05729679360000006,6,0
2020-03-12,11.1715306496,4,2
2020-03-13,-4.172637695999999,1,1
2020-03-14,-2.0890061824,1,3
2020-03-15,-1.0412397568,0,0
2020-03-16,1.3287731199999995,4,3
2020-03-17,-0.28782489600000005,1,0
2020-03-18,-0.017431142399999988,0,8
2020-03-19,1.0806362112,7,1
2020-03-20,-0.2802372607999999,1,1
2020-03-21,-0.9742375936,14,1
2020-03-22,0.6217234432,3,0
2020-03-23,3.36314368,6,5
2020-03-24,0.10685081600000035,4,0
2020-03-25,5.5209990144,6,0
2020-03-26,-2.4252581887999995,7,5
2020-03-27,-1.6258321408,15,4
2020-03-28,-0.8347232256000002,19,0
2020-03-29,0.4618744831999997,1,0
2020-03-30,1.214171648,2,2
2020-03-31,-0.22085652479999984,1,9
2020-04-01,4.0629388288,0,5
2020-04-02,2.5603431424000007,1,12
2020-04-03,3.1181051904000006,9,5
2020-04-04,-2.4572653568,16,0
2020-04-05,-1.7422489600000002,2,0
2020-04-06,0.06337996799999968,2,0
2020-04-07,6.9603438592,7,6
2020-04-08,2.2112671744000005,0,7
2020-04-09,3.2278392832000007,0,3
2020-04-10,-2.346555903999999,3,0
2020-04-11,-2.5600476160000003,0,0
2020-04-12,-0.2921238528000003,0,0
2020-04-13,0.7862136831999997,1,0
2020-04-14,5.487236608,5,3
2020-04-15,1.4310863872000006,2,5
2020-04-16,0.6225601536000003,13,3
2020-04-17,3.0192279552000003,11,1
2020-04-18,-2.6939657215999997,4,0
2020-04-19,-0.8835572736000001,1,0
2020-04-20,2.5672007679999997,10,3
2020-04-21,0.5600724991999999,6,3
2020-04-22,7.7192961024,16,5
2020-04-23,0.9358209024000015,6,0
2020-04-24,-3.2461521919999994,10,3
2020-04-25,-2.1880686592,16,0
2020-04-26,-1.2120240128000006,11,0
2020-04-27,3.2165542911999996,3,6
2020-04-28,0.8205233152,5,6
2020-04-29,3.8719034368000003,5,2
2020-04-30,3.6608618496000007,3,3
2020-05-01,-4.1156863999999995,1,3
2020-05-02,0.4394473471999998,1,0
2020-05-03,-0.6921069568000002,1,0
2020-05-04,2.7467161599999996,4,6
2020-05-05,2.6888222720000003,3,6
2020-05-06,7.005174476800001,1,9
2020-05-07,-0.21542666239999875,1,4
2020-05-08,-0.9451573247999994,0,1
2020-05-09,-1.9170994176000002,0,0
2020-05-10,-1.7862947840000003,0,0
2020-05-11,2.9514297343999996,3,11
2020-05-12,3.6665341952,1,7
2020-05-13,-0.4369487871999995,9,6
2020-05-14,1.4177576960000007,8,1
2020-05-15,2.2077649920000004,4,0
2020-05-16,-2.16923648,0,0
2020-05-17,-1.7059149824000002,2,0
2020-05-18,2.0796844032,2,0
2020-05-19,1.168456192,7,2
2020-05-20,3.9595486208,2,2
2020-05-21,-1.2925063167999995,5,0
2020-05-22,-0.05063331840000007,0,1
2020-05-23,-1.7839977472,0,0
2020-05-24,-0.8554920960000003,2,0
2020-05-25,0.4722885631999998,9,6
2020-05-26,4.218537984,7,6
2020-05-27,0.5800846336000003,1,2
2020-05-28,7.9240037376000005,5,0
2020-05-29,-0.8654414847999989,2,1
2020-05-30,-1.2858597376,1,0
2020-05-31,-2.2431195136,2,0
2020-06-01,-0.13504256000000048,2,0
2020-06-02,4.830181888,0,6
2020-06-03,0.9036716032000003,0,4
2020-06-04,1.1710796800000005,3,6
2020-06-05,2.1850397696000003,2,0
2020-06-06,-3.240897536,1,0
2020-06-07,-1.3065792512000003,6,0
2020-06-08,1.2120459263999996,1,13
2020-06-09,0.6549601279999999,5,3
2020-06-10,-0.4588274687999998,1,2
2020-06-11,0.9062899712000001,5,2
2020-06-12,-1.3348682751999998,2,0
2020-06-13,-0.5740751872000001,3,0
2020-06-14,0.6605788159999999,0,0
2020-06-15,0.40418047999999995,1,1
2020-06-16,3.330080256,0,1
2020-06-17,14.095795302400001,2,2
2020-06-18,-7.063093145599998,4,2
2020-06-19,-2.2906615808,0,2
2020-06-20,-1.2689115136000002,1,0
2020-06-21,-0.8267417600000009,0,0
2020-06-22,2.3953889279999996,0,0
2020-06-23,-0.6688473087999998,5,1
2020-06-24,1.8726500352000002,6,8
2020-06-25,3.1943159808000003,12,0
2020-06-26,-0.7535705087999993,5,1
2020-06-27,-1.7234559999999999,0,0
2020-06-28,-0.7836416000000002,0,0
2020-06-29,4.49606912,2,0
2020-06-30,-0.36568729599999994,5,7
2020-07-01,0.3166181376000001,4,4
2020-07-02,2.4439555072,4,3
2020-07-03,-1.3269141504,2,2
2020-07-04,-1.335262208,1,1
2020-07-05,-0.6595163136000002,0,0
2020-07-06,2.5719168,3,2
2020-07-07,0.4801459200000002,3,3
2020-07-08,2.587151872,2,3
2020-07-09,-1.1843531775999994,9,3
2020-07-10,-0.23738972160000005,9,3
2020-07-11,-0.015404339200000061,22,0
2020-07-12,-0.8919917568000002,5,0
2020-07-13,-0.4464460800000001,22,8
2020-07-14,2.690386944,4,2
2020-07-15,-0.43670333439999975,1,1
2020-07-16,2.0824950784,3,3
2020-07-17,-1.6196820991999998,6,0
2020-07-18,-0.5951244288000002,0,0
2020-07-19,-0.3514098688000001,0,0
2020-07-20,1.7635602431999997,2,5
2020-07-21,0.03206912000000017,5,5
2020-07-22,-0.7727272959999999,2,1
2020-07-23,2.6433381376,3,3
2020-07-24,2.5945347072000002,0,6
2020-07-25,-1.0998984703999999,0,0
2020-07-26,-1.1478784,0,0
2020-07-27,0.43949567999999983,1,3
2020-07-28,2.231062016,1,6
2020-07-29,0.40895037440000026,1,5
2020-07-30,-1.4137146368,2,1
2020-07-31,0.384487424,0,1
2020-08-01,-0.8001398784,0,0
2020-08-02,-0.3823675392000001,0,0
2020-08-03,-0.22396231680000006,1,4
2020-08-04,0.8422062079999999,6,4
2020-08-05,2.4750415872000002,6,3
2020-08-06,0.5883309056000003,2,5
2020-08-07,-0.2679668735999998,0,9
2020-08-08,-0.8887557119999999,1,0
2020-08-09,-0.4155501568000002,1,0
2020-08-10,4.7399808,1,5
2020-08-11,3.81123584,11,4
2020-08-12,0.8538542080000004,3,0
2020-08-13,-2.7579696127999993,2,0
2020-08-14,2.8409235456,2,1
2020-08-15,-1.2961120256000003,4,0
2020-08-16,-1.3537261568,0,0
2020-08-17,1.27456,6,0
2020-08-18,0.6917452800000001,17,1
2020-08-19,-0.4298152959999999,2,4
2020-08-20,1.9727834112,6,4
2020-08-21,-0.6788380671999998,0,5
2020-08-22,-1.046097408,2,1
2020-08-23,-0.5257787392000001,3,0
2020-08-24,-0.3142176768000002,0,4
2020-08-25,4.7785282559999995,1,7
2020-08-26,0.8268801024000005,0,4
2020-08-27,2.0811730944000004,3,2
2020-08-28,-0.3566358527999993,1,1
2020-08-29,-1.7335501824000001,0,0
2020-08-30,-0.7833581568000002,0,0
2020-08-31,2.5009279999999996,1,0
2020-09-01,0.4362496,2,4
2020-09-02,-0.44264703999999977,1,3
2020-09-03,-1.0608665599999998,6,0
2020-09-04,0.49144156159999985,1,0
2020-09-05,-0.7185600512000001,4,0
2020-09-06,-0.31598991360000006,0,0
2020-09-07,0.80500992,4,2
2020-09-08,-0.5467714559999999,11,4
2020-09-09,4.7629715456,1,8
2020-09-10,0.8722847744000006,4,5
2020-09-11,-1.8727687167999998,0,2
2020-09-12,-0.725107712,1,0
2020-09-13,-0.4357613568000003,0,1
2020-09-14,2.7070694399999997,2,4
2020-09-15,-0.4198277119999998,4,4
2020-09-16,-0.9335405567999999,1,4
2020-09-17,0.5571097600000001,1,1
2020-09-18,-0.69825792,1,3
2020-09-19,-0.2898504704000001,0,0
2020-09-20,-0.16284160000000003,0,1
2020-09-21,1.88032512,0,1
2020-09-22,-0.8937896959999998,3,2
2020-09-23,1.6834866176,1,7
2020-09-24,0.04083128320000018,2,1
2020-09-25,0.26164428800000006,0,0
2020-09-26,-0.7207021567999999,1,0
2020-09-27,-0.31312640000000014,0,0
2020-09-28,4.79775488,0,12
2020-09-29,-1.1477898239999997,1,3
2020-09-30,-1.1152526336,2,2
2020-10-01,0.48835481599999997,4,0
2020-10-02,0.2688774143999999,3,0
2020-10-03,-0.7393138688,2,0
2020-10-04,-0.3415661568,0,0
2020-10-05,1.779584,13,2
2020-10-06,1.0342988800000001,1,3
2020-10-07,-0.17206169599999965,0,2
2020-10-08,7.1778680832,4,3
2020-10-09,0.43527372800000075,5,3
2020-10-10,-2.7950578688,3,0
2020-10-11,-1.1522285568000001,1,0
2020-10-12,2.2985804799999996,3,2
2020-10-13,2.303968256,3,9
2020-10-14,0.6622081024000002,1,3
2020-10-15,1.8484306944000002,1,2
