,golang/go,rust-lang/rust,swiftlang/swift
2010-08-17,9,3.0,0.0
2010-08-18,5,22.1,0.0
2010-08-19,9,-3.2150000000000007,0.0
2010-08-20,3,18.206500000000002,0.0
2010-08-21,1,-7.5089875,0.0
2010-08-22,2,-3.860898249999998,0.0
2010-08-23,4,-2.3280583374999995,0.0
2010-08-24,7,11.34571234125,0.0
2010-08-25,21,10.829221103453124,0.0
2010-08-26,19,4.811356954692187,0.0
2010-08-27,10,7.130233743582813,0.0
2010-08-28,0,-4.356691195525,0.0
2010-08-29,3,-4.427675057887499,0.0
2010-08-30,7,-2.4217086257328115,0.0
2010-08-31,9,3.2836436412500003,0.0
2010-09-01,9,-1.8256550479531257,0.0
2010-09-02,13,-1.8981919502765632,0.0
2010-09-03,7,2.854400367087499,0.0
2010-09-04,5,-1.902459314762501,2.0
2010-09-05,1,-0.8465616855562501,-0.20000000000000018
2010-09-06,1,-0.42487480219843743,-0.09000000000000007
2010-09-07,14,3.72128276875,-0.057000000000000044
2010-09-08,8,13.582778142421875,-0.04132499999999985
2010-09-09,17,-1.0969172329296883,-0.032233499999999894
2010-09-10,19,-0.10241250823281156,-0.02632402499999992
2010-09-11,7,-2.4366568670624993,-0.022187392499999934
2010-09-12,16,-0.3286521529312496,-0.01913662603124995
2010-09-13,10,-0.1780771999999997,-0.016797705071874957
2010-09-14,10,3.9305894675,0.0
2010-09-15,6,1.8053498266874994,0.0
2010-09-16,14,13.737181413084375,0.0
2010-09-17,3,-5.911512636804688,0.0
2010-09-18,2,-2.273777415728124,2.0
2010-09-19,3,-1.344239625948437,-0.20000000000000018
2010-09-20,16,0.08728069698437502,-0.09000000000000007
2010-09-21,5,11.007106051251561,-0.057000000000000044
2010-09-22,17,3.753710107939062,-0.04132499999999985
2010-09-23,12,-0.15424031322656262,-0.032233499999999894
2010-09-24,29,4.89747637881875,-0.02632402499999992
2010-09-25,2,-4.025004861725,-0.022187392499999934
2010-09-26,0,-1.7792238624999992,-0.01913662603124995
2010-09-27,12,1.8272603762500004,-0.016797705071874957
2010-09-28,10,3.2302080982343746,0.0
2010-09-29,14,-1.5016476544203128,0.0
2010-09-30,16,3.44440931208125,0.0
2010-10-01,5,-0.34681986292500033,0.0
2010-10-02,0,-0.6558206370562503,0.0
2010-10-03,1,-1.1747736433624998,0.0
2010-10-04,3,0.37219111625,0.0
2010-10-05,2,1.2458763684531249,0.0
2010-10-06,13,3.939901590223437,0.0
2010-10-07,13,0.9756378733203124,0.0
2010-10-08,2,4.261675092939063,0.0
2010-10-09,1,6.358826976554687,17.0
2010-10-10,0,-1.8350774057312496,9.299999999999999
2010-10-11,11,-0.2501911619828121,1.1349999999999985
2010-10-12,16,9.154168673234375,1.720499999999999
2010-10-13,9,2.6212501969859368,-1.0997624999999993
2010-10-14,10,3.97508534345625,-0.7217722499999984
2010-10-15,10,-2.368084121460937,3.4514740375000015
2010-10-16,2,-1.710915729042187,-0.843712723749999
2010-10-17,4,-1.9029274527875002,3.447471732484376
2010-10-18,14,7.798650062373437,0.1652009374671879
2010-10-19,7,1.4919966912531248,-0.517023405692187
2010-10-20,17,0.9346384728624999,-0.27736849665468727
2010-10-21,17,12.251005272079688,-0.188994607607812
2010-10-22,12,6.137744463245312,-0.12950428499999958
2010-10-23,0,1.9593272368562502,-0.10703805206249968
2010-10-24,1,-5.114322555731249,0.9088677923562503
2010-10-25,11,-2.5759216894828114,-0.14936694831249997
2010-10-26,14,3.2654459803593747,-0.08816372315937493
2010-10-27,8,-0.8046193354234381,-0.0368988525359375
2010-10-28,14,5.9420846105234375,-0.020662499999999924
2010-10-29,7,-3.613718589415626,-0.016116749999999947
2010-10-30,4,-1.7057424896796878,-0.01316201249999996
2010-10-31,4,-0.9949409429187503,-0.011093696249999967
2010-11-01,18,-0.6058121183625002,-0.009568313015624975
2010-11-02,6,1.62088990625,-0.008398852535937478
2010-11-03,6,8.096454968671875,0.0
2010-11-04,10,-0.16132868969531255,0.0
2010-11-05,14,5.881819439409375,0.0
2010-11-06,4,5.5605076941375,0.0
2010-11-07,0,-4.139403,0.0
2010-11-08,6,0.14446852500000085,0.0
2010-11-09,5,0.20659694000000028,0.0
2010-11-10,9,-0.6814359847812499,0.0
2010-11-11,4,0.6903417513937498,5.0
2010-11-12,8,1.5646081781078123,-0.5000000000000004
2010-11-13,3,-0.6476449375734379,-0.22500000000000017
2010-11-14,0,5.868277518246875,-0.1425000000000001
2010-11-15,0,-1.700272241595313,-0.10331249999999961
2010-11-16,0,-0.36737684353124966,-0.08058374999999973
2010-11-17,2,-1.0752625087468748,-0.06581006249999981
2010-11-18,8,0.37384157176875,-0.05546848124999983
2010-11-19,5,3.2668062194859373,-0.04784156507812488
2010-11-20,1,3.3683969619875,-0.041994262679687394
2010-11-21,1,3.7781710147859373,0.0
2010-11-22,4,3.2298789331578126,0.0
2010-11-23,2,3.9522118668546877,0.0
2010-11-24,1,0.5405655075015625,0.0
2010-11-25,0,7.192759613017188,4.0
2010-11-26,1,5.536093375734375,-0.40000000000000036
2010-11-27,1,-3.0590208240453123,0.8199999999999998
2010-11-28,1,-3.0008378042593744,-0.2140000000000002
2010-11-29,5,3.2346069532421877,0.8723500000000003
2010-11-30,10,3.2795873537593745,-0.1929669999999999
2010-12-01,4,2.7961972832437496,-0.11831054999999979
2010-12-02,9,4.632087377807812,-0.08899153499999984
2010-12-03,5,9.9629522169125,-0.07209776456249978
2010-12-04,0,-1.1190920974843763,-0.06080585639374983
