,vercel/next.js,insin/nwb,facebook/create-react-app
2020-11-05,15.0,0,0
2020-11-06,10.5,0,0
2020-11-07,0.9250000000000007,0,0
2020-11-08,-3.567499999999999,0,0
2020-11-09,12.470062500000001,0,0
2020-11-10,5.93025875,0,3
2020-11-11,9.689345812500001,0,1
2020-11-12,15.165723706250002,0,0
2020-11-13,2.388366354765626,0,0
2020-11-14,-1.7926374787265615,0,0
2020-11-15,-3.515801427101562,0,0
2020-11-16,0.5175484343546879,0,0
2020-11-17,1.7111065002828125,0,1
2020-11-18,1.5959512328203118,0,0
2020-11-19,0.7882738142062493,0,0
2020-11-20,7.231117056415624,0,0
2020-11-21,-4.292935576057814,0,0
2020-11-22,-1.6327940231359372,0,0
2020-11-23,2.1841804133234373,0,3
2020-11-24,9.671548608973438,0,0
2020-11-25,3.1600894282421867,0,2
2020-11-26,-3.495519386240625,0,1
2020-11-27,-2.4370651869749995,0,0
2020-11-28,-0.4666300868359379,0,0
2020-11-29,-1.3148179860765625,0,0
2020-11-30,3.232415925001563,0,0
2020-12-01,6.219955284704687,0,0
2020-12-02,1.7200441933812494,0,0
2020-12-03,-1.91669221666875,0,0
2020-12-04,4.390525114871876,0,1
2020-12-05,-2.6752216869828125,0,0
2020-12-06,-1.2370746667656245,0,0
2020-12-07,4.178576841767188,0,0
2020-12-08,2.8977353804374997,0,7
2020-12-09,2.4972638816937494,0,0
2020-12-10,0.33080666155937477,0,0
2020-12-11,-1.1208499254296873,0,0
2020-12-12,2.6292425361734377,0,0
2020-12-13,-2.030818541896875,0,0
2020-12-14,4.040220568750001,0,1
2020-12-15,-2.157897515078125,0,0
2020-12-16,4.972700143757812,0,0
2020-12-17,2.556165666257812,0,0
2020-12-18,1.4415595597890625,0,0
2020-12-19,-2.363057301464062,0,0
2020-12-20,-1.1519695927953122,0,0
2020-12-21,2.2337459783187503,0,0
2020-12-22,9.571679991171875,0,0
2020-12-23,-4.031946021164063,0,0
2020-12-24,-1.6166701193437492,0,0
2020-12-25,-0.011700658225000105,0,0
2020-12-26,-0.9623721832265628,0,0
2020-12-27,1.4439010095687501,0,0
2020-12-28,18.02753869125,0,0
2020-12-29,6.793677338453124,0,0
2020-12-30,12.740885625879688,0,0
2020-12-31,4.551476591939062,0,0
2021-01-01,-0.5099852737499981,0,0
2021-01-02,-3.744735691765624,0,0
2021-01-03,0.2482149017671884,0,0
2021-01-04,32.39210990271875,0,0
2021-01-05,-2.0241061412625,0,0
2021-01-06,10.266311666873438,0,0
2021-01-07,-3.1047430868234382,0,0
2021-01-08,-6.957975810626562,0,0
2021-01-09,-3.7959758868859366,0,0
2021-01-10,-1.5472877211609375,0,0
2021-01-11,17.824952713971875,0,0
2021-01-12,-5.589803605243753,0,0
2021-01-13,3.053699000446875,0,1
2021-01-14,1.8760614196421859,0,1
2021-01-15,6.143807881217187,0,0
2021-01-16,-3.8395947551296867,0,0
2021-01-17,2.467847476250001,0,0
2021-01-18,0.9093993332343748,0,0
2021-01-19,8.103555166454687,0,0
2021-01-20,0.06932721056249935,0,0
2021-01-21,-0.6083888613249995,0,0
2021-01-22,5.208050956776562,0,0
2021-01-23,0.05120226669687433,0,0
2021-01-24,-0.08585591784374991,0,0
2021-01-25,11.510025670439063,0,0
2021-01-26,10.380180993023437,0,0
2021-01-27,-5.240518493603125,0,0
2021-01-28,-1.8242883506390615,0,0
2021-01-29,6.226235393539063,0,0
2021-01-30,-2.4011191563234373,0,0
2021-01-31,-2.7748270691749997,0,0
2021-02-01,3.3748750642718752,0,0
2021-02-02,1.3471946205828118,0,0
2021-02-03,4.398521223990624,0,8
2021-02-04,1.6265291447437495,0,1
2021-02-05,3.0500900512531253,0,0
2021-02-06,-2.25872307485625,0,0
2021-02-07,3.1020730348734373,0,0
2021-02-08,-2.585930895215625,0,0
2021-02-09,3.707745033671875,0,0
2021-02-10,-2.396513161976563,0,0
2021-02-11,3.844525035959375,0,0
2021-02-12,1.7424067685421871,0,1
2021-02-13,-2.2243514530078126,0,0
2021-02-14,-1.0582648149124998,0,0
2021-02-15,1.3518161904390624,0,0
2021-02-16,4.928045315085937,0,0
2021-02-17,0.6753311036718745,0,0
2021-02-18,5.095173115085938,0,1
2021-02-19,2.9924623211718746,0,0
2021-02-20,-2.1453394332265625,0,0
2021-02-21,-0.7462043779312493,0,0
2021-02-22,3.6901020275,0,5
2021-02-23,0.6711435864687498,0,0
2021-02-24,7.9547510141906255,0,0
2021-02-25,1.9161005290562496,0,0
2021-02-26,-1.5479445120578124,0,0
2021-02-27,0.6733289205265627,0,0
2021-02-28,-2.1905245324125,0,0
2021-03-01,5.833733413751563,0,0
2021-03-02,6.080206056689062,0,1
2021-03-03,3.9402668710390625,0,0
2021-03-04,0.7895164751453123,0,0
2021-03-05,0.5045109320781251,0,0
2021-03-06,-2.9406299841781247,0,0
2021-03-07,-0.5440452642624996,0,0
2021-03-08,9.640446581551563,0,2
2021-03-09,2.817749368890624,0,0
2021-03-10,-0.9394178460203126,0,0
2021-03-11,0.2331632280296878,0,0
2021-03-12,3.633112265309375,0,0
2021-03-13,-3.0562650457265628,0,0
2021-03-14,-0.4664096641812494,0,0
2021-03-15,6.745978984484375,0,0
2021-03-16,5.774093448595312,0,0
2021-03-17,0.8349095283296872,0,4
2021-03-18,7.699566460823438,0,0
2021-03-19,5.086355717504687,0,0
2021-03-20,-3.2110159027921874,0,0
2021-03-21,-3.0594994031468743,0,0
2021-03-22,6.227548580734375,0,0
2021-03-23,7.324835326392186,0,0
2021-03-24,4.880038886996874,0,0
2021-03-25,-4.333413439173437,0,0
2021-03-26,3.195504586914063,0,0
2021-03-27,-3.5256487607171882,0,0
2021-03-28,1.2281177841406254,0,0
2021-03-29,9.970720496034374,0,0
2021-03-30,-1.754047620375001,0,0
2021-03-31,0.9870137097156251,0,1
2021-04-01,4.183685338032812,0,0
2021-04-02,3.4649347584062493,0,0
2021-04-03,-3.7288168013265626,0,0
2021-04-04,0.18094659935312585,1,0
2021-04-05,2.238521477203125,0,0
2021-04-06,3.719554637864062,0,0
2021-04-07,1.0035320084093744,0,0
2021-04-08,5.451750939489063,0,0
2021-04-09,-0.6952620865406254,0,0
2021-04-10,-2.5906386349890624,0,0
2021-04-11,0.643906609870313,0,0
2021-04-12,8.53405129646875,0,5
2021-04-13,1.1342097139718748,0,0
2021-04-14,1.8301693014750002,0,0
2021-04-15,3.933166876040625,0,0
2021-04-16,0.37821529169374957,0,0
2021-04-17,3.0666258188406252,0,0
2021-04-18,2.7026128378015626,0,0
2021-04-19,7.56453076646875,0,0
2021-04-20,28.947183574628124,0,0
2021-04-21,-4.544826122406251,0,0
2021-04-22,1.5830784837578147,0,0
2021-04-23,-1.5776773535234359,0,0
2021-04-24,-4.025467327192187,0,0
2021-04-25,-0.21171558352499975,0,0
2021-04-26,-0.07856461624062483,0,0
2021-04-27,0.17026667868124967,0,0
2021-04-28,5.367324381907811,0,0
2021-04-29,-0.9195773102906264,0,0
2021-04-30,4.502226761996875,1,0
2021-05-01,-2.3910824141734377,0,0
2021-05-02,-1.8344689416796869,0,0
2021-05-03,0.9323225277203127,0,0
2021-05-04,-0.36129736124531275,0,0
2021-05-05,8.931914582504687,0,0
2021-05-06,1.3586779174265615,0,0
2021-05-07,10.997895765090625,0,0
2021-05-08,-5.590447530807813,0,0
2021-05-09,-2.3563675843953114,0,0
2021-05-10,12.594206176767187,0,0
2021-05-11,0.8056044177187491,0,0
2021-05-12,1.964895906768751,0,4
2021-05-13,5.143930975360938,0,0
2021-05-14,5.27010545134375,0,0
2021-05-15,-4.249249600882813,0,0
2021-05-16,2.1791036397406254,0,0
2021-05-17,1.8551289925,0,0
2021-05-18,4.770689897781249,0,0
2021-05-19,10.831435509146875,0,0
2021-05-20,-3.4482176187406255,0,0
2021-05-21,-2.7376582802874996,0,0
2021-05-22,0.6062192769984378,0,0
2021-05-23,-0.3866010303437504,0,0
2021-05-24,5.085208484189063,0,0
2021-05-25,-2.2659950274921883,0,0
2021-05-26,0.14665975596093772,0,0
2021-05-27,1.2820435089031244,0,0
2021-05-28,4.149740789960937,0,0
2021-05-29,0.3577352472859374,0,0
2021-05-30,-2.080639398529687,0,2
2021-05-31,-0.0804134519796873,0,0
2021-06-01,2.9875414074249997,0,0
2021-06-02,6.177473255604687,0,2
2021-06-03,4.789445406985937,0,0
2021-06-04,-0.7765457067624997,0,0
2021-06-05,0.40074738845781255,0,0
2021-06-06,-1.2835924921937498,0,0
2021-06-07,13.494607036551564,0,0
2021-06-08,12.580297788234375,0,1
2021-06-09,9.340856379704688,0,0
2021-06-10,0.5853285854437509,0,0
2021-06-11,8.449446801262502,0,0
2021-06-12,-5.861678889909375,0,0
2021-06-13,-1.384777601245311,0,0
2021-06-14,6.3707516622859375,0,0
2021-06-15,7.7073404952828115,0,0
2021-06-16,15.324037733476562,0,0
2021-06-17,7.225837975543747,0,0
2021-06-18,0.620984942901563,0,0
2021-06-19,-7.3814736055796875,0,0
2021-06-20,0.14337667172656365,0,0
2021-06-21,0.3013710732375001,0,0
2021-06-22,8.514989808895312,0,1
2021-06-23,0.28973136471874916,0,0
2021-06-24,4.4603955803796875,0,0
2021-06-25,1.918156986362499,0,0
2021-06-26,-4.485639642614063,0,0
2021-06-27,-2.172904677328124,0,0
2021-06-28,4.6250096879375,0,0
2021-06-29,2.1663672700062495,0,0
2021-06-30,7.09383259088125,0,0
2021-07-01,8.5261572393625,0,0
2021-07-02,6.1544331534625,0,0
2021-07-03,-6.172521736454687,0,0
2021-07-04,-1.8184953176296865,0,1
2021-07-05,-0.06346295499999943,0,0
2021-07-06,7.0038314556562495,0,0
2021-07-07,6.020748986775,0,1
2021-07-08,2.1433383574296876,0,0
2021-07-09,2.634736014718749,0,0
2021-07-10,-1.2412888357140632,0,0
2021-07-11,-0.9491272075437491,0,0
2021-07-12,16.826840973234376,0,0
2021-07-13,-2.0264401855140637,0,0
2021-07-14,-0.46512530235624894,0,3
2021-07-15,4.398329409498437,0,0
2021-07-16,8.6104573465625,0,0
2021-07-17,-6.0531517062390625,0,0
2021-07-18,-2.7732162279265617,0,0
2021-07-19,7.2372228130203125,0,0
2021-07-20,16.0233912362375,0,0
2021-07-21,-2.930907680251563,0,0
2021-07-22,7.278766664273438,0,0
2021-07-23,4.89574555419375,0,0
2021-07-24,-4.243296873815625,0,0
2021-07-25,5.349670365473438,0,0
2021-07-26,1.1687160362500002,0,0
2021-07-27,5.699129261609375,0,0
2021-07-28,-2.3866895231578127,0,2
2021-07-29,3.437468379015625,0,0
2021-07-30,-2.031986653601563,0,0
2021-07-31,-1.678533653215625,0,0
2021-08-01,0.1643383821578126,0,0
2021-08-02,7.289092205143749,0,0
2021-08-03,7.2652069053109365,0,0
2021-08-04,1.0762914941968749,0,2
2021-08-05,5.036727826125,0,0
2021-08-06,2.3815143329421877,0,0
2021-08-07,-4.303626074910937,0,0
2021-08-08,-1.128883603231249,0,0
2021-08-09,6.271674201985937,0,0
2021-08-10,3.428107786393749,0,0
2021-08-11,13.172292241482811,0,0
2021-08-12,9.070578152595312,0,0
2021-08-13,7.2903879034625,0,0
2021-08-14,4.032931901045313,0,0
2021-08-15,-2.318092316379687,0,0
2021-08-16,4.869154805734376,0,0
2021-08-17,2.0139657738921866,0,2
2021-08-18,4.410174473028125,0,5
2021-08-19,2.990027104854687,0,4
2021-08-20,1.1750988005421874,0,0
2021-08-21,-5.057879460709375,0,0
2021-08-22,-1.6317537934296875,0,0
2021-08-23,4.006630819878125,0,0
2021-08-24,6.935229201179687,0,0
2021-08-25,7.440509883546874,0,0
2021-08-26,-2.6481784747687502,0,0
2021-08-27,-1.4371207494687495,0,0
2021-08-28,-1.4656150989546877,0,0
2021-08-29,-0.7213788413796871,0,0
2021-08-30,5.636440515734375,0,0
2021-08-31,5.988227448673436,0,0
2021-09-01,1.8682994804468747,0,3
2021-09-02,12.338828970234374,0,1
2021-09-03,0.45181573090937466,0,0
2021-09-04,-3.8212460594796864,0,0
2021-09-05,-1.720424104481249,0,0
2021-09-06,10.985889691251563,0,0
2021-09-07,12.743817430657812,0,0
2021-09-08,-1.7969160360203125,0,0
2021-09-09,2.782823812810939,0,0
2021-09-10,-1.1443424763968757,0,0
2021-09-11,-0.876998015334375,0,0
2021-09-12,-2.004508595645312,0,0
2021-09-13,11.952418286251563,0,0
2021-09-14,-0.5828088336859389,0,0
2021-09-15,6.968775683692187,0,0
2021-09-16,12.628133371215625,0,0
2021-09-17,5.201318853978125,0,0
2021-09-18,-5.313722856675,0,0
2021-09-19,-2.0732419019781236,0,0
2021-09-20,3.928219148535938,0,0
2021-09-21,14.927189695798436,0,0
2021-09-22,1.0821748446624992,0,3
2021-09-23,-2.1377085905859365,0,0
2021-09-24,1.6557172689078126,0,0
2021-09-25,-4.262004278643751,0,0
2021-09-26,-0.20336564055781192,0,0
2021-09-27,3.980910186253125,0,0
2021-09-28,6.922124192425,0,0
2021-09-29,5.412198075073436,0,2
2021-09-30,3.8961854276859373,0,0
2021-10-01,3.0550832713421876,0,1
