,golang/go,pote/gpm,masterminds/glide
2014-08-09,0.0,0,0
2014-08-10,0.0,0,0
2014-08-11,10.0,0,1
2014-08-12,36.0,0,0
2014-08-13,33.849999999999994,0,0
2014-08-14,12.249999999999996,0,0
2014-08-15,7.228874999999997,0,0
2014-08-16,-0.018679999999999364,0,0
2014-08-17,-2.9661148749999957,0,0
2014-08-18,6.895707075000005,0,0
2014-08-19,20.441642133593753,0,0
2014-08-20,0.9224562105625012,0,1
2014-08-21,16.112048879076564,0,2
2014-08-22,6.356379064353125,0,0
2014-08-23,1.0718378631656265,0,0
2014-08-24,9.87698465500625,0,0
2014-08-25,32.42566378610625,0,0
2014-08-26,5.926076856609374,0,1
2014-08-27,5.137974909067188,0,0
2014-08-28,29.711667472845313,0,0
2014-08-29,19.67753427752344,0,0
2014-08-30,10.509545986660939,0,0
2014-08-31,-3.744803319921875,0,0
2014-09-01,11.959110077418753,0,0
2014-09-02,13.274418792771879,0,0
2014-09-03,9.929580289320317,0,0
2014-09-04,19.255325016214066,0,0
2014-09-05,13.380167141410938,0,0
2014-09-06,3.465955138423439,0,0
2014-09-07,6.599652044601564,0,0
2014-09-08,24.89201839015938,0,0
2014-09-09,12.254605190979689,0,0
2014-09-10,-0.44708364430468706,0,0
2014-09-11,7.932632885920315,0,0
2014-09-12,13.853144732637503,2,0
2014-09-13,-3.6973044376078104,0,0
2014-09-14,0.8576660877281275,6,0
2014-09-15,10.226493842056252,0,0
2014-09-16,20.543311073953127,1,0
2014-09-17,9.213529135228125,0,0
2014-09-18,10.734173883576563,0,2
2014-09-19,18.735760060434373,0,3
2014-09-20,-4.163673236660937,0,0
2014-09-21,-1.3623034818609354,0,0
2014-09-22,5.309651668453128,0,4
2014-09-23,3.008513009954691,0,0
2014-09-24,19.152587843959378,0,1
2014-09-25,12.692399799970312,0,15
2014-09-26,17.664542967314063,0,20
2014-09-27,-2.9758785843468765,0,0
2014-09-28,-1.3034987895406238,2,2
2014-09-29,12.434414000734378,0,4
2014-09-30,19.42747171260469,0,3
2014-10-01,8.232192395920313,0,3
2014-10-02,5.677390511492188,0,0
2014-10-03,6.052009704745314,0,6
2014-10-04,1.313218577346877,0,0
2014-10-05,-1.04532458752031,0,0
2014-10-06,16.62129331194844,0,0
2014-10-07,10.165626047745313,0,2
2014-10-08,10.054129960653125,0,1
2014-10-09,7.998974609271874,0,0
2014-10-10,-0.7829341138218742,0,0
2014-10-11,1.1565447125359392,0,0
2014-10-12,-0.5435030961359353,0,0
2014-10-13,3.8572383318406276,0,0
2014-10-14,4.654938049432815,2,0
2014-10-15,17.4877113964,0,4
2014-10-16,7.236559414079687,0,5
2014-10-17,6.578460793860937,0,4
2014-10-18,-0.25402585517656284,0,0
2014-10-19,3.4983055971312513,0,0
2014-10-20,14.471451323126564,0,5
2014-10-21,4.397989167385938,0,6
2014-10-22,7.809319755476563,0,1
2014-10-23,0.6318678624875003,0,0
2014-10-24,7.25788763041094,0,1
2014-10-25,-0.980606297499999,0,3
2014-10-26,-0.27072923010468575,0,0
2014-10-27,16.04107250235,0,1
2014-10-28,18.587823980320312,0,0
2014-10-29,18.589003918315623,0,0
2014-10-30,12.027506450842186,0,1
2014-10-31,5.218422006843749,0,0
2014-11-01,-1.0904643334984363,0,0
2014-11-02,-1.1740326445890599,0,0
2014-11-03,6.385369235698441,0,0
2014-11-04,1.9605774299484402,0,0
2014-11-05,6.2267556660609396,0,0
2014-11-06,12.056267957901564,0,0
2014-11-07,1.4805481947093755,0,0
2014-11-08,-0.7254298627156246,0,0
2014-11-09,5.8801169048953135,0,0
2014-11-10,11.5550273619125,0,0
2014-11-11,23.813599258339064,0,0
2014-11-12,12.151888682649998,0,0
2014-11-13,3.380644038231249,0,0
2014-11-14,18.19888624999375,0,0
2014-11-15,-1.8768277213156241,0,0
2014-11-16,1.6139387405906271,0,0
2014-11-17,7.9471870801046895,0,0
2014-11-18,8.534061910545315,0,0
2014-11-19,3.3286288011265643,0,0
2014-11-20,6.779595189565626,0,0
2014-11-21,10.784756522065626,0,0
2014-11-22,1.4009830164203132,0,0
2014-11-23,-0.9142666892859364,0,0
2014-11-24,2.7560469428656265,0,0
2014-11-25,2.697055475950002,0,0
2014-11-26,-1.2749280085312484,0,0
2014-11-27,-0.7998761847390613,0,0
2014-11-28,-0.5461407836062488,0,0
2014-11-29,-0.4046315395265613,0,0
2014-11-30,-0.27566708127968675,0,0
2014-12-01,1.8598134418406254,0,0
2014-12-02,1.7089531104015625,0,1
2014-12-03,1.6381313377937499,0,0
2014-12-04,1.61940458985625,0,0
2014-12-05,10.611675,0,0
2014-12-06,2.6794414999999994,1,0
2014-12-07,-1.0518825250000003,0,0
2014-12-08,12.3844300825,0,0
2014-12-09,5.25883095646875,0,0
2014-12-10,5.370620001396875,0,0
2014-12-11,7.347129138896875,0,0
2014-12-12,10.106274460146876,1,0
2014-12-13,1.6749208167562504,0,0
2014-12-14,1.2442784575421881,0,0
2014-12-15,2.609272701106251,0,0
2014-12-16,7.663821219546877,0,0
2014-12-17,0.18617173967343836,0,0
2014-12-18,19.770987924889063,0,0
2014-12-19,4.091820560107812,0,0
2014-12-20,5.773300248489063,0,0
2014-12-21,-0.12486437124375005,0,0
2014-12-22,25.549220753309378,1,1
2014-12-23,18.309273649079685,0,0
2014-12-24,0.8315828677156247,1,0
2014-12-25,-1.8495870076046876,0,0
2014-12-26,3.0571947478500023,0,1
2014-12-27,0.06434506063594103,0,0
2014-12-28,5.57571879812344,0,0
2014-12-29,4.290832229931252,0,0
2014-12-30,5.323557213506252,2,0
2014-12-31,1.2026888514359384,0,0
2015-01-01,4.72760892038125,0,0
2015-01-02,5.695352668054688,1,0
2015-01-03,0.5326001023859379,0,0
2015-01-04,5.921436412539063,0,0
2015-01-05,9.59570258881875,0,0
2015-01-06,20.053318242904687,6,0
2015-01-07,21.721733279924997,0,2
2015-01-08,12.77343582820156,0,1
2015-01-09,4.0213089155484365,0,2
2015-01-10,-0.14105203632499919,0,0
2015-01-11,-0.3159976050328095,1,0
2015-01-12,10.187447920068754,0,0
