,plotly/plotly.js,highcharts/highcharts,apache/echarts
2022-01-21,4,-0.1279441919999993,4.0
2022-01-22,0,-2.572451327999998,2.0
2022-01-23,0,-1.5378698239999995,11.0
2022-01-24,5,2.190587904,0.0
2022-01-25,7,2.7588348928000004,4.0
2022-01-26,1,12.462856396800001,3.0
2022-01-27,8,-2.652592742399999,1.0
2022-01-28,3,10.227073228799998,0.0
2022-01-29,1,15.531482112,0.0
2022-01-30,2,-5.4792384512000005,0.0
2022-01-31,0,7.380400639999998,0.0
2022-02-01,3,6.262390783999999,0.0
2022-02-02,0,-0.09719377920000039,0.0
2022-02-03,15,13.9214383104,0.0
2022-02-04,20,5.6837735424,0.0
2022-02-05,0,-1.8500895744,0.0
2022-02-06,0,-1.3130467328000002,0.0
2022-02-07,4,9.5481831424,3.0
2022-02-08,2,9.097428480000001,0.0
2022-02-09,0,9.278736896,0.0
2022-02-10,9,1.7454766079999988,0.0
2022-02-11,3,3.8597791744,6.0
2022-02-12,3,-4.0371135488,0.0
2022-02-13,0,-2.237693030400001,0.0
2022-02-14,0,5.488417484799999,1.0
2022-02-15,3,4.4488061952,8.0
2022-02-16,0,3.1190638592000006,2.0
2022-02-17,0,3.2585530368000004,4.0
2022-02-18,1,-1.6618986495999994,6.0
2022-02-19,0,-1.5843391488,0.0
2022-02-20,0,4.0088915968,0.0
2022-02-21,0,-0.6643046400000001,0.0
2022-02-22,0,0.8714101759999999,0.0
2022-02-23,0,-1.1576685567999996,0.0
2022-02-24,3,3.3283991552000005,0.0
2022-02-25,0,-1.2353490943999994,2.0
2022-02-26,0,-0.6040838144,0.0
2022-02-27,0,-0.3606037504000002,1.0
2022-02-28,0,2.7358771200000005,5.0
2022-03-01,1,1.1872680960000004,0.0
2022-03-02,0,1.2370400256,5.0
2022-03-03,0,-0.7966455808000001,1.0
2022-03-04,8,14.585649152,0.0
2022-03-05,3,-3.289685401599999,0.0
2022-03-06,0,-1.3795584000000012,0.0
2022-03-07,10,8.137290239999999,4.0
2022-03-08,14,-2.4218741759999998,1.0
2022-03-09,1,0.7969230847999993,2.0
2022-03-10,2,0.8078538751999997,0.0
2022-03-11,18,4.8587604992,3.0
2022-03-12,3,-1.9016396799999993,3.0
2022-03-13,0,-1.014099456,1.0
2022-03-14,1,2.4413875199999997,6.0
2022-03-15,6,5.9769809920000005,5.0
2022-03-16,0,40.0198488064,2.0
2022-03-17,5,-5.289201663999998,2.0
2022-03-18,13,1.2479255551999966,5.0
2022-03-19,2,-3.959072972800001,1.0
2022-03-20,2,-2.398054502400001,1.0
2022-03-21,0,-0.6886937600000009,1.0
2022-03-22,5,4.476596224,2.0
2022-03-23,20,21.6360245248,3.0
2022-03-24,1,-5.209849036799996,6.0
2022-03-25,0,2.8755761151999994,2.0
2022-03-26,0,-1.7953396736,0.0
2022-03-27,0,-1.7828609024000006,3.0
2022-03-28,0,5.8460364799999995,6.0
2022-03-29,0,1.7186247679999997,3.0
2022-03-30,0,25.9277182976,3.0
2022-03-31,0,-2.841156710399998,0.0
2022-04-01,4,1.0971587583999987,8.0
2022-04-02,0,-3.092874342400001,0.0
2022-04-03,0,-1.8671494144000007,0.0
2022-04-04,0,4.697920409599999,0.0
2022-04-05,0,0.7894287360000005,2.0
2022-04-06,2,1.0918203391999999,0.0
2022-04-07,22,-1.7505842175999986,0.0
2022-04-08,0,16.9230737408,1.0
2022-04-09,0,-4.119831961599999,2.0
2022-04-10,0,-1.8023275520000013,0.0
2022-04-11,0,3.896545279999999,5.0
2022-04-12,0,1.1968071680000003,3.0
2022-04-13,0,2.3715926015999997,5.0
2022-04-14,2,0.27171041279999986,5.0
2022-04-15,0,-1.3740890112000006,3.0
2022-04-16,0,-0.8394588159999993,1.0
2022-04-17,0,-0.6336003071999996,1.0
2022-04-18,0,-0.31526400000000016,0.0
2022-04-19,0,6.74449408,0.0
2022-04-20,5,18.385925632,0.0
2022-04-21,3,1.3111876608000008,7.0
2022-04-22,6,11.785347174399998,3.0
2022-04-23,0,-4.7001387008,0.0
2022-04-24,0,-2.3387520000000017,1.0
2022-04-25,7,14.4246784,0.0
2022-04-26,4,5.61572096,5.0
2022-04-27,1,17.775138816,4.0
2022-04-28,1,3.2489679872000012,2.0
2022-04-29,2,-0.367214080000001,2.0
2022-04-30,1,-3.8912077824000004,0.0
2022-05-01,0,-2.388461056000001,1.0
2022-05-02,10,3.387092479999999,2.0
2022-05-03,0,1.7277358080000003,1.0
2022-05-04,3,-2.2477425663999995,3.0
2022-05-05,3,-0.27263436799999896,2.0
2022-05-06,17,11.937163571200001,0.0
2022-05-07,0,-3.138712063999999,0.0
2022-05-08,0,-0.35463475200000083,0.0
2022-05-09,19,2.9760511999999997,0.0
2022-05-10,0,3.5180185600000002,0.0
2022-05-11,3,17.1597056,2.0
2022-05-12,2,1.2420214784000008,1.0
2022-05-13,2,5.645628927999999,0.0
2022-05-14,5,-0.6820824064000002,0.0
2022-05-15,0,2.3651765248,0.0
2022-05-16,0,6.456977407999999,1.0
2022-05-17,0,-2.3424169984,0.0
2022-05-18,0,18.9433795584,1.0
2022-05-19,2,-0.577740799999999,1.0
2022-05-20,1,20.3050491904,5.0
2022-05-21,0,-6.8286536704,1.0
2022-05-22,0,-3.315016089600002,0.0
2022-05-23,1,6.8616281088,2.0
2022-05-24,2,0.6281523200000008,5.0
2022-05-25,3,-1.7170809856000004,3.0
2022-05-26,6,0.15846389760000035,1.0
2022-05-27,2,0.2855638016000004,1.0
2022-05-28,0,-1.3798758399999986,3.0
2022-05-29,0,-0.8748676095999994,0.0
2022-05-30,2,15.57720832,0.0
2022-05-31,3,0.4641029120000013,0.0
2022-06-01,7,2.6413686783999997,0.0
2022-06-02,0,-1.2269761536000008,0.0
2022-06-03,0,8.5953017856,3.0
2022-06-04,0,-2.9166901247999997,1.0
2022-06-05,0,-1.469943500800001,0.0
2022-06-06,0,0.0061772799999992856,0.0
2022-06-07,0,8.038409728000001,6.0
2022-06-08,0,-2.497482854399999,3.0
2022-06-09,11,-1.1110306816000004,5.0
2022-06-10,5,0.28839833599999976,0.0
2022-06-11,0,-0.6842824703999995,0.0
2022-06-12,0,0.5450536960000002,0.0
2022-06-13,0,12.55121408,6.0
2022-06-14,10,1.119671808,5.0
2022-06-15,8,8.9445052416,2.0
2022-06-16,1,3.6897470464000004,1.0
2022-06-17,0,7.048737279999999,1.0
2022-06-18,0,-2.5891845120000005,1.0
2022-06-19,0,-2.1027144704000014,3.0
2022-06-20,4,0.6077537279999992,3.0
2022-06-21,5,15.5453147136,1.0
2022-06-22,22,2.6021920768000006,0.0
2022-06-23,0,12.5875467264,0.0
2022-06-24,4,8.9292271616,0.0
2022-06-25,0,-3.2863612928000006,0.0
2022-06-26,0,-1.1372508160000012,0.0
2022-06-27,7,6.658035609599999,0.0
2022-06-28,4,-3.3945072640000005,0.0
2022-06-29,1,-1.9555816448,0.0
2022-06-30,3,0.5802043392000005,0.0
2022-07-01,2,-1.348792524799999,0.0
2022-07-02,0,-0.8654726143999989,0.0
2022-07-03,0,-0.5170589695999995,0.0
2022-07-04,0,26.726745395200002,4.0
2022-07-05,20,3.3944998912000024,3.0
2022-07-06,13,12.886918246399999,1.0
2022-07-07,13,-0.44985344000000094,1.0
2022-07-08,26,30.272024576,1.0
2022-07-09,2,4.967189299199999,0.0
2022-07-10,0,-6.112601600000003,1.0
2022-07-11,9,4.805007359999997,4.0
2022-07-12,12,5.289821696000001,3.0
2022-07-13,3,1.0373158912000005,1.0
2022-07-14,16,13.0408679424,2.0
2022-07-15,14,-3.8333651968,3.0
2022-07-16,0,-3.4227558399999993,0.0
2022-07-17,0,-2.2591318015999993,0.0
2022-07-18,6,3.6339969024,2.0
2022-07-19,0,4.0648892416,3.0
2022-07-20,2,-0.35602319359999957,2.0
2022-07-21,2,0.340368384,1.0
2022-07-22,0,-1.369260646399999,5.0
2022-07-23,0,-0.8260343807999997,1.0
2022-07-24,0,-0.4434987008000002,0.0
2022-07-25,6,1.6745215999999998,3.0
2022-07-26,4,1.3345715200000003,2.0
2022-07-27,1,3.216615936,0.0
2022-07-28,5,-0.19344496639999975,4.0
2022-07-29,0,-0.7369141248000002,1.0
2022-07-30,0,-0.4152107008000002,1.0
2022-07-31,0,-0.2743296000000001,0.0
2022-08-01,0,3.7895449599999997,4.0
2022-08-02,3,1.0301199360000002,1.0
2022-08-03,0,-0.8618498048000001,0.0
2022-08-04,0,34.5485837312,7.0
2022-08-05,0,62.7053348864,3.0
2022-08-06,0,-16.9818133504,3.0
2022-08-07,0,-7.412787200000007,0.0
2022-08-08,2,9.355435519999997,2.0
2022-08-09,2,-1.137164288000001,5.0
2022-08-10,4,7.298819174399998,0.0
2022-08-11,6,18.4806100992,0.0
2022-08-12,3,-6.1588403199999995,0.0
2022-08-13,0,-4.8650711039999965,0.0
2022-08-14,0,-3.0017377279999984,2.0
2022-08-15,0,11.45204992,3.0
2022-08-16,3,15.188728832,3.0
2022-08-17,0,-3.8309933056,1.0
2022-08-18,0,15.773901824,1.0
2022-08-19,7,1.162409267200002,0.0
2022-08-20,0,-4.314407833600001,0.0
2022-08-21,0,-2.3148971008000014,1.0
2022-08-22,1,3.366333439999999,7.0
2022-08-23,0,12.730110464000001,1.0
2022-08-24,0,12.563779276800002,0.0
2022-08-25,2,3.4296976383999995,1.0
2022-08-26,3,-0.46479226880000013,1.0
2022-08-27,0,-3.3053116416000003,1.0
2022-08-28,0,-1.8956694528000009,0.0
2022-08-29,0,14.6804224,3.0
2022-08-30,3,1.762647040000001,2.0
2022-08-31,2,2.668080128,1.0
2022-09-01,5,0.8863129600000006,3.0
2022-09-02,10,16.4852247552,9.0
2022-09-03,0,-5.187951001599999,1.0
2022-09-04,0,-2.4435542016000014,0.0
2022-09-05,0,-1.5930163200000012,2.0
2022-09-06,4,24.805119488000003,2.0
2022-09-07,6,24.8457046016,0.0
2022-09-08,4,-0.8969964544,0.0
2022-09-09,0,-3.7819746304000024,0.0
2022-09-10,0,-3.724843929600001,0.0
2022-09-11,0,-2.4864536576000003,0.0
2022-09-12,1,12.3124352,0.0
2022-09-13,0,10.85512448,4.0
2022-09-14,0,-1.2333112319999984,2.0
2022-09-15,3,-0.6184935423999987,0.0
2022-09-16,1,-2.645904998399999,0.0
2022-09-17,1,-1.4220342272000004,0.0
2022-09-18,0,-0.9723819008000005,0.0
2022-09-19,9,10.253649919999999,0.0
2022-09-20,2,4.1863480320000015,0.0
2022-09-21,2,20.2006201344,0.0
2022-09-22,6,2.0166287360000013,5.0
2022-09-23,9,4.761359462399999,2.0
2022-09-24,0,-4.097504051200001,2.0
2022-09-25,0,0.7197311999999987,6.0
2022-09-26,0,9.78267648,2.0
2022-09-27,0,-0.8933022719999997,1.0
2022-09-28,0,3.2755542015999994,1.0
2022-09-29,4,2.145724211200001,4.0
2022-09-30,0,7.3419547648000005,0.0
2022-10-01,0,-3.3857626111999997,0.0
2022-10-02,0,-1.726357913600001,0.0
2022-10-03,4,4.891213823999999,0.0
2022-10-04,4,2.952906444800001,0.0
2022-10-05,6,14.8681403392,1.0
2022-10-06,12,24.4993440768,0.0
2022-10-07,3,2.0823781376,0.0
2022-10-08,0,-5.663439872000001,5.0
2022-10-09,0,-3.138146304000002,0.0
2022-10-10,0,0.9077836799999988,0.0
2022-10-11,3,-0.1947934720000002,2.0
2022-10-12,1,0.07769589759999995,0.0
2022-10-13,6,-0.7061007359999993,0.0
2022-10-14,14,1.644710195200002,2.0
2022-10-15,0,-1.4252962815999983,8.0
2022-10-16,0,-0.592251904,10.0
2022-10-17,0,3.67969024,8.0
2022-10-18,0,11.955789824,5.0
2022-10-19,1,-3.1170737151999997,1.0
2022-10-20,0,-0.36392724480000105,6.0
2022-10-21,17,-1.0485065728000005,5.0
2022-10-22,1,-0.6745764864,2.0
2022-10-23,0,-0.49909125120000014,0.0
2022-10-24,4,2.6331187199999997,2.0
2022-10-25,0,3.096865792,3.0
2022-10-26,0,15.7026535424,0.0
2022-10-27,1,8.9569717248,2.0
2022-10-28,0,4.732812287999999,0.0
2022-10-29,0,-2.879477350400001,1.0
2022-10-30,0,-1.2786304000000017,1.0
2022-10-31,1,21.28459264,4.0
2022-11-01,6,7.179472384,1.0
2022-11-02,2,8.600288460799998,2.0
2022-11-03,2,10.2984889344,0.0
2022-11-04,3,3.6858755072000005,2.0
2022-11-05,0,-3.3050744832000003,1.0
2022-11-06,1,-3.3837689856000015,3.0
2022-11-07,2,4.783149977599999,2.0
2022-11-08,4,7.909986713600001,3.0
2022-11-09,8,1.8797698048000013,3.0
2022-11-10,5,3.6942829568000004,6.0
2022-11-11,10,33.741900902400005,2.0
2022-11-12,4,-9.173592166399999,1.0
2022-11-13,0,-4.074966528000003,2.0
2022-11-14,14,10.467441459199998,2.0
2022-11-15,0,5.5685672959999994,4.0
2022-11-16,6,9.5250557952,0.0
2022-11-17,5,8.6781582336,3.0
2022-11-18,0,12.3613812736,0.0
2022-11-19,0,-6.679598796799999,0.0
2022-11-20,0,-3.564700364800001,0.0
2022-11-21,1,10.883760639999998,2.0
2022-11-22,0,14.795385344,0.0
2022-11-23,0,3.871396044800001,0.0
2022-11-24,2,11.925186048,0.0
2022-11-25,0,1.7705201664000008,7.0
2022-11-26,1,-0.8439177216000004,0.0
2022-11-27,0,-3.567206707200001,0.0
2022-11-28,0,17.861245439999998,1.0
2022-11-29,0,18.392152064,4.0
2022-11-30,1,8.3092871168,4.0
2022-12-01,6,21.9858765824,3.0
2022-12-02,14,8.509586431999999,1.0
2022-12-03,0,-8.399907532800002,0.0
2022-12-04,2,-4.548345651200003,0.0
2022-12-05,2,17.874320998399998,1.0
2022-12-06,3,22.43379968,0.0
2022-12-07,3,-2.397602815999999,1.0
2022-12-08,0,-1.1160610816000007,2.0
2022-12-09,4,19.4209657856,2.0
2022-12-10,0,-0.6672459775999986,1.0
2022-12-11,0,-5.189197107200002,0.0
2022-12-12,3,36.993351679999996,3.0
2022-12-13,3,4.7939015680000026,0.0
2022-12-14,6,13.0522049536,2.0
2022-12-15,5,2.4639980543999993,1.0
2022-12-16,5,14.347533107199999,1.0
2022-12-17,0,-8.13957888,0.0
2022-12-18,0,-4.5137703936000015,0.0
2022-12-19,2,23.0153577472,0.0
2022-12-20,10,86.55508992,1.0
2022-12-21,20,33.288976384,0.0
2022-12-22,8,-9.072380928000001,0.0
2022-12-23,8,-4.041182310400007,0.0
2022-12-24,1,-7.709640806400001,0.0
2022-12-25,0,-6.770989158400003,1.0
2022-12-26,2,-4.785617920000003,1.0
2022-12-27,0,2.1859630080000003,1.0
2022-12-28,0,2.6332860416000052,1.0
2022-12-29,0,12.704117350400006,0.0
2022-12-30,0,5.687865753600002,0.0
2022-12-31,0,-4.4105750528,2.0
2023-01-01,0,-2.225415577600001,0.0
2023-01-02,0,16.5745364992,0.0
2023-01-03,13,22.35172608,0.0
2023-01-04,5,46.327001088,0.0
2023-01-05,1,20.4879988736,0.0
2023-01-06,1,-0.7388704768000025,1.0
2023-01-07,1,-8.729091788800003,0.0
2023-01-08,2,-5.928753254400004,0.0
2023-01-09,4,11.884797439999998,0.0
2023-01-10,2,12.602284544,0.0
2023-01-11,8,8.312464588800001,0.0
2023-01-12,8,21.514845491200003,0.0
2023-01-13,0,16.053008998400003,0.0
2023-01-14,0,-6.97537024,0.0
2023-01-15,0,-3.598134067200003,0.0
2023-01-16,0,48.057579929599996,0.0
2023-01-17,2,34.803184128,0.0
2023-01-18,8,13.0431251456,0.0
2023-01-19,5,17.231047270399998,0.0
2023-01-20,0,8.2595936256,0.0
2023-01-21,0,-12.0400014336,0.0
2023-01-22,0,-6.911645286400003,0.0
2023-01-23,0,27.234900684799996,1.0
2023-01-24,4,37.891166515200005,0.0
2023-01-25,0,29.815023923200002,0.0
2023-01-26,1,14.6340656128,0.0
2023-01-27,0,15.640781926399999,0.0
2023-01-28,0,-12.7730315264,0.0
2023-01-29,1,-6.753775308800004,0.0
2023-01-30,5,32.56704256,0.0
2023-01-31,0,16.280198656000003,0.0
2023-02-01,12,17.0276954112,1.0
2023-02-02,6,10.693295820800001,3.0
2023-02-03,7,10.898293760000001,0.0
2023-02-04,0,-9.3987047424,1.0
2023-02-05,0,-5.9350973440000026,1.0
2023-02-06,10,28.108577177599997,0.0
2023-02-07,6,17.599886233600003,0.0
2023-02-08,2,11.607179468800002,0.0
2023-02-09,8,9.273330380800001,0.0
2023-02-10,7,-1.0165451775999994,0.0
2023-02-11,0,-4.520603443200001,0.0
2023-02-12,0,-4.323107020800002,1.0
2023-02-13,3,22.150106009599998,0.0
2023-02-14,2,12.783154176000002,0.0
2023-02-15,13,16.180489523200002,1.0
2023-02-16,6,8.210687795200002,2.0
2023-02-17,12,7.156036403199999,1.0
2023-02-18,1,-6.208272793600001,1.0
2023-02-19,0,-4.172370227200002,0.0
2023-02-20,35,9.1592532992,0.0
2023-02-21,5,18.4253696,1.0
2023-02-22,0,9.670341120000002,1.0
2023-02-23,7,12.969585664,2.0
2023-02-24,22,10.314614886400001,1.0
2023-02-25,1,-4.5399533568,1.0
2023-02-26,0,-3.605101568000002,0.0
2023-02-27,8,50.9044356096,2.0
2023-02-28,10,20.951223296000002,0.0
2023-03-01,20,11.094672179199998,0.0
2023-03-02,8,5.540153036799998,0.0
2023-03-03,1,27.3423634432,2.0
2023-03-04,0,-12.012918784,0.0
2023-03-05,0,-6.0383173632000045,1.0
2023-03-06,26,33.099518156799995,5.0
2023-03-07,9,19.739482521600003,2.0
2023-03-08,13,7.817509990400001,1.0
2023-03-09,30,13.823981158399999,1.0
2023-03-10,31,23.6190910464,0.0
2023-03-11,2,-4.4736478208,0.0
2023-03-12,0,-7.204590796800002,0.0
2023-03-13,24,40.9075147776,0.0
2023-03-14,8,22.088229273600003,2.0
2023-03-15,18,-2.613703987199999,1.0
2023-03-16,0,8.778987417599998,0.0
2023-03-17,6,8.935233024,0.0
2023-03-18,0,-6.862945177599999,0.0
2023-03-19,0,-4.463071129600001,0.0
2023-03-20,0,32.2825243648,0.0
2023-03-21,11,40.0680958976,1.0
2023-03-22,1,10.914079641600003,0.0
2023-03-23,0,11.720236543999997,6.0
2023-03-24,1,4.743183769599998,2.0
2023-03-25,0,-5.505005363200002,0.0
2023-03-26,0,-6.387987251200002,0.0
2023-03-27,0,16.7715356672,5.0
2023-03-28,4,17.5496242176,1.0
2023-03-29,9,12.678355865600004,0.0
2023-03-30,0,9.759205888000002,0.0
2023-03-31,6,16.5123490816,4.0
2023-04-01,0,-8.5494306816,0.0
2023-04-02,0,-4.175665254400003,0.0
2023-04-03,3,19.403749478399998,5.0
2023-04-04,0,2.772072448000001,0.0
2023-04-05,0,-1.9420841984,0.0
2023-04-06,0,-2.223727104,0.0
2023-04-07,1,3.0103749632000008,0.0
2023-04-08,1,-3.1092939775999984,0.0
2023-04-09,0,-1.7786705919999999,0.0
2023-04-10,5,-1.0778036224000005,0.0
2023-04-11,0,38.1529588736,1.0
2023-04-12,3,12.507547340800004,0.0
2023-04-13,2,16.341329408,1.0
2023-04-14,9,0.4677868543999981,0.0
