,jquery/jquery,angular/angular,facebook/react
2018-10-18,0,14.0,4.0
2018-10-19,0,36.0,7.2
2018-10-20,0,17.0,9.08
2018-10-21,0,2.0,1.968
2018-10-22,0,3.0,-1.398400000000001
2018-10-23,0,28.0,21.501056
2018-10-24,0,14.0,-3.5756031999999998
2018-10-25,0,6.0,-2.968033280000002
2018-10-26,0,33.0,-1.8429614080000007
2018-10-27,0,0.0,1.6523469824
2018-10-28,0,0.0,-1.6176100351999991
2018-10-29,0,16.0,22.0130374656
2018-10-30,0,15.0,-2.250906623999999
2018-10-31,1,17.0,0.08195983360000003
2018-11-01,0,40.0,-0.3361784832000003
2018-11-02,0,14.0,3.3569748991999995
2018-11-03,0,0.0,-2.0429081600000005
2018-11-04,0,0.0,-1.1864335360000005
2018-11-05,0,8.0,8.128182988799999
2018-11-06,0,6.0,6.537944064000001
2018-11-07,0,7.0,11.930724044800002
2018-11-08,0,10.0,-0.36856862720000017
2018-11-09,1,10.0,11.114782924799998
2018-11-10,0,0.0,-2.4691012608000005
2018-11-11,0,0.0,-2.6920299520000013
2018-11-12,2,9.0,-0.6856396800000013
2018-11-13,0,14.0,2.543194112
2018-11-14,0,10.0,1.1179664384000005
2018-11-15,0,1.0,-0.7008219135999991
2018-11-16,0,10.0,-0.18802278399999972
2018-11-17,0,5.0,-0.8690948095999992
2018-11-18,0,0.0,-0.5547191295999996
2018-11-19,0,3.0,4.7182113791999996
2018-11-20,0,11.0,0.7974830080000002
2018-11-21,0,9.0,-0.9667651584000001
2018-11-22,0,0.0,4.4696039424
2018-11-23,0,0.0,1.6672775168000002
2018-11-24,0,0.0,-0.22173706240000035
2018-11-25,0,0.0,-0.8456853504000004
2018-11-26,2,10.0,1.4825087999999997
2018-11-27,2,23.0,3.217728
2018-11-28,0,9.0,0.7365258240000001
2018-11-29,0,2.0,-0.012394700800000269
2018-11-30,0,56.0,2.23765248
2018-12-01,0,1.0,-0.08390860799999977
2018-12-02,0,0.0,1.2500026368
2018-12-03,1,14.0,2.1632900096
2018-12-04,0,12.0,0.9283240959999999
2018-12-05,0,52.0,1.0170202112
2018-12-06,0,31.0,1.0463980544
2018-12-07,0,16.0,1.0815926272
2018-12-08,0,0.0,-0.9132248064
2018-12-09,0,0.0,-0.5212076032000001
2018-12-10,0,6.0,-0.34715453440000005
2018-12-11,0,12.0,-0.26108487679999987
2018-12-12,2,10.0,1.8080334848000001
2018-12-13,1,16.0,1.4715748352000002
2018-12-14,1,26.0,1.3524324352000001
2018-12-15,0,0.0,-0.7097141248
2018-12-16,0,0.0,-0.34813870080000014
2018-12-17,0,14.0,-0.21427200000000013
2018-12-18,0,26.0,2.8408704
2018-12-19,0,7.0,-0.7257830399999999
2018-12-20,0,13.0,2.656513536
2018-12-21,0,8.0,-0.8315675647999998
2018-12-22,0,0.0,-0.39451412480000003
2018-12-23,0,0.0,-0.24554670080000007
2018-12-24,0,0.0,-0.16208640000000007
2018-12-25,0,0.0,0.8726118399999999
2018-12-26,0,8.0,-0.3044495359999998
2018-12-27,0,0.0,-0.1681882112
2018-12-28,0,0.0,-0.09116313599999985
2018-12-29,0,0.0,-0.0710080511999999
2018-12-30,0,0.0,-0.025536000000000014
2018-12-31,0,0.0,-0.02042880000000001
2019-01-01,0,0.0,-0.01692672000000001
2019-01-02,0,0.0,0.9856122880000001
2019-01-03,0,16.0,-0.21246935039999992
2019-01-04,0,14.0,-0.08000000000000007
2019-01-05,0,3.0,-0.048000000000000036
2019-01-06,0,3.0,-0.03360000000000001
2019-01-07,0,31.0,0.974464
2019-01-08,0,16.0,1.7795712
2019-01-09,0,34.0,0.50307328
2019-01-10,0,22.0,1.5776122879999999
2019-01-11,0,36.0,-0.6220693504
2019-01-12,0,5.0,0.6992639999999998
2019-01-13,0,0.0,-0.4011008000000001
2019-01-14,2,27.0,1.7694796799999999
2019-01-15,0,22.0,4.432258048
2019-01-16,0,8.0,0.7073709056000002
2019-01-17,0,14.0,4.005284147199999
2019-01-18,0,10.0,8.4711264256
2019-01-19,0,0.0,-1.7569374208
2019-01-20,0,0.0,-1.4901253120000009
2019-01-21,2,0.0,9.0724612096
2019-01-22,0,43.0,0.33405337599999996
2019-01-23,0,20.0,9.0781652992
2019-01-24,0,8.0,0.6744202240000003
2019-01-25,0,19.0,-0.4465732608000006
2019-01-26,0,0.0,-1.827310592
2019-01-27,0,0.0,1.8584227839999998
2019-01-28,0,21.0,0.6456810495999998
2019-01-29,1,26.0,1.7712819200000003
2019-01-30,0,17.0,7.60916224
2019-01-31,0,8.0,5.458962636800001
2019-02-01,0,6.0,0.16362485760000034
2019-02-02,0,3.0,-0.9638112256000007
2019-02-03,0,0.0,-1.3195844608000005
2019-02-04,0,19.0,4.139073024
2019-02-05,0,22.0,8.3460891648
2019-02-06,0,32.0,11.1059192832
2019-02-07,0,18.0,-2.2291336191999997
2019-02-08,0,22.0,3.5334651903999994
2019-02-09,0,3.0,-0.6555246592000001
2019-02-10,0,0.0,0.14430023679999948
2019-02-11,0,25.0,1.4259050495999994
2019-02-12,0,11.0,1.36411904
2019-02-13,0,45.0,9.359528448
2019-02-14,0,29.0,13.815180288
2019-02-15,0,2.0,-0.9216362495999997
2019-02-16,0,0.0,-0.051384012800001155
2019-02-17,0,8.0,-1.3809393664000007
2019-02-18,1,0.0,-1.6498766848000004
2019-02-19,2,27.0,8.8638892032
2019-02-20,0,23.0,3.1350012928
2019-02-21,0,17.0,18.3246496768
2019-02-22,0,40.0,2.3037167616000014
2019-02-23,0,2.0,-0.244738764800001
2019-02-24,0,1.0,-2.014927257600001
2019-02-25,0,12.0,2.9811002367999992
2019-02-26,0,10.0,0.6186346495999997
2019-02-27,0,21.0,7.93886976
2019-02-28,0,19.0,10.654344704
2019-03-01,0,11.0,3.468376985600001
2019-03-02,0,2.0,-3.8935737344
2019-03-03,0,0.0,0.9990156287999992
2019-03-04,3,17.0,1.0800548863999997
2019-03-05,0,16.0,2.1942199296
2019-03-06,0,19.0,3.0509317119999997
2019-03-07,0,27.0,7.8535103488
2019-03-08,0,13.0,-3.230943231999999
2019-03-09,0,2.0,3.3980329983999997
2019-03-10,0,0.0,0.038034636799999966
2019-03-11,3,10.0,7.560661504
2019-03-12,0,26.0,-1.7057820672
2019-03-13,0,14.0,3.4321195008
2019-03-14,0,27.0,2.0020368384
2019-03-15,0,12.0,10.090160128
2019-03-16,0,0.0,1.5263912960000003
2019-03-17,0,0.0,1.3648127999999993
2019-03-18,1,16.0,11.698028544
2019-03-19,0,19.0,2.8611571712000003
2019-03-20,1,50.0,4.520607334399999
2019-03-21,0,25.0,2.5086596095999996
2019-03-22,0,12.0,4.8262937599999995
2019-03-23,0,0.0,-3.4455827456
2019-03-24,0,0.0,3.0491671551999993
2019-03-25,3,7.0,1.71023872
2019-03-26,0,10.0,3.8447611904000007
2019-03-27,2,31.0,1.5024405504000002
2019-03-28,0,12.0,2.8926221312
2019-03-29,0,20.0,5.8084251648
2019-03-30,0,0.0,3.2121942016000005
2019-03-31,0,0.0,-2.6337196032000003
2019-04-01,0,30.0,10.60363776
2019-04-02,1,29.0,8.61234688
2019-04-03,0,11.0,15.9280574464
2019-04-04,2,16.0,27.9303530496
2019-04-05,0,4.0,10.240997478399999
2019-04-06,0,0.0,2.331359231999997
2019-04-07,0,0.0,20.1583413248
2019-04-08,2,16.0,20.583797657599998
2019-04-09,2,9.0,10.987426816
2019-04-10,0,15.0,41.6682816512
2019-04-11,0,16.0,-4.209566924800001
2019-04-12,0,6.0,34.384707584
2019-04-13,0,3.0,4.5892363264
2019-04-14,0,0.0,-9.962529280000002
2019-04-15,0,16.0,3.6260617215999975
2019-04-16,0,10.0,10.658578739200001
2019-04-17,1,17.0,3.7869347840000014
2019-04-18,0,6.0,13.9091766272
2019-04-19,0,34.0,15.5639908352
2019-04-20,0,4.0,5.881832755200001
2019-04-21,0,0.0,-0.898293247999999
2019-04-22,0,15.0,13.403893248
2019-04-23,1,20.0,5.8443139072
2019-04-24,0,26.0,14.3988688896
2019-04-25,0,44.0,18.9869068288
2019-04-26,0,38.0,4.3144005631999995
2019-04-27,0,1.0,-7.8940478463999995
2019-04-28,0,0.0,3.5247176703999994
2019-04-29,8,27.0,0.4096076799999997
2019-04-30,1,6.0,12.1904238592
2019-05-01,1,7.0,14.327499366400001
2019-05-02,0,1.0,-0.996068147199999
2019-05-03,0,0.0,11.1724133376
2019-05-04,0,0.0,-3.006810828799999
2019-05-05,0,0.0,-1.6607046656000017
2019-05-06,1,11.0,6.353083903999999
2019-05-07,0,12.0,3.3540871167999997
2019-05-08,1,19.0,10.520966656
2019-05-09,0,14.0,4.148507033600001
2019-05-10,0,12.0,9.7227008
2019-05-11,0,0.0,-5.053681254399999
2019-05-12,0,0.0,0.33846261759999896
2019-05-13,3,13.0,11.7065704448
2019-05-14,0,19.0,-0.29914234879999935
2019-05-15,0,11.0,1.9447245823999992
2019-05-16,0,43.0,5.180142899200001
2019-05-17,0,23.0,-0.2800423935999996
2019-05-18,0,0.0,-1.3468425215999997
2019-05-19,0,0.0,-1.6054982656
2019-05-20,0,8.0,9.017667584
2019-05-21,0,23.0,4.238225100800001
2019-05-22,0,23.0,23.2096062464
2019-05-23,0,20.0,16.4159478784
2019-05-24,0,16.0,0.399342592
2019-05-25,0,0.0,-3.338404659200002
2019-05-26,0,0.0,-0.4524357632000018
