,rust-lang/rust,nim-lang/Nim,golang/go
2010-06-16,1.0,0,6
2010-06-17,-0.30000000000000004,0,0
2010-06-18,-0.10499999999999993,0,2
2010-06-19,-0.05949999999999997,0,5
2010-06-20,-0.0401625,0,7
2010-06-21,-0.029720249999999997,0,11
2010-06-22,-0.023280862499999996,0,9
2010-06-23,-0.018957273750000003,0,3
2010-06-24,14.984123283234375,0,2
2010-06-25,13.486416586767188,0,0
2010-06-26,6.025,0,0
2010-06-27,-4.682499999999999,0,0
2010-06-28,2.361562500000001,0,10
2010-06-29,12.04777125,0,10
2010-06-30,17.044710062500002,0,15
2010-07-01,14.59289711875,0,15
2010-07-02,40.84555160851562,0,9
2010-07-03,-14.55645988402344,0,0
2010-07-04,2.779577521356252,0,0
2010-07-05,3.4995762519421874,0,1
2010-07-06,-7.942602957059375,0,0
2010-07-07,-3.1318348301468735,0,1
2010-07-08,2.9804898796499986,0,2
2010-07-09,-0.7029798829781271,0,5
2010-07-10,-4.65459281064844,0,1
2010-07-11,1.3966801738015615,0,0
2010-07-12,6.462717765151561,0,12
2010-07-13,8.921226545021874,0,9
2010-07-14,-3.6966411900406246,0,8
2010-07-15,14.9959905207375,0,20
2010-07-16,15.873606157426561,0,7
2010-07-17,-7.979769089690626,0,5
2010-07-18,1.0940378263359403,0,0
2010-07-19,7.302360956687501,0,7
2010-07-20,10.702067612428124,0,5
2010-07-21,0.7334911404515623,6,14
2010-07-22,4.415555929442188,3,5
2010-07-23,5.287701750503125,4,2
2010-07-24,-7.1171711463000005,0,0
2010-07-25,-3.518492680385937,0,3
2010-07-26,10.831041175440625,0,12
2010-07-27,-4.512695246834376,0,11
2010-07-28,3.1187469049406253,0,4
2010-07-29,28.45979116290156,1,10
2010-07-30,-11.33599438851719,0,14
2010-07-31,-3.483463896748436,0,0
2010-08-01,-2.9403474212937493,1,1
2010-08-02,-0.8382469212499999,0,1
2010-08-03,0.32441223329687463,0,19
2010-08-04,14.203645168707812,1,4
2010-08-05,3.1853032761734363,0,15
2010-08-06,-0.1519987783968757,0,7
2010-08-07,6.0393282528,0,2
2010-08-08,-3.801698079265625,3,0
2010-08-09,15.436411088017188,0,7
2010-08-10,0.0054201857343745274,0,12
2010-08-11,6.842092760735938,1,5
2010-08-12,1.6884209290343746,2,17
2010-08-13,-1.5169653063656252,0,7
2010-08-14,-3.984589902923437,1,2
2010-08-15,-2.2506887825703124,0,1
2010-08-16,1.4281491859062498,4,7
2010-08-17,0.9901524187359367,3,9
2010-08-18,20.89674635945,0,5
2010-08-19,-3.923886133817189,0,9
2010-08-20,17.72016871208125,0,3
2010-08-21,-7.770322422925002,0,1
2010-08-22,-3.9850744904312485,0,2
2010-08-23,-2.384930158749999,2,4
2010-08-24,11.298082190953124,0,7
2010-08-25,10.788470863754686,0,21
2010-08-26,4.811356954692187,0,19
2010-08-27,7.130233743582813,0,10
2010-08-28,-4.356691195525,3,0
2010-08-29,-4.427675057887499,0,3
2010-08-30,-2.4217086257328115,0,7
2010-08-31,3.2836436412500003,0,9
2010-09-01,-1.8256550479531257,0,9
2010-09-02,-1.8981919502765632,0,13
2010-09-03,2.854400367087499,0,7
2010-09-04,-1.902459314762501,0,5
2010-09-05,-0.8465616855562501,0,1
2010-09-06,-0.42487480219843743,0,1
2010-09-07,3.72128276875,0,14
2010-09-08,13.582778142421875,0,8
2010-09-09,-1.0969172329296883,0,17
2010-09-10,-0.10241250823281156,0,19
2010-09-11,-2.4366568670624993,0,7
2010-09-12,-0.3286521529312496,2,16
2010-09-13,-0.1780771999999997,0,10
2010-09-14,3.9305894675,0,10
2010-09-15,1.8053498266874994,1,6
2010-09-16,13.737181413084375,1,14
2010-09-17,-5.911512636804688,0,3
2010-09-18,-2.273777415728124,0,2
2010-09-19,-1.344239625948437,2,3
2010-09-20,0.08728069698437502,2,16
2010-09-21,11.007106051251561,1,5
2010-09-22,3.753710107939062,0,17
2010-09-23,-0.15424031322656262,0,12
2010-09-24,4.89747637881875,0,29
2010-09-25,-4.025004861725,0,2
2010-09-26,-1.7792238624999992,0,0
2010-09-27,1.8272603762500004,0,12
2010-09-28,3.2302080982343746,0,10
2010-09-29,-1.5016476544203128,0,14
2010-09-30,3.44440931208125,0,16
