,apache/superset,getredash/redash,metabase/metabase
2019-07-02,3.0,0.0,2
2019-07-03,3.0999999999999996,2.0,3
2019-07-04,5.485,2.6,0
2019-07-05,-2.6985,0.24,1
2019-07-06,-1.0934874999999993,-0.5360000000000003,0
2019-07-07,-0.6663107499999997,1.7087999999999997,0
2019-07-08,2.5301389125,1.400128,4
2019-07-09,2.74196297875,0.2889343999999999,2
2019-07-10,-1.801425282796875,3.42332416,5
2019-07-11,2.164541976989063,0.856815616,2
2019-07-12,3.5760418297093746,-0.9713005568,0
2019-07-13,-1.1598946426296877,0.4706746367999999,2
2019-07-14,-0.19222358749999957,0.45688360959999996,0
2019-07-15,1.0270172287500001,2.467598336,0
2019-07-16,3.822067504703125,2.0685719552000004,1
2019-07-17,-1.132363444260938,1.9305091071999998,1
2019-07-18,5.75850746331875,1.8529903616,0
2019-07-19,-1.7782426315468758,-0.2094176256,1
2019-07-20,-0.5171249597765624,0.17629777919999978,0
2019-07-21,-1.1595765316796873,2.305991168,0
2019-07-22,3.3408632600015626,1.9556683776,3
2019-07-23,2.328891671985937,-0.1659070464000001,2
2019-07-24,0.02164352845624995,0.16422625279999992,0
2019-07-25,-0.5274958116796873,-0.7021161471999999,1
2019-07-26,-1.0756085668421878,1.5766652928,16
2019-07-27,1.3665511168546873,0.31178311680000015,1
2019-07-28,2.0187104200015624,1.4419403776,0
2019-07-29,3.6078610417671877,1.2716225536,4
2019-07-30,-1.1496179370625002,1.2068732928,4
2019-07-31,-0.2628609299937499,3.1906055168,2
2019-08-01,2.0125276397875,-0.2164506624,1
2019-08-02,0.5559214817687499,-0.8010235904000004,1
2019-08-03,-1.2846042982328123,-0.47683174400000017,0
2019-08-04,-0.6634123172812498,2.6524905472,0
2019-08-05,4.5379280419875,1.1483001856000001,2
2019-08-06,5.168142290223437,1.1651812352,4
2019-08-07,2.142965855820312,0.15415019519999995,2
2019-08-08,1.3346063237515629,0.34378373120000005,6
2019-08-09,0.5585593889703127,1.4159268864,9
2019-08-10,-2.1197424232296873,-0.7200277504000001,1
2019-08-11,-0.1054253889656247,5.615690239999999,0
2019-08-12,0.9544963437500003,2.526989824,6
2019-08-13,2.7271426874218747,1.5067982847999999,9
2019-08-14,1.074375347726562,1.6498583551999997,14
2019-08-15,1.2006983410421874,1.6692892672,8
2019-08-16,1.2486589955234375,-0.3323265024000004,6
2019-08-17,-1.738835165728125,-0.9507615744000003,1
2019-08-18,-0.8391377384484373,2.3903777791999996,0
2019-08-19,0.46493703573437506,-1.0407275519999997,8
2019-08-20,4.299343220735937,-0.5946415103999998,8
2019-08-21,1.0884511477218746,0.6253569024000002,7
2019-08-22,1.286821788021875,0.5474198528000003,6
2019-08-23,6.302085288754688,-0.45410590719999977,7
2019-08-24,-2.212413139995313,-0.24108216319999998,1
2019-08-25,-1.6516198521984369,0.8551504896,0
2019-08-26,3.0739901637500004,0.6977008640000002,7
2019-08-27,4.149533576984375,-0.36337285119999996,2
2019-08-28,-1.7176059058109376,-0.16535552000000012,12
2019-08-29,-0.5563861877109371,0.887085568,14
2019-08-30,4.814030557504688,1.7140069376000002,3
2019-08-31,-2.511077247573438,-0.5384341504,0
2019-09-01,-1.1256514726281246,2.7546444799999996,0
