,vuejs/core,sveltejs/svelte,facebook/react
2024-08-20,6,10.742757128668751,7
2024-08-21,0,6.958618749787501,6
2024-08-22,0,4.9882486161,14
2024-08-23,0,3.0993985868671876,6
2024-08-24,0,5.333775481954689,0
2024-08-25,0,-0.7062650893046865,0
2024-08-26,1,3.8561224389000017,2
2024-08-27,0,3.725487433309376,8
2024-08-28,7,1.6892850824546888,9
2024-08-29,7,0.8686532661781259,7
2024-08-30,0,1.1129003173171883,5
2024-08-31,0,-0.7568476690796866,0
2024-09-01,0,2.5245525374609383,0
2024-09-02,7,0.3636859254828131,0
2024-09-03,9,3.540246563635938,4
2024-09-04,7,2.2878255584921874,5
2024-09-05,15,2.3103018807734377,3
2024-09-06,8,2.3154666738609375,6
2024-09-07,2,-0.6946871186031248,4
2024-09-08,0,-0.4101953063218745,1
2024-09-09,0,0.7117155647031256,9
2024-09-10,10,4.6710365568765635,8
2024-09-11,0,2.2872105191515626,3
2024-09-12,0,7.311432524559375,8
2024-09-13,13,7.814654914595312,6
2024-09-14,1,-0.518830746654688,3
2024-09-15,0,0.08607017989218746,0
2024-09-16,11,11.307945991250001,12
2024-09-17,0,9.307080668234375,5
2024-09-18,1,3.970969143635937,10
