,minio/minio,seaweedfs/seaweedfs,ceph/ceph
2024-04-11,8.078552928273437,2,20.0
2024-04-12,3.5534211157671876,9,25.0
2024-04-13,-1.2957706611,6,2.0
2024-04-14,-0.7376559241906245,2,2.0
2024-04-15,5.488987739892188,1,16.0
2024-04-16,2.0193914294062507,1,26.0
2024-04-17,6.117053611253126,1,24.0
2024-04-18,3.773275714115625,4,20.0
2024-04-19,8.800346291465626,5,29.0
2024-04-20,0.2933807620984372,0,3.0
2024-04-21,-0.10645408767968711,0,9.0
2024-04-22,0.20282203500000073,1,59.0
2024-04-23,4.327966195656251,1,18.0
2024-04-24,6.001443509487501,2,14.0
2024-04-25,6.714340645032813,14,83.0
2024-04-26,5.461826229670312,6,18.0
2024-04-27,-0.5519560478359375,1,2.0
2024-04-28,2.0043978898593755,15,10.0
2024-04-29,1.0741129731625008,4,41.0
2024-04-30,2.1973587656984384,2,50.0
2024-05-01,9.151827858635938,0,17.0
2024-05-02,2.4400396387109375,9,30.0
2024-05-03,2.7486683918734376,0,26.0
2024-05-04,-0.14396974514687488,1,3.0
2024-05-05,0.22305935548281342,7,8.0
2024-05-06,2.3984052784171883,2,27.0
2024-05-07,7.270148602610938,3,29.0
2024-05-08,-0.25771715661874994,0,16.0
2024-05-09,11.199818227235937,0,32.0
2024-05-10,4.269097175078125,2,26.0
2024-05-11,-0.47827462095624984,0,10.0
2024-05-12,0.04466004309062521,1,17.0
2024-05-13,2.2633888956984385,3,41.0
2024-05-14,6.170108625917189,10,19.0
2024-05-15,6.748356092017188,2,27.0
2024-05-16,0.47386518669687483,1,25.0
2024-05-17,3.959452951276563,3,24.0
2024-05-18,-0.19343956727499956,4,3.0
2024-05-19,1.2293415880187508,6,14.0
2024-05-20,0.29885865819843815,14,29.0
2024-05-21,0.42589823466718846,8,18.0
2024-05-22,7.489505406282813,4,21.0
2024-05-23,3.8457223231234376,7,27.0
2024-05-24,5.9036460599312495,0,11.0
2024-05-25,0.7081637585999996,2,8.0
2024-05-26,0.07417126930468787,2,15.0
2024-05-27,1.3264623126828132,1,11.0
2024-05-28,5.330022935662501,1,25.0
2024-05-29,1.954830951948438,4,22.0
2024-05-30,2.087556074589063,11,18.0
2024-05-31,2.1175459658843754,0,22.0
2024-06-01,2.178969641210938,0,2.0
2024-06-02,0.20546568496718798,4,5.0
2024-06-03,3.4416367644125003,2,34.0
2024-06-04,6.225578556432813,1,26.0
2024-06-05,2.834187540584375,2,30.0
2024-06-06,5.9501220694875006,1,42.0
2024-06-07,3.695064627095312,6,12.0
2024-06-08,0.7615509020953128,0,7.0
2024-06-09,0.06238950709531299,2,17.0
2024-06-10,6.287121756876563,4,20.0
2024-06-11,1.804894221651563,0,28.0
2024-06-12,1.9975087762468755,3,21.0
2024-06-13,6.0720728439359375,1,45.0
2024-06-14,0.7363796424968752,7,14.0
2024-06-15,-0.917287687829687,5,3.0
2024-06-16,-0.5641964224609369,1,13.0
2024-06-17,1.6065043206625012,2,30.0
2024-06-18,1.4977135801046884,0,30.0
2024-06-19,7.464854416951563,3,28.0
2024-06-20,4.895118604595313,2,26.0
2024-06-21,2.827312858782812,0,32.0
2024-06-22,1.9505129062171873,2,9.0
2024-06-23,-0.8916552300718747,2,11.0
2024-06-24,-0.5504204174999991,0,33.0
2024-06-25,6.588529381468751,5,31.0
2024-06-26,2.9698895238968754,1,44.0
2024-06-27,0.0240953133031252,7,26.0
2024-06-28,6.31203847911875,5,22.0
2024-06-29,1.874415043971875,1,4.0
2024-06-30,-0.9012675991906247,0,3.0
2024-07-01,2.463039854892188,4,29.0
2024-07-02,5.323441826250001,0,21.0
2024-07-03,1.9656802613906255,5,49.0
2024-07-04,1.0958567464359377,2,26.0
2024-07-05,-0.7282931344093747,0,16.0
2024-07-06,-0.4564833823953118,0,15.0
2024-07-07,-0.34267094429843664,0,1.0
2024-07-08,1.7728750286421882,5,19.0
2024-07-09,3.6330133459531253,0,40.0
2024-07-10,5.367788450548438,3,30.0
2024-07-11,0.061714553237499525,8,39.0
2024-07-12,5.430341816360937,6,18.0
2024-07-13,1.0523187949281247,0,1.0
2024-07-14,1.2867339750000004,0,5.0
2024-07-15,2.3468015575,2,37.0
2024-07-16,2.2704247639687507,5,35.0
2024-07-17,1.2351793528656254,1,19.0
2024-07-18,0.32487044051250047,3,23.0
2024-07-19,0.4774313692687505,0,22.0
2024-07-20,-0.42665789812968696,2,9.0
2024-07-21,0.7056215787531256,0,10.0
2024-07-22,0.7099025426468754,4,81.0
2024-07-23,4.713112992131251,0,38.0
2024-07-24,5.321132348345312,0,31.0
2024-07-25,1.057248607610937,1,16.0
2024-07-26,5.313261035662499,4,23.0
2024-07-27,-0.011558428051562597,3,2.0
2024-07-28,-0.664213311285937,0,8.0
2024-07-29,5.559502428234375,4,14.0
2024-07-30,4.062883778198438,1,41.0
2024-07-31,0.9635103798859377,2,35.0
2024-08-01,0.18731964172656257,2,29.0
