,webpack/webpack,parcel-bundler/parcel,rollup/rollup
2023-07-10,-0.07499649051562504,0,0
2023-07-11,-0.05918037999843757,0,0
2023-07-12,1.9631357242671874,0,0
2023-07-13,-0.6189572737500001,0,0
2023-07-14,-0.2258767167656249,1,0
2023-07-15,-0.13258341323281247,0,0
2023-07-16,-0.080325,1,0
2023-07-17,-0.05944049999999999,0,3
2023-07-18,-0.04656172499999999,1,0
2023-07-19,-0.037914547500000007,1,0
2023-07-20,-0.03175343353125009,0,0
2023-07-21,-0.027166826465625047,0,0
2023-07-22,0.0,0,0
2023-07-23,0.0,0,1
2023-07-24,0.0,0,0
2023-07-25,0.0,2,0
2023-07-26,0.0,0,0
2023-07-27,0.0,2,0
2023-07-28,0.0,1,2
2023-07-29,0.0,0,0
2023-07-30,1.0,0,1
2023-07-31,-0.30000000000000004,4,1
2023-08-01,-0.10499999999999993,1,0
2023-08-02,1.9405000000000001,0,0
2023-08-03,-0.6401625000000001,0,4
2023-08-04,-0.23972024999999986,1,2
