,filamentphp/filament,thedevdojo/wave,thedevdojo/voyager
2023-02-27,5.9333416301703155,0,3
2023-02-28,15.345734512012505,0,0
2023-03-01,30.983340683528134,0,1
2023-03-02,6.662640652312502,0,0
2023-03-03,2.4948123512859404,0,0
2023-03-04,32.60000378337969,0,0
2023-03-05,-1.7699011311453088,0,0
2023-03-06,10.768361474225003,0,0
2023-03-07,15.901226821687501,0,0
2023-03-08,-1.6158010925453095,0,0
2023-03-09,12.88185641766719,0,0
2023-03-10,7.284020791451565,0,0
2023-03-11,3.7690914866218774,0,0
2023-03-12,61.29056042938438,0,0
2023-03-13,10.804304947342185,0,0
2023-03-14,1.088465579585936,0,0
2023-03-15,21.73785591289844,0,0
2023-03-16,-1.4106805172656216,0,0
2023-03-17,14.413986187892192,0,0
2023-03-18,20.668486492503128,0,0
2023-03-19,1.806517383495315,0,0
2023-03-20,22.18623618299844,0,0
2023-03-21,17.79691529165313,0,0
2023-03-22,0.956195458207814,0,0
2023-03-23,26.48758463384219,0,0
2023-03-24,0.6390774870031262,0,0
