,tensorflow/tensorflow,apache/mxnet,pytorch/pytorch
2022-12-20,79,0.0,60
2022-12-21,59,0.0,49
2022-12-22,66,0.0,34
2022-12-23,20,0.0,11
2022-12-24,8,0.0,0
2022-12-25,5,0.0,1
2022-12-26,15,0.0,4
2022-12-27,31,0.0,13
2022-12-28,63,0.0,29
2022-12-29,47,0.0,15
2022-12-30,37,0.0,15
2022-12-31,4,0.0,5
2023-01-01,4,0.0,0
2023-01-02,10,0.0,8
2023-01-03,51,0.0,19
2023-01-04,65,1.0,34
2023-01-05,44,-0.19999999999999996,34
2023-01-06,53,-0.08000000000000007,38
2023-01-07,41,-0.048000000000000036,8
2023-01-08,7,-0.03360000000000001,4
2023-01-09,79,-0.025536000000000014,24
2023-01-10,83,-0.02042880000000001,37
2023-01-11,89,-0.01692672000000001,42
2023-01-12,99,0.9856122880000001,47
2023-01-13,82,-0.21246935039999992,30
2023-01-14,15,-0.08000000000000007,17
2023-01-15,4,-0.048000000000000036,3
2023-01-16,26,-0.03360000000000001,13
2023-01-17,60,-0.025536000000000014,49
2023-01-18,65,-0.02042880000000001,67
2023-01-19,83,-0.01692672000000001,40
2023-01-20,83,-0.01438771199999994,44
2023-01-21,25,-0.012469350399999964,38
2023-01-22,20,0.0,15
2023-01-23,76,0.0,41
2023-01-24,92,0.0,48
2023-01-25,49,0.0,31
2023-01-26,97,0.0,48
2023-01-27,75,0.0,37
2023-01-28,15,0.0,16
2023-01-29,8,0.0,15
2023-01-30,33,0.0,35
2023-01-31,54,0.0,45
2023-02-01,94,0.0,60
2023-02-02,63,0.0,61
2023-02-03,65,0.0,58
2023-02-04,20,0.0,19
2023-02-05,4,0.0,11
2023-02-06,66,0.0,20
2023-02-07,86,0.0,64
2023-02-08,54,0.0,51
2023-02-09,79,0.0,73
2023-02-10,71,0.0,69
2023-02-11,25,0.0,27
2023-02-12,5,0.0,16
2023-02-13,81,0.0,42
2023-02-14,76,0.0,42
2023-02-15,87,0.0,40
2023-02-16,82,0.0,54
2023-02-17,75,0.0,36
2023-02-18,14,0.0,6
2023-02-19,5,0.0,6
2023-02-20,31,0.0,12
2023-02-21,65,0.0,37
2023-02-22,47,0.0,27
2023-02-23,33,0.0,39
2023-02-24,63,0.0,26
2023-02-25,10,0.0,14
2023-02-26,7,0.0,11
2023-02-27,52,0.0,45
2023-02-28,91,0.0,46
2023-03-01,86,0.0,61
2023-03-02,90,0.0,29
2023-03-03,54,0.0,39
2023-03-04,1,0.0,19
2023-03-05,2,0.0,12
2023-03-06,117,0.0,28
2023-03-07,97,0.0,50
2023-03-08,94,0.0,51
2023-03-09,97,0.0,13
2023-03-10,64,0.0,55
2023-03-11,12,0.0,16
2023-03-12,9,0.0,9
2023-03-13,62,0.0,37
2023-03-14,74,0.0,71
2023-03-15,89,0.0,39
2023-03-16,75,0.0,31
2023-03-17,66,0.0,34
2023-03-18,9,0.0,11
2023-03-19,6,0.0,7
2023-03-20,61,0.0,26
2023-03-21,84,0.0,51
2023-03-22,99,0.0,54
2023-03-23,58,0.0,43
2023-03-24,102,0.0,50
2023-03-25,15,0.0,16
2023-03-26,5,0.0,8
2023-03-27,42,0.0,37
2023-03-28,45,0.0,74
2023-03-29,100,0.0,48
2023-03-30,86,0.0,62
2023-03-31,68,0.0,54
2023-04-01,8,0.0,19
2023-04-02,4,0.0,9
2023-04-03,71,0.0,28
2023-04-04,72,0.0,56
2023-04-05,72,0.0,70
2023-04-06,54,0.0,61
2023-04-07,53,0.0,45
2023-04-08,28,0.0,22
2023-04-09,9,0.0,12
2023-04-10,43,0.0,37
2023-04-11,65,0.0,55
2023-04-12,85,0.0,55
2023-04-13,79,0.0,52
2023-04-14,65,0.0,66
2023-04-15,12,0.0,32
2023-04-16,3,0.0,15
2023-04-17,54,0.0,54
2023-04-18,85,0.0,59
2023-04-19,63,0.0,75
2023-04-20,99,0.0,47
2023-04-21,61,0.0,54
2023-04-22,13,0.0,27
2023-04-23,5,0.0,13
2023-04-24,44,0.0,34
2023-04-25,55,0.0,61
2023-04-26,67,0.0,65
2023-04-27,72,0.0,56
2023-04-28,51,0.0,56
2023-04-29,13,0.0,14
2023-04-30,4,0.0,6
2023-05-01,31,0.0,28
2023-05-02,46,0.0,54
2023-05-03,53,0.0,49
2023-05-04,90,0.0,58
2023-05-05,59,0.0,66
2023-05-06,9,0.0,20
2023-05-07,6,0.0,6
2023-05-08,38,0.0,34
2023-05-09,81,0.0,55
2023-05-10,94,0.0,49
2023-05-11,63,0.0,49
2023-05-12,64,0.0,64
2023-05-13,13,0.0,13
2023-05-14,5,0.0,8
2023-05-15,55,0.0,49
2023-05-16,70,0.0,68
2023-05-17,56,0.0,49
2023-05-18,60,0.0,31
2023-05-19,62,0.0,39
2023-05-20,16,0.0,14
2023-05-21,7,0.0,9
2023-05-22,52,0.0,22
2023-05-23,69,0.0,41
2023-05-24,64,0.0,63
2023-05-25,73,0.0,45
2023-05-26,49,0.0,30
2023-05-27,8,0.0,19
2023-05-28,4,0.0,9
2023-05-29,6,0.0,7
2023-05-30,49,0.0,37
2023-05-31,39,0.0,38
2023-06-01,78,0.0,48
2023-06-02,69,0.0,51
2023-06-03,19,0.0,17
2023-06-04,8,0.0,15
2023-06-05,67,0.0,28
2023-06-06,78,0.0,35
2023-06-07,57,0.0,31
2023-06-08,63,0.0,46
2023-06-09,66,0.0,39
2023-06-10,12,0.0,23
2023-06-11,11,0.0,3
2023-06-12,66,0.0,34
2023-06-13,67,0.0,50
2023-06-14,75,0.0,56
2023-06-15,39,0.0,46
2023-06-16,65,0.0,37
2023-06-17,21,0.0,6
2023-06-18,7,0.0,3
2023-06-19,25,0.0,9
2023-06-20,43,0.0,32
2023-06-21,78,0.0,48
2023-06-22,59,0.0,53
2023-06-23,65,0.0,41
2023-06-24,10,0.0,13
2023-06-25,3,0.0,2
2023-06-26,76,0.0,23
2023-06-27,85,0.0,38
2023-06-28,82,0.0,40
2023-06-29,66,0.0,27
2023-06-30,69,0.0,38
2023-07-01,13,0.0,16
2023-07-02,5,0.0,0
2023-07-03,15,0.0,10
2023-07-04,28,0.0,9
2023-07-05,45,0.0,26
2023-07-06,75,0.0,51
2023-07-07,58,0.0,32
2023-07-08,16,0.0,21
2023-07-09,8,0.0,9
2023-07-10,79,0.0,34
2023-07-11,69,0.0,45
2023-07-12,76,0.0,34
2023-07-13,73,0.0,48
2023-07-14,53,0.0,47
2023-07-15,14,0.0,15
2023-07-16,9,0.0,4
2023-07-17,58,0.0,31
2023-07-18,40,0.0,43
2023-07-19,72,0.0,43
2023-07-20,86,0.0,48
2023-07-21,71,0.0,38
2023-07-22,10,0.0,14
2023-07-23,6,0.0,8
2023-07-24,56,0.0,23
2023-07-25,88,0.0,35
2023-07-26,49,0.0,65
2023-07-27,95,0.0,43
2023-07-28,64,0.0,53
2023-07-29,13,0.0,18
2023-07-30,6,0.0,8
2023-07-31,76,0.0,26
2023-08-01,66,0.0,43
2023-08-02,80,0.0,48
2023-08-03,78,0.0,47
2023-08-04,55,0.0,30
2023-08-05,14,0.0,14
2023-08-06,6,0.0,1
2023-08-07,65,0.0,28
2023-08-08,80,0.0,24
2023-08-09,59,0.0,40
2023-08-10,65,0.0,39
2023-08-11,72,0.0,40
2023-08-12,15,0.0,5
2023-08-13,5,0.0,4
2023-08-14,66,0.0,32
2023-08-15,65,0.0,38
2023-08-16,68,0.0,25
2023-08-17,84,0.0,36
2023-08-18,67,0.0,43
2023-08-19,6,0.0,13
2023-08-20,2,0.0,16
2023-08-21,53,0.0,45
2023-08-22,79,0.0,60
2023-08-23,69,0.0,66
2023-08-24,63,0.0,51
2023-08-25,65,0.0,62
2023-08-26,12,0.0,34
2023-08-27,2,0.0,10
2023-08-28,64,0.0,35
2023-08-29,82,0.0,37
2023-08-30,58,0.0,37
2023-08-31,69,0.0,45
2023-09-01,52,0.0,36
2023-09-02,8,0.0,20
2023-09-03,2,0.0,8
2023-09-04,17,0.0,8
2023-09-05,31,0.0,44
2023-09-06,38,0.0,38
2023-09-07,66,0.0,41
2023-09-08,34,0.0,48
2023-09-09,8,0.0,12
2023-09-10,4,0.0,16
2023-09-11,37,0.0,31
2023-09-12,60,0.0,49
2023-09-13,54,0.0,49
2023-09-14,41,0.0,60
2023-09-15,53,0.0,45
2023-09-16,8,0.0,21
2023-09-17,8,0.0,14
2023-09-18,50,0.0,35
2023-09-19,62,0.0,40
2023-09-20,57,0.0,63
2023-09-21,57,0.0,41
2023-09-22,74,0.0,41
2023-09-23,11,0.0,19
2023-09-24,5,0.0,11
2023-09-25,47,0.0,35
2023-09-26,53,0.0,52
2023-09-27,68,0.0,44
2023-09-28,61,0.0,44
2023-09-29,44,0.0,39
2023-09-30,7,0.0,10
2023-10-01,5,0.0,10
2023-10-02,47,0.0,30
2023-10-03,61,0.0,39
2023-10-04,69,0.0,44
2023-10-05,63,0.0,57
2023-10-06,55,0.0,57
2023-10-07,8,0.0,28
2023-10-08,5,0.0,20
2023-10-09,45,0.0,25
2023-10-10,64,0.0,43
2023-10-11,66,0.0,55
2023-10-12,63,0.0,37
2023-10-13,66,0.0,53
2023-10-14,13,0.0,20
2023-10-15,5,0.0,14
2023-10-16,65,0.0,36
2023-10-17,55,0.0,25
2023-10-18,52,0.0,26
2023-10-19,61,0.0,31
2023-10-20,53,0.0,37
2023-10-21,12,0.0,22
2023-10-22,5,0.0,16
2023-10-23,37,0.0,48
2023-10-24,38,0.0,53
2023-10-25,21,0.0,52
2023-10-26,54,0.0,56
2023-10-27,54,0.0,53
2023-10-28,8,0.0,19
2023-10-29,3,0.0,9
2023-10-30,58,0.0,42
2023-10-31,66,0.0,59
2023-11-01,42,0.0,43
2023-11-02,58,0.0,62
2023-11-03,63,0.0,45
2023-11-04,15,0.0,22
2023-11-05,3,0.0,18
2023-11-06,38,0.0,40
2023-11-07,47,0.0,82
2023-11-08,52,0.0,59
2023-11-09,60,0.0,50
2023-11-10,53,0.0,71
2023-11-11,8,0.0,22
2023-11-12,6,0.0,6
2023-11-13,29,0.0,33
2023-11-14,56,0.0,43
2023-11-15,61,0.0,61
2023-11-16,51,0.0,65
2023-11-17,50,0.0,55
2023-11-18,21,0.0,28
2023-11-19,8,0.0,17
2023-11-20,47,0.0,43
2023-11-21,33,0.0,60
2023-11-22,55,0.0,53
2023-11-23,32,0.0,22
2023-11-24,14,0.0,9
2023-11-25,3,0.0,2
2023-11-26,5,0.0,4
2023-11-27,43,0.0,24
2023-11-28,38,0.0,52
2023-11-29,59,0.0,40
2023-11-30,59,0.0,59
2023-12-01,48,0.0,50
2023-12-02,13,0.0,22
2023-12-03,3,0.0,14
2023-12-04,45,0.0,26
2023-12-05,39,0.0,58
2023-12-06,58,0.0,37
2023-12-07,56,0.0,51
2023-12-08,50,0.0,43
2023-12-09,20,0.0,25
2023-12-10,7,0.0,18
2023-12-11,42,0.0,31
2023-12-12,57,0.0,71
2023-12-13,42,0.0,53
2023-12-14,72,0.0,37
2023-12-15,52,0.0,57
2023-12-16,22,0.0,14
2023-12-17,6,0.0,5
2023-12-18,38,0.0,27
2023-12-19,90,0.0,43
2023-12-20,58,0.0,61
2023-12-21,58,0.0,40
2023-12-22,17,0.0,28
2023-12-23,3,0.0,10
2023-12-24,2,0.0,7
