,apple/swift,JetBrains/kotlin,rust-lang/rust
2019-08-26,103,6,68
2019-08-27,109,86,55
2019-08-28,100,15,59
2019-08-29,91,17,71
2019-08-30,86,91,63
2019-08-31,30,0,47
2019-09-01,21,9,34
2019-09-02,11,64,36
2019-09-03,61,51,65
2019-09-04,61,6,62
2019-09-05,51,40,123
2019-09-06,77,35,66
2019-09-07,50,2,79
2019-09-08,7,1,45
2019-09-09,24,16,82
2019-09-10,53,27,64
2019-09-11,43,25,45
2019-09-12,49,12,42
2019-09-13,77,45,47
2019-09-14,82,0,68
2019-09-15,7,1,56
2019-09-16,28,63,95
2019-09-17,60,39,87
2019-09-18,70,51,56
2019-09-19,44,17,72
2019-09-20,62,25,46
2019-09-21,56,1,49
2019-09-22,0,1,56
2019-09-23,89,30,74
2019-09-24,94,53,70
2019-09-25,68,44,119
2019-09-26,70,17,84
2019-09-27,42,66,57
2019-09-28,21,5,128
2019-09-29,10,27,63
2019-09-30,29,44,100
2019-10-01,42,33,82
2019-10-02,73,46,132
2019-10-03,58,35,82
2019-10-04,30,37,78
2019-10-05,8,6,34
2019-10-06,4,0,55
2019-10-07,9,12,84
2019-10-08,72,69,83
2019-10-09,44,25,50
2019-10-10,78,42,59
2019-10-11,65,49,101
2019-10-12,35,6,39
2019-10-13,15,3,78
2019-10-14,88,41,66
2019-10-15,68,10,113
2019-10-16,65,22,66
2019-10-17,61,50,91
2019-10-18,36,40,112
2019-10-19,23,3,60
2019-10-20,9,1,55
2019-10-21,45,71,65
2019-10-22,51,10,98
2019-10-23,26,43,88
2019-10-24,33,52,103
2019-10-25,34,23,138
2019-10-26,14,3,65
2019-10-27,8,1,63
2019-10-28,27,50,80
2019-10-29,68,87,87
2019-10-30,84,32,57
2019-10-31,60,59,64
2019-11-01,45,61,69
2019-11-02,32,0,37
2019-11-03,25,0,65
2019-11-04,53,5,83
2019-11-05,90,34,100
2019-11-06,99,29,102
2019-11-07,49,40,111
2019-11-08,57,59,76
2019-11-09,38,2,51
2019-11-10,24,4,51
2019-11-11,74,47,85
2019-11-12,76,39,93
2019-11-13,73,31,89
2019-11-14,67,49,86
2019-11-15,62,12,150
2019-11-16,58,1,59
2019-11-17,32,1,74
2019-11-18,49,29,84
2019-11-19,77,70,73
2019-11-20,54,46,59
2019-11-21,94,41,76
2019-11-22,54,42,101
2019-11-23,9,4,84
2019-11-24,10,0,95
2019-11-25,1,57,84
2019-11-26,7,48,99
2019-11-27,6,59,114
2019-11-28,2,45,74
2019-11-29,1,75,70
2019-11-30,4,3,72
2019-12-01,6,2,51
2019-12-02,55,40,153
2019-12-03,58,48,112
2019-12-04,70,13,87
2019-12-05,45,26,53
2019-12-06,47,15,117
2019-12-07,30,0,47
2019-12-08,12,0,67
2019-12-09,31,23,56
2019-12-10,30,39,44
2019-12-11,84,45,51
2019-12-12,77,51,85
2019-12-13,77,29,74
2019-12-14,26,1,29
2019-12-15,15,3,47
2019-12-16,33,70,59
2019-12-17,51,67,24
2019-12-18,47,45,70
2019-12-19,84,58,67
2019-12-20,67,23,148
2019-12-21,10,3,111
2019-12-22,5,1,92
2019-12-23,6,22,133
2019-12-24,2,28,47
2019-12-25,2,76,71
2019-12-26,2,40,84
2019-12-27,8,55,65
2019-12-28,6,3,35
2019-12-29,0,1,36
2019-12-30,2,18,119
2019-12-31,1,5,131
2020-01-01,4,0,30
2020-01-02,66,3,35
2020-01-03,40,8,65
2020-01-04,26,0,82
2020-01-05,13,0,50
2020-01-06,38,2,51
2020-01-07,35,5,126
2020-01-08,36,15,107
2020-01-09,64,64,105
2020-01-10,86,45,118
2020-01-11,31,1,130
2020-01-12,19,1,67
2020-01-13,52,28,71
2020-01-14,101,58,71
2020-01-15,46,47,111
2020-01-16,68,51,86
2020-01-17,75,93,49
2020-01-18,35,4,55
2020-01-19,35,6,52
2020-01-20,22,38,71
2020-01-21,63,54,48
2020-01-22,100,51,35
2020-01-23,88,69,52
2020-01-24,99,119,45
2020-01-25,27,4,43
2020-01-26,26,11,36
2020-01-27,70,54,54
2020-01-28,69,60,63
2020-01-29,84,67,77
2020-01-30,40,44,58
2020-01-31,54,29,44
2020-02-01,34,9,68
2020-02-02,33,1,99
2020-02-03,71,24,89
2020-02-04,75,41,62
2020-02-05,59,44,83
2020-02-06,57,116,120
2020-02-07,62,56,92
2020-02-08,48,3,78
2020-02-09,23,7,103
2020-02-10,18,53,80
2020-02-11,58,107,108
2020-02-12,70,173,145
2020-02-13,75,90,114
2020-02-14,74,107,106
2020-02-15,18,12,79
2020-02-16,50,3,86
2020-02-17,35,55,111
2020-02-18,91,67,81
2020-02-19,70,56,103
2020-02-20,74,83,49
2020-02-21,74,52,97
2020-02-22,25,5,87
2020-02-23,15,4,69
2020-02-24,72,4,95
2020-02-25,64,42,37
2020-02-26,73,60,77
2020-02-27,57,37,78
2020-02-28,60,69,95
2020-02-29,15,14,89
2020-03-01,8,4,67
2020-03-02,50,35,83
2020-03-03,78,81,92
2020-03-04,57,54,123
2020-03-05,99,51,68
2020-03-06,61,60,72
2020-03-07,16,4,89
2020-03-08,9,1,84
2020-03-09,36,8,82
2020-03-10,58,48,119
2020-03-11,71,54,97
2020-03-12,57,65,77
2020-03-13,53,32,75
2020-03-14,29,1,123
2020-03-15,9,1,60
2020-03-16,32,129,125
2020-03-17,55,26,95
2020-03-18,69,49,88
2020-03-19,76,44,116
2020-03-20,73,75,66
2020-03-21,29,0,137
2020-03-22,14,3,84
2020-03-23,49,59,145
2020-03-24,72,60,134
2020-03-25,52,71,95
2020-03-26,43,92,136
2020-03-27,74,39,93
2020-03-28,28,28,75
2020-03-29,18,5,80
2020-03-30,27,115,115
2020-03-31,47,73,142
2020-04-01,52,33,98
2020-04-02,26,76,124
2020-04-03,70,73,77
2020-04-04,22,3,64
2020-04-05,8,3,126
2020-04-06,80,33,86
2020-04-07,61,67,86
2020-04-08,101,71,91
2020-04-09,83,78,101
2020-04-10,94,23,105
2020-04-11,38,15,97
2020-04-12,13,0,59
2020-04-13,39,77,84
2020-04-14,83,56,99
2020-04-15,68,80,93
2020-04-16,72,61,91
2020-04-17,74,74,94
2020-04-18,28,12,111
2020-04-19,18,4,73
2020-04-20,83,48,101
2020-04-21,59,79,44
2020-04-22,59,40,112
2020-04-23,72,78,129
2020-04-24,96,36,75
2020-04-25,36,3,100
2020-04-26,19,7,87
2020-04-27,30,27,162
2020-04-28,46,75,76
2020-04-29,79,51,81
2020-04-30,89,20,75
2020-05-01,55,7,122
2020-05-02,54,0,109
2020-05-03,18,0,89
2020-05-04,64,16,99
2020-05-05,69,0,100
2020-05-06,101,41,95
2020-05-07,80,74,82
2020-05-08,43,63,91
2020-05-09,25,7,79
2020-05-10,15,1,102
2020-05-11,48,3,66
2020-05-12,70,95,49
2020-05-13,74,47,47
2020-05-14,60,43,82
2020-05-15,57,49,24
2020-05-16,15,1,80
2020-05-17,8,2,80
2020-05-18,54,53,70
2020-05-19,65,38,77
2020-05-20,52,54,103
2020-05-21,50,35,82
2020-05-22,72,8,122
2020-05-23,30,5,54
2020-05-24,14,26,96
2020-05-25,13,55,111
2020-05-26,41,187,77
2020-05-27,23,38,72
2020-05-28,79,66,69
2020-05-29,99,56,117
2020-05-30,37,10,96
2020-05-31,39,19,118
2020-06-01,31,73,51
2020-06-02,47,60,58
2020-06-03,42,91,66
2020-06-04,40,39,61
2020-06-05,41,52,75
2020-06-06,20,6,32
2020-06-07,7,9,53
2020-06-08,49,41,86
2020-06-09,66,78,72
2020-06-10,65,31,68
2020-06-11,75,47,97
2020-06-12,77,1,58
2020-06-13,14,6,69
2020-06-14,4,27,39
2020-06-15,43,64,117
2020-06-16,63,71,75
2020-06-17,70,60,38
2020-06-18,42,45,91
2020-06-19,40,136,104
2020-06-20,11,0,131
2020-06-21,1,0,46
2020-06-22,50,40,75
2020-06-23,39,42,124
2020-06-24,36,156,122
2020-06-25,52,31,85
2020-06-26,47,62,104
2020-06-27,14,4,89
2020-06-28,8,1,85
2020-06-29,52,105,29
2020-06-30,62,50,99
2020-07-01,73,31,96
2020-07-02,67,61,121
2020-07-03,56,30,101
2020-07-04,5,14,55
2020-07-05,8,1,51
2020-07-06,17,37,36
2020-07-07,26,38,59
2020-07-08,33,27,40
2020-07-09,52,45,86
2020-07-10,48,32,53
2020-07-11,15,6,75
2020-07-12,6,1,39
2020-07-13,32,39,36
2020-07-14,35,50,112
2020-07-15,46,39,131
2020-07-16,59,47,165
2020-07-17,57,26,123
2020-07-18,12,3,61
2020-07-19,19,3,66
2020-07-20,54,55,79
2020-07-21,66,43,44
2020-07-22,80,53,91
2020-07-23,56,22,74
2020-07-24,69,19,81
2020-07-25,18,5,39
2020-07-26,6,1,43
2020-07-27,45,29,108
2020-07-28,78,74,78
2020-07-29,42,23,92
2020-07-30,54,26,124
2020-07-31,63,14,95
2020-08-01,30,1,47
2020-08-02,11,21,79
2020-08-03,47,27,69
2020-08-04,48,36,63
2020-08-05,54,33,77
2020-08-06,58,18,77
2020-08-07,94,7,97
2020-08-08,38,0,97
2020-08-09,12,80,99
2020-08-10,54,42,135
2020-08-11,63,32,115
2020-08-12,38,17,110
2020-08-13,42,51,113
2020-08-14,59,23,110
2020-08-15,31,1,55
2020-08-16,5,0,94
2020-08-17,38,60,68
2020-08-18,96,22,89
2020-08-19,51,49,96
2020-08-20,36,33,67
2020-08-21,31,52,61
2020-08-22,17,1,95
2020-08-23,14,0,58
2020-08-24,42,35,86
2020-08-25,58,76,79
2020-08-26,39,16,74
2020-08-27,80,48,54
2020-08-28,48,66,67
2020-08-29,45,4,62
2020-08-30,19,4,91
2020-08-31,35,39,83
2020-09-01,54,98,88
2020-09-02,31,38,74
2020-09-03,52,29,148
2020-09-04,54,28,62
2020-09-05,37,2,95
2020-09-06,12,2,61
2020-09-07,22,48,45
2020-09-08,32,36,64
2020-09-09,50,55,114
2020-09-10,49,18,99
2020-09-11,73,56,62
2020-09-12,28,15,72
2020-09-13,4,4,66
2020-09-14,14,43,73
2020-09-15,23,38,99
2020-09-16,57,41,121
2020-09-17,33,43,83
2020-09-18,27,7,108
2020-09-19,11,0,82
2020-09-20,9,0,124
2020-09-21,44,13,129
2020-09-22,47,51,82
2020-09-23,61,95,107
2020-09-24,46,55,97
2020-09-25,57,36,120
2020-09-26,15,0,92
2020-09-27,4,2,102
2020-09-28,21,19,64
2020-09-29,31,90,64
2020-09-30,54,27,86
2020-10-01,24,47,109
2020-10-02,48,38,131
2020-10-03,34,0,78
2020-10-04,9,0,113
2020-10-05,22,28,90
2020-10-06,55,49,137
2020-10-07,70,45,72
2020-10-08,45,35,108
2020-10-09,72,68,118
2020-10-10,39,2,112
2020-10-11,25,0,80
2020-10-12,36,33,116
2020-10-13,48,37,96
2020-10-14,42,71,87
2020-10-15,54,55,69
2020-10-16,46,45,109
2020-10-17,13,0,78
2020-10-18,5,0,69
2020-10-19,34,24,69
2020-10-20,33,21,79
2020-10-21,45,29,83
2020-10-22,54,40,82
2020-10-23,30,80,86
2020-10-24,20,0,90
2020-10-25,5,1,92
2020-10-26,28,22,154
2020-10-27,45,36,104
2020-10-28,55,46,90
2020-10-29,49,12,74
2020-10-30,44,22,71
2020-10-31,6,6,54
2020-11-01,20,1,41
2020-11-02,26,16,79
2020-11-03,37,17,88
2020-11-04,56,11,79
2020-11-05,66,23,82
2020-11-06,43,34,97
2020-11-07,10,1,54
2020-11-08,15,3,66
2020-11-09,49,19,70
2020-11-10,73,39,51
2020-11-11,59,58,74
2020-11-12,41,28,119
2020-11-13,60,19,66
2020-11-14,36,2,49
2020-11-15,11,0,68
2020-11-16,49,25,72
2020-11-17,52,15,134
2020-11-18,53,20,51
2020-11-19,42,41,77
2020-11-20,58,25,39
2020-11-21,7,5,46
2020-11-22,1,0,70
2020-11-23,3,55,72
2020-11-24,6,48,73
2020-11-25,3,107,58
2020-11-26,3,50,60
2020-11-27,2,29,96
2020-11-28,5,138,73
2020-11-29,0,6,95
2020-11-30,56,33,42
2020-12-01,57,17,67
2020-12-02,46,46,41
2020-12-03,52,31,66
2020-12-04,55,23,69
2020-12-05,42,10,29
2020-12-06,9,0,46
2020-12-07,23,21,81
2020-12-08,38,10,71
2020-12-09,47,87,67
2020-12-10,46,46,82
2020-12-11,44,14,77
2020-12-12,39,7,55
2020-12-13,10,9,71
2020-12-14,35,88,43
2020-12-15,48,28,42
2020-12-16,59,86,46
2020-12-17,49,8,88
2020-12-18,40,34,70
2020-12-19,24,5,54
2020-12-20,15,8,75
2020-12-21,35,43,63
2020-12-22,30,14,95
2020-12-23,42,56,79
2020-12-24,4,42,25
2020-12-25,2,25,41
2020-12-26,1,0,40
2020-12-27,0,0,34
2020-12-28,0,30,60
2020-12-29,5,11,60
2020-12-30,1,10,80
2020-12-31,0,11,68
2021-01-01,1,0,65
2021-01-02,13,0,81
2021-01-03,1,3,52
2021-01-04,25,2,94
2021-01-05,43,0,61
2021-01-06,65,6,56
2021-01-07,72,12,69
2021-01-08,47,3,66
2021-01-09,53,0,58
2021-01-10,1,0,76
2021-01-11,47,22,75
2021-01-12,45,57,59
2021-01-13,99,23,85
2021-01-14,79,27,53
2021-01-15,67,69,90
2021-01-16,35,0,102
2021-01-17,12,0,90
2021-01-18,37,14,87
2021-01-19,46,24,50
2021-01-20,87,16,38
2021-01-21,53,46,73
2021-01-22,49,24,110
2021-01-23,14,6,124
2021-01-24,18,1,57
2021-01-25,31,32,60
2021-01-26,51,57,61
2021-01-27,94,34,62
2021-01-28,72,62,74
2021-01-29,59,54,73
2021-01-30,23,2,87
2021-01-31,22,1,98
2021-02-01,43,70,71
2021-02-02,67,99,92
2021-02-03,70,52,104
2021-02-04,63,32,71
2021-02-05,75,21,93
2021-02-06,29,7,75
2021-02-07,21,2,66
2021-02-08,37,27,68
2021-02-09,105,132,106
2021-02-10,81,47,76
2021-02-11,77,32,41
2021-02-12,70,55,81
2021-02-13,44,1,106
2021-02-14,4,2,72
2021-02-15,33,99,114
2021-02-16,54,32,77
2021-02-17,75,49,74
2021-02-18,46,30,69
2021-02-19,31,43,68
2021-02-20,22,31,81
2021-02-21,10,3,80
2021-02-22,72,7,71
2021-02-23,89,13,105
2021-02-24,92,81,52
2021-02-25,60,32,76
2021-02-26,85,49,59
2021-02-27,30,1,95
2021-02-28,9,0,84
2021-03-01,39,32,106
2021-03-02,75,49,117
2021-03-03,80,19,101
2021-03-04,71,28,102
2021-03-05,87,42,192
2021-03-06,53,23,113
2021-03-07,21,10,54
2021-03-08,34,12,128
2021-03-09,56,73,187
2021-03-10,36,26,82
2021-03-11,44,75,113
2021-03-12,46,40,63
2021-03-13,36,2,80
2021-03-14,12,1,76
2021-03-15,50,58,137
2021-03-16,37,89,97
2021-03-17,100,55,124
2021-03-18,55,30,67
2021-03-19,78,91,55
2021-03-20,17,8,62
2021-03-21,10,1,75
2021-03-22,33,58,75
2021-03-23,30,24,75
2021-03-24,60,82,70
2021-03-25,49,26,55
2021-03-26,51,36,65
2021-03-27,11,6,90
2021-03-28,8,0,43
2021-03-29,35,55,70
2021-03-30,54,34,81
2021-03-31,85,27,93
2021-04-01,43,31,44
2021-04-02,63,24,92
2021-04-03,20,18,86
2021-04-04,16,2,97
2021-04-05,37,21,129
2021-04-06,70,59,91
2021-04-07,46,34,83
2021-04-08,72,55,97
2021-04-09,79,92,65
2021-04-10,12,1,58
2021-04-11,11,2,52
2021-04-12,44,23,64
2021-04-13,63,68,59
2021-04-14,63,37,68
2021-04-15,49,41,52
2021-04-16,43,22,80
2021-04-17,12,2,40
2021-04-18,7,0,62
2021-04-19,19,64,69
2021-04-20,54,34,58
2021-04-21,45,37,62
2021-04-22,39,58,90
2021-04-23,47,28,68
2021-04-24,10,5,56
2021-04-25,5,29,65
2021-04-26,36,32,49
2021-04-27,48,27,55
2021-04-28,48,10,46
2021-04-29,55,36,81
2021-04-30,89,49,66
2021-05-01,27,9,53
2021-05-02,7,0,62
2021-05-03,33,7,76
2021-05-04,61,20,69
2021-05-05,45,14,77
2021-05-06,42,60,98
2021-05-07,74,16,91
2021-05-08,16,0,54
2021-05-09,1,0,44
2021-05-10,24,23,64
2021-05-11,47,33,97
2021-05-12,33,81,88
2021-05-13,34,37,79
2021-05-14,27,62,43
2021-05-15,9,0,86
2021-05-16,3,0,51
2021-05-17,43,19,70
2021-05-18,40,57,80
2021-05-19,48,19,86
2021-05-20,53,121,55
2021-05-21,65,23,78
2021-05-22,30,1,54
2021-05-23,16,0,87
2021-05-24,32,11,94
2021-05-25,46,40,67
2021-05-26,47,21,88
2021-05-27,27,30,98
2021-05-28,26,64,43
2021-05-29,17,2,50
2021-05-30,4,0,62
2021-05-31,17,21,103
2021-06-01,33,18,59
2021-06-02,76,35,72
2021-06-03,37,105,73
2021-06-04,49,18,119
2021-06-05,20,1,59
2021-06-06,11,3,59
2021-06-07,27,113,75
2021-06-08,43,60,70
2021-06-09,61,50,82
2021-06-10,26,35,54
2021-06-11,33,43,52
2021-06-12,17,37,34
2021-06-13,9,0,68
2021-06-14,17,6,81
2021-06-15,42,27,78
2021-06-16,44,61,69
2021-06-17,40,27,97
2021-06-18,11,23,78
2021-06-19,3,36,52
2021-06-20,2,29,57
2021-06-21,24,57,103
2021-06-22,43,41,65
2021-06-23,64,34,47
2021-06-24,105,25,54
2021-06-25,51,41,73
2021-06-26,5,4,46
2021-06-27,6,13,38
2021-06-28,24,33,59
2021-06-29,38,43,58
2021-06-30,63,11,67
2021-07-01,77,36,78
2021-07-02,71,22,77
2021-07-03,16,0,47
2021-07-04,3,5,60
2021-07-05,14,47,66
2021-07-06,48,35,76
2021-07-07,47,36,64
2021-07-08,57,51,79
2021-07-09,60,27,71
2021-07-10,12,10,91
2021-07-11,2,2,58
2021-07-12,27,52,41
2021-07-13,42,44,47
2021-07-14,73,55,73
2021-07-15,48,67,63
2021-07-16,48,36,58
2021-07-17,31,2,52
2021-07-18,26,0,75
2021-07-19,45,37,71
2021-07-20,63,52,57
2021-07-21,60,17,59
2021-07-22,70,30,50
2021-07-23,92,52,76
2021-07-24,18,0,55
2021-07-25,5,0,61
2021-07-26,31,39,74
2021-07-27,55,20,89
2021-07-28,86,18,98
2021-07-29,49,77,65
2021-07-30,46,50,73
2021-07-31,12,0,45
2021-08-01,6,18,27
2021-08-02,25,39,83
2021-08-03,17,60,89
2021-08-04,45,55,70
2021-08-05,43,29,59
2021-08-06,59,123,60
2021-08-07,20,1,56
2021-08-08,6,0,39
2021-08-09,34,34,54
2021-08-10,34,50,84
2021-08-11,38,28,36
2021-08-12,78,21,87
2021-08-13,49,44,63
2021-08-14,15,0,47
2021-08-15,3,0,48
2021-08-16,50,20,104
2021-08-17,58,26,42
2021-08-18,65,18,70
2021-08-19,69,46,83
2021-08-20,72,15,42
2021-08-21,5,5,53
2021-08-22,8,1,94
2021-08-23,52,68,82
2021-08-24,56,59,60
2021-08-25,53,15,74
2021-08-26,79,39,91
2021-08-27,54,20,63
2021-08-28,22,0,55
2021-08-29,10,1,53
2021-08-30,34,26,73
2021-08-31,66,37,108
2021-09-01,51,42,68
2021-09-02,55,41,78
2021-09-03,51,25,43
2021-09-04,32,0,44
2021-09-05,10,2,53
2021-09-06,28,52,48
2021-09-07,51,30,53
2021-09-08,60,39,78
2021-09-09,58,63,113
2021-09-10,64,15,65
2021-09-11,15,31,62
2021-09-12,11,2,46
2021-09-13,56,41,63
2021-09-14,41,44,39
2021-09-15,24,74,59
2021-09-16,51,34,70
2021-09-17,33,15,101
2021-09-18,13,1,44
2021-09-19,16,0,46
2021-09-20,39,33,42
2021-09-21,56,25,57
2021-09-22,59,80,49
