,apache/superset,getredash/redash,metabase/metabase
2019-10-02,2,2.0,10.0
2019-10-03,0,0.7999999999999998,2.999999999999999
2019-10-04,6,-0.19000000000000017,2.1499999999999995
2019-10-05,0,0.8979999999999999,0.23499999999999943
2019-10-06,3,5.830175,-0.5556249999999995
2019-10-07,0,1.3021039999999995,8.6256825
2019-10-08,1,-0.5409407750000003,5.813425375
2019-10-09,1,-0.317011905,8.6624022375
2019-10-10,3,2.7726779277187505,0.2328392973437492
2019-10-11,2,1.5224464694125004,-1.2041673786718745
2019-10-12,1,-0.46569812378593733,-0.7380822954406241
2019-10-13,0,-0.27795451551562483,-0.5296652331234359
2019-10-14,0,0.7930163768703129,-0.4028687062859362
2019-10-15,2,4.740795008753126,6.672375684109376
2019-10-16,1,1.3664827574281246,0.020171148567187602
2019-10-17,3,2.48689488625,0.4083375095921876
2019-10-18,1,-0.6040548315468752,-0.44762515139062503
2019-10-19,0,1.6442375663609379,0.7650647949281255
2019-10-20,0,-0.43736846757187475,-0.2619797499999997
2019-10-21,3,-0.2611247587499995,5.826086662500001
2019-10-22,2,1.8032889307343754,-0.7354346362500002
2019-10-23,4,2.640761152385938,1.6181036001406253
2019-10-24,3,4.483354522539063,-0.46657072701718755
2019-10-25,3,0.2361733308812496,-0.24510417805156204
2019-10-26,1,-0.4992089501078125,-0.1731930487859372
2019-10-27,0,0.6991423739687502,-0.12986538801562458
2019-10-28,5,2.6767155199281256,0.8928054699640628
2019-10-29,2,0.49208032000000024,-0.18373390309374987
2019-10-30,5,0.6021554727187501,2.882419492284375
2019-10-31,5,0.6347043621312503,7.6523633739687495
2019-11-01,1,-0.33573606893593716,-0.9724602050718757
2019-11-02,2,0.7927626618046878,-0.46161675000000024
2019-11-03,0,-0.22425783628593732,-0.3031495124999999
2019-11-04,7,-0.13779066426562475,2.7752560537500006
2019-11-05,7,0.8940237496671877,-0.4779883505156247
2019-11-06,3,0.8203169206265626,1.7180239587140629
2019-11-07,2,1.8098223881984374,3.597045490953125
2019-11-08,2,-0.30462917805156264,7.346269438267187
2019-11-09,0,-0.15865504878593745,-0.15254107028750052
2019-11-10,2,0.8966524369843751,-0.6548110375000002
